"","Symbol","Security.Name","Market.Category","Test.Issue","Financial.Status","Round.Lot.Size","ETF","NextShares"
"2076","LRGE","ClearBridge Large Cap Growth ESG ETF","G","N","N",100,"Y","N"
"2077","LRMR","Larimar Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"2078","LSAC","LifeSci Acquisition Corp. - Common Stock","S","N","N",100,"N","N"
"2079","LSACU","LifeSci Acquisition Corp. - Unit 1 COM & 1 WT","S","N","N",100,"N","N"
"2080","LSACW","LifeSci Acquisition Corp. - Warrant","S","N","N",100,"N","N"
"2081","LSBK","Lake Shore Bancorp, Inc. - Common Stock","G","N","N",100,"N","N"
"2082","LSCC","Lattice Semiconductor Corporation - Common Stock","Q","N","N",100,"N","N"
"2083","LSTR","Landstar System, Inc. - Common Stock","Q","N","N",100,"N","N"
"2084","LSXMA","Liberty Media Corporation - Series A Liberty SiriusXM Common Stock","Q","N","N",100,"N","N"
"2085","LSXMB","Liberty Media Corporation - Series B Liberty SiriusXM Common Stock","Q","N","N",100,"N","N"
"2086","LSXMK","Liberty Media Corporation - Series C Liberty SiriusXM Common Stock","Q","N","N",100,"N","N"
"2087","LTBR","Lightbridge Corporation - Common Stock","S","N","N",100,"N","N"
"2088","LTRN","Lantern Pharma Inc. - Common Stock","S","N","N",100,"N","N"
"2089","LTRPA","Liberty TripAdvisor Holdings, Inc. - Series A Common Stock","Q","N","N",100,"N","N"
"2090","LTRPB","Liberty TripAdvisor Holdings, Inc. - Series B Common Stock","Q","N","N",100,"N","N"
"2091","LTRX","Lantronix, Inc. - Common Stock","S","N","N",100,"N","N"
"2092","LULU","lululemon athletica inc. - Common Stock","Q","N","N",100,"N","N"
"2093","LUMO","Lumos Pharma, Inc. - Common Stock","G","N","N",100,"N","N"
"2094","LUNA","Luna Innovations Incorporated - Common Stock","S","N","N",100,"N","N"
"2095","LUNG","Pulmonx Corporation - Common Stock","Q","N","N",100,"N","N"
"2096","LVGO","Livongo Health, Inc. - common stock","Q","N","N",100,"N","N"
"2097","LVHD","Legg Mason Low Volatility High Dividend ETF","G","N","N",100,"Y","N"
"2098","LWAY","Lifeway Foods, Inc. - Common Stock","G","N","N",100,"N","N"
"2099","LX","LexinFintech Holdings Ltd. - American Depositary Shares","G","N","N",100,"N","N"
"2100","LXEH","Lixiang Education Holding Co., Ltd. - American Depositary Shares","G","N","N",100,"N","N"
"2101","LXRX","Lexicon Pharmaceuticals, Inc. - Common Stock","Q","N","N",100,"N","N"
"2102","LYFT","Lyft, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"2103","LYL","Dragon Victory International Limited - Ordinary Shares","S","N","N",100,"N","N"
"2104","LYRA","Lyra Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"2105","LYTS","LSI Industries Inc. - Common Stock","Q","N","N",100,"N","N"
"2106","MAACU","Montes Archimedes Acquisition Corp. - Unit","S","N","N",100,"N","N"
"2107","MACK","Merrimack Pharmaceuticals, Inc. - Common Stock","G","N","N",100,"N","N"
"2108","MAGS","Magal Security Systems Ltd. - Ordinary Shares","G","N","N",100,"N","N"
"2109","MANH","Manhattan Associates, Inc. - Common Stock","Q","N","N",100,"N","N"
"2110","MANT","ManTech International Corporation - Class A Common Stock","Q","N","N",100,"N","N"
"2111","MAR","Marriott International - Class A Common Stock","Q","N","N",100,"N","N"
"2112","MARA","Marathon Patent Group, Inc. - Common Stock","S","N","N",100,"N","N"
"2113","MARK","Remark Holdings, Inc. - Common Stock","S","N","N",100,"N","N"
"2114","MARPS","Marine Petroleum Trust - Units of Beneficial Interest","S","N","N",100,"N","N"
"2115","MASI","Masimo Corporation - Common Stock","Q","N","N",100,"N","N"
"2116","MAT","Mattel, Inc. - Common Stock","Q","N","N",100,"N","N"
"2117","MATW","Matthews International Corporation - Class A Common Stock","Q","N","N",100,"N","N"
"2118","MAXN","Maxeon Solar Technologies, Ltd. - Ordinary Shares","Q","N","N",100,"N","N"
"2119","MAYS","J. W. Mays, Inc. - Common Stock","S","N","N",100,"N","N"
"2120","MBB","iShares MBS ETF","G","N","N",100,"Y","N"
"2121","MBCN","Middlefield Banc Corp. - Common Stock","S","N","N",100,"N","N"
"2122","MBII","Marrone Bio Innovations, Inc. - Common Stock","S","N","N",100,"N","N"
"2123","MBIN","Merchants Bancorp - Common Stock","S","N","N",100,"N","N"
"2124","MBINO","Merchants Bancorp - Depositary Shares Each Representing a 1/40th Interest in a Share of Series B Fixed-to-Floating Rate","S","N","N",100,"N","N"
"2125","MBINP","Merchants Bancorp - 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock","S","N","N",100,"N","N"
"2126","MBIO","Mustang Bio, Inc. - Common Stock","G","N","N",100,"N","N"
"2127","MBNKP","Medallion Bank - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F","S","N","N",100,"N","N"
"2128","MBOT","Microbot Medical Inc.  - Common Stock","S","N","N",100,"N","N"
"2129","MBRX","Moleculin Biotech, Inc. - Common Stock","S","N","D",100,"N","N"
"2130","MBUU","Malibu Boats, Inc. - Common Stock","G","N","N",100,"N","N"
"2131","MBWM","Mercantile Bank Corporation - Common Stock","Q","N","N",100,"N","N"
"2132","MCAC","Mountain Crest Acquisition Corp. - Common Stock","S","N","N",100,"N","N"
"2133","MCACR","Mountain Crest Acquisition Corp. - Right","S","N","N",100,"N","N"
"2134","MCACU","Mountain Crest Acquisition Corp. - Unit","S","N","N",100,"N","N"
"2135","MCBC","Macatawa Bank Corporation - Common Stock","Q","N","N",100,"N","N"
"2136","MCBS","MetroCity Bankshares, Inc. - Common Stock","Q","N","N",100,"N","N"
"2137","MCEF","First Trust Municipal CEF Income Opportunity ETF","G","N","N",100,"Y","N"
"2138","MCEP","Mid-Con Energy Partners, LP - Common Units","S","N","N",100,"N","N"
"2139","MCFT","MasterCraft Boat Holdings, Inc. - Common Stock","G","N","N",100,"N","N"
"2140","MCHI","iShares MSCI China ETF","G","N","N",100,"Y","N"
"2141","MCHP","Microchip Technology Incorporated - Common Stock","Q","N","N",100,"N","N"
"2142","MCHX","Marchex, Inc. - Class B Common Stock","Q","N","N",100,"N","N"
"2143","MCMJ","Merida Merger Corp. I - Common Stock","S","N","N",100,"N","N"
"2144","MCMJW","Merida Merger Corp. I - Warrant","S","N","N",100,"N","N"
"2145","MCRB","Seres Therapeutics, Inc. - Common Stock","Q","N","N",100,"N","N"
"2146","MCRI","Monarch Casino & Resort, Inc. - Common Stock","Q","N","N",100,"N","N"
"2147","MDB","MongoDB, Inc. - Class A Common Stock","G","N","N",100,"N","N"
"2148","MDCA","MDC Partners Inc. - Class A Subordinate Voting Shares","Q","N","N",100,"N","N"
"2149","MDGL","Madrigal Pharmaceuticals, Inc. - Common Stock","Q","N","N",100,"N","N"
"2150","MDGS","Medigus Ltd. - American Depositary Shares","S","N","N",100,"N","N"
"2151","MDGSW","Medigus Ltd. - Series C Warrant","S","N","N",100,"N","N"
"2152","MDIA","Mediaco Holding Inc. - Class A Common Stock","S","N","N",100,"N","N"
"2153","MDIV","First Trust Multi-Asset Diversified Income Index Fund","G","N","N",100,"Y","N"
"2154","MDJH","MDJM LTD - Ordinary Shares","S","N","N",100,"N","N"
"2155","MDLZ","Mondelez International, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"2156","MDNA","Medicenna Therapeutics Corp. - Common Shares","S","N","N",100,"N","N"
"2157","MDRR","Medalist Diversified REIT, Inc. - Common Stock","S","N","N",100,"N","N"
"2158","MDRRP","Medalist Diversified REIT, Inc. - Series A Cumulative Redeemable Preferred Stock","S","N","N",100,"N","N"
"2159","MDRX","Allscripts Healthcare Solutions, Inc. - common stock","Q","N","N",100,"N","N"
"2160","MDWD","MediWound Ltd. - Ordinary Shares","G","N","N",100,"N","N"
"2161","MEDP","Medpace Holdings, Inc. - Common Stock","Q","N","N",100,"N","N"
"2162","MEDS","Trxade Group, Inc. - Common Stock","S","N","N",100,"N","N"
"2163","MEIP","MEI Pharma, Inc. - Common Stock","S","N","N",100,"N","N"
"2164","MELI","MercadoLibre, Inc. - Common Stock","Q","N","N",100,"N","N"
"2165","MEOH","Methanex Corporation - Common Stock","Q","N","N",100,"N","N"
"2166","MERC","Mercer International Inc. - Common Stock","Q","N","N",100,"N","N"
"2167","MESA","Mesa Air Group, Inc. - Common Stock","Q","N","N",100,"N","N"
"2168","MESO","Mesoblast Limited - American Depositary Shares","Q","N","N",100,"N","N"
"2169","METC","Ramaco Resources, Inc. - Common Stock","Q","N","N",100,"N","N"
"2170","METX","Meten EdtechX Education Group Ltd. - Ordinary Shares","S","N","N",100,"N","N"
"2171","METXW","Meten EdtechX Education Group Ltd. - Warrant","S","N","N",100,"N","N"
"2172","MFH","Mercurity Fintech Holding Inc. - American Depositary Shares","S","N","N",100,"N","N"
"2173","MFIN","Medallion Financial Corp. - Common Stock","Q","N","N",100,"N","N"
"2174","MFINL","Medallion Financial Corp. - 9.000% Notes due 2021","Q","N","N",100,"N","N"
"2175","MFNC","Mackinac Financial Corporation - Common Stock","S","N","N",100,"N","N"
"2176","MGEE","MGE Energy Inc. - Common Stock","Q","N","N",100,"N","N"
"2177","MGEN","Miragen Therapeutics, Inc. - Common Stock","S","N","N",100,"N","N"
"2178","MGI","Moneygram International, Inc. - Common Stock","Q","N","N",100,"N","N"
"2179","MGIC","Magic Software Enterprises Ltd. - Ordinary Shares","Q","N","N",100,"N","N"
"2180","MGLN","Magellan Health, Inc. - Common Stock","Q","N","N",100,"N","N"
"2181","MGNI","Magnite, Inc. - Common Stock","Q","N","N",100,"N","N"
"2182","MGNX","MacroGenics, Inc. - Common Stock","Q","N","N",100,"N","N"
"2183","MGPI","MGP Ingredients, Inc. - Common Stock","Q","N","N",100,"N","N"
"2184","MGRC","McGrath RentCorp - Common Stock","Q","N","N",100,"N","N"
"2185","MGTA","Magenta Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"2186","MGTX","MeiraGTx Holdings plc - Ordinary Shares","Q","N","N",100,"N","N"
"2187","MGYR","Magyar Bancorp, Inc. - Common Stock","G","N","N",100,"N","N"
"2188","MHLD","Maiden Holdings, Ltd. - Common Stock","S","N","N",100,"N","N"
"2189","MICT","MICT, Inc. - Common Stock","S","N","N",100,"N","N"
"2190","MIDD","The Middleby Corporation - Common Stock","Q","N","N",100,"N","N"
"2191","MIK","The Michaels Companies, Inc. - Common Stock","Q","N","N",100,"N","N"
"2192","MILN","Global X Millennials Thematic ETF","G","N","N",100,"Y","N"
"2193","MIME","Mimecast Limited - Ordinary Shares","Q","N","N",100,"N","N"
"2194","MIND","MIND Technology, Inc. - Common Stock","Q","N","N",100,"N","N"
"2195","MINDP","MIND Technology, Inc. - Series A 9.00% Series A Cumulative Preferred Stock","Q","N","N",100,"N","N"
"2196","MIRM","Mirum Pharmaceuticals, Inc. - common stock","G","N","N",100,"N","N"
"2197","MIST","Milestone Pharmaceuticals Inc. - Common Shares","Q","N","N",100,"N","N"
"2198","MITK","Mitek Systems, Inc. - Common Stock","S","N","N",100,"N","N"
"2199","MITO","Stealth BioTherapeutics Corp. - American Depositary Shares","G","N","N",100,"N","N"
"2200","MKD","Molecular Data Inc. - ADS","S","N","N",100,"N","N"
"2201","MKGI","Monaker Group, Inc. - Common Stock","S","N","N",100,"N","N"
"2202","MKSI","MKS Instruments, Inc. - Common Stock","Q","N","N",100,"N","N"
"2203","MKTX","MarketAxess Holdings, Inc. - Common Stock","Q","N","N",100,"N","N"
"2204","MLAB","Mesa Laboratories, Inc. - Common Stock","Q","N","N",100,"N","N"
"2205","MLAC","Malacca Straits Acquisition Company Limited - Class A Ordinary Shares","S","N","N",100,"N","N"
"2206","MLACU","Malacca Straits Acquisition Company Limited - Units","S","N","N",100,"N","N"
"2207","MLACW","Malacca Straits Acquisition Company Limited - Warrants","S","N","N",100,"N","N"
"2208","MLCO","Melco Resorts & Entertainment Limited - American Depositary Shares ","Q","N","N",100,"N","N"
"2209","MLHR","Herman Miller, Inc. - Common Stock","Q","N","N",100,"N","N"
"2210","MLND","Millendo Therapeutics, Inc.  - Common Stock","S","N","N",100,"N","N"
"2211","MLVF","Malvern Bancorp, Inc. - Common Stock","G","N","N",100,"N","N"
"2212","MMAC","MMA Capital Holdings, Inc. - Common Stock","S","N","N",100,"N","N"
"2213","MMLP","Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests","Q","N","N",100,"N","N"
"2214","MMSI","Merit Medical Systems, Inc. - Common Stock","Q","N","N",100,"N","N"
"2215","MMYT","MakeMyTrip Limited - Ordinary Shares","Q","N","N",100,"N","N"
"2216","MNCL","Monocle Acquisition Corporation - Common Stock","S","N","N",100,"N","N"
"2217","MNCLU","Monocle Acquisition Corporation - Units","S","N","N",100,"N","N"
"2218","MNCLW","Monocle Acquisition Corporation - Warrants","S","N","N",100,"N","N"
"2219","MNDO","MIND C.T.I. Ltd. - Ordinary Shares","G","N","N",100,"N","N"
"2220","MNKD","MannKind Corporation - Common Stock","G","N","N",100,"N","N"
"2221","MNOV","MediciNova, Inc. - Common Stock","G","N","N",100,"N","N"
"2222","MNPR","Monopar Therapeutics Inc. - Common Stock","S","N","N",100,"N","N"
"2223","MNRO","Monro, Inc.  - Common Stock","Q","N","N",100,"N","N"
"2224","MNSB","MainStreet Bancshares, Inc. - Common Stock","S","N","N",100,"N","N"
"2225","MNSBP","MainStreet Bancshares, Inc. - Depositary Shares","S","N","N",100,"N","N"
"2226","MNST","Monster Beverage Corporation - Common Stock","Q","N","N",100,"N","N"
"2227","MNTX","Manitex International, Inc. - common stock","S","N","N",100,"N","N"
"2228","MOBL","MobileIron, Inc. - Common Stock","Q","N","N",100,"N","N"
"2229","MOFG","MidWestOne Financial Group, Inc. - Common Stock","Q","N","N",100,"N","N"
"2230","MOGO","Mogo Inc. - Common Shares","S","N","N",100,"N","N"
"2231","MOHO","ECMOHO Limited - American Depositary Shares","G","N","N",100,"N","N"
"2232","MOMO","Momo Inc. - American Depositary Shares","Q","N","N",100,"N","N"
"2233","MOR","MorphoSys AG - American Depositary Shares","Q","N","N",100,"N","N"
"2234","MORF","Morphic Holding, Inc. - Common Stock","G","N","N",100,"N","N"
"2235","MORN","Morningstar, Inc. - Common Stock","Q","N","N",100,"N","N"
"2236","MOSY","MoSys, Inc. - Common Stock","S","N","N",100,"N","N"
"2237","MOTS","Motus GI Holdings, Inc. - Common Stock","S","N","N",100,"N","N"
"2238","MOXC","Moxian, Inc. - Common Stock","S","N","N",100,"N","N"
"2239","MPAA","Motorcar Parts of America, Inc. - Common Stock","Q","N","N",100,"N","N"
"2240","MPB","Mid Penn Bancorp - Common Stock","G","N","N",100,"N","N"
"2241","MPWR","Monolithic Power Systems, Inc. - Common Stock","Q","N","N",100,"N","N"
"2242","MRAM","Everspin Technologies, Inc. - Common Stock","G","N","N",100,"N","N"
"2243","MRBK","Meridian Corporation - Common Stock","Q","N","N",100,"N","N"
"2244","MRCC","Monroe Capital Corporation - Common Stock","Q","N","N",100,"N","N"
"2245","MRCCL","Monroe Capital Corporation - 5.75% Notes due 2023","Q","N","N",100,"N","N"
"2246","MRCY","Mercury Systems Inc - Common Stock","Q","N","N",100,"N","N"
"2247","MREO","Mereo BioPharma Group plc - American Depositary Shares","G","N","N",100,"N","N"
"2248","MRIN","Marin Software Incorporated - Common Stock","G","N","N",100,"N","N"
"2249","MRKR","Marker Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"2250","MRLN","Marlin Business Services Corp. - Common Stock","Q","N","N",100,"N","N"
"2251","MRNA","Moderna, Inc. - Common Stock","Q","N","N",100,"N","N"
"2252","MRNS","Marinus Pharmaceuticals, Inc. - Common Stock","G","N","N",100,"N","N"
"2253","MRSN","Mersana Therapeutics, Inc. - Common Stock","Q","N","N",100,"N","N"
"2254","MRTN","Marten Transport, Ltd. - Common Stock","Q","N","N",100,"N","N"
"2255","MRTX","Mirati Therapeutics, Inc. - Common Stock","Q","N","N",100,"N","N"
"2256","MRUS","Merus N.V. - Common Shares","G","N","N",100,"N","N"
"2257","MRVL","Marvell Technology Group Ltd. - Common Stock","Q","N","N",100,"N","N"
"2258","MSBI","Midland States Bancorp, Inc. - Common Stock","Q","N","N",100,"N","N"
"2259","MSEX","Middlesex Water Company - Common Stock","Q","N","N",100,"N","N"
"2260","MSFT","Microsoft Corporation - Common Stock","Q","N","N",100,"N","N"
"2261","MSON","MISONIX, Inc. - Common Stock","G","N","N",100,"N","N"
"2262","MSTR","MicroStrategy Incorporated - Class A Common Stock","Q","N","N",100,"N","N"
"2263","MSVB","Mid-Southern Bancorp, Inc. - Common Stock","S","N","N",100,"N","N"
"2264","MTBC","MTBC, Inc. - Common Stock","G","N","N",100,"N","N"
"2265","MTBCP","MTBC, Inc. - 11% Series A Cumulative Redeemable Perpetual Preferred Stock","G","N","N",100,"N","N"
"2266","MTC","MMTec, Inc. - Common Shares","S","N","N",100,"N","N"
"2267","MTCH","Match Group, Inc. - Common Stock","Q","N","N",100,"N","N"
"2268","MTCR","Metacrine, Inc. - Common Stock","G","N","N",100,"N","N"
"2269","MTEM","Molecular Templates, Inc. - Common Stock","S","N","N",100,"N","N"
"2270","MTEX","Mannatech, Incorporated - Common Stock","Q","N","N",100,"N","N"
"2271","MTLS","Materialise NV - American Depositary Shares","Q","N","N",100,"N","N"
"2272","MTP","Midatech Pharma PLC - American Depositary Shares","S","N","N",100,"N","N"
"2273","MTRX","Matrix Service Company - Common Stock","Q","N","N",100,"N","N"
"2274","MTSC","MTS Systems Corporation - Common Stock","Q","N","N",100,"N","N"
"2275","MTSI","MACOM Technology Solutions Holdings, Inc. - Common Stock","Q","N","N",100,"N","N"
"2276","MTSL","MER Telemanagement Solutions Ltd. - Ordinary Shares","S","N","N",100,"N","N"
"2277","MU","Micron Technology, Inc. - Common Stock","Q","N","N",100,"N","N"
"2278","MVBF","MVB Financial Corp. - Common Stock","S","N","N",100,"N","N"
"2279","MVIS","MicroVision, Inc. - Common Stock","G","N","N",100,"N","N"
"2280","MWK","Mohawk Group Holdings, Inc. - Common Stock","S","N","N",100,"N","N"
"2281","MXIM","Maxim Integrated Products, Inc. - Common Stock","Q","N","N",100,"N","N"
"2282","MYFW","First Western Financial, Inc. - Common Stock","Q","N","N",100,"N","N"
"2283","MYGN","Myriad Genetics, Inc. - Common Stock","Q","N","N",100,"N","N"
"2284","MYL","Mylan N.V. - Common Stock","Q","N","N",100,"N","N"
"2285","MYOK","MyoKardia, Inc. - Common Stock","Q","N","N",100,"N","N"
"2286","MYOS","MYOS RENS Technology Inc. - Common Stock","S","N","N",100,"N","N"
"2287","MYRG","MYR Group, Inc. - Common Stock","Q","N","N",100,"N","N"
"2288","MYSZ","My Size, Inc. - Common Stock","S","N","N",100,"N","N"
"2289","MYT","Urban Tea, Inc. - Ordinary Shares","S","N","N",100,"N","N"
"2290","NAII","Natural Alternatives International, Inc. - Common Stock","G","N","N",100,"N","N"
"2291","NAKD","Naked Brand Group Limited - Ordinary Shares","S","N","D",100,"N","N"
"2292","NAOV","NanoVibronix, Inc. - Common Stock","S","N","D",100,"N","N"
"2293","NARI","Inari Medical, Inc. - Common Stock","Q","N","N",100,"N","N"
"2294","NATH","Nathan's Famous, Inc. - Common Stock","Q","N","N",100,"N","N"
"2295","NATI","National Instruments Corporation - Common Stock","Q","N","N",100,"N","N"
"2296","NATR","Nature's Sunshine Products, Inc. - Common Stock","S","N","N",100,"N","N"
"2297","NAVI","Navient Corporation - Common Stock","Q","N","N",100,"N","N"
"2298","NBAC","Newborn Acquisition Corp. - Ordinary Shares","S","N","N",100,"N","N"
"2299","NBACR","Newborn Acquisition Corp. - Right","S","N","N",100,"N","N"
"2300","NBACU","Newborn Acquisition Corp. - Unit","S","N","N",100,"N","N"
"2301","NBACW","Newborn Acquisition Corp. - Warrant","S","N","N",100,"N","N"
"2302","NBEV","NewAge, Inc. - Common Stock","S","N","N",100,"N","N"
"2303","NBIX","Neurocrine Biosciences, Inc. - Common Stock","Q","N","N",100,"N","N"
"2304","NBLX","Noble Midstream Partners LP - Common Units, Representing Limited Partner Interests","Q","N","N",100,"N","N"
"2305","NBN","Northeast Bank - Common Stock","G","N","N",100,"N","N"
