"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary.Quote","X"
"1915","MS^A","Morgan Stanley","24.06","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^a",NA
"1916","MS^E","Morgan Stanley","28.17","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^e",NA
"1917","MS^F","Morgan Stanley","27.89","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^f",NA
"1918","MS^I","Morgan Stanley","27.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^i",NA
"1919","MS^K","Morgan Stanley","28.24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^k",NA
"1920","MS^L","Morgan Stanley","26.52","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^l",NA
"1921","CAF","Morgan Stanley China A Share Fund Inc.","21.54","$471.33M","2006","n/a","n/a","https://old.nasdaq.com/symbol/caf",NA
"1922","MSD","Morgan Stanley Emerging Markets Debt Fund, Inc.","8.55","$174.31M","1993","n/a","n/a","https://old.nasdaq.com/symbol/msd",NA
"1923","EDD","Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.","5.63","$372.1M","2007","n/a","n/a","https://old.nasdaq.com/symbol/edd",NA
"1924","IIF","Morgan Stanley India Investment Fund, Inc.","18.05","$240.38M","1994","n/a","n/a","https://old.nasdaq.com/symbol/iif",NA
"1925","MOS","Mosaic Company (The)","19.71","$7.47B","n/a","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/mos",NA
"1926","MSI","Motorola Solutions, Inc.","166.78","$28.32B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/msi",NA
"1927","MOV","Movado Group Inc.","10.94","$253.6M","n/a","Consumer Non-Durables","Consumer Specialties","https://old.nasdaq.com/symbol/mov",NA
"1928","MPLX","MPLX LP","17.26","$17.95B","2012","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/mplx",NA
"1929","MRC","MRC Global Inc.","4.68","$384.08M","2012","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mrc",NA
"1930","MSA","MSA Safety Incorporporated","144.01","$5.6B","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/msa",NA
"1931","MSM","MSC Industrial Direct Company, Inc.","65.75","$3.65B","1995","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/msm",NA
"1932","MSCI","MSCI Inc","352.33","$29.47B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/msci",NA
"1933","MSGN","MSG Networks Inc.","9.52","$539.89M","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/msgn",NA
"1934","MLI","Mueller Industries, Inc.","29.31","$1.66B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/mli",NA
"1935","MWA","Mueller Water Products Inc","10.81","$1.71B","2006","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/mwa",NA
"1936","MVF","MuniVest Fund, Inc.","8.76","$567.97M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mvf",NA
"1937","MZA","MuniYield Arizona Fund, Inc.","14.6","$67.69M","1993","n/a","n/a","https://old.nasdaq.com/symbol/mza",NA
"1938","MUR","Murphy Oil Corporation","8.69","$1.33B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mur",NA
"1939","MUSA","Murphy USA Inc.","129.75","$3.79B","2013","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/musa",NA
"1940","MVO","MV Oil Trust","2.86","$32.89M","2007","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mvo",NA
"1941","MVC","MVC Capital, Inc.","8.02","$142.16M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mvc",NA
"1942","MVCD","MVC Capital, Inc.","25.1","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/mvcd",NA
"1943","MYE","Myers Industries, Inc.","14.66","$524.75M","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/mye",NA
"1944","MYOV","Myovant Sciences Ltd.","15.41","$1.39B","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myov",NA
"1945","NBR","Nabors Industries Ltd.","28.29","$206.4M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/nbr",NA
"1946","NBR^A","Nabors Industries Ltd.","6.1301","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nbr^a",NA
"1947","NC","NACCO Industries, Inc.","20.07","$141.14M","n/a","Consumer Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/nc",NA
"1948","NTP","Nam Tai Property Inc.","5.8","$227.35M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/ntp",NA
"1949","NTEST","NASDAQ TEST STOCK","25.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest",NA
"1950","NTEST.A","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.a",NA
"1951","NTEST.B","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.b",NA
"1952","NTEST.C","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.c",NA
"1953","NBHC","National Bank Holdings Corporation","29.8","$910.96M","2012","Finance","Major Banks","https://old.nasdaq.com/symbol/nbhc",NA
"1954","NFG","National Fuel Gas Company","41.99","$3.82B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/nfg",NA
"1955","NGG","National Grid Transco, PLC","60.64","$42.69B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/ngg",NA
"1956","NHI","National Health Investors, Inc.","61.13","$2.73B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nhi",NA
"1957","NOV","National Oilwell Varco, Inc.","9.05","$3.51B","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/nov",NA
"1958","NPK","National Presto Industries, Inc.","83.93","$589.31M","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/npk",NA
"1959","NNN","National Retail Properties","35.98","$6.24B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nnn",NA
"1960","NNN^F","National Retail Properties","26.49","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nnn^f",NA
"1961","NRUC","National Rural Utilities Cooperative Finance Corporation","27.6","n/a","2019","Finance","Diversified Financial Services","https://old.nasdaq.com/symbol/nruc",NA
"1962","SID","National Steel Company","3.22","$4.44B","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/sid",NA
"1963","NSA","National Storage Affiliates Trust","34.24","$2.37B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nsa",NA
"1964","NSA^A","National Storage Affiliates Trust","26.64","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nsa^a",NA
"1965","NTCO","Natura &Co Holding S.A.","16.72","$10.48B","2020","n/a","n/a","https://old.nasdaq.com/symbol/ntco",NA
"1966","NGS","Natural Gas Services Group, Inc.","9.8","$131.97M","2002","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/ngs",NA
"1967","NGVC","Natural Grocers by Vitamin Cottage, Inc.","11.82","$266.24M","2012","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/ngvc",NA
"1968","NRP","Natural Resource Partners LP","11.75","$144.07M","2002","Energy","Coal Mining","https://old.nasdaq.com/symbol/nrp",NA
"1969","NTZ","Natuzzi, S.p.A.","3.1","$34.01M","1993","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/ntz",NA
"1970","NWG","NatWest Group plc","2.93","$17.77B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/nwg",NA
"1971","NLS","Nautilus Group, Inc. (The)","22.1","$662.27M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/nls",NA
"1972","NVGS","Navigator Holdings Ltd.","8.96","$500.91M","2013","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nvgs",NA
"1973","NNA","Navios Maritime Acquisition Corporation","4.52","$72.73M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nna",NA
"1974","NM","Navios Maritime Holdings Inc.","1.87","$25.18M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nm",NA
"1975","NM^G","Navios Maritime Holdings Inc.","3.34","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nm^g",NA
"1976","NM^H","Navios Maritime Holdings Inc.","3.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nm^h",NA
"1977","NMM","Navios Maritime Partners LP","6.71","$73.73M","2007","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nmm",NA
"1978","NAV","Navistar International Corporation","44.83","$4.46B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nav",NA
"1979","NAV^D","Navistar International Corporation","22.3","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nav^d",NA
"1980","NSH.U","NavSight Holdings, Inc.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/nsh.u",NA
"1981","NCR","NCR Corporation","23.81","$3.06B","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/ncr",NA
"1982","NP","Neenah, Inc.","39.72","$667.38M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/np",NA
"1983","NNI","Nelnet, Inc.","66.29","$2.54B","2003","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/nni",NA
"1984","NPTN","NeoPhotonics Corporation","6.77","$335.56M","2011","Technology","Semiconductors","https://old.nasdaq.com/symbol/nptn",NA
"1985","NSCO","Nesco Holdings, Inc.","4.35","$213.3M","2017","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/nsco",NA
"1986","NSCO.WS","Nesco Holdings, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nsco.ws",NA
"1987","NTST","NetSTREIT Corp.","19.51","$507.06M","2020","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ntst",NA
"1988","NVRO","Nevro Corp.","150.07","$5.15B","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nvro",NA
"1989","HYB","New America High Income Fund, Inc. (The)","8.37","$195.6M","1988","n/a","n/a","https://old.nasdaq.com/symbol/hyb",NA
"1990","NFH","New Frontier Health Corporation","8.48","$1.11B","2018","Finance","Business Services","https://old.nasdaq.com/symbol/nfh",NA
"1991","NFH.WS","New Frontier Health Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nfh.ws",NA
"1992","GF","New Germany Fund, Inc. (The)","17.5","$275.26M","1990","n/a","n/a","https://old.nasdaq.com/symbol/gf",NA
"1993","NWHM","New Home Company Inc. (The)","5.69","$103.74M","2014","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/nwhm",NA
"1994","IRL","New Ireland Fund, Inc. (The)","8.57","$42.15M","1990","n/a","n/a","https://old.nasdaq.com/symbol/irl",NA
"1995","EDU","New Oriental Education & Technology Group, Inc.","170.09","$27.06B","2006","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/edu",NA
"1996","NEWR","New Relic, Inc.","64.39","$3.88B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/newr",NA
"1997","NRZ","New Residential Investment Corp.","8.29","$3.45B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nrz",NA
"1998","NRZ^A","New Residential Investment Corp.","22.4283","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nrz^a",NA
"1999","NRZ^B","New Residential Investment Corp.","21.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nrz^b",NA
"2000","NRZ^C","New Residential Investment Corp.","19.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nrz^c",NA
"2001","SNR","New Senior Investment Group Inc.","4.46","$370.29M","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/snr",NA
"2002","NYC","New York City REIT, Inc.","11.695","$149.73M","2020","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nyc",NA
"2003","NYCB","New York Community Bancorp, Inc.","8.46","$3.92B","n/a","Finance","Banks","https://old.nasdaq.com/symbol/nycb",NA
"2004","NYCB^A","New York Community Bancorp, Inc.","28.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nycb^a",NA
"2005","NYCB^U","New York Community Bancorp, Inc.","44.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nycb^u",NA
"2006","NYT","New York Times Company (The)","43.83","$7.31B","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/nyt",NA
"2007","NJR","NewJersey Resources Corporation","28.84","$2.77B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/njr",NA
"2008","NEU","NewMarket Corporation","353.17","$3.86B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/neu",NA
"2009","NEM","Newmont Corporation","62.82","$50.45B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/nem",NA
"2010","NR","Newpark Resources, Inc.","0.9063","$82.16M","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/nr",NA
"2011","NEXA","Nexa Resources S.A.","5.94","$786.69M","2017","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/nexa",NA
"2012","NREF","NexPoint Real Estate Finance, Inc.","14.1","$74.2M","2020","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nref",NA
"2013","NREF^A","NexPoint Real Estate Finance, Inc.","24.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nref^a",NA
"2014","NXRT","NexPoint Residential Trust, Inc.","44.64","$1.08B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nxrt",NA
"2015","NHF","NexPoint Strategic Opportunities Fund","8.46","$386.07M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nhf",NA
"2016","NEP","NextEra Energy Partners, LP","67.27","$4.41B","2014","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/nep",NA
"2017","NEE","NextEra Energy, Inc.","302.91","$148.32B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/nee",NA
"2018","NEE^I","NextEra Energy, Inc.","25.24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^i",NA
"2019","NEE^J","NextEra Energy, Inc.","25.33","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^j",NA
"2020","NEE^K","NextEra Energy, Inc.","25.92","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^k",NA
"2021","NEE^N","NextEra Energy, Inc.","27.92","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^n",NA
"2022","NEE^O","NextEra Energy, Inc.","58.46","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^o",NA
"2023","NEE^P","NextEra Energy, Inc.","50.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^p",NA
"2024","NEE^Q","NextEra Energy, Inc.","50.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^q",NA
"2025","NEX","NexTier Oilfield Solutions Inc.","2.14","$458.66M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/nex",NA
"2026","NGL","NGL ENERGY PARTNERS LP","4.04","$520.24M","2011","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/ngl",NA
"2027","NGL^B","NGL ENERGY PARTNERS LP","12.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ngl^b",NA
"2028","NGL^C","NGL ENERGY PARTNERS LP","13.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ngl^c",NA
"2029","NMK^B","Niagara Mohawk Holdings, Inc.","99.9","n/a","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/nmk^b",NA
"2030","NMK^C","Niagara Mohawk Holdings, Inc.","104.5133","n/a","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/nmk^c",NA
"2031","NLSN","Nielsen N.V.","13.75","$4.91B","2011","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/nlsn",NA
"2032","NKE","Nike, Inc.","130.98","$204.31B","n/a","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/nke",NA
"2033","NINE","Nine Energy Service, Inc.","1.41","$44.62M","2018","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/nine",NA
"2034","NIO","NIO Inc.","21.47","$26.25B","2018","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nio",NA
"2035","NI","NiSource, Inc","22.49","$8.61B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ni",NA
"2036","NI^B","NiSource, Inc","28.56","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ni^b",NA
"2037","NL","NL Industries, Inc.","4.88","$238.09M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/nl",NA
"2038","NOAH","Noah Holdings Ltd.","27.86","$1.72B","2010","Finance","Investment Managers","https://old.nasdaq.com/symbol/noah",NA
"2039","NOK","Nokia Corporation","4.03","$22.64B","1994","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/nok",NA
"2040","NOMD","Nomad Foods Limited","25.58","$5.03B","2016","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/nomd",NA
"2041","NMR","Nomura Holdings Inc ADR","4.59","$14.03B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/nmr",NA
"2042","OSB","Norbord Inc.","31.33","$2.53B","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/osb",NA
"2043","NAT","Nordic American Tankers Limited","3.65","$546.37M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/nat",NA
"2044","JWN","Nordstrom, Inc.","13.86","$2.18B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/jwn",NA
"2045","NSC","Norfolk Southern Corporation","218.39","$55.71B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/nsc",NA
"2046","NOA","North American Construction Group Ltd.","6.61","$192.64M","2006","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/noa",NA
"2047","NRT","North European Oil Royality Trust","3.19","$29.32M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/nrt",NA
"2048","NGA","Northern Genesis Acquisition Corp.","9.69","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/nga",NA
"2049","NGA.U","Northern Genesis Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/nga.u",NA
"2050","NGA.WS","Northern Genesis Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nga.ws",NA
"2051","NOC","Northrop Grumman Corporation","315.28","$52.56B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/noc",NA
"2052","NWN","Northwest Natural Holding Company","46.91","$1.43B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/nwn",NA
