,V1,
c,5.66697E+11,
c,7.42738E+11,
c,7.93627E+11,
c,1.37946E+11,
c,75551000000,
c,N/A,
c,4.7906E+13,
c,1.0366E+13,
c,30995000000,
c,943000000,
c,2.38411E+11,
c,2.88371E+11,
c,4.238E+12,
c,15774000000,
c,1.4603E+13,
c,50883000000,
c,98979000000,
c,34691000000,
c,4.34E+11,
c,32886000000,
c,2.77628E+11,
c,4.033E+12,
c,1.26654E+11,
c,4347000000,
c,N/A,
c,N/A,
c,2.21414E+11,
c,N/A,
c,N/A,
c,3.61967E+11,
c,81187000000,
c,N/A,
c,4.61081E+11,
c,16975000000,
c,1.506E+12,
c,95953000000,
c,1.69922E+11,
c,N/A,
c,7.38921E+11,
c,3.132E+12,
c,6.99305E+11,
c,4.05736E+11,
c,1.75227E+11,
c,33755000000,
c,1.88392E+11,
c,3567000000,
c,1.325E+12,
c,8.00736E+11,
c,4.72473E+11,
c,59512000000,
c,3.56818E+11,
c,1.53598E+14,
c,1.95382E+11,
c,7.43E+11,
c,99427000000,
c,1.67795E+11,
c,47002000000,
c,40184000000,
c,N/A,
c,2548000000,
c,N/A,
c,1.38172E+11,
c,1.319E+12,
c,4.60181E+11,
c,1.238E+12,
c,5.018E+12,
c,33321000000,
c,4.478E+12,
c,9.90048E+11,
c,47317000000,
c,1.567E+12,
c,2.69E+11,
c,1.2975E+13,
c,5.19399E+11,
c,1.46E+11,
c,24596000000,
c,2.07495E+11,
c,3.2728E+13,
c,1.101E+12,
c,5.27969E+11,
c,5422000000,
c,3.179E+12,
c,5.26418E+11,
c,67306000000,
c,4658000000,
c,1.61603E+11,
c,4.14423E+11,
c,5.76619E+11,
c,5.87743E+11,
c,1.7725E+13,
c,2.13E+11,
c,7.84609E+11,
c,4.17068E+14,
c,10163000000,
c,3.0463E+13,
c,2.649E+12,
c,5.881E+12,
c,1.403E+12,
c,1.344E+12,
c,18367000000,
c,1.98991E+11,
c,1.9403E+13,
c,60687000000,
c,77796000000,
c,7.56085E+11,
c,1.3687E+13,
c,N/A,
c,82668000000,
c,1.718E+12,
c,N/A,
c,2.469E+12,
c,4.153E+12,
c,1.6801E+13,
c,4.60177E+11,
c,1.42365E+14,
c,4.954E+12,
c,8861000000,
c,1.28785E+11,
c,54934000000,
c,26638000000,
c,N/A,
c,76119000000,
c,1.0264E+13,
c,73983000000,
c,1.07635E+11,
c,62145000000,
c,3.094E+12,
c,2.05548E+11,
c,1.629E+12,
c,N/A,
c,3.66018E+11,
c,1.01E+11,
c,5.54617E+11,
c,1.87334E+11,
c,53767000000,
c,3.592E+12,
c,30931000000,
c,7259000000,
c,7.036E+12,
c,2.33431E+11,
c,1.02992E+11,
c,6.16171E+11,
c,1.3472E+13,
c,2.654E+12,
c,2.709E+12,
c,29129000000,
c,1.02668E+11,
c,2.399E+12,
c,1.39358E+11,
c,9826000000,
c,96766000000,
c,1.316E+12,
c,2.471E+12,
c,2.301E+12,
c,4.94434E+11,
c,2.81104E+11,
c,94196000000,
c,49182000000,
c,332000000,
c,5.46335E+11,
c,10149000000,
c,39714000000,
c,5.40698E+11,
c,2434000000,
c,26401000000,
c,N/A,
c,4.832E+12,
c,30311000000,
c,388000000,
c,4.52137E+11,
c,3.38047E+11,
c,N/A,
c,2.54073E+11,
c,44885000000,
c,71209000000,
c,59392000000,
c,1.002E+12,
c,2.304E+12,
c,94596000000,
c,41093000000,
c,1.283E+12,
c,2.425E+12,
c,6.44552E+11,
c,2.37E+11,
c,56337000000,
c,4703000000,
c,2.81048E+11,
c,1.06075E+11,
c,1.87933E+11,
c,3.862E+12,
c,1.63625E+11,
c,3.26765E+11,
c,2.626E+12,
c,1.6917E+13,
c,1.7007E+13,
c,2.855E+12,
c,3.697E+12,
c,1.761E+12,
c,N/A,
c,4.19871E+11,
c,5.448E+12,
c,34782000000,
c,4.423E+12,
c,22062000000,
c,1.52E+11,
c,878000000,
c,84525000000,
c,45217000000,
c,4.40188E+11,
c,N/A,
c,3.041E+12,
c,N/A,
c,2.55659E+11,
c,3.008E+12,
c,3.356E+12,
c,3.475E+12,
c,1.35119E+11,
c,N/A,
c,N/A,
c,3.32157E+11,
c,6.04718E+11,
c,2.657E+12,
c,1.195E+12,
c,3.8544E+13,
c,2.05694E+11,
c,2.36204E+11,
c,4.81561E+11,
c,2.21488E+11,
c,54349000000,
c,5.658E+12,
c,20247000000,
c,N/A,
c,3.15536E+11,
c,4.096E+12,
c,3.515E+12,
c,1.666E+12,
c,3.1478E+13,
c,2.4937E+13,
c,1.201E+12,
c,1.524E+12,
c,7.204E+12,
c,2.37E+11,
c,3.47088E+11,
c,N/A,
c,1.154E+12,
c,2.30564E+11,
c,58999000000,
c,24508000000,
c,31751000000,
c,31661000000,
c,1.25764E+11,
c,2.06432E+11,
c,16879000000,
c,8.37994E+11,
c,4.55722E+11,
c,32029000000,
c,1.513E+12,
c,1.741E+12,
c,20854000000,
c,57045000000,
c,1.12403E+11,
c,8.995E+12,
c,3.139E+12,
c,5.5693E+13,
c,1.1558E+13,
c,2.694E+12,
c,5.392E+12,
c,2.992E+12,
c,5.74433E+11,
c,1.67612E+11,
c,22087000000,
c,N/A,
c,15937000000,
c,25995000000,
c,13664000000,
c,10952000000,
c,4.49572E+11,
c,2.54238E+11,
c,40939000000,
c,6.64601E+11,
c,3.986E+12,
c,3.67095E+11,
c,1.07736E+11,
c,99713000000,
c,17287000000,
c,1.6498E+13,
c,88414000000,
c,2.446E+12,
c,3.53893E+11,
c,12376000000,
c,2.7489E+13,
c,1.4892E+13,
c,3.962E+12,
c,1.78228E+11,
c,13926000000,
c,2.90005E+11,
c,7.85903E+11,
c,2.25505E+11,
c,1.571E+12,
c,N/A,
c,4.20726E+11,
c,4.022E+12,
c,1.546E+12,
c,3.10361E+11,
c,99667000000,
c,12815000000,
c,2.80225E+11,
c,1.02511E+11,
c,2.756E+12,
c,3.637E+12,
c,N/A,
c,6.38969E+11,
c,N/A,
c,3.70406E+11,
c,4.46369E+11,
c,25344000000,
c,30184000000,
c,46409000000,
c,1.688E+12,
c,5.32E+11,
c,71132000000,
c,7.721E+12,
c,1.01168E+11,
c,5791000000,
c,N/A,
c,5.73986E+11,
c,1.66607E+11,
c,3.8426E+13,
c,60125000000,
c,14616000000,
c,41329000000,
c,58733000000,
c,2.42284E+11,
c,1.15661E+11,
c,1.85814E+11,
c,2.8913E+13,
c,7.32E+11,
c,2.382E+12,
c,20865000000,
c,2.32372E+11,
c,2.46111E+11,
c,2.2707E+13,
c,8.06012E+11,
c,1.398E+12,
c,9.852E+12,
c,1.49625E+11,
c,1176000000,
c,18104000000,
c,N/A,
c,5.52632E+11,
c,5.26202E+11,
c,4034000000,
c,1.618E+12,
c,2.2795E+13,
c,5.86175E+11,
c,2.64292E+11,
c,21662000000,
c,4827000000,
c,14191000000,
c,6.543E+12,
c,2.2997E+13,
c,91851000000,
c,1.5324E+13,
c,42854000000,
c,1.664E+12,
c,1.40873E+11,
c,2.3047E+13,
c,1.041E+12,
c,88461000000,
c,N/A,
c,N/A,
c,N/A,
c,1.6668E+13,
c,5.014E+12,
c,N/A,
c,N/A,
c,N/A,
c,N/A,
c,5.83561E+11,
c,4.07161E+11,
c,2434000000,
c,1.024E+12,
c,1.4739E+13,
c,1.0238E+13,
c,1.643E+12,
c,2.0561E+13,
c,64067000000,
c,8.03808E+11,
c,1.57159E+11,
c,1.06928E+11,
c,5.46266E+11,
