,V1,
c,2.44923E+11,
c,6.29326E+11,
c,15865000000,
c,575,0
c,46022000000,
c,468,750
c,6.97149E+11,
c,2.34189E+11,
c,2.70432E+11,
c,8.19571E+11,
c,2.6253E+13,
c,1.998E+12,
c,23649000000,
c,40317000000,
c,2.796E+12,
c,4.046E+12,
c,5.82E+11,
c,3.70083E+11,
c,59084000000,
c,1.7055E+13,
c,56129000000,
c,2.02884E+11,
c,2.995E+12,
c,69339000000,
c,3.77195E+11,
c,1.10648E+11,
c,4.92361E+11,
c,4.16853E+11,
c,1.70588E+11,
c,3.411E+12,
c,1.673E+12,
c,2.7192E+13,
c,1.35E+11,
c,1.62157E+11,
c,4.60092E+11,
c,3.83461E+11,
c,5.8946E+13,
c,1.962E+12,
c,2.11842E+11,
c,6994000000,
c,NA,
c,1.267E+12,
c,9.902E+12,
c,8.135E+12,
c,65661000000,
c,1.4035E+13,
c,1.24375E+11,
c,N/A,
c,N/A,
c,3.087E+12,
c,2.48889E+11,
c,4.23926E+11,
c,9.91972E+11,
c,63834000000,
c,7612000000,
c,N/A,
c,2.60369E+11,
c,2.005E+12,
c,6.01909E+11,
c,4.05866E+11,
c,1.125E+12,
c,9308000000,
c,4.95976E+11,
c,4.13672E+11,
c,4.35882E+11,
c,1.155E+12,
c,70443000000,
c,1.56E+11,
c,4.24531E+11,
c,1.73E+14,
c,4.97351E+11,
c,1.983E+12,
c,8755000000,
c,98082000000,
c,1121000000,
c,37278000000,
c,N/A,
c,65571000000,
c,5.556E+12,
c,4.27731E+11,
c,5.49684E+11,
c,3.68098E+11,
c,63042000000,
c,1.101E+12,
c,42901000000,
c,3.0246E+13,
c,10908000000,
c,13708000000,
c,4.22866E+11,
c,2.10186E+11,
c,3.471E+12,
c,41142000000,
c,4.60631E+11,
c,4025000000,
c,3839000000,
c,1.588E+12,
c,4.676E+12,
c,27000000000,
c,5.09557E+11,
c,94929000000,
c,6.76265E+11,
c,2581000000,
c,N/A,
c,5.755E+12,
c,5.562E+12,
c,3.375E+12,
c,5.67173E+11,
c,5.43488E+11,
c,1.83623E+11,
c,22921000000,
c,21628000000,
c,46788000000,
c,N/A,
c,N/A,
c,1.87847E+11,
c,2.01936E+11,
c,5715000000,
c,1.61715E+11,
c,80442000000,
c,2.49436E+11,
c,8.87518E+11,
c,5.981E+12,
c,2.072E+12,
c,1.29E+11,
c,69602000000,
c,4.98296E+11,
c,65687000000,
c,1.3161E+13,
c,42029000000,
c,35233000000,
c,4.966E+12,
c,42527000000,
c,6163000000,
c,1.052E+12,
c,366000000,
c,232,670
c,3.38398E+11,
c,10725000000,
c,9.78191E+11,
c,4.756E+12,
c,2.08666E+11,
c,1.93784E+11,
c,N/A,
c,NA,
c,73133000000,
c,5.11879E+11,
c,1.66961E+14,
c,8.645E+12,
c,N/A,
c,2.05868E+11,
c,2.47686E+11,
c,82495000000,
c,49811000000,
c,N/A,
c,1388000000,
c,1.319E+12,
c,1.29579E+11,
c,84992000000,
c,2.44391E+11,
c,51906000000,
c,NA,
c,6.25022E+11,
c,5.96722E+11,
c,5.44885E+11,
c,39382000000,
c,3.79016E+11,
c,55477000000,
c,2.15322E+11,
c,17169000000,
c,8.01933E+11,
c,1.166E+12,
c,2.00241E+11,
c,23181000000,
c,1.095E+12,
c,1.829E+12,
c,1.183E+12,
c,2.45491E+11,
c,5.52263E+11,
c,1.644E+12,
c,6.2491E+13,
c,6464000000,
c,1.923E+12,
c,N/A,
c,1.33519E+11,
c,1.124E+12,
c,1.961E+12,
c,6.60968E+11,
c,57846000000,
c,43464000000,
c,17000000000,
c,95682000000,
c,82667000000,
c,N/A,
c,3.23124E+11,
c,1.66464E+11,
c,1.53625E+14,
c,N/A,
c,24962000000,
c,3.92501E+11,
c,1.24729E+11,
c,8.94627E+11,
c,5.59394E+11,
c,2.796E+12,
c,2.66644E+11,
c,3.37564E+11,
c,58588000000,
c,26252000000,
c,6.33996E+11,
c,5.46548E+11,
c,1.78703E+11,
c,1.79319E+11,
c,1.962E+12,
c,2.772E+12,
c,2.54182E+11,
c,2.982E+12,
c,1.49901E+11,
c,68721000000,
c,1.32129E+11,
c,1.43168E+14,
c,9.096E+12,
c,21665000000,
c,1.24859E+11,
c,4.628E+12,
c,1.45E+11,
c,N/A,
c,1.268E+12,
c,1.21968E+11,
c,55495000000,
c,1.152E+12,
c,1.154E+12,
c,2.712E+12,
c,2.29308E+11,
c,3837000000,
c,24222000000,
c,4.949E+12,
c,38985000000,
c,4.18056E+11,
c,1.39359E+11,
c,29946000000,
c,N/A,
c,56386000000,
c,5.31447E+11,
c,1.43177E+11,
c,4.99594E+11,
c,4.30799E+11,
c,44865000000,
c,3.451E+12,
c,6.84193E+11,
c,2.19858E+11,
c,3.69489E+11,
c,3.76233E+11,
c,4.09287E+11,
c,1.196E+12,
c,1.577E+12,
c,1.53E+11,
c,2.48E+11,
c,1.04336E+11,
c,N/A,
c,1.30876E+11,
c,1.31478E+11,
c,4.86729E+11,
c,1.08681E+11,
c,17674000000,
c,3.29645E+11,
c,9.90794E+11,
c,1.75926E+11,
c,2.8652E+13,
c,31793000000,
c,2.853E+12,
c,N/A,
c,N/A,
c,4.566E+12,
c,31064000000,
c,4.3303E+13,
c,6.91E+11,
c,4.6169E+13,
c,1.6294E+13,
c,19834000000,
c,64637000000,
c,27408000000,
c,1.33596E+11,
c,7.05942E+11,
c,1.82448E+11,
c,56965000000,
c,2.45351E+11,
c,7.4423E+13,
c,90433000000,
c,28404000000,
c,5.639E+12,
c,3.31884E+11,
c,35267000000,
c,3.45818E+11,
c,4.784E+12,
c,3.939E+12,
c,8.99323E+11,
c,5.334E+12,
c,10255000000,
c,2.907E+12,
c,1.507E+12,
c,2.85724E+11,
c,NA,
c,92698000000,
c,32819000000,
c,1.45001E+11,
c,3.759E+12,
c,2.951E+12,
c,2045000000,
c,91024000000,
c,4.32071E+11,
c,1.4515E+13,
c,5.49827E+11,
c,3.44866E+11,
c,86051000000,
c,N/A,
c,2.728E+12,
c,22166000000,
c,12482000000,
c,2.1543E+13,
c,1.27205E+11,
c,3.994E+12,
c,5.293E+12,
c,48199000000,
c,50511000000,
c,10797000000,
c,43611000000,
c,N/A,
c,84447000000,
c,5.07154E+11,
c,5.537E+12,
c,3.296E+12,
c,N/A,
c,N/A,
c,1.38402E+11,
c,1558000000,
c,1.2533E+13,
c,N/A,
c,N/A,
c,1.4274E+13,
c,76887000000,
c,N/A,
c,1.70191E+11,
c,7.27636E+11,
c,6.652E+12,
c,3.875E+12,
c,59979000000,
c,N/A,
c,N/A,
c,N/A,
c,9.82522E+11,
c,N/A,
c,2.326E+12,
c,28845000000,
c,N/A,
c,27779000000,
c,N/A,
c,50765000000,
c,2.72759E+11,
c,99717000000,
c,1.64812E+11,
c,1.70626E+11,
c,17795000000,
c,2.68609E+11,
c,4.53919E+11,
c,87926000000,
c,8.498E+12,
c,1.144E+12,
c,4.19606E+11,
c,4.19606E+11,
c,N/A,
c,1.75063E+11,
c,9.43129E+11,
c,4.34295E+11,
c,68987000000,
c,3.02559E+11,
c,59804000000,
c,1.20915E+11,
c,6.14523E+11,
c,51173000000,
c,49068000000,
c,1.1627E+13,
c,4.71727E+11,
c,2.566E+12,
c,94769000000,
c,2.87994E+11,
c,4.81665E+11,
c,6.099E+12,
c,1.338E+12,
c,2.69534E+11,
c,1.01457E+11,
c,1.824E+12,
c,66169000000,
c,2.74906E+11,
c,7.57932E+11,
c,31335000000,
c,N/A,
c,94872000000,
c,2.042E+12,
c,6.45631E+11,
c,1.85749E+11,
c,2.417E+12,
c,18859000000,
c,3.54986E+11,
c,7.60422E+11,
c,2.22442E+11,
c,6.27606E+11,
c,6.825E+12,
c,1.17538E+11,
c,4.26047E+11,
c,9.49582E+11,
c,1.866E+12,
c,1.08001E+11,
c,1.96101E+11,
c,5.39386E+11,
c,1.10949E+11,
c,1.02593E+11,
c,28113000000,
c,47399000000,
c,3.58539E+11,
c,1.42307E+11,
c,4.352E+12,
c,2.787E+12,
c,6.646E+12,
c,4.60715E+11,
c,3.70824E+11,
c,1.64834E+11,
c,3.55162E+11,
c,9.56786E+11,
c,7393000000,
c,6.07255E+11,
c,39116000000,
c,4.533E+12,
c,24755000000,
c,2.81027E+11,
c,N/A,
c,3.02E+11,
c,90915000000,
c,2.67468E+11,
c,4.034E+12,
c,5.306E+12,
c,1.82495E+11,
c,5.317E+12,
c,2.248E+12,
c,4.35276E+11,
c,2.19704E+11,
c,2.54E+11,
c,3.251E+12,
c,1.27589E+11,
c,1.8603E+13,
c,3.16749E+11,
c,8532000000,
c,3.54259E+11,
c,2.80756E+11,
c,57311000000,
c,1.603E+12,
c,97985000000,
c,2.184E+12,
c,2.192E+12,
c,6.86348E+11,
c,1.98182E+11,
c,2.2315E+13,
c,1.085E+12,
c,1.164E+12,
c,17915000000,
c,8939000000,
c,N/A,
c,98939000000,
c,5.03621E+11,
c,53828000000,
c,80437000000,
c,3.64952E+11,
c,3.64436E+11,
c,N/A,
c,1.12156E+11,
c,1.589E+12,
c,N/A,
c,59338000000,
c,1.55176E+11,
c,9.392E+12,
c,4.89322E+11,
c,1.462E+12,
c,10681000000,
c,1.2118E+13,
c,1.12544E+11,
c,18587000000,
c,N/A,
c,N/A,
c,19954000000,
c,9.59728E+11,
c,7.056E+12,
c,5.92665E+11,
c,17212000000,
c,N/A,
c,25773000000,
c,8.38319E+11,
c,1.7877E+13,
c,2.32365E+11,
c,1.56976E+11,
c,4.513E+12,
c,N/A,
c,43232000000,
c,3.81187E+11,
c,N/A,
c,N/A,
c,1.32E+11,
c,1.4174E+13,
c,N/A,
c,N/A,
c,N/A,
c,N/A,
c,N/A,
c,1.33301E+14,
c,4.44598E+11,
c,5.27443E+11,
c,9.13433E+11,
c,71091000000,
c,2.689E+12,
c,12832000000,
c,3236000000,
c,N/A,
c,NA,
c,1.285E+12,
c,2.22896E+11,
c,1.25922E+11,
c,35798000000,
c,1.89721E+11,
c,4.69107E+11,
c,1.415E+12,
c,33334000000,
c,5.74809E+11,
c,64403000000,
c,7.30144E+11,
c,35035000000,
c,3.17975E+11,
c,49474000000,
c,78868000000,
c,8.17251E+11,
c,2.62883E+11,
c,5.35472E+11,
c,46479000000,
c,9048000000,
c,34229000000,
c,N/A,
c,40921000000,
c,69967000000,
c,2.19664E+11,
c,2313000000,
c,49967000000,
c,9325000000,
c,1.82539E+11,
c,4.52858E+11,
c,8.70738E+11,
c,2.11634E+14,
c,12455000000,
c,8.39632E+11,
c,6.0296E+13,
c,1.13487E+11,
c,N/A,
c,1.03215E+11,
c,2.67824E+11,
c,2.245E+12,
c,1.246E+12,
c,1.95687E+11,
c,4.01158E+11,
c,3.81513E+11,
c,3.38627E+11,
c,7.40667E+11,
c,31526000000,
c,25915000000,
c,N/A,
c,28953000000,
c,6.13782E+11,
c,4.64551E+11,
c,31639000000,
c,1.114E+12,
c,23807000000,
c,1.57049E+11,
c,1.167E+12,
c,62729000000,
c,64749000000,
c,4.30578E+11,
c,2.31673E+11,
c,1.08573E+11,
c,2.848E+12,
c,8.41444E+11,
c,2.296E+12,
c,1.835E+12,
c,7.53176E+11,
c,6.103E+12,
c,1.874E+12,
c,9.269E+12,
c,3.75544E+11,
c,2.197E+12,
c,1.346E+12,
c,2.134E+12,
c,1.67627E+14,
c,2.1643E+13,
c,5.08641E+11,
c,N/A,
c,7.86175E+11,
c,56475000000,
c,N/A,
c,N/A,
c,1962000000,
c,56745000000,
c,47232000000,
c,1.40198E+11,
c,2.7611E+13,
c,35003000000,
c,23534000000,
c,4.18094E+11,
c,1.01497E+11,
c,61457000000,
c,25593000000,
c,1.22671E+11,
c,1.22438E+11,
c,N/A,
c,3.14528E+11,
c,92743000000,
c,5.11875E+11,
c,7.699E+12,
c,9413000000,
c,3.11094E+11,
c,11528000000,
c,N/A,
c,66527000000,
c,6.49107E+11,
c,2.027E+12,
c,2.13397E+11,
c,55376000000,
c,1.96E+11,
c,3.246E+12,
c,3.14062E+11,
c,3.17829E+11,
c,5643000000,
c,6.862E+12,
c,1.764E+12,
c,24916000000,
c,N/A,
c,7.69837E+11,
c,1.504E+12,
c,4.261E+12,
c,1.58E+11,
c,1.12311E+11,
c,3.3279E+13,
c,59118000000,
c,1.17733E+11,
c,1.69062E+14,
c,33781000000,
c,3.4812E+13,
c,1.378E+12,
c,1.494E+12,
c,2.324E+12,
c,2.406E+12,
c,35925000000,
c,2.193E+12,
c,1.81512E+11,
c,N/A,
c,80911000000,
c,4.13391E+11,
c,1.077E+12,
c,2.29866E+11,
c,2.63858E+11,
c,4.03362E+11,
c,1.272E+12,
c,6.1258E+13,
c,3.6551E+13,
c,55026000000,
c,7149000000,
c,252000000,
c,8106000000,
c,2.29996E+11,
c,31734000000,
c,1.749E+12,
c,21886000000,
c,2.89357E+11,
c,3.9822E+13,
c,3.74179E+11,
c,57467000000,
c,N/A,
c,1.7648E+13,
c,23553000000,
c,4.65306E+11,
c,3.67359E+11,
c,9.762E+12,
c,2.404E+12,
c,1.69E+11,
c,1.65678E+11,
c,3.165E+12,
c,2.19538E+11,
c,1.209E+12,
c,3.14755E+11,
c,2.043E+12,
c,1.34286E+11,
c,28224000000,
c,69474000000,
c,5681000000,
c,1.63922E+11,
c,2.951E+12,
c,82542000000,
c,92977000000,
c,1.25731E+11,
c,18152000000,
c,2.74888E+11,
c,4.416E+12,
c,19578000000,
c,10542000000,
c,2.27944E+11,
c,60414000000,
c,2.004E+12,
c,1.141E+12,
c,2.83299E+11,
c,1.101E+12,
c,8062000000,
c,7.43E+11,
c,29788000000,
c,1.81583E+11,
c,33761000000,
c,1.96836E+11,
c,8.389E+12,
c,4.04623E+11,
c,N/A,
c,3.135E+12,
c,5.529E+12,
c,46051000000,
c,3.5163E+13,
c,6.70856E+11,
c,55967000000,
c,1.83282E+11,
c,N/A,
c,N/A,
c,2.98138E+11,
c,N/A,
c,N/A,
c,40595000000,
c,4.34501E+11,
c,4.86206E+11,
c,62201000000,
c,8.57813E+11,
c,N/A,
c,N/A,
c,4.56387E+11,
c,3.26E+11,
c,1.0306E+13,
c,1.0971E+13,
c,1.0313E+13,
c,1.4835E+13,
c,3.47949E+11,
c,1.7977E+13,
c,11539000000,
c,2359000000,
c,N/A,
c,4.58612E+11,
c,2.3123E+13,
c,84326000000,
c,3.53734E+11,
c,4.55354E+11,
c,2.19777E+11,
c,6.989E+12,
c,5.195E+12,
c,4.3884E+13,
c,28176000000,
c,1.218E+12,
c,5.05E+11,
c,3.032E+12,
c,7.887E+12,
c,4.767E+12,
c,77044000000,
c,8.96584E+11,
c,N/A,
c,12725000000,
c,N/A,
c,1.03919E+11,
c,N/A,
c,1.416E+12,
c,3.83102E+11,
c,1.33194E+11,
c,4.867E+12,
c,4.37573E+11,
c,N/A,
c,3.42857E+11,
c,4321000000,
c,32105000000,
c,3.63796E+11,
c,70371000000,
c,56292000000,
c,14249000000,
c,5.38799E+11,
c,47402000000,
c,3.8195E+13,
c,16962000000,
c,31184000000,
c,13603000000,
c,1.94574E+11,
c,8.63037E+11,
c,10502000000,
c,2.27676E+11,
c,3.8081E+13,
c,7586000000,
c,11571000000,
c,3.9914E+13,
c,2.7722E+13,
c,6.56274E+11,
c,1.28983E+11,
c,1.338E+12,
c,6.06422E+11,
c,2.66712E+11,
c,7.33896E+11,
c,1.087E+12,
c,N/A,
c,83263000000,
c,1.211E+12,
c,1.31735E+11,
c,1.963E+12,
c,24784000000,
c,9841000000,
c,72258000000,
c,3912000000,
c,15665000000,
c,4.821E+12,
c,27409000000,
c,7.82881E+11,
c,60242000000,
c,9.50744E+11,
c,1.83385E+11,
c,1.426E+12,
c,58539000000,
c,4.82706E+11,
c,2.133E+12,
c,2.848E+12,
c,8.55681E+11,
c,25149000000,
c,42912000000,
c,1.15998E+11,
c,14465000000,
c,21551000000,
c,62842000000,
c,97047000000,
c,1.34576E+11,
c,1.017E+12,
c,27107000000,
c,1.79607E+11,
c,1.59601E+11,
c,1.3345E+13,
c,3.154E+12,
c,9.13682E+11,
c,1.1385E+13,
c,20836000000,
c,N/A,
c,1.54987E+11,
c,1.976E+12,
c,1.71234E+11,
c,74007000000,
c,1.253E+12,
c,1.47764E+11,
c,2.51863E+11,
c,7.3163E+13,
c,19965000000,
c,N/A,
c,N/A,
c,N/A,
c,N/A,
c,3.6054E+13,
c,1.1869E+13,
c,5.05592E+11,
c,1.03458E+11,
c,37581000000,
c,2.78755E+11,
c,16857000000,
c,3.787E+12,
c,3.796E+12,
c,3.835E+12,
c,5.463E+12,
c,9.03769E+11,
c,1.32874E+11,
c,1.45643E+11,
c,17314000000,
c,N/A,
c,N/A,
c,N/A,
c,4.45141E+11,
c,11535000000,
c,N/A,
c,N/A,
c,NA,
c,4.91215E+11,
c,1.45225E+11,
c,1.9363E+13,
c,70241000000,
c,4.61E+11,
c,1.103E+12,
c,2.37745E+11,
c,569000000,
c,1.28944E+11,
c,13633000000,
c,752000000,
c,2.59288E+11,
c,1.10548E+11,
c,1378000000,
c,1.043E+12,
c,648000000,
c,52000000000,
c,1.6514E+13,
c,3.9536E+13,
c,7.439E+12,
c,1.61912E+11,
c,2.449E+12,
c,3.45125E+11,
c,N/A,
c,NA,
c,1.5691E+13,
c,1.3473E+13,
c,4.097E+12,
c,3.905E+12,
c,5.70451E+11,
c,3.244E+12,
c,17977000000,
c,88967000000,
c,20642000000,
c,N/A,
c,64487000000,
c,2.75339E+11,
c,18673000000,
c,4.818E+12,
c,8.75759E+11,
c,82253000000,
c,1.124E+12,
c,2.5991E+13,
c,74938000000,
c,N/A,
c,N/A,
c,4.231E+12,
c,7.93752E+14,
c,2.80007E+11,
c,101000000,
c,1.40729E+11,
c,50844000000,
c,6.52845E+11,
c,4.70602E+11,
c,59349000000,
c,N/A,
c,1.91912E+11,
c,3.50664E+11,
c,1.64348E+11,
c,1.04057E+11,
c,1.24937E+11,
c,7.50009E+11,
c,2.448E+12,
c,3.38E+11,
c,N/A,
c,75877000000,
c,2.42914E+11,
c,2.54638E+11,
c,N/A,
c,6.15075E+11,
c,N/A,
c,93852000000,
c,2.879E+12,
c,1.85344E+11,
c,3.214E+12,
c,1.323E+12,
c,72041000000,
c,13944000000,
c,3.25923E+11,
c,4.249E+12,
c,7.74E+11,
c,9364000000,
c,63704000000,
c,1.31799E+11,
c,4.414E+12,
c,2.04E+11,
c,2.289E+12,
c,24275000000,
c,N/A,
c,N/A,
c,25597000000,
c,7.1073E+13,
c,1.636E+12,
c,1.916E+12,
c,N/A,
c,N/A,
c,7.586E+12,
c,9.527E+12,
c,5.03504E+11,
c,3.773E+12,
c,5.29117E+11,
c,6.098E+12,
c,9.40416E+11,
c,3.83723E+11,
c,4.85E+11,
c,63967000000,
c,2.15917E+11,
c,N/A,
c,2.12152E+11,
c,12653000000,
c,1.853E+12,
c,6.08891E+11,
c,2.12714E+11,
c,2.25585E+11,
c,4.61866E+11,
c,1.321E+12,
c,N/A,
c,N/A,
c,6.20483E+11,
c,2.14591E+11,
c,N/A,
c,3.26959E+11,
c,2.042E+12,
c,1.19995E+11,
c,80986000000,
c,3.02094E+11,
c,2.45491E+11,
c,1.11733E+11,
c,2.631E+12,
c,4.12E+11,
c,1.32883E+11,
c,14951000000,
c,36823000000,
c,2.266E+12,
c,6.95262E+11,
c,1.358E+12,
c,3.04204E+11,
c,1.6499E+13,
c,1.6475E+13,
c,3.648E+12,
c,38874000000,
c,21757000000,
c,1.01423E+11,
c,9923000000,
c,1.35817E+11,
c,1.27129E+11,
c,3.18173E+11,
c,N/A,
c,7.10938E+11,
c,1.051E+12,
c,N/A,
c,2.72543E+11,
c,1.551E+12,
c,5.51746E+11,
c,1.366E+12,
c,6.625E+12,
c,4.05899E+11,
c,5.012E+12,
c,50953000000,
c,9.17876E+11,
c,1.87484E+11,
c,1.68557E+11,
c,47086000000,
c,1.25702E+11,
c,8.942E+12,
c,3.19788E+11,
c,N/A,
c,N/A,
c,1.55917E+11,
c,5.959E+12,
c,4.49961E+11,
c,4733000000,
c,43707000000,
c,3.648E+12,
c,20679000000,
c,84931000000,
c,3.12229E+11,
c,N/A,
c,2.1237E+13,
c,N/A,
c,2.95529E+11,
c,1.652E+12,
c,89544000000,
c,1.85822E+11,
c,43114000000,
c,5.33299E+11,
c,4.505E+12,
c,2.07681E+11,
c,1.48129E+11,
c,1.58507E+11,
c,8.562E+12,
c,8.583E+12,
c,46521000000,
c,1.75E+11,
c,66378000000,
c,7.66581E+11,
c,2.16001E+11,
c,2.99841E+11,
c,3.47689E+11,
c,3.63873E+11,
c,1.64571E+11,
c,5.13813E+11,
c,63235000000,
c,1.01839E+11,
c,3.343E+12,
c,2.278E+12,
c,1.298E+12,
c,3.21232E+11,
c,4.58851E+11,
c,3.67E+11,
c,1.91552E+11,
c,3.78411E+11,
c,2.0497E+13,
c,1.4064E+13,
c,4.52232E+11,
c,N/A,
c,61472000000,
c,65261000000,
c,2.76374E+11,
c,N/A,
c,N/A,
c,1.76224E+11,
c,50219000000,
c,78702000000,
c,6.28696E+11,
c,81408000000,
c,61189000000,
c,2.20988E+11,
c,2.38295E+11,
c,6.76563E+11,
c,1.959E+12,
c,1.0931E+13,
c,5.31516E+11,
c,N/A,
c,N/A,
c,18487000000,
c,48988000000,
c,31278000000,
c,6.93402E+11,
c,8.0689E+13,
c,2.78983E+11,
c,238000000,
c,N/A,
c,N/A,
c,23916000000,
c,28384000000,
c,6.89737E+11,
c,4468000000,
c,1.87035E+11,
c,9.15E+11,
c,7.142E+12,
c,72629000000,
c,70416000000,
c,9.56E+11,
c,8.262E+12,
c,2.42222E+11,
c,53865000000,
c,14000000000,
c,1.67991E+11,
c,2.4865E+13,
c,56573000000,
c,N/A,
c,2.47854E+11,
c,527000000,
c,5.51703E+11,
c,N/A,
c,1.43461E+11,
c,N/A,
c,1.33524E+11,
c,1.63806E+11,
c,1.30787E+11,
c,8.79152E+11,
c,1.52762E+11,
c,2.13452E+11,
c,N/A,
c,N/A,
c,2.20535E+11,
c,6.717E+12,
c,2.94963E+11,
c,3.20879E+11,
c,3.927E+12,
c,3.942E+12,
c,5.43457E+11,
c,8.75304E+11,
c,5.99188E+11,
c,6.44014E+11,
c,N/A,
c,1.069E+15,
c,1.069E+15,
c,6.43523E+11,
c,10429000000,
c,N/A,
c,2.47509E+11,
c,67073000000,
c,1.81788E+11,
c,5.80794E+11,
c,1.086E+12,
c,3.04525E+11,
c,9.30153E+11,
c,53126000000,
c,N/A,
c,N/A,
c,1.7637E+13,
c,3.40569E+11,
c,17572000000,
c,78962000000,
c,1.8904E+13,
c,8609000000,
c,72175000000,
c,N/A,
c,N/A,
c,N/A,
c,38304000000,
c,6.00232E+11,
c,6.57593E+11,
c,N/A,
c,N/A,
c,10985000000,
c,3.00078E+11,
c,8.48242E+11,
c,8.60823E+11,
c,5.59817E+11,
c,3.519E+12,
c,1.46132E+11,
c,9.45671E+11,
c,1.05945E+11,
c,1.51419E+11,
c,N/A,
c,63023000000,
c,2.219E+12,
c,25153000000,
c,1.026E+12,
c,4.99892E+11,
c,20679000000,
c,2.654E+12,
c,1.59792E+11,
c,50442000000,
c,21582000000,
c,2.93219E+11,
c,3.018E+12,
c,2.47435E+11,
c,3.75187E+11,
c,N/A,
c,N/A,
c,24583000000,
c,6.05783E+11,
c,2.63518E+11,
c,3.668E+12,
c,49645000000,
c,3.929E+12,
c,4489000000,
c,4.21377E+11,
c,1.1888E+13,
c,2.22714E+11,
c,9.766E+12,
c,2.9758E+13,
c,1.3248E+13,
c,2.26578E+11,
c,1.37038E+11,
c,1.83675E+11,
c,5.07188E+11,
c,63739000000,
c,3.40763E+11,
c,38613000000,
c,4.16385E+11,
c,1.087E+12,
c,19305000000,
c,1.53892E+11,
c,1.378E+12,
c,75127000000,
c,N/A,
c,2569000000,
c,N/A,
c,33835000000,
c,3.18257E+11,
c,N/A,
c,N/A,
c,29772000000,
c,3.77566E+11,
c,4.749E+12,
c,1.771E+12,
c,6.87E+11,
c,50344000000,
c,2.87931E+11,
c,4.04573E+11,
c,5.03527E+11,
c,N/A,
c,N/A,
c,8.28835E+11,
c,5.052E+12,
c,31047000000,
c,39053000000,
c,3.80659E+11,
c,7.27155E+11,
c,66502000000,
c,6.34127E+11,
c,23203000000,
c,1.188E+12,
c,8.91121E+11,
c,4.34859E+11,
c,12922000000,
c,6.38803E+11,
c,18815000000,
c,N/A,
c,1.458E+12,
c,1.318E+12,
c,6.29392E+11,
c,3.664E+12,
c,3.50067E+11,
c,64565000000,
c,6.55563E+11,
c,2.739E+12,
c,3.55059E+11,
c,62251000000,
c,2219000000,
c,3.53549E+11,
c,77712000000,
c,N/A,
c,3.73755E+11,
c,7.17365E+11,
c,N/A,
c,N/A,
c,1.7673E+13,
c,2.773E+12,
c,51517000000,
c,2.50368E+11,
c,9.86632E+11,
c,25542000000,
c,9.94721E+11,
c,5.93061E+11,
c,N/A,
c,1.03962E+11,
c,4.253E+12,
c,2.183E+12,
c,1.47999E+11,
c,1.415E+12,
c,2.27329E+11,
c,19537000000,
c,19323000000,
c,8.506E+12,
c,42572000000,
c,9.89985E+11,
c,26514000000,
c,6.80267E+11,
c,22707000000,
c,2.51566E+11,
c,4.23922E+11,
c,1.97166E+11,
c,22774000000,
c,1.756E+12,
c,N/A,
c,1.63E+11,
c,1.235E+12,
c,N/A,
c,1.935E+12,
c,3914000000,
c,3.93047E+11,
c,1.90455E+11,
c,9.60234E+11,
c,16171000000,
c,28946000000,
c,1.19012E+11,
c,1.876E+12,
c,42961000000,
