"","date","RVLV"
"300","2020-08-13",23.799999
"301","2020-08-14",22.290001
"302","2020-08-17",21.860001
"303","2020-08-18",21.1
"304","2020-08-19",21.24
"305","2020-08-20",20.52
"306","2020-08-21",19.59
"307","2020-08-24",20.809999
"308","2020-08-25",20.49
"309","2020-08-26",20.049999
"310","2020-08-27",19.860001
"311","2020-08-28",20.110001
"312","2020-08-31",20.08
"313","2020-09-01",21.459999
"314","2020-09-02",21.49
"315","2020-09-03",21.25
"316","2020-09-04",20.780001
"317","2020-09-08",19.969999
"318","2020-09-09",20.389999
"319","2020-09-10",20.1
"320","2020-09-11",17.75
"321","2020-09-14",18.35
"322","2020-09-15",17.950001
"323","2020-09-16",17.959999
"324","2020-09-17",17.540001
"325","2020-09-18",17.34
"326","2020-09-21",17.459999
"327","2020-09-22",17.370001
"328","2020-09-23",16.9
"329","2020-09-24",16.610001
"330","2020-09-25",16.85
"331","2020-09-28",16.870001
"332","2020-09-29",16.559999
"333","2020-09-30",16.43
"334","2020-10-01",17.25
"335","2020-10-02",17.299999
"336","2020-10-05",17.58
"337","2020-10-06",17.34
"338","2020-10-07",18.120001
"339","2020-10-08",17.780001
"340","2020-10-09",17.440001
"341","2020-10-12",18.15
"342","2020-10-13",18.450001
"343","2020-10-14",18.48
"344","2020-10-15",18.65
"345","2020-10-16",18.4
"346","2020-10-19",18.33
"347","2020-10-20",19.34
"348","2020-10-21",19.799999
"349","2020-10-22",21.09
"350","2020-10-23",21.200001
"351","2020-10-26",20.120001
"352","2020-10-27",20.33
"353","2020-10-28",19.41
"354","2020-10-29",19.690001
"355","2020-10-30",18.08
"356","2020-11-02",18.35
"357","2020-11-03",18.57
"358","2020-11-04",17.92
"359","2020-11-05",19.17
"360","2020-11-06",19.030001
"361","2020-11-09",21.5
"362","2020-11-10",21.84
"363","2020-11-11",22.440001
"364","2020-11-12",21.01
"365","2020-11-13",20.139999
"366","2020-11-16",20.85
"367","2020-11-17",20.469999
"368","2020-11-18",19.82
"369","2020-11-19",19.92
"370","2020-11-20",19.440001
"371","2020-11-23",20.66
"372","2020-11-24",21.75
"373","2020-11-25",22.879999
"374","2020-11-27",23.700001
