"","date","SXTC"
"99","2019-05-28",4
"100","2019-05-29",4.02
"101","2019-05-30",4.35
"102","2019-05-31",3.94
"103","2019-06-03",3.74
"104","2019-06-04",3.81
"105","2019-06-05",4
"106","2019-06-06",3.9
"107","2019-06-07",3.13
"108","2019-06-10",3.23
"109","2019-06-11",3.38
"110","2019-06-12",3.18
"111","2019-06-13",3.05
"112","2019-06-14",3.14
"113","2019-06-17",3.6
"114","2019-06-18",3.41
"115","2019-06-19",3.573
"116","2019-06-20",3.51
"117","2019-06-21",4.34
"118","2019-06-24",3.6
"119","2019-06-25",3.44
"120","2019-06-26",3.21
"121","2019-06-27",4
"122","2019-06-28",3.58
"123","2019-07-01",3.94
"124","2019-07-02",3.97
"125","2019-07-03",4.03
"126","2019-07-05",3.14
"127","2019-07-08",3.09
"128","2019-07-09",2.91
"129","2019-07-10",3.22
"130","2019-07-11",2.8
"131","2019-07-12",2.94
"132","2019-07-15",2.88
"133","2019-07-16",2.99
"134","2019-07-17",2.96
"135","2019-07-18",2.92
"136","2019-07-19",2.82
"137","2019-07-22",2.92
"138","2019-07-23",2.59
"139","2019-07-24",2.78
"140","2019-07-25",2.72
"141","2019-07-26",2.6
"142","2019-07-29",2.52
"143","2019-07-30",2.5
"144","2019-07-31",2.45
"145","2019-08-01",2.4
"146","2019-08-02",2.25
"147","2019-08-05",2.13
"148","2019-08-06",2.16
"149","2019-08-07",2.215
"150","2019-08-08",2.295
"151","2019-08-09",2.32
"152","2019-08-12",2.79
"153","2019-08-13",2.69
"154","2019-08-14",2.8
"155","2019-08-15",2.56
"156","2019-08-16",2.66
"157","2019-08-19",2.7
"158","2019-08-20",2.665
"159","2019-08-21",2.682
"160","2019-08-22",2.659
"161","2019-08-23",2.498
"162","2019-08-26",2.58
"163","2019-08-27",2.59
"164","2019-08-28",2.391
"165","2019-08-29",2.18
"166","2019-08-30",2.45
"167","2019-09-03",2.16
"168","2019-09-04",2.17
"169","2019-09-05",2.18
"170","2019-09-06",2.18
"171","2019-09-09",2.27
"172","2019-09-10",2.27
"173","2019-09-11",2.36
"174","2019-09-12",2.4
"175","2019-09-13",2.28
"176","2019-09-16",2.28
"177","2019-09-17",2.2
"178","2019-09-18",2.2
"179","2019-09-19",2.2
"180","2019-09-20",2.22
"181","2019-09-23",2.1
"182","2019-09-24",1.9
"183","2019-09-25",1.64
"184","2019-09-26",1.33
"185","2019-09-27",1.255
"186","2019-09-30",1.26
"187","2019-10-01",1.17
"188","2019-10-02",1.056
"189","2019-10-03",1.06
"190","2019-10-04",1.113
"191","2019-10-07",1.12
"192","2019-10-08",0.983
"193","2019-10-09",1.03
"194","2019-10-10",0.98
"195","2019-10-11",1.164
"196","2019-10-14",1.02
"197","2019-10-15",1.15
"198","2019-10-16",1.1
"199","2019-10-17",1.15
"200","2019-10-18",1.07
"201","2019-10-21",1.1
"202","2019-10-22",1.1
"203","2019-10-23",1.09
"204","2019-10-24",1.12
"205","2019-10-25",1.06
"206","2019-10-28",1.19
"207","2019-10-29",1.09
"208","2019-10-30",1.09
"209","2019-10-31",1.14
"210","2019-11-01",1.18
"211","2019-11-04",1.21
"212","2019-11-05",1.12
"213","2019-11-06",1.16
"214","2019-11-07",1.12
"215","2019-11-08",1.07
"216","2019-11-11",0.98
"217","2019-11-12",0.95
"218","2019-11-13",0.91
"219","2019-11-14",0.869
"220","2019-11-15",0.87
"221","2019-11-18",0.872
"222","2019-11-19",0.9
"223","2019-11-20",0.844
"224","2019-11-21",0.8
"225","2019-11-22",0.85
"226","2019-11-25",0.89
"227","2019-11-26",0.93
"228","2019-11-27",0.91
"229","2019-11-29",0.885
"230","2019-12-02",0.842
"231","2019-12-03",0.83
"232","2019-12-04",0.82
"233","2019-12-05",0.76
"234","2019-12-06",0.754
"235","2019-12-09",0.73
"236","2019-12-10",0.81
"237","2019-12-11",0.814
"238","2019-12-12",0.838
"239","2019-12-13",0.83
"240","2019-12-16",0.739
"241","2019-12-17",0.695
"242","2019-12-18",0.704
"243","2019-12-19",0.671
"244","2019-12-20",0.7
"245","2019-12-23",0.741
"246","2019-12-24",0.74
"247","2019-12-26",0.765
"248","2019-12-27",0.765
"249","2019-12-30",0.83
"250","2019-12-31",0.82
"251","2020-01-02",0.8
"252","2020-01-03",0.78
"253","2020-01-06",0.76
"254","2020-01-07",0.775
"255","2020-01-08",0.77
"256","2020-01-09",0.751
"257","2020-01-10",1.07
"258","2020-01-13",1.01
"259","2020-01-14",0.931
"260","2020-01-15",0.888
"261","2020-01-16",0.95
"262","2020-01-17",0.88
"263","2020-01-21",0.865
"264","2020-01-22",0.896
"265","2020-01-23",0.86
"266","2020-01-24",0.889
"267","2020-01-27",1.11
"268","2020-01-28",0.96
"269","2020-01-29",0.926
"270","2020-01-30",0.951
"271","2020-01-31",0.981
"272","2020-02-03",1.44
"273","2020-02-04",1.15
"274","2020-02-05",1.07
"275","2020-02-06",0.939
"276","2020-02-07",1.03
"277","2020-02-10",1.025
"278","2020-02-11",0.958
"279","2020-02-12",0.913
"280","2020-02-13",0.897
"281","2020-02-14",0.875
"282","2020-02-18",0.882
"283","2020-02-19",0.89
"284","2020-02-20",0.86
"285","2020-02-21",0.938
"286","2020-02-24",0.938
"287","2020-02-25",0.899
"288","2020-02-26",0.9
"289","2020-02-27",1.02
"290","2020-02-28",1.06
"291","2020-03-02",0.974
"292","2020-03-03",1.02
"293","2020-03-04",0.907
"294","2020-03-05",0.85
"295","2020-03-06",0.873
"296","2020-03-09",1.03
"297","2020-03-10",0.877
"298","2020-03-11",0.78
"299","2020-03-12",0.666
"300","2020-03-13",0.591
"301","2020-03-16",0.523
"302","2020-03-17",0.58
"303","2020-03-18",0.56
"304","2020-03-19",0.601
"305","2020-03-20",0.58
"306","2020-03-23",0.615
"307","2020-03-24",0.615
"308","2020-03-25",0.596
"309","2020-03-26",0.604
"310","2020-03-27",0.64
"311","2020-03-30",0.63
"312","2020-03-31",0.56
"313","2020-04-01",0.459
"314","2020-04-02",0.403
"315","2020-04-03",0.384
"316","2020-04-06",0.383
"317","2020-04-07",0.38
"318","2020-04-08",0.4
"319","2020-04-09",0.385
"320","2020-04-13",0.4
"321","2020-04-14",0.427
"322","2020-04-15",0.43
"323","2020-04-16",0.407
"324","2020-04-17",0.4
"325","2020-04-20",0.39
"326","2020-04-21",0.372
"327","2020-04-22",0.38
"328","2020-04-23",0.448
"329","2020-04-24",0.43
"330","2020-04-27",0.43
"331","2020-04-28",0.46
"332","2020-04-29",0.44
"333","2020-04-30",0.44
"334","2020-05-01",0.436
"335","2020-05-04",0.467
"336","2020-05-05",0.51
"337","2020-05-06",0.54
"338","2020-05-07",0.514
"339","2020-05-08",0.499
"340","2020-05-11",0.484
"341","2020-05-12",0.47
"342","2020-05-13",0.468
"343","2020-05-14",0.441
"344","2020-05-15",0.423
"345","2020-05-18",0.44
"346","2020-05-19",0.424
"347","2020-05-20",0.43
"348","2020-05-21",0.426
"349","2020-05-22",0.423
"350","2020-05-26",0.414
"351","2020-05-27",0.421
"352","2020-05-28",0.419
"353","2020-05-29",0.396
"354","2020-06-01",0.403
"355","2020-06-02",0.4
"356","2020-06-03",0.394
"357","2020-06-04",0.409
"358","2020-06-05",0.425
"359","2020-06-08",0.44
"360","2020-06-09",0.482
"361","2020-06-10",0.479
"362","2020-06-11",0.426
"363","2020-06-12",0.45
"364","2020-06-15",0.473
"365","2020-06-16",0.474
"366","2020-06-17",0.46
"367","2020-06-18",0.649
"368","2020-06-19",0.523
"369","2020-06-22",0.509
"370","2020-06-23",0.517
"371","2020-06-24",0.48
"372","2020-06-25",0.566
"373","2020-06-26",0.534
"374","2020-06-29",0.55
"375","2020-06-30",0.527
"376","2020-07-01",0.505
"377","2020-07-02",0.532
"378","2020-07-06",0.567
"379","2020-07-07",0.569
"380","2020-07-08",0.547
"381","2020-07-09",0.54
"382","2020-07-10",0.535
"383","2020-07-13",0.505
"384","2020-07-14",0.435
"385","2020-07-15",0.444
"386","2020-07-16",0.441
"387","2020-07-17",0.434
"388","2020-07-20",0.468
"389","2020-07-21",0.488
"390","2020-07-22",0.466
"391","2020-07-23",0.452
"392","2020-07-24",0.44
"393","2020-07-27",0.44
"394","2020-07-28",0.436
"395","2020-07-29",0.43
"396","2020-07-30",0.42
"397","2020-07-31",0.397
"398","2020-08-03",0.392
"399","2020-08-04",0.41
"400","2020-08-05",0.415
"401","2020-08-06",0.399
"402","2020-08-07",0.393
"403","2020-08-10",0.39
"404","2020-08-11",0.379
"405","2020-08-12",0.376
"406","2020-08-13",0.362
"407","2020-08-14",0.37
"408","2020-08-17",0.375
"409","2020-08-18",0.37
"410","2020-08-19",0.381
"411","2020-08-20",0.383
"412","2020-08-21",0.364
"413","2020-08-24",0.34
"414","2020-08-25",0.333
"415","2020-08-26",0.334
"416","2020-08-27",0.326
"417","2020-08-28",0.315
"418","2020-08-31",0.3
"419","2020-09-01",0.279
"420","2020-09-02",0.267
"421","2020-09-03",0.269
"422","2020-09-04",0.241
"423","2020-09-08",0.239
"424","2020-09-09",0.256
"425","2020-09-10",0.241
"426","2020-09-11",0.252
"427","2020-09-14",0.27
"428","2020-09-15",0.256
"429","2020-09-16",0.254
"430","2020-09-17",0.245
"431","2020-09-18",0.243
"432","2020-09-21",0.232
"433","2020-09-22",0.241
"434","2020-09-23",0.243
"435","2020-09-24",0.259
"436","2020-09-25",0.252
"437","2020-09-28",0.243
"438","2020-09-29",0.255
"439","2020-09-30",0.245
"440","2020-10-01",0.264
"441","2020-10-02",0.259
"442","2020-10-05",0.257
"443","2020-10-06",0.251
"444","2020-10-07",0.247
"445","2020-10-08",0.252
"446","2020-10-09",0.254
"447","2020-10-12",0.265
"448","2020-10-13",0.288
"449","2020-10-14",0.27
"450","2020-10-15",0.26
"451","2020-10-16",0.265
"452","2020-10-19",0.3
"453","2020-10-20",0.285
"454","2020-10-21",0.313
"455","2020-10-22",0.306
"456","2020-10-23",0.326
"457","2020-10-26",0.325
"458","2020-10-27",0.332
"459","2020-10-28",0.305
"460","2020-10-29",0.293
"461","2020-10-30",0.283
"462","2020-11-02",0.285
"463","2020-11-03",0.29
"464","2020-11-04",0.285
"465","2020-11-05",0.303
"466","2020-11-06",0.301
"467","2020-11-09",0.299
"468","2020-11-10",0.288
"469","2020-11-11",0.276
"470","2020-11-12",0.261
"471","2020-11-13",0.262
"472","2020-11-16",0.277
"473","2020-11-17",0.27
"474","2020-11-18",0.278
"475","2020-11-19",0.274
"476","2020-11-20",0.275
"477","2020-11-23",0.288
"478","2020-11-24",0.315
"479","2020-11-25",0.309
"480","2020-11-27",0.295
