"","date","EOLS"
"125","2018-08-07",20.540001
"126","2018-08-08",20.360001
"127","2018-08-09",20.200001
"128","2018-08-10",20.76
"129","2018-08-13",20
"130","2018-08-14",19.879999
"131","2018-08-15",19.15
"132","2018-08-16",18.77
"133","2018-08-17",19.75
"134","2018-08-20",20.17
"135","2018-08-21",19.99
"136","2018-08-22",20.030001
"137","2018-08-23",19.4
"138","2018-08-24",20.1
"139","2018-08-27",20.01
"140","2018-08-28",20.23
"141","2018-08-29",23.799999
"142","2018-08-30",26.790001
"143","2018-08-31",25.59
"144","2018-09-04",26.07
"145","2018-09-05",26.25
"146","2018-09-06",25.860001
"147","2018-09-07",24.719999
"148","2018-09-10",24.16
"149","2018-09-11",24.469999
"150","2018-09-12",22.309999
"151","2018-09-13",21.309999
"152","2018-09-14",21.17
"153","2018-09-17",18.700001
"154","2018-09-18",18.870001
"155","2018-09-19",18.9
"156","2018-09-20",19.01
"157","2018-09-21",18.82
"158","2018-09-24",18.059999
"159","2018-09-25",17.940001
"160","2018-09-26",17.309999
"161","2018-09-27",17.84
"162","2018-09-28",18.620001
"163","2018-10-01",19.049999
"164","2018-10-02",19.290001
"165","2018-10-03",18.93
"166","2018-10-04",17.700001
"167","2018-10-05",17.219999
"168","2018-10-08",16.450001
"169","2018-10-09",16.43
"170","2018-10-10",14.71
"171","2018-10-11",13.9
"172","2018-10-12",14.05
"173","2018-10-15",13.15
"174","2018-10-16",14.01
"175","2018-10-17",14.42
"176","2018-10-18",13.77
"177","2018-10-19",13.27
"178","2018-10-22",13.47
"179","2018-10-23",13.87
"180","2018-10-24",13.3
"181","2018-10-25",14.06
"182","2018-10-26",13.75
"183","2018-10-29",13.48
"184","2018-10-30",14.1
"185","2018-10-31",14.82
"186","2018-11-01",15.42
"187","2018-11-02",16.33
"188","2018-11-05",15.69
"189","2018-11-06",15.385
"190","2018-11-07",16.059999
"191","2018-11-08",16.129999
"192","2018-11-09",15.25
"193","2018-11-12",14.72
"194","2018-11-13",14.62
"195","2018-11-14",13.66
"196","2018-11-15",14.74
"197","2018-11-16",14.78
"198","2018-11-19",13.84
"199","2018-11-20",13.87
"200","2018-11-21",14.7
"201","2018-11-23",14.8
"202","2018-11-26",14.95
"203","2018-11-27",14.59
"204","2018-11-28",14.9
"205","2018-11-29",14.81
"206","2018-11-30",14.96
"207","2018-12-03",14.93
"208","2018-12-04",14.6
"209","2018-12-06",14.06
"210","2018-12-07",13.75
"211","2018-12-10",13.71
"212","2018-12-11",13
"213","2018-12-12",11.98
"214","2018-12-13",12.31
"215","2018-12-14",12.66
"216","2018-12-17",12.32
"217","2018-12-18",12.33
"218","2018-12-19",12.06
"219","2018-12-20",11.3
"220","2018-12-21",10.57
"221","2018-12-24",10.95
"222","2018-12-26",11.53
"223","2018-12-27",11.04
"224","2018-12-28",11.9
"225","2018-12-31",11.9
"226","2019-01-02",12.43
"227","2019-01-03",12.64
"228","2019-01-04",13.59
"229","2019-01-07",15.45
"230","2019-01-08",16.059999
"231","2019-01-09",16.280001
"232","2019-01-10",15.96
"233","2019-01-11",16.18
"234","2019-01-14",15.83
"235","2019-01-15",16.17
"236","2019-01-16",16
"237","2019-01-17",16.09
"238","2019-01-18",15.98
"239","2019-01-22",16.24
"240","2019-01-23",16.190001
"241","2019-01-24",14.39
"242","2019-01-25",14.91
"243","2019-01-28",14.99
"244","2019-01-29",15.09
"245","2019-01-30",15.62
"246","2019-01-31",16.35
"247","2019-02-01",18.33
"248","2019-02-04",20.5
"249","2019-02-05",25.83
"250","2019-02-06",24.059999
"251","2019-02-07",28.91
"252","2019-02-08",26.709999
"253","2019-02-11",28.35
"254","2019-02-12",26.559999
"255","2019-02-13",26
"256","2019-02-14",27.26
"257","2019-02-15",27.379999
"258","2019-02-19",26.59
"259","2019-02-20",25.84
"260","2019-02-21",24.66
"261","2019-02-22",24.65
"262","2019-02-25",24.780001
"263","2019-02-26",25.25
"264","2019-02-27",27.18
"265","2019-02-28",26.440001
"266","2019-03-01",27.65
"267","2019-03-04",26.26
"268","2019-03-05",26.440001
"269","2019-03-06",24.549999
"270","2019-03-07",25.290001
"271","2019-03-08",24.75
"272","2019-03-11",25.57
"273","2019-03-12",25.43
"274","2019-03-13",25.469999
"275","2019-03-14",24.85
"276","2019-03-15",24.83
"277","2019-03-18",23.85
"278","2019-03-19",26.57
"279","2019-03-20",25.110001
"280","2019-03-21",25.700001
"281","2019-03-22",24.01
"282","2019-03-25",21.139999
"283","2019-03-26",20.5
"284","2019-03-27",19.700001
"285","2019-03-28",21
"286","2019-03-29",22.57
"287","2019-04-01",22.9
"288","2019-04-02",22.6
"289","2019-04-03",23.719999
"290","2019-04-04",23.940001
"291","2019-04-05",25.030001
"292","2019-04-08",26.51
"293","2019-04-09",25.790001
"294","2019-04-10",25.700001
"295","2019-04-11",24.530001
"296","2019-04-12",24.48
"297","2019-04-15",24.84
"298","2019-04-16",25.290001
"299","2019-04-17",24.15
"300","2019-04-18",24.98
"301","2019-04-22",24.379999
"302","2019-04-23",25.940001
"303","2019-04-24",26.440001
"304","2019-04-25",27.719999
"305","2019-04-26",28.360001
"306","2019-04-29",26.129999
"307","2019-04-30",24.379999
"308","2019-05-01",24.18
"309","2019-05-02",23.6
"310","2019-05-03",24.799999
"311","2019-05-06",25
"312","2019-05-07",23.58
"313","2019-05-08",24.35
"314","2019-05-09",24.059999
"315","2019-05-10",23.51
"316","2019-05-13",22.190001
"317","2019-05-14",22.879999
"318","2019-05-15",22.27
"319","2019-05-16",18.389999
"320","2019-05-17",16.1
"321","2019-05-20",17.379999
"322","2019-05-21",17.530001
"323","2019-05-22",17.52
"324","2019-05-23",16.940001
"325","2019-05-24",16.08
"326","2019-05-28",14.51
"327","2019-05-29",14.74
"328","2019-05-30",14.01
"329","2019-05-31",13.6
"330","2019-06-03",14.17
"331","2019-06-04",14.07
"332","2019-06-05",16.35
"333","2019-06-06",16.809999
"334","2019-06-07",14.49
"335","2019-06-10",14.15
"336","2019-06-11",13.19
"337","2019-06-12",13.51
"338","2019-06-13",13.94
"339","2019-06-14",13.79
"340","2019-06-17",13.94
"341","2019-06-18",13.24
"342","2019-06-19",13.67
"343","2019-06-20",13.86
"344","2019-06-21",13.56
"345","2019-06-24",13.7
"346","2019-06-25",14.26
"347","2019-06-26",13.94
"348","2019-06-27",14.37
"349","2019-06-28",14.62
"350","2019-07-01",14.53
"351","2019-07-02",13.91
"352","2019-07-03",14.08
"353","2019-07-05",14.91
"354","2019-07-08",15
"355","2019-07-09",15.23
"356","2019-07-10",15.75
"357","2019-07-11",15.72
"358","2019-07-12",15.69
"359","2019-07-15",15.99
"360","2019-07-16",16.959999
"361","2019-07-17",17.82
"362","2019-07-18",19.870001
"363","2019-07-19",19
"364","2019-07-22",18.48
"365","2019-07-23",17.4
"366","2019-07-24",17.389999
"367","2019-07-25",16.370001
"368","2019-07-26",17.65
"369","2019-07-29",18.09
"370","2019-07-30",18.32
"371","2019-07-31",17.75
"372","2019-08-01",17.030001
"373","2019-08-02",16.93
"374","2019-08-05",16.450001
"375","2019-08-06",16.549999
"376","2019-08-07",17.01
"377","2019-08-08",18.15
"378","2019-08-09",17.959999
"379","2019-08-12",17.709999
"380","2019-08-13",16
"381","2019-08-14",14.95
"382","2019-08-15",14.54
"383","2019-08-16",14.05
"384","2019-08-19",14.79
"385","2019-08-20",14.68
"386","2019-08-21",15.14
"387","2019-08-22",15.62
"388","2019-08-23",14.96
"389","2019-08-26",15.27
"390","2019-08-27",14.32
"391","2019-08-28",15.03
"392","2019-08-29",15.75
"393","2019-08-30",17.24
"394","2019-09-03",16.110001
"395","2019-09-04",15.76
"396","2019-09-05",15.93
"397","2019-09-06",15.5
"398","2019-09-09",15.33
"399","2019-09-10",16.110001
"400","2019-09-11",16.75
"401","2019-09-12",16.780001
"402","2019-09-13",17.049999
"403","2019-09-16",17.01
"404","2019-09-17",17.18
"405","2019-09-18",17.299999
"406","2019-09-19",17.57
"407","2019-09-20",18.719999
"408","2019-09-23",17.860001
"409","2019-09-24",17.25
"410","2019-09-25",17.440001
"411","2019-09-26",16.24
"412","2019-09-27",15.38
"413","2019-09-30",15.62
"414","2019-10-01",15.1
"415","2019-10-02",15.51
"416","2019-10-03",15.23
"417","2019-10-04",15.01
"418","2019-10-07",14.14
"419","2019-10-08",14.16
"420","2019-10-09",14.16
"421","2019-10-10",14.09
"422","2019-10-11",14.01
"423","2019-10-14",14.33
"424","2019-10-15",14.96
"425","2019-10-16",14.85
"426","2019-10-17",15
"427","2019-10-18",15.2
"428","2019-10-21",16.23
"429","2019-10-22",16.23
"430","2019-10-23",16.65
"431","2019-10-24",16.620001
"432","2019-10-25",16.690001
"433","2019-10-28",17.370001
"434","2019-10-29",17.059999
"435","2019-10-30",16.950001
"436","2019-10-31",15.95
"437","2019-11-01",15.94
"438","2019-11-04",15.37
"439","2019-11-05",15.59
"440","2019-11-06",14
"441","2019-11-07",15.09
"442","2019-11-08",14.23
"443","2019-11-11",14.58
"444","2019-11-12",14.82
"445","2019-11-13",14.45
"446","2019-11-14",14.03
"447","2019-11-15",14.05
"448","2019-11-18",13.55
"449","2019-11-19",13.935
"450","2019-11-20",14.14
"451","2019-11-21",13.97
"452","2019-11-22",13.95
"453","2019-11-25",14.2
"454","2019-11-26",13.99
"455","2019-11-27",13.93
"456","2019-11-29",13.99
"457","2019-12-02",13.92
"458","2019-12-03",13.78
"459","2019-12-04",12.7
"460","2019-12-05",12.505
"461","2019-12-06",12.5
"462","2019-12-09",12.2
"463","2019-12-10",11.89
"464","2019-12-11",12.02
"465","2019-12-12",12.38
"466","2019-12-13",12.1
"467","2019-12-16",12.45
"468","2019-12-17",12.14
"469","2019-12-18",12.01
"470","2019-12-19",12.43
"471","2019-12-20",12.34
"472","2019-12-23",11.96
"473","2019-12-24",12.05
"474","2019-12-26",12.16
"475","2019-12-27",11.89
"476","2019-12-30",11.58
"477","2019-12-31",12.17
"478","2020-01-02",12.04
"479","2020-01-03",11.57
"480","2020-01-06",11.33
"481","2020-01-07",11.18
"482","2020-01-08",12.21
"483","2020-01-09",11.63
"484","2020-01-10",10.86
"485","2020-01-13",10.69
"486","2020-01-14",10.97
"487","2020-01-15",10.84
"488","2020-01-16",11.17
"489","2020-01-17",11.29
"490","2020-01-21",11.16
"491","2020-01-22",10.09
"492","2020-01-23",10.19
"493","2020-01-24",9.83
"494","2020-01-27",10.2
"495","2020-01-28",9.94
"496","2020-01-29",10
"497","2020-01-30",10.06
"498","2020-01-31",10.23
"499","2020-02-03",10.17
"500","2020-02-04",10.39
"501","2020-02-05",10.36
"502","2020-02-06",10.11
"503","2020-02-07",9.68
"504","2020-02-10",9.69
"505","2020-02-11",9.43
"506","2020-02-12",9.5
"507","2020-02-13",9.34
"508","2020-02-14",9.69
"509","2020-02-18",9.93
"510","2020-02-19",10.29
"511","2020-02-20",10.47
"512","2020-02-21",10.23
"513","2020-02-24",9.35
"514","2020-02-25",8.68
"515","2020-02-26",9.03
"516","2020-02-27",8.53
"517","2020-02-28",8.59
"518","2020-03-02",8.57
"519","2020-03-03",8.18
"520","2020-03-04",7.43
"521","2020-03-05",7.01
"522","2020-03-06",7.22
"523","2020-03-09",6.38
"524","2020-03-10",6.04
"525","2020-03-11",5.91
"526","2020-03-12",4.96
"527","2020-03-13",4.96
"528","2020-03-16",3.53
"529","2020-03-17",4.07
"530","2020-03-18",3.66
"531","2020-03-19",3.94
"532","2020-03-20",3.63
"533","2020-03-23",3.73
"534","2020-03-24",4.13
"535","2020-03-25",4.33
"536","2020-03-26",4.5
"537","2020-03-27",4.12
"538","2020-03-30",4.04
"539","2020-03-31",4.15
"540","2020-04-01",3.88
"541","2020-04-02",3.78
"542","2020-04-03",3.86
"543","2020-04-06",3.89
"544","2020-04-07",3.53
"545","2020-04-08",3.85
"546","2020-04-09",3.96
"547","2020-04-13",4.18
"548","2020-04-14",4.52
"549","2020-04-15",4.44
"550","2020-04-16",4.31
"551","2020-04-17",4.43
"552","2020-04-20",4.56
"553","2020-04-21",4.24
"554","2020-04-22",4.27
"555","2020-04-23",4.43
"556","2020-04-24",4.26
"557","2020-04-27",4.37
"558","2020-04-28",4.43
"559","2020-04-29",4.36
"560","2020-04-30",4.16
"561","2020-05-01",3.82
"562","2020-05-04",4.02
"563","2020-05-05",4.16
"564","2020-05-06",4.27
"565","2020-05-07",4.2
"566","2020-05-08",4.14
"567","2020-05-11",4.33
"568","2020-05-12",4.34
"569","2020-05-13",3.96
"570","2020-05-14",3.63
"571","2020-05-15",3.74
"572","2020-05-18",3.96
"573","2020-05-19",3.81
"574","2020-05-20",3.88
"575","2020-05-21",4.07
"576","2020-05-22",4.48
"577","2020-05-26",4.61
"578","2020-05-27",5.15
"579","2020-05-28",5.3
"580","2020-05-29",4.57
"581","2020-06-01",5.14
"582","2020-06-02",4.76
"583","2020-06-03",4.93
"584","2020-06-04",5.08
"585","2020-06-05",5.45
"586","2020-06-08",6.17
"587","2020-06-09",5.87
"588","2020-06-10",5.5
"589","2020-06-11",4.79
"590","2020-06-12",5
"591","2020-06-15",5.08
"592","2020-06-16",5.29
"593","2020-06-17",5.03
"594","2020-06-18",5.34
"595","2020-06-19",5.44
"596","2020-06-22",5.78
"597","2020-06-23",5.88
"598","2020-06-24",5.63
"599","2020-06-25",5.6
"600","2020-06-26",5.56
"601","2020-06-29",5.41
"602","2020-06-30",5.3
"603","2020-07-01",5.4
"604","2020-07-02",5.48
"605","2020-07-06",5.32
"606","2020-07-07",3.86
"607","2020-07-08",3.35
"608","2020-07-09",3.03
"609","2020-07-10",3.2
"610","2020-07-13",3.06
"611","2020-07-14",3.15
"612","2020-07-15",3.37
"613","2020-07-16",3.44
"614","2020-07-17",3.38
"615","2020-07-20",3.25
"616","2020-07-21",3.29
"617","2020-07-22",3.27
"618","2020-07-23",3.34
"619","2020-07-24",3.38
"620","2020-07-27",3.45
"621","2020-07-28",3.41
"622","2020-07-29",3.48
"623","2020-07-30",3.45
"624","2020-07-31",3.26
"625","2020-08-03",3.03
"626","2020-08-04",3.13
"627","2020-08-05",3.31
"628","2020-08-06",3.42
"629","2020-08-07",3.51
"630","2020-08-10",3.71
"631","2020-08-11",3.74
"632","2020-08-12",3.88
"633","2020-08-13",3.6
"634","2020-08-14",3.72
"635","2020-08-17",3.9
"636","2020-08-18",3.88
"637","2020-08-19",3.88
"638","2020-08-20",3.82
"639","2020-08-21",3.55
"640","2020-08-24",3.41
"641","2020-08-25",3.42
"642","2020-08-26",3.37
"643","2020-08-27",3.46
"644","2020-08-28",3.58
"645","2020-08-31",3.86
"646","2020-09-01",4
"647","2020-09-02",4.04
"648","2020-09-03",3.72
"649","2020-09-04",3.87
"650","2020-09-08",3.89
"651","2020-09-09",3.6
"652","2020-09-10",3.59
"653","2020-09-11",3.53
"654","2020-09-14",3.67
"655","2020-09-15",3.66
"656","2020-09-16",3.74
"657","2020-09-17",3.84
"658","2020-09-18",3.87
"659","2020-09-21",3.51
"660","2020-09-22",3.8
"661","2020-09-23",3.72
"662","2020-09-24",3.62
"663","2020-09-25",3.86
"664","2020-09-28",3.74
"665","2020-09-29",3.81
"666","2020-09-30",3.91
"667","2020-10-01",4.11
"668","2020-10-02",4.18
"669","2020-10-05",4.62
"670","2020-10-06",4.44
"671","2020-10-07",4.62
"672","2020-10-08",4.84
"673","2020-10-09",4.54
"674","2020-10-12",4.72
"675","2020-10-13",4.62
"676","2020-10-14",4.3
"677","2020-10-15",4.11
"678","2020-10-16",4.18
"679","2020-10-19",4.19
"680","2020-10-20",3.93
"681","2020-10-21",3.53
"682","2020-10-22",3.44
"683","2020-10-23",3.51
"684","2020-10-26",3.32
"685","2020-10-27",3.26
"686","2020-10-28",3.09
"687","2020-10-29",2.92
"688","2020-10-30",3.03
"689","2020-11-02",3.01
"690","2020-11-03",3.16
"691","2020-11-04",3.36
"692","2020-11-05",3.34
"693","2020-11-06",3.18
"694","2020-11-09",3.36
"695","2020-11-10",3.3
"696","2020-11-11",3.22
"697","2020-11-12",3.45
"698","2020-11-13",3.52
"699","2020-11-16",3.59
"700","2020-11-17",3.63
"701","2020-11-18",3.29
"702","2020-11-19",3.41
"703","2020-11-20",4
"704","2020-11-23",3.74
"705","2020-11-24",3.66
"706","2020-11-25",3.76
"707","2020-11-27",3.83
