"","date","ASTC"
"158","2007-08-17",24
"159","2007-08-20",22.5
"160","2007-08-21",22.5
"161","2007-08-22",22.5
"162","2007-08-23",22
"163","2007-08-24",21.5
"164","2007-08-27",25
"165","2007-08-28",25
"166","2007-08-29",23
"167","2007-08-30",24.5
"168","2007-08-31",23
"169","2007-09-04",25
"170","2007-09-05",25
"171","2007-09-06",23
"172","2007-09-07",22
"173","2007-09-10",22.5
"174","2007-09-11",20.5
"175","2007-09-12",20
"176","2007-09-13",20.5
"177","2007-09-14",21
"178","2007-09-17",21
"179","2007-09-18",22
"180","2007-09-19",20
"181","2007-09-20",20
"182","2007-09-21",20.5
"183","2007-09-24",22
"184","2007-09-25",22
"185","2007-09-26",22
"186","2007-09-27",21.5
"187","2007-09-28",20
"188","2007-10-01",19.5
"189","2007-10-02",20.5
"190","2007-10-03",20.5
"191","2007-10-04",19.5
"192","2007-10-05",17.5
"193","2007-10-08",17.5
"194","2007-10-09",18
"195","2007-10-10",17
"196","2007-10-11",18
"197","2007-10-12",18
"198","2007-10-15",17.5
"199","2007-10-16",18
"200","2007-10-17",17.5
"201","2007-10-18",17.5
"202","2007-10-19",16
"203","2007-10-22",15.5
"204","2007-10-23",14
"205","2007-10-24",13
"206","2007-10-25",12.5
"207","2007-10-26",13
"208","2007-10-29",13.5
"209","2007-10-30",14.5
"210","2007-10-31",16
"211","2007-11-01",16
"212","2007-11-02",16
"213","2007-11-05",15
"214","2007-11-06",12
"215","2007-11-07",12.5
"216","2007-11-08",12.5
"217","2007-11-09",12.5
"218","2007-11-12",12
"219","2007-11-13",6
"220","2007-11-14",7.5
"221","2007-11-15",8.5
"222","2007-11-16",7.5
"223","2007-11-19",7.5
"224","2007-11-20",9.5
"225","2007-11-21",10
"226","2007-11-23",10
"227","2007-11-26",10.5
"228","2007-11-27",9
"229","2007-11-28",10.5
"230","2007-11-29",10
"231","2007-11-30",10.25
"232","2007-12-03",10.25
"233","2007-12-04",10
"234","2007-12-05",10.1
"235","2007-12-06",10
"236","2007-12-07",10.05
"237","2007-12-10",8.35
"238","2007-12-11",9.5
"239","2007-12-12",11.7
"240","2007-12-13",11.95
"241","2007-12-14",13
"242","2007-12-17",11.6
"243","2007-12-18",11.4
"244","2007-12-19",9.5
"245","2007-12-20",9
"246","2007-12-21",8.5
"247","2007-12-24",8.65
"248","2007-12-26",8.55
"249","2007-12-27",7.85
"250","2007-12-28",8.15
"251","2007-12-31",7.8
"252","2008-01-02",8.2
"253","2008-01-03",8.9
"254","2008-01-04",7.65
"255","2008-01-07",8.45
"256","2008-01-08",8.5
"257","2008-01-09",8.2
"258","2008-01-10",7.95
"259","2008-01-11",7.8
"260","2008-01-14",6.7
"261","2008-01-15",7.5
"262","2008-01-16",7.35
"263","2008-01-17",7.05
"264","2008-01-18",6.9
"265","2008-01-22",6.05
"266","2008-01-23",6.2
"267","2008-01-24",5.65
"268","2008-01-25",5.2
"269","2008-01-28",5.25
"270","2008-01-29",5.35
"271","2008-01-30",5.8
"272","2008-01-31",5.45
"273","2008-02-01",5.75
"274","2008-02-04",5.75
"275","2008-02-05",5.1
"276","2008-02-06",5
"277","2008-02-07",5.1
"278","2008-02-08",5.25
"279","2008-02-11",5.6
"280","2008-02-12",7.8
"281","2008-02-13",8.9
"282","2008-02-14",9.15
"283","2008-02-15",9
"284","2008-02-19",9.3
"285","2008-02-20",5.7
"286","2008-02-21",5.3
"287","2008-02-22",4.75
"288","2008-02-25",4.65
"289","2008-02-26",4.8
"290","2008-02-27",4.6
"291","2008-02-28",4.6
"292","2008-02-29",4.25
"293","2008-03-03",4.25
"294","2008-03-04",4.1
"295","2008-03-05",4.55
"296","2008-03-06",4.5
"297","2008-03-07",4
"298","2008-03-10",4
"299","2008-03-11",4.65
"300","2008-03-12",4.5
"301","2008-03-13",4
"302","2008-03-14",3.75
"303","2008-03-17",3.5
"304","2008-03-18",3.85
"305","2008-03-19",3.95
"306","2008-03-20",3.25
"307","2008-03-24",3.35
"308","2008-03-25",3.25
"309","2008-03-26",3.3
"310","2008-03-27",3.3
"311","2008-03-28",3.25
"312","2008-03-31",2.85
"313","2008-04-01",2.9
"314","2008-04-02",2.9
"315","2008-04-03",2.35
"316","2008-04-04",2.5
"317","2008-04-07",2.7
"318","2008-04-08",2.45
"319","2008-04-09",2.4
"320","2008-04-10",2.35
"321","2008-04-11",2.3
"322","2008-04-14",2.25
"323","2008-04-15",2.25
"324","2008-04-16",2.35
"325","2008-04-17",2.25
"326","2008-04-18",1.85
"327","2008-04-21",2.05
"328","2008-04-22",2.5
"329","2008-04-23",2.55
"330","2008-04-24",2.3
"331","2008-04-25",2.5
"332","2008-04-28",2.05
"333","2008-04-29",1.95
"334","2008-04-30",2
"335","2008-05-01",2.2
"336","2008-05-02",2.1
"337","2008-05-05",1.95
"338","2008-05-06",2.15
"339","2008-05-07",2.05
"340","2008-05-08",2.1
"341","2008-05-09",2.05
"342","2008-05-12",2.05
"343","2008-05-13",2
"344","2008-05-14",2
"345","2008-05-15",1.9
"346","2008-05-16",1.95
"347","2008-05-19",1.95
"348","2008-05-20",2.1
"349","2008-05-21",2.1
"350","2008-05-22",2.6
"351","2008-05-23",3.4
"352","2008-05-27",2.65
"353","2008-05-28",2.5
"354","2008-05-29",2.45
"355","2008-05-30",2.95
"356","2008-06-02",3.45
"357","2008-06-03",3.4
"358","2008-06-04",3.25
"359","2008-06-05",3.4
"360","2008-06-06",3.4
"361","2008-06-09",3.4
"362","2008-06-10",3.05
"363","2008-06-11",3.1
"364","2008-06-12",3
"365","2008-06-13",3
"366","2008-06-16",3.35
"367","2008-06-17",3.45
"368","2008-06-18",3.75
"369","2008-06-19",2.95
"370","2008-06-20",3.15
"371","2008-06-23",3.2
"372","2008-06-24",2.9
"373","2008-06-25",2.9
"374","2008-06-26",3
"375","2008-06-27",3.05
"376","2008-06-30",2.85
"377","2008-07-01",2.65
"378","2008-07-02",2.75
"379","2008-07-03",2.6
"380","2008-07-07",2.75
"381","2008-07-08",2.45
"382","2008-07-09",2.5
"383","2008-07-10",2.65
"384","2008-07-11",2.4
"385","2008-07-14",2.65
"386","2008-07-15",2.35
"387","2008-07-16",2.35
"388","2008-07-17",2.2
"389","2008-07-18",2.25
"390","2008-07-21",2.45
"391","2008-07-22",2.35
"392","2008-07-23",2.45
"393","2008-07-24",2.45
"394","2008-07-25",2.5
"395","2008-07-28",2.55
"396","2008-07-29",2.6
"397","2008-07-30",2.75
"398","2008-07-31",2.7
"399","2008-08-01",2.75
"400","2008-08-04",2.8
"401","2008-08-05",2.6
"402","2008-08-06",2.6
"403","2008-08-07",2.5
"404","2008-08-08",2.5
"405","2008-08-11",2.4
"406","2008-08-12",2.75
"407","2008-08-13",2.5
"408","2008-08-14",2.5
"409","2008-08-15",2.6
"410","2008-08-18",2.4
"411","2008-08-19",2.35
"412","2008-08-20",2.7
"413","2008-08-21",2.75
"414","2008-08-22",2.6
"415","2008-08-25",2.6
"416","2008-08-26",2.3
"417","2008-08-27",2.45
"418","2008-08-28",2.5
"419","2008-08-29",2.3
"420","2008-09-02",2.5
"421","2008-09-03",2.7
"422","2008-09-04",2.3
"423","2008-09-05",2.3
"424","2008-09-08",2.45
"425","2008-09-09",2.4
"426","2008-09-10",2.3
"427","2008-09-11",2.35
"428","2008-09-12",2.25
"429","2008-09-15",2.1
"430","2008-09-16",1.95
"431","2008-09-17",1.8
"432","2008-09-18",1.65
"433","2008-09-19",2
"434","2008-09-22",1.95
"435","2008-09-23",1.45
"436","2008-09-24",1.7
"437","2008-09-25",1.65
"438","2008-09-26",1.75
"439","2008-09-29",1.7
"440","2008-09-30",1.8
"441","2008-10-01",1.75
"442","2008-10-02",1.7
"443","2008-10-03",1.65
"444","2008-10-06",1.65
"445","2008-10-07",1.6
"446","2008-10-08",1.75
"447","2008-10-09",1.65
"448","2008-10-10",1.7
"449","2008-10-13",1.65
"450","2008-10-14",1.75
"451","2008-10-15",1.6
"452","2008-10-16",1.65
"453","2008-10-17",1.65
"454","2008-10-20",1.8
"455","2008-10-21",1.75
"456","2008-10-22",1.9
"457","2008-10-23",1.75
"458","2008-10-24",1.95
"459","2008-10-27",1.95
"460","2008-10-28",1.85
"461","2008-10-29",1.65
"462","2008-10-30",1.65
"463","2008-10-31",1.8
"464","2008-11-03",1.9
"465","2008-11-04",1.85
"466","2008-11-05",1.8
"467","2008-11-06",1.8
"468","2008-11-07",2.25
"469","2008-11-10",1.65
"470","2008-11-11",1.9
"471","2008-11-12",1.7
"472","2008-11-13",2.05
"473","2008-11-14",2.05
"474","2008-11-17",1.65
"475","2008-11-18",1.65
"476","2008-11-19",1.6
"477","2008-11-20",1.65
"478","2008-11-21",1.55
"479","2008-11-24",1.5
"480","2008-11-25",1.6
"481","2008-11-26",1.7
"482","2008-11-28",1.8
"483","2008-12-01",1.75
"484","2008-12-02",1.75
"485","2008-12-03",1.8
"486","2008-12-04",1.75
"487","2008-12-05",1.85
"488","2008-12-08",1.6
"489","2008-12-09",1.75
"490","2008-12-10",1.55
"491","2008-12-11",1.6
"492","2008-12-12",1.75
"493","2008-12-15",1.75
"494","2008-12-16",1.75
"495","2008-12-17",1.65
"496","2008-12-18",1.45
"497","2008-12-19",1.25
"498","2008-12-22",1.3
"499","2008-12-23",1.25
"500","2008-12-24",1.3
"501","2008-12-26",1.35
"502","2008-12-29",1.4
"503","2008-12-30",1.35
"504","2008-12-31",1.3
"505","2009-01-02",1.35
"506","2009-01-05",1.55
"507","2009-01-06",1.6
"508","2009-01-07",1.65
"509","2009-01-08",1.65
"510","2009-01-09",1.6
"511","2009-01-12",1.55
"512","2009-01-13",1.75
"513","2009-01-14",1.75
"514","2009-01-15",1.5
"515","2009-01-16",1.65
"516","2009-01-20",1.6
"517","2009-01-21",1.55
"518","2009-01-22",1.7
"519","2009-01-23",1.6
"520","2009-01-26",1.55
"521","2009-01-27",1.65
"522","2009-01-28",1.6
"523","2009-01-29",1.55
"524","2009-01-30",1.55
"525","2009-02-02",1.55
"526","2009-02-03",1.6
"527","2009-02-04",1.6
"528","2009-02-05",1.6
"529","2009-02-06",1.6
"530","2009-02-09",1.6
"531","2009-02-10",1.6
"532","2009-02-11",1.65
"533","2009-02-12",1.75
"534","2009-02-13",1.75
"535","2009-02-17",2.25
"536","2009-02-18",2.25
"537","2009-02-19",2.25
"538","2009-02-20",2.1
"539","2009-02-23",2.2
"540","2009-02-24",2.2
"541","2009-02-25",2.15
"542","2009-02-26",2.15
"543","2009-02-27",2
"544","2009-03-02",1.65
"545","2009-03-03",1.75
"546","2009-03-04",1.85
"547","2009-03-05",1.75
"548","2009-03-06",1.75
"549","2009-03-09",1.7
"550","2009-03-10",1.65
"551","2009-03-11",1.6
"552","2009-03-12",1.6
"553","2009-03-13",1.5
"554","2009-03-16",1.95
"555","2009-03-17",1.95
"556","2009-03-18",1.95
"557","2009-03-19",1.9
"558","2009-03-20",1.8
"559","2009-03-23",1.8
"560","2009-03-24",2.05
"561","2009-03-25",2.45
"562","2009-03-26",2.1
"563","2009-03-27",2.3
"564","2009-03-30",2.35
"565","2009-03-31",2.15
"566","2009-04-01",2.2
"567","2009-04-02",2.3
"568","2009-04-03",2.25
"569","2009-04-06",2.35
"570","2009-04-07",2.2
"571","2009-04-08",2.35
"572","2009-04-09",2.2
"573","2009-04-13",2.45
"574","2009-04-14",2.3
"575","2009-04-15",2.3
"576","2009-04-16",2.45
"577","2009-04-17",2.45
"578","2009-04-20",2.35
"579","2009-04-21",2.45
"580","2009-04-22",2.4
"581","2009-04-23",3.2
"582","2009-04-24",3.6
"583","2009-04-27",3.7
"584","2009-04-28",3.95
"585","2009-04-29",3.75
"586","2009-04-30",3.5
"587","2009-05-01",3.35
"588","2009-05-04",3.3
"589","2009-05-05",3.2
"590","2009-05-06",3.8
"591","2009-05-07",3.7
"592","2009-05-08",3.6
"593","2009-05-11",3.7
"594","2009-05-12",3.6
"595","2009-05-13",6.9
"596","2009-05-14",5.7
"597","2009-05-15",5.25
"598","2009-05-18",5.3
"599","2009-05-19",5.1
"600","2009-05-20",5
"601","2009-05-21",5
"602","2009-05-22",5
"603","2009-05-26",5
"604","2009-05-27",5.1
"605","2009-05-28",5.15
"606","2009-05-29",5.05
"607","2009-06-01",5.2
"608","2009-06-02",5.15
"609","2009-06-03",5.15
"610","2009-06-04",5.75
"611","2009-06-05",6
"612","2009-06-08",6.35
"613","2009-06-09",6.15
"614","2009-06-10",5.95
"615","2009-06-11",5.5
"616","2009-06-12",6.4
"617","2009-06-15",6.25
"618","2009-06-16",6.15
"619","2009-06-17",6.25
"620","2009-06-18",6.15
"621","2009-06-19",6.4
"622","2009-06-22",6.05
"623","2009-06-23",5.7
"624","2009-06-24",5.9
"625","2009-06-25",5.95
"626","2009-06-26",5.5
"627","2009-06-29",5.4
"628","2009-06-30",5.75
"629","2009-07-01",6.25
"630","2009-07-02",6.45
"631","2009-07-06",5.6
"632","2009-07-07",5.35
"633","2009-07-08",5.15
"634","2009-07-09",5.65
"635","2009-07-10",5.75
"636","2009-07-13",5.85
"637","2009-07-14",5.45
"638","2009-07-15",5.4
"639","2009-07-16",5.5
"640","2009-07-17",5.35
"641","2009-07-20",5.7
"642","2009-07-21",5.3
"643","2009-07-22",5.55
"644","2009-07-23",5.7
"645","2009-07-24",5.55
"646","2009-07-27",5.9
"647","2009-07-28",6
"648","2009-07-29",6.4
"649","2009-07-30",6.25
"650","2009-07-31",6.35
"651","2009-08-03",6.55
"652","2009-08-04",6.8
"653","2009-08-05",6.75
"654","2009-08-06",6.65
"655","2009-08-07",6.7
"656","2009-08-10",7.25
"657","2009-08-11",7.1
"658","2009-08-12",6.9
"659","2009-08-13",6.75
"660","2009-08-14",6.25
"661","2009-08-17",5.5
"662","2009-08-18",6.2
"663","2009-08-19",5.65
"664","2009-08-20",6.05
"665","2009-08-21",5.7
"666","2009-08-24",6.4
"667","2009-08-25",6.4
"668","2009-08-26",6.25
"669","2009-08-27",6.25
"670","2009-08-28",6.3
"671","2009-08-31",6.25
"672","2009-09-01",6.25
"673","2009-09-02",5.9
"674","2009-09-03",5.8
"675","2009-09-04",5.75
"676","2009-09-08",6.05
"677","2009-09-09",6
"678","2009-09-10",6.05
"679","2009-09-11",6
"680","2009-09-14",6.1
"681","2009-09-15",6.2
"682","2009-09-16",6.2
"683","2009-09-17",6.05
"684","2009-09-18",6.2
"685","2009-09-21",5.9
"686","2009-09-22",6.2
"687","2009-09-23",6.1
"688","2009-09-24",5.8
"689","2009-09-25",5.8
"690","2009-09-28",6
"691","2009-09-29",15.5
"692","2009-09-30",14.1
"693","2009-10-01",10.75
"694","2009-10-02",9.45
"695","2009-10-05",9.9
"696","2009-10-06",10.25
"697","2009-10-07",10.2
"698","2009-10-08",13
"699","2009-10-09",12.25
"700","2009-10-12",15.15
"701","2009-10-13",16.85
"702","2009-10-14",16.75
"703","2009-10-15",16.6
"704","2009-10-16",16.15
"705","2009-10-19",15.6
"706","2009-10-20",13.7
"707","2009-10-21",12.8
"708","2009-10-22",12.75
"709","2009-10-23",12.7
"710","2009-10-26",12.25
"711","2009-10-27",10.7
"712","2009-10-28",10
"713","2009-10-29",10.9
"714","2009-10-30",10.2
"715","2009-11-02",9.85
"716","2009-11-03",9.75
"717","2009-11-04",9.55
"718","2009-11-05",10.3
"719","2009-11-06",10.3
"720","2009-11-09",11.9
"721","2009-11-10",11.85
"722","2009-11-11",11.85
"723","2009-11-12",11.25
"724","2009-11-13",9.25
"725","2009-11-16",8.75
"726","2009-11-17",9
"727","2009-11-18",8.8
"728","2009-11-19",8.1
"729","2009-11-20",7.95
"730","2009-11-23",7.85
"731","2009-11-24",7.35
"732","2009-11-25",8.4
"733","2009-11-27",8
"734","2009-11-30",7.7
"735","2009-12-01",8.3
"736","2009-12-02",8.75
"737","2009-12-03",9
"738","2009-12-04",9
"739","2009-12-07",9.55
"740","2009-12-08",9.55
"741","2009-12-09",9.75
"742","2009-12-10",9.8
"743","2009-12-11",10.25
"744","2009-12-14",10.3
"745","2009-12-15",9.7
"746","2009-12-16",9.15
"747","2009-12-17",9.2
"748","2009-12-18",9.15
"749","2009-12-21",9.25
"750","2009-12-22",9.5
"751","2009-12-23",9.5
"752","2009-12-24",10.6
"753","2009-12-28",9.9
"754","2009-12-29",10.25
"755","2009-12-30",10
"756","2009-12-31",9.6
"757","2010-01-04",9.55
"758","2010-01-05",9.75
"759","2010-01-06",9.7
"760","2010-01-07",9.7
"761","2010-01-08",9.75
"762","2010-01-11",10.2
"763","2010-01-12",10.45
"764","2010-01-13",14.15
"765","2010-01-14",15.2
"766","2010-01-15",14.2
"767","2010-01-19",12.95
"768","2010-01-20",12.8
"769","2010-01-21",12.4
"770","2010-01-22",12.55
"771","2010-01-25",11.7
"772","2010-01-26",11.3
"773","2010-01-27",11.95
"774","2010-01-28",12.65
"775","2010-01-29",12
"776","2010-02-01",12.25
"777","2010-02-02",14
"778","2010-02-03",14.15
"779","2010-02-04",12.3
"780","2010-02-05",12.05
"781","2010-02-08",12.35
"782","2010-02-09",12.9
"783","2010-02-10",12.85
"784","2010-02-11",12.3
"785","2010-02-12",12.65
"786","2010-02-16",13.35
"787","2010-02-17",14
"788","2010-02-18",16.549999
"789","2010-02-19",15.6
"790","2010-02-22",17
"791","2010-02-23",16.35
"792","2010-02-24",16.200001
"793","2010-02-25",15.25
"794","2010-02-26",14.35
"795","2010-03-01",17.35
"796","2010-03-02",18.25
"797","2010-03-03",18
"798","2010-03-04",17.5
"799","2010-03-05",17.35
"800","2010-03-08",16.25
"801","2010-03-09",16.85
"802","2010-03-10",17.200001
"803","2010-03-11",17.5
"804","2010-03-12",16.25
"805","2010-03-15",16.799999
"806","2010-03-16",15.8
"807","2010-03-17",15.65
"808","2010-03-18",15.6
"809","2010-03-19",15.6
"810","2010-03-22",15.05
"811","2010-03-23",15.9
"812","2010-03-24",17.4
"813","2010-03-25",17.5
"814","2010-03-26",16.5
"815","2010-03-29",16.25
"816","2010-03-30",16.1
"817","2010-03-31",16.049999
"818","2010-04-01",15.95
"819","2010-04-05",16.9
"820","2010-04-06",16.299999
"821","2010-04-07",16
"822","2010-04-08",16.049999
"823","2010-04-09",16.15
"824","2010-04-12",16.450001
"825","2010-04-13",16.1
"826","2010-04-14",17.25
"827","2010-04-15",17.5
"828","2010-04-16",17.15
"829","2010-04-19",17.5
"830","2010-04-20",17.25
"831","2010-04-21",17.25
"832","2010-04-22",17.1
"833","2010-04-23",15.25
"834","2010-04-26",15.2
"835","2010-04-27",15
"836","2010-04-28",14.6
"837","2010-04-29",14.7
"838","2010-04-30",14.5
"839","2010-05-03",13.25
"840","2010-05-04",12.75
"841","2010-05-05",12.5
"842","2010-05-06",11.45
"843","2010-05-07",11.5
"844","2010-05-10",12.05
"845","2010-05-11",13.55
"846","2010-05-12",14.2
"847","2010-05-13",14.5
"848","2010-05-14",13.95
"849","2010-05-17",10.75
"850","2010-05-18",10.6
"851","2010-05-19",9.45
"852","2010-05-20",9.4
"853","2010-05-21",9.5
"854","2010-05-24",9.4
"855","2010-05-25",8.95
"856","2010-05-26",8.35
"857","2010-05-27",8.95
"858","2010-05-28",9.65
"859","2010-06-01",9.2
"860","2010-06-02",9.55
"861","2010-06-03",8.7
"862","2010-06-04",7.85
"863","2010-06-07",7.55
"864","2010-06-08",7
"865","2010-06-09",6.7
"866","2010-06-10",6.85
"867","2010-06-11",6.7
"868","2010-06-14",7.85
"869","2010-06-15",9
"870","2010-06-16",8.6
"871","2010-06-17",8.7
"872","2010-06-18",8.65
"873","2010-06-21",7.5
"874","2010-06-22",7
"875","2010-06-23",6.95
"876","2010-06-24",6.8
"877","2010-06-25",6.9
"878","2010-06-28",6.85
"879","2010-06-29",6.55
"880","2010-06-30",6.2
"881","2010-07-01",6.5
"882","2010-07-02",6
"883","2010-07-06",6.5
"884","2010-07-07",6.35
"885","2010-07-08",6.2
"886","2010-07-09",6.65
"887","2010-07-12",7.05
"888","2010-07-13",6.8
"889","2010-07-14",6.75
"890","2010-07-15",6.5
"891","2010-07-16",6.65
"892","2010-07-19",6.5
"893","2010-07-20",6.4
"894","2010-07-21",6.45
"895","2010-07-22",6.5
"896","2010-07-23",6.45
"897","2010-07-26",9.15
"898","2010-07-27",8.1
"899","2010-07-28",7.55
"900","2010-07-29",7.6
"901","2010-07-30",7.9
"902","2010-08-02",7.8
"903","2010-08-03",7.9
"904","2010-08-04",7.75
"905","2010-08-05",7.6
"906","2010-08-06",7.55
"907","2010-08-09",7.6
"908","2010-08-10",7.25
"909","2010-08-11",7.05
"910","2010-08-12",7.05
"911","2010-08-13",6.9
"912","2010-08-16",6.65
"913","2010-08-17",6.6
"914","2010-08-18",6.75
"915","2010-08-19",6.4
"916","2010-08-20",6.5
"917","2010-08-23",6.35
"918","2010-08-24",6.3
"919","2010-08-25",6.6
"920","2010-08-26",6.6
"921","2010-08-27",6.35
"922","2010-08-30",5.9
"923","2010-08-31",6.25
"924","2010-09-01",6.35
"925","2010-09-02",6.2
"926","2010-09-03",6.4
"927","2010-09-07",6.1
"928","2010-09-08",6.4
"929","2010-09-09",6.1
"930","2010-09-10",6.35
"931","2010-09-13",6.3
"932","2010-09-14",6.05
"933","2010-09-15",6.15
"934","2010-09-16",6.3
"935","2010-09-17",6.35
"936","2010-09-20",6.15
"937","2010-09-21",6.15
"938","2010-09-22",6.15
"939","2010-09-23",5.95
"940","2010-09-24",5.85
"941","2010-09-27",6.05
"942","2010-09-28",6
"943","2010-09-29",6.05
"944","2010-09-30",6.05
"945","2010-10-01",5.8
"946","2010-10-04",5.75
"947","2010-10-05",5.7
"948","2010-10-06",5.55
"949","2010-10-07",5.65
"950","2010-10-08",5.65
"951","2010-10-11",5.75
"952","2010-10-12",5.7
"953","2010-10-13",5.85
"954","2010-10-14",5.95
"955","2010-10-15",6.1
"956","2010-10-18",5.9
"957","2010-10-19",6.1
"958","2010-10-20",6.05
"959","2010-10-21",6.05
"960","2010-10-22",6
"961","2010-10-25",6
"962","2010-10-26",6.15
"963","2010-10-27",6
"964","2010-10-28",6.05
"965","2010-10-29",6
"966","2010-11-01",6.05
"967","2010-11-02",5.9
"968","2010-11-03",5.95
"969","2010-11-04",5.8
"970","2010-11-05",5.15
"971","2010-11-08",5.2
"972","2010-11-09",5.15
"973","2010-11-10",5.4
"974","2010-11-11",5.15
"975","2010-11-12",5.35
"976","2010-11-15",5.2
"977","2010-11-16",5.2
"978","2010-11-17",5
"979","2010-11-18",5.15
"980","2010-11-19",5.15
"981","2010-11-22",5.05
"982","2010-11-23",7.35
"983","2010-11-24",6.35
"984","2010-11-26",6.35
"985","2010-11-29",6.35
"986","2010-11-30",6
"987","2010-12-01",5.75
"988","2010-12-02",5.8
"989","2010-12-03",5.8
"990","2010-12-06",5.7
"991","2010-12-07",6.05
"992","2010-12-08",5.9
"993","2010-12-09",5.95
"994","2010-12-10",5.95
"995","2010-12-13",6
"996","2010-12-14",5.8
"997","2010-12-15",5.8
"998","2010-12-16",5.7
"999","2010-12-17",5.7
"1000","2010-12-20",5.8
"1001","2010-12-21",5.55
"1002","2010-12-22",5.4
"1003","2010-12-23",5.55
"1004","2010-12-27",5.6
"1005","2010-12-28",5.7
"1006","2010-12-29",5.8
"1007","2010-12-30",5.65
"1008","2010-12-31",5.65
"1009","2011-01-03",5.65
"1010","2011-01-04",5.75
"1011","2011-01-05",5.65
"1012","2011-01-06",5.8
"1013","2011-01-07",6.7
"1014","2011-01-10",6.45
"1015","2011-01-11",6.4
"1016","2011-01-12",6.35
"1017","2011-01-13",6.3
"1018","2011-01-14",6.45
"1019","2011-01-18",6.45
"1020","2011-01-19",6.25
"1021","2011-01-20",6.3
"1022","2011-01-21",6.1
