"","date","QRHC"
"159","2010-08-20",12
"160","2010-08-23",12
"161","2010-08-24",12
"162","2010-08-25",12
"163","2010-08-26",12
"164","2010-08-27",12
"165","2010-08-30",9.2
"166","2010-08-31",10
"167","2010-09-01",10
"168","2010-09-02",10
"169","2010-09-03",10
"170","2010-09-07",10
"171","2010-09-08",10
"172","2010-09-09",10
"173","2010-09-10",10
"174","2010-09-13",10
"175","2010-09-14",5.6
"176","2010-09-15",7.2
"177","2010-09-16",8
"178","2010-09-17",8
"179","2010-09-20",8
"180","2010-09-21",6
"181","2010-09-22",8
"182","2010-09-23",8
"183","2010-09-24",10
"184","2010-09-27",10
"185","2010-09-28",10
"186","2010-09-29",11.6
"187","2010-09-30",12.8
"188","2010-10-01",12.8
"189","2010-10-04",12.8
"190","2010-10-05",12.8
"191","2010-10-06",12.8
"192","2010-10-07",5.6
"193","2010-10-08",6.8
"194","2010-10-11",8
"195","2010-10-12",12.8
"196","2010-10-13",12.8
"197","2010-10-14",8
"198","2010-10-15",11.6
"199","2010-10-18",11.6
"200","2010-10-19",11.6
"201","2010-10-20",11.6
"202","2010-10-21",8
"203","2010-10-22",8
"204","2010-10-25",8
"205","2010-10-26",7.2
"206","2010-10-27",7.2
"207","2010-10-28",12
"208","2010-10-29",12
"209","2010-11-01",8
"210","2010-11-02",12
"211","2010-11-03",12
"212","2010-11-04",12
"213","2010-11-05",12.8
"214","2010-11-08",12.8
"215","2010-11-09",13.2
"216","2010-11-10",13.2
"217","2010-11-11",14
"218","2010-11-12",12
"219","2010-11-15",14
"220","2010-11-16",14
"221","2010-11-17",14.8
"222","2010-11-18",14.4
"223","2010-11-19",14.4
"224","2010-11-22",14.4
"225","2010-11-23",14.4
"226","2010-11-24",14.8
"227","2010-11-26",14.8
"228","2010-11-29",14
"229","2010-11-30",14
"230","2010-12-01",14
"231","2010-12-02",14
"232","2010-12-03",12.4
"233","2010-12-06",12.8
"234","2010-12-07",12.4
"235","2010-12-08",11.6
"236","2010-12-09",10.4
"237","2010-12-10",10.8
"238","2010-12-13",12
"239","2010-12-14",12
"240","2010-12-15",12
"241","2010-12-16",14
"242","2010-12-17",14
"243","2010-12-20",14
"244","2010-12-21",12
"245","2010-12-22",13.2
"246","2010-12-23",13.2
"247","2010-12-27",13.2
"248","2010-12-28",12.8
"249","2010-12-29",12.8
"250","2010-12-30",14.8
"251","2010-12-31",14.8
"252","2011-01-03",14
"253","2011-01-04",18
"254","2011-01-05",18
"255","2011-01-06",18.799999
"256","2011-01-07",18.799999
"257","2011-01-10",18.799999
"258","2011-01-11",18.799999
"259","2011-01-12",18.4
"260","2011-01-13",18.4
"261","2011-01-14",21.6
"262","2011-01-18",21.6
"263","2011-01-19",22
"264","2011-01-20",20
"265","2011-01-21",20.799999
"266","2011-01-24",19.6
"267","2011-01-25",20.799999
"268","2011-01-26",20.4
"269","2011-01-27",20.4
"270","2011-01-28",20.4
"271","2011-01-31",19.6
"272","2011-02-01",19.6
"273","2011-02-02",19.6
"274","2011-02-03",18
"275","2011-02-04",19.6
"276","2011-02-07",22
"277","2011-02-08",22
"278","2011-02-09",20.799999
"279","2011-02-10",22
"280","2011-02-11",23.6
"281","2011-02-14",26
"282","2011-02-15",24
"283","2011-02-16",24
"284","2011-02-17",28
"285","2011-02-18",28
"286","2011-02-22",28
"287","2011-02-23",28.799999
"288","2011-02-24",28.799999
"289","2011-02-25",26
"290","2011-02-28",26
"291","2011-03-01",21.6
"292","2011-03-02",24
"293","2011-03-03",26
"294","2011-03-04",26
"295","2011-03-07",26
"296","2011-03-08",13.6
"297","2011-03-09",13.6
"298","2011-03-10",14
"299","2011-03-11",30
"300","2011-03-14",30
"301","2011-03-15",30
"302","2011-03-16",30
"303","2011-03-17",30
"304","2011-03-18",30
"305","2011-03-21",30
"306","2011-03-22",30
"307","2011-03-23",30
"308","2011-03-24",30
"309","2011-03-25",30
"310","2011-03-28",30
"311","2011-03-29",30
"312","2011-03-30",28
"313","2011-03-31",28
"314","2011-04-01",28
"315","2011-04-04",28
"316","2011-04-05",21.200001
"317","2011-04-06",22
"318","2011-04-07",22
"319","2011-04-08",22
"320","2011-04-11",22
"321","2011-04-12",17.6
"322","2011-04-13",17.6
"323","2011-04-14",17.6
"324","2011-04-15",20.4
"325","2011-04-18",20.4
"326","2011-04-19",20.4
"327","2011-04-20",22
"328","2011-04-21",22
"329","2011-04-25",22
"330","2011-04-26",22
"331","2011-04-27",22
"332","2011-04-28",22
"333","2011-04-29",16.799999
"334","2011-05-02",16.799999
"335","2011-05-03",16.799999
"336","2011-05-04",16.799999
"337","2011-05-05",10
"338","2011-05-06",15.6
"339","2011-05-09",15.2
"340","2011-05-10",15.2
"341","2011-05-11",15.2
"342","2011-05-12",15.2
"343","2011-05-13",15.2
"344","2011-05-16",14
"345","2011-05-17",14
"346","2011-05-18",14
"347","2011-05-19",14
"348","2011-05-20",14
"349","2011-05-23",14
"350","2011-05-24",13.6
"351","2011-05-25",16
"352","2011-05-26",16
"353","2011-05-27",14
"354","2011-05-31",15.2
"355","2011-06-01",15.2
"356","2011-06-02",15.2
"357","2011-06-03",15.2
"358","2011-06-06",15.2
"359","2011-06-07",15.2
"360","2011-06-08",15.2
"361","2011-06-09",15.2
"362","2011-06-10",14
"363","2011-06-13",14
"364","2011-06-14",16
"365","2011-06-15",16
"366","2011-06-16",16
"367","2011-06-17",16
"368","2011-06-20",6
"369","2011-06-21",10
"370","2011-06-22",9.6
"371","2011-06-23",9.6
"372","2011-06-24",9.6
"373","2011-06-27",8.8
"374","2011-06-28",8.8
"375","2011-06-29",10.8
"376","2011-06-30",11.6
"377","2011-07-01",11.6
"378","2011-07-05",11.6
"379","2011-07-06",11.6
"380","2011-07-07",11.6
"381","2011-07-08",12
"382","2011-07-11",12
"383","2011-07-12",12
"384","2011-07-13",12
"385","2011-07-14",12
"386","2011-07-15",8.8
"387","2011-07-18",9.2
"388","2011-07-19",11.6
"389","2011-07-20",14
"390","2011-07-21",14
"391","2011-07-22",14
"392","2011-07-25",14
"393","2011-07-26",11.6
"394","2011-07-27",11.6
"395","2011-07-28",11.6
"396","2011-07-29",12
"397","2011-08-01",12
"398","2011-08-02",12
"399","2011-08-03",12.4
"400","2011-08-04",8.4
"401","2011-08-05",11.2
"402","2011-08-08",10
"403","2011-08-09",10
"404","2011-08-10",10
"405","2011-08-11",10
"406","2011-08-12",10
"407","2011-08-15",10
"408","2011-08-16",11.2
"409","2011-08-17",7.2
"410","2011-08-18",11.6
"411","2011-08-19",11.6
"412","2011-08-22",11.6
"413","2011-08-23",10.4
"414","2011-08-24",10
"415","2011-08-25",11.2
"416","2011-08-26",11.6
"417","2011-08-29",13.6
"418","2011-08-30",16
"419","2011-08-31",17.6
"420","2011-09-01",17.6
"421","2011-09-02",17.6
"422","2011-09-06",28
"423","2011-09-07",21.6
"424","2011-09-08",21.6
"425","2011-09-09",22
"426","2011-09-12",19.200001
"427","2011-09-13",19.200001
"428","2011-09-14",20
"429","2011-09-15",18.4
"430","2011-09-16",18.4
"431","2011-09-19",18.4
"432","2011-09-20",18.4
"433","2011-09-21",15.2
"434","2011-09-22",15.2
"435","2011-09-23",15.2
"436","2011-09-26",15.2
"437","2011-09-27",15.2
"438","2011-09-28",16
"439","2011-09-29",16
"440","2011-09-30",18.799999
"441","2011-10-03",8
"442","2011-10-04",16
"443","2011-10-05",16
"444","2011-10-06",16
"445","2011-10-07",15.2
"446","2011-10-10",15.2
"447","2011-10-11",14
"448","2011-10-12",14
"449","2011-10-13",14
"450","2011-10-14",12.8
"451","2011-10-17",12.8
"452","2011-10-18",12.8
"453","2011-10-19",13.2
"454","2011-10-20",13.2
"455","2011-10-21",13.2
"456","2011-10-24",12
"457","2011-10-25",6
"458","2011-10-26",11.6
"459","2011-10-27",11.6
"460","2011-10-28",11.6
"461","2011-10-31",12
"462","2011-11-01",12
"463","2011-11-02",13.2
"464","2011-11-03",12
"465","2011-11-04",15.2
"466","2011-11-07",15.2
"467","2011-11-08",15.2
"468","2011-11-09",17.6
"469","2011-11-10",17.6
"470","2011-11-11",16.4
"471","2011-11-14",17.6
"472","2011-11-15",19.200001
"473","2011-11-16",18.4
"474","2011-11-17",18
"475","2011-11-18",18
"476","2011-11-21",18
"477","2011-11-22",17.6
"478","2011-11-23",19.6
"479","2011-11-25",19.6
"480","2011-11-28",19.6
"481","2011-11-29",19.6
"482","2011-11-30",20
"483","2011-12-01",20.799999
"484","2011-12-02",20.799999
"485","2011-12-05",19.6
"486","2011-12-06",19.6
"487","2011-12-07",13.2
"488","2011-12-08",13.2
"489","2011-12-09",12
"490","2011-12-12",12
"491","2011-12-13",15.2
"492","2011-12-14",15.2
"493","2011-12-15",15.2
"494","2011-12-16",15.2
"495","2011-12-19",12
"496","2011-12-20",12
"497","2011-12-21",15.2
"498","2011-12-22",15.2
"499","2011-12-23",15.2
"500","2011-12-27",11.6
"501","2011-12-28",17.6
"502","2011-12-29",17.6
"503","2011-12-30",15.6
"504","2012-01-03",12
"505","2012-01-04",12
"506","2012-01-05",12
"507","2012-01-06",12
"508","2012-01-09",12
"509","2012-01-10",15.2
"510","2012-01-11",14
"511","2012-01-12",14
"512","2012-01-13",14
"513","2012-01-17",10.4
"514","2012-01-18",10
"515","2012-01-19",10
"516","2012-01-20",10
"517","2012-01-23",10
"518","2012-01-24",10
"519","2012-01-25",10
"520","2012-01-26",10
"521","2012-01-27",10
"522","2012-01-30",12
"523","2012-01-31",12
"524","2012-02-01",12
"525","2012-02-02",12
"526","2012-02-03",12
"527","2012-02-06",12
"528","2012-02-07",11.6
"529","2012-02-08",11.6
"530","2012-02-09",11.6
"531","2012-02-10",12
"532","2012-02-13",12
"533","2012-02-14",11.6
"534","2012-02-15",11.6
"535","2012-02-16",11.6
"536","2012-02-17",13.2
"537","2012-02-21",13.2
"538","2012-02-22",13.6
"539","2012-02-23",13.6
"540","2012-02-24",8.8
"541","2012-02-27",12.8
"542","2012-02-28",12.8
"543","2012-02-29",12.8
"544","2012-03-01",12.8
"545","2012-03-02",12.8
"546","2012-03-05",7.6
"547","2012-03-06",12
"548","2012-03-07",12.4
"549","2012-03-08",7.2
"550","2012-03-09",12.4
"551","2012-03-12",12.4
"552","2012-03-13",12.4
"553","2012-03-14",14.8
"554","2012-03-15",14.8
"555","2012-03-16",14.8
"556","2012-03-19",14.8
"557","2012-03-20",15.2
"558","2012-03-21",15.6
"559","2012-03-22",16
"560","2012-03-23",14.8
"561","2012-03-26",23.6
"562","2012-03-27",20.4
"563","2012-03-28",21.200001
"564","2012-03-29",26.4
"565","2012-03-30",26.4
"566","2012-04-02",26.799999
"567","2012-04-03",24.799999
"568","2012-04-04",21.6
"569","2012-04-05",20
"570","2012-04-09",18
"571","2012-04-10",16.4
"572","2012-04-11",16.4
"573","2012-04-12",16.4
"574","2012-04-13",16
"575","2012-04-16",18
"576","2012-04-17",20.4
"577","2012-04-18",20
"578","2012-04-19",20
"579","2012-04-20",22
"580","2012-04-23",18
"581","2012-04-24",18
"582","2012-04-25",22
"583","2012-04-26",20
"584","2012-04-27",18
"585","2012-04-30",17.6
"586","2012-05-01",18
"587","2012-05-02",18
"588","2012-05-03",16
"589","2012-05-04",16
"590","2012-05-07",16
"591","2012-05-08",22
"592","2012-05-09",22
"593","2012-05-10",21.6
"594","2012-05-11",22
"595","2012-05-14",20
"596","2012-05-15",22
"597","2012-05-16",22.4
"598","2012-05-17",22.799999
"599","2012-05-18",24
"600","2012-05-21",22
"601","2012-05-22",23.6
"602","2012-05-23",22.799999
"603","2012-05-24",22.4
"604","2012-05-25",23.6
"605","2012-05-29",23.6
"606","2012-05-30",23.6
"607","2012-05-31",24
"608","2012-06-01",25.200001
"609","2012-06-04",24.799999
"610","2012-06-05",22
"611","2012-06-06",23.6
"612","2012-06-07",25.200001
"613","2012-06-08",25.200001
"614","2012-06-11",24
"615","2012-06-12",23.200001
"616","2012-06-13",24.799999
"617","2012-06-14",26
"618","2012-06-15",24
"619","2012-06-18",26
"620","2012-06-19",26
"621","2012-06-20",26.4
"622","2012-06-21",26
"623","2012-06-22",26
"624","2012-06-25",25.6
"625","2012-06-26",25.6
"626","2012-06-27",27.200001
"627","2012-06-28",27.6
"628","2012-06-29",29.6
"629","2012-07-02",29.6
"630","2012-07-03",30.4
"631","2012-07-05",29.6
"632","2012-07-06",28
"633","2012-07-09",28.799999
"634","2012-07-10",24
"635","2012-07-11",25.200001
"636","2012-07-12",25.200001
"637","2012-07-13",25.6
"638","2012-07-16",25.200001
"639","2012-07-17",25.6
"640","2012-07-18",25.6
"641","2012-07-19",25.200001
"642","2012-07-20",24.799999
"643","2012-07-23",25.6
"644","2012-07-24",25.6
"645","2012-07-25",27.200001
"646","2012-07-26",24.799999
"647","2012-07-27",24.4
"648","2012-07-30",27.200001
"649","2012-07-31",25.200001
"650","2012-08-01",25.200001
"651","2012-08-02",24
"652","2012-08-03",25.200001
"653","2012-08-06",22.799999
"654","2012-08-07",23.200001
"655","2012-08-08",26.4
"656","2012-08-09",26
"657","2012-08-10",24
"658","2012-08-13",20
"659","2012-08-14",23.200001
"660","2012-08-15",24
"661","2012-08-16",20
"662","2012-08-17",21.200001
"663","2012-08-20",20
"664","2012-08-21",16.4
"665","2012-08-22",19.6
"666","2012-08-23",16.799999
"667","2012-08-24",16
"668","2012-08-27",18
"669","2012-08-28",16.799999
"670","2012-08-29",18
"671","2012-08-30",16
"672","2012-08-31",19.200001
"673","2012-09-04",20.799999
"674","2012-09-05",19.200001
"675","2012-09-06",19.200001
"676","2012-09-07",18.4
"677","2012-09-10",18.4
"678","2012-09-11",18.4
"679","2012-09-12",18.4
"680","2012-09-13",20.799999
"681","2012-09-14",19.6
"682","2012-09-17",19.6
"683","2012-09-18",19.6
"684","2012-09-19",20.4
"685","2012-09-20",18.4
"686","2012-09-21",16.799999
"687","2012-09-24",18
"688","2012-09-25",17.200001
"689","2012-09-26",16.4
"690","2012-09-27",16
"691","2012-09-28",17.6
"692","2012-10-01",17.200001
"693","2012-10-02",16
"694","2012-10-03",16
"695","2012-10-04",16.4
"696","2012-10-05",15.6
"697","2012-10-08",15.2
"698","2012-10-09",16
"699","2012-10-10",15.6
"700","2012-10-11",15.6
"701","2012-10-12",14
"702","2012-10-15",15.6
"703","2012-10-16",16
"704","2012-10-17",16
"705","2012-10-18",16
"706","2012-10-19",16
"707","2012-10-22",14
"708","2012-10-23",16
"709","2012-10-24",15.6
"710","2012-10-25",15.6
"711","2012-10-26",12.8
"712","2012-10-31",14
"713","2012-11-01",14
"714","2012-11-02",14
"715","2012-11-05",14
"716","2012-11-06",15.6
"717","2012-11-07",15.6
"718","2012-11-08",14.8
"719","2012-11-09",15.6
"720","2012-11-12",15.6
"721","2012-11-13",16
"722","2012-11-14",18.32
"723","2012-11-15",18.4
"724","2012-11-16",18.4
"725","2012-11-19",16.799999
"726","2012-11-20",16.799999
"727","2012-11-21",21.440001
"728","2012-11-23",21.440001
"729","2012-11-26",19.120001
"730","2012-11-27",19.120001
"731","2012-11-28",19.120001
"732","2012-11-29",19.040001
"733","2012-11-30",18.799999
"734","2012-12-03",18.799999
"735","2012-12-04",18.799999
"736","2012-12-05",18.799999
"737","2012-12-06",21.200001
"738","2012-12-07",23.200001
"739","2012-12-10",25.6
"740","2012-12-11",26.959999
"741","2012-12-12",26.4
"742","2012-12-13",25.120001
"743","2012-12-14",24.799999
"744","2012-12-17",23.84
"745","2012-12-18",21.68
"746","2012-12-19",22.32
"747","2012-12-20",21.52
"748","2012-12-21",24.16
"749","2012-12-24",24.48
"750","2012-12-26",23.92
"751","2012-12-27",23.200001
"752","2012-12-28",22.719999
"753","2012-12-31",23.200001
"754","2013-01-02",21.200001
"755","2013-01-03",23.120001
"756","2013-01-04",22
"757","2013-01-07",22
"758","2013-01-08",23.200001
"759","2013-01-09",23.6
"760","2013-01-10",23.280001
"761","2013-01-11",23.120001
"762","2013-01-14",22
"763","2013-01-15",22
"764","2013-01-16",23.200001
"765","2013-01-17",23.200001
"766","2013-01-18",24
"767","2013-01-22",24.959999
"768","2013-01-23",26
"769","2013-01-24",25.200001
"770","2013-01-25",27.92
"771","2013-01-28",26
"772","2013-01-29",25.280001
"773","2013-01-30",23.200001
"774","2013-01-31",21.440001
"775","2013-02-01",20
"776","2013-02-04",18.799999
"777","2013-02-05",20.959999
"778","2013-02-06",20.959999
"779","2013-02-07",21.440001
"780","2013-02-08",21.440001
"781","2013-02-11",22
"782","2013-02-12",24.32
"783","2013-02-13",24
"784","2013-02-14",24.559999
"785","2013-02-15",24.639999
"786","2013-02-19",24
"787","2013-02-20",23.76
"788","2013-02-21",24.24
"789","2013-02-22",24.24
"790","2013-02-25",21.200001
"791","2013-02-26",22
"792","2013-02-27",23.040001
"793","2013-02-28",23.120001
"794","2013-03-01",22.639999
"795","2013-03-04",22.639999
"796","2013-03-05",20
"797","2013-03-06",20
"798","2013-03-07",23.200001
"799","2013-03-08",22.639999
"800","2013-03-11",23.200001
"801","2013-03-12",23.6
"802","2013-03-13",22.16
"803","2013-03-14",23.040001
"804","2013-03-15",23.040001
"805","2013-03-18",23.6
"806","2013-03-19",21.68
"807","2013-03-20",22
"808","2013-03-21",20.559999
"809","2013-03-22",21.84
"810","2013-03-25",21.84
"811","2013-03-26",22
"812","2013-03-27",22.4
"813","2013-03-28",24
"814","2013-04-01",24.16
"815","2013-04-02",24.4
"816","2013-04-03",24.4
"817","2013-04-04",23.120001
"818","2013-04-05",25.52
"819","2013-04-08",25.200001
"820","2013-04-09",24
"821","2013-04-10",25.200001
"822","2013-04-11",25.76
"823","2013-04-12",26
"824","2013-04-15",25.6
"825","2013-04-16",24
"826","2013-04-17",25.52
"827","2013-04-18",24.48
"828","2013-04-19",24.799999
"829","2013-04-22",24
"830","2013-04-23",24
"831","2013-04-24",24.4
"832","2013-04-25",24.16
"833","2013-04-26",22.799999
"834","2013-04-29",22.24
"835","2013-04-30",22.32
"836","2013-05-01",23.200001
"837","2013-05-02",22.799999
"838","2013-05-03",22.32
"839","2013-05-06",20.639999
"840","2013-05-07",21.52
"841","2013-05-08",21.200001
"842","2013-05-09",21.52
"843","2013-05-10",21.040001
"844","2013-05-13",21.360001
"845","2013-05-14",21.200001
"846","2013-05-15",21.200001
"847","2013-05-16",20
"848","2013-05-17",20.4
"849","2013-05-20",19.440001
"850","2013-05-21",19.440001
"851","2013-05-22",19.200001
"852","2013-05-23",19.200001
"853","2013-05-24",19.200001
"854","2013-05-28",21.52
"855","2013-05-29",23.200001
"856","2013-05-30",18.32
"857","2013-05-31",20.799999
"858","2013-06-03",20.719999
"859","2013-06-04",19.92
"860","2013-06-05",20
"861","2013-06-06",20
"862","2013-06-07",20
"863","2013-06-10",19.52
"864","2013-06-11",18.4
"865","2013-06-12",19.440001
"866","2013-06-13",20.799999
"867","2013-06-14",23.200001
"868","2013-06-17",23.6
"869","2013-06-18",23.92
"870","2013-06-19",23.84
"871","2013-06-20",23.280001
"872","2013-06-21",23.280001
"873","2013-06-24",22.799999
"874","2013-06-25",23.52
"875","2013-06-26",23.6
"876","2013-06-27",23.52
"877","2013-06-28",23.52
"878","2013-07-01",20.799999
"879","2013-07-02",22.16
"880","2013-07-03",23.040001
"881","2013-07-05",21.92
"882","2013-07-08",21.92
"883","2013-07-09",21.6
"884","2013-07-10",19.200001
"885","2013-07-11",22
"886","2013-07-12",23.040001
"887","2013-07-15",21.200001
"888","2013-07-16",20
"889","2013-07-17",23.200001
"890","2013-07-18",23.200001
"891","2013-07-19",23.200001
"892","2013-07-22",22.799999
"893","2013-07-23",22.799999
"894","2013-07-24",21.92
"895","2013-07-25",21.040001
"896","2013-07-26",22
"897","2013-07-29",22.799999
"898","2013-07-30",20.799999
"899","2013-07-31",22.32
"900","2013-08-01",23.200001
"901","2013-08-02",22.719999
"902","2013-08-05",22.4
"903","2013-08-06",22.4
"904","2013-08-07",22.559999
"905","2013-08-08",22.32
"906","2013-08-09",22.32
"907","2013-08-12",22.4
"908","2013-08-13",22.4
"909","2013-08-14",21.84
"910","2013-08-15",21.6
"911","2013-08-16",20.639999
"912","2013-08-19",20
"913","2013-08-20",21.120001
"914","2013-08-21",21.200001
"915","2013-08-22",21.040001
"916","2013-08-23",21.440001
"917","2013-08-26",19.92
"918","2013-08-27",20.4
"919","2013-08-28",21.200001
"920","2013-08-29",19.6
"921","2013-08-30",21.6
"922","2013-09-03",19.6
"923","2013-09-04",19.92
"924","2013-09-05",20.4
"925","2013-09-06",20.4
"926","2013-09-09",20
"927","2013-09-10",20
"928","2013-09-11",18.32
"929","2013-09-12",19.120001
"930","2013-09-13",18.32
"931","2013-09-16",18.4
"932","2013-09-17",18.4
"933","2013-09-18",18.4
"934","2013-09-19",18.4
"935","2013-09-20",19.280001
"936","2013-09-23",18
"937","2013-09-24",17.52
"938","2013-09-25",19.200001
"939","2013-09-26",19.280001
"940","2013-09-27",18.639999
"941","2013-09-30",18.559999
"942","2013-10-01",17.92
"943","2013-10-02",18
"944","2013-10-03",18
"945","2013-10-04",17.6
"946","2013-10-07",18.16
"947","2013-10-08",18.4
"948","2013-10-09",18.4
"949","2013-10-10",18.4
"950","2013-10-11",16
"951","2013-10-14",17.6
"952","2013-10-15",17.200001
"953","2013-10-16",16.4
"954","2013-10-17",17.6
"955","2013-10-18",16.4
"956","2013-10-21",16.4
"957","2013-10-22",16
"958","2013-10-23",16
"959","2013-10-24",15.68
"960","2013-10-25",18.24
"961","2013-10-28",18.4
"962","2013-10-29",18.32
"963","2013-10-30",18.32
"964","2013-10-31",16.879999
"965","2013-11-01",18.4
"966","2013-11-04",19.52
"967","2013-11-05",17.6
"968","2013-11-06",19.92
"969","2013-11-07",20
"970","2013-11-08",19.200001
"971","2013-11-11",20.4
"972","2013-11-12",21.200001
"973","2013-11-13",20.799999
"974","2013-11-14",22
"975","2013-11-15",22.719999
"976","2013-11-18",20.4
"977","2013-11-19",22.08
"978","2013-11-20",21.6
"979","2013-11-21",20.799999
"980","2013-11-22",21.6
"981","2013-11-25",22.799999
"982","2013-11-26",20.799999
"983","2013-11-27",20
"984","2013-11-29",22.799999
"985","2013-12-02",21.68
"986","2013-12-03",19.6
"987","2013-12-04",19.6
"988","2013-12-05",17.6
"989","2013-12-06",19.52
"990","2013-12-09",19.52
"991","2013-12-10",17.6
"992","2013-12-11",17.040001
"993","2013-12-12",16.4
"994","2013-12-13",17.6
"995","2013-12-16",17.200001
"996","2013-12-17",16
"997","2013-12-18",17.200001
"998","2013-12-19",18
"999","2013-12-20",16.4
"1000","2013-12-23",16
"1001","2013-12-24",16.639999
"1002","2013-12-26",17.200001
"1003","2013-12-27",16.799999
"1004","2013-12-30",16.799999
"1005","2013-12-31",16.799999
"1006","2014-01-02",17.200001
"1007","2014-01-03",17.040001
"1008","2014-01-06",17.040001
"1009","2014-01-07",17.280001
"1010","2014-01-08",17.280001
"1011","2014-01-09",17.92
"1012","2014-01-10",16.879999
"1013","2014-01-13",17.200001
"1014","2014-01-14",16.4
"1015","2014-01-15",16.4
"1016","2014-01-16",16.639999
"1017","2014-01-17",16.639999
"1018","2014-01-21",16.4
"1019","2014-01-22",16.32
"1020","2014-01-23",16.4
"1021","2014-01-24",16
"1022","2014-01-27",16
"1023","2014-01-28",16.4
"1024","2014-01-29",16
"1025","2014-01-30",16.4
"1026","2014-01-31",16.4
"1027","2014-02-03",16.32
"1028","2014-02-04",16.32
"1029","2014-02-05",16.32
"1030","2014-02-06",16.32
