"","date","AIRG"
"999","2020-07-31",12.8
"1000","2020-08-03",13.99
"1001","2020-08-04",14.07
"1002","2020-08-05",13.79
"1003","2020-08-06",13.73
"1004","2020-08-07",13.35
"1005","2020-08-10",13.66
"1006","2020-08-11",13.41
"1007","2020-08-12",13.58
"1008","2020-08-13",13.95
"1009","2020-08-14",13.69
"1010","2020-08-17",13.76
"1011","2020-08-18",13.75
"1012","2020-08-19",13.7
"1013","2020-08-20",13.55
"1014","2020-08-21",13.23
"1015","2020-08-24",13.52
"1016","2020-08-25",13.62
"1017","2020-08-26",13.7
"1018","2020-08-27",13.75
"1019","2020-08-28",13.77
"1020","2020-08-31",13.3
"1021","2020-09-01",13.71
"1022","2020-09-02",13.68
"1023","2020-09-03",13.32
"1024","2020-09-04",13.52
"1025","2020-09-08",12.83
"1026","2020-09-09",13.2
"1027","2020-09-10",13.18
"1028","2020-09-11",13.38
"1029","2020-09-14",13.34
"1030","2020-09-15",13.34
"1031","2020-09-16",13.29
"1032","2020-09-17",13.29
"1033","2020-09-18",13.18
"1034","2020-09-21",13.2
"1035","2020-09-22",13.04
"1036","2020-09-23",13.21
"1037","2020-09-24",13.18
"1038","2020-09-25",13.08
"1039","2020-09-28",13.62
"1040","2020-09-29",13.49
"1041","2020-09-30",13.34
"1042","2020-10-01",13.53
"1043","2020-10-02",13.38
"1044","2020-10-05",13.63
"1045","2020-10-06",13.54
"1046","2020-10-07",13.86
"1047","2020-10-08",13.94
"1048","2020-10-09",14.19
"1049","2020-10-12",13.71
"1050","2020-10-13",13.86
"1051","2020-10-14",14.12
"1052","2020-10-15",14.1
"1053","2020-10-16",13.63
"1054","2020-10-19",13.63
"1055","2020-10-20",13.37
"1056","2020-10-21",13.35
"1057","2020-10-22",13.2
"1058","2020-10-23",13.26
"1059","2020-10-26",13.46
"1060","2020-10-27",13.35
"1061","2020-10-28",13.46
"1062","2020-10-29",13.25
"1063","2020-10-30",13.82
"1064","2020-11-02",13.22
"1065","2020-11-03",13.29
"1066","2020-11-04",13.21
"1067","2020-11-05",13.72
"1068","2020-11-06",12.8
"1069","2020-11-09",12.82
"1070","2020-11-10",12.8
"1071","2020-11-11",13.25
"1072","2020-11-12",12.96
"1073","2020-11-13",13.08
"1074","2020-11-16",13.14
"1075","2020-11-17",13.03
"1076","2020-11-18",12.93
"1077","2020-11-19",13.18
"1078","2020-11-20",13.29
"1079","2020-11-23",13.47
"1080","2020-11-24",13.45
"1081","2020-11-25",13.36
"1082","2020-11-27",13.47
