"","date","PRVB"
"205","2019-05-16",3.55
"206","2019-05-17",3.9
"207","2019-05-20",3.8
"208","2019-05-21",3.8
"209","2019-05-22",3.8
"210","2019-05-23",3.76
"211","2019-05-24",3.8
"212","2019-05-28",3.98
"213","2019-05-29",4
"214","2019-05-30",4.5
"215","2019-05-31",4.39
"216","2019-06-03",4.25
"217","2019-06-04",4.29
"218","2019-06-05",4.21
"219","2019-06-06",4.01
"220","2019-06-07",4.35
"221","2019-06-10",13.79
"222","2019-06-11",12.05
"223","2019-06-12",11.85
"224","2019-06-13",11.21
"225","2019-06-14",11.72
"226","2019-06-17",11.36
"227","2019-06-18",10.8
"228","2019-06-19",11.01
"229","2019-06-20",10.96
"230","2019-06-21",12.27
"231","2019-06-24",12.54
"232","2019-06-25",12.16
"233","2019-06-26",11.37
"234","2019-06-27",11.28
"235","2019-06-28",12.1
"236","2019-07-01",12.56
"237","2019-07-02",12.26
"238","2019-07-03",11.7
"239","2019-07-05",11.18
"240","2019-07-08",11.42
"241","2019-07-09",11.4
"242","2019-07-10",11.29
"243","2019-07-11",11.27
"244","2019-07-12",12
"245","2019-07-15",12.81
"246","2019-07-16",13
"247","2019-07-17",12.06
"248","2019-07-18",11.51
"249","2019-07-19",11.9
"250","2019-07-22",11.35
"251","2019-07-23",11.24
"252","2019-07-24",11.24
"253","2019-07-25",11.11
"254","2019-07-26",10.93
"255","2019-07-29",10.39
"256","2019-07-30",9.99
"257","2019-07-31",10.56
"258","2019-08-01",10.05
"259","2019-08-02",10.65
"260","2019-08-05",9.93
"261","2019-08-06",8.91
"262","2019-08-07",9.21
"263","2019-08-08",8.94
"264","2019-08-09",9.62
"265","2019-08-12",9.67
"266","2019-08-13",9.8
"267","2019-08-14",9.01
"268","2019-08-15",9.31
"269","2019-08-16",9.23
"270","2019-08-19",9.7
"271","2019-08-20",9.25
"272","2019-08-21",10.45
"273","2019-08-22",10.21
"274","2019-08-23",10.06
"275","2019-08-26",9.95
"276","2019-08-27",9.85
"277","2019-08-28",9.55
"278","2019-08-29",9.31
"279","2019-08-30",9.24
"280","2019-09-03",9.24
"281","2019-09-04",9.3
"282","2019-09-05",9.96
"283","2019-09-06",10.35
"284","2019-09-09",10.12
"285","2019-09-10",9.43
"286","2019-09-11",9.85
"287","2019-09-12",10.11
"288","2019-09-13",10.13
"289","2019-09-16",9.46
"290","2019-09-17",9.36
"291","2019-09-18",9.66
"292","2019-09-19",8.29
"293","2019-09-20",8.4
"294","2019-09-23",8.56
"295","2019-09-24",8.25
"296","2019-09-25",8.38
"297","2019-09-26",8.33
"298","2019-09-27",8.12
"299","2019-09-30",6.825
"300","2019-10-01",6.84
"301","2019-10-02",6.825
"302","2019-10-03",7.29
"303","2019-10-04",7.08
"304","2019-10-07",7.03
"305","2019-10-08",6.7
"306","2019-10-09",5.99
"307","2019-10-10",5.91
"308","2019-10-11",6.05
"309","2019-10-14",5.86
"310","2019-10-15",6.04
"311","2019-10-16",5.84
"312","2019-10-17",6.02
"313","2019-10-18",6.52
"314","2019-10-21",6.07
"315","2019-10-22",6.02
"316","2019-10-23",6.18
"317","2019-10-24",6.48
"318","2019-10-25",6.75
"319","2019-10-28",6.84
"320","2019-10-29",6.74
"321","2019-10-30",6.78
"322","2019-10-31",6.49
"323","2019-11-01",6.82
"324","2019-11-04",6.93
"325","2019-11-05",6.87
"326","2019-11-06",8.29
"327","2019-11-07",8
"328","2019-11-08",8.33
"329","2019-11-11",8.25
"330","2019-11-12",8.5
"331","2019-11-13",8.29
"332","2019-11-14",7.5
"333","2019-11-15",8.07
"334","2019-11-18",7.88
"335","2019-11-19",8.22
"336","2019-11-20",9.04
"337","2019-11-21",8.75
"338","2019-11-22",9.73
"339","2019-11-25",9.8
"340","2019-11-26",10.3
"341","2019-11-27",10
"342","2019-11-29",9.96
"343","2019-12-02",10.27
"344","2019-12-03",10.2
"345","2019-12-04",10.68
"346","2019-12-05",11.27
"347","2019-12-06",11.07
"348","2019-12-09",11.14
"349","2019-12-10",11.65
"350","2019-12-11",11.31
"351","2019-12-12",11.2
"352","2019-12-13",11.73
"353","2019-12-16",11.58
"354","2019-12-17",11.97
"355","2019-12-18",11.31
"356","2019-12-19",11.37
"357","2019-12-20",11.41
"358","2019-12-23",12.09
"359","2019-12-24",14.07
"360","2019-12-26",14.66
"361","2019-12-27",14.38
"362","2019-12-30",14.15
"363","2019-12-31",14.9
"364","2020-01-02",14.51
"365","2020-01-03",15.7
"366","2020-01-06",14.9
"367","2020-01-07",14.97
"368","2020-01-08",14.68
"369","2020-01-09",14.8
"370","2020-01-10",15.63
"371","2020-01-13",15.8
"372","2020-01-14",15.87
"373","2020-01-15",15.38
"374","2020-01-16",16.18
"375","2020-01-17",16.84
"376","2020-01-21",17.75
"377","2020-01-22",17.34
"378","2020-01-23",16.52
"379","2020-01-24",15.96
"380","2020-01-27",16.030001
"381","2020-01-28",16.57
"382","2020-01-29",16.4
"383","2020-01-30",15.83
"384","2020-01-31",14.97
"385","2020-02-03",15.17
"386","2020-02-04",14.99
"387","2020-02-05",15.19
"388","2020-02-06",14.94
"389","2020-02-07",14.73
"390","2020-02-10",15.43
"391","2020-02-11",15.56
"392","2020-02-12",15.4
"393","2020-02-13",15.05
"394","2020-02-14",15.15
"395","2020-02-18",15.17
"396","2020-02-19",15.4
"397","2020-02-20",15.42
"398","2020-02-21",15
"399","2020-02-24",13.08
"400","2020-02-25",12.47
"401","2020-02-26",12.9
"402","2020-02-27",12.36
"403","2020-02-28",11.98
"404","2020-03-02",12.24
"405","2020-03-03",11
"406","2020-03-04",12.09
"407","2020-03-05",12.06
"408","2020-03-06",11.68
"409","2020-03-09",9.98
"410","2020-03-10",10.19
"411","2020-03-11",9.01
"412","2020-03-12",7.16
"413","2020-03-13",7.94
"414","2020-03-16",6.68
"415","2020-03-17",6.77
"416","2020-03-18",5.42
"417","2020-03-19",6.25
"418","2020-03-20",6.63
"419","2020-03-23",6.88
"420","2020-03-24",7.31
"421","2020-03-25",7.15
"422","2020-03-26",8.4
"423","2020-03-27",8.35
"424","2020-03-30",8.65
"425","2020-03-31",9.2
"426","2020-04-01",7.91
"427","2020-04-02",8.01
"428","2020-04-03",7.81
"429","2020-04-06",8.46
"430","2020-04-07",8.39
"431","2020-04-08",8.65
"432","2020-04-09",8.82
"433","2020-04-13",9.82
"434","2020-04-14",10.65
"435","2020-04-15",9.85
"436","2020-04-16",10.14
"437","2020-04-17",11.85
"438","2020-04-20",11.43
"439","2020-04-21",11.1
"440","2020-04-22",10.79
"441","2020-04-23",11.13
"442","2020-04-24",12.08
"443","2020-04-27",11.72
"444","2020-04-28",11.57
"445","2020-04-29",11.33
"446","2020-04-30",11.44
"447","2020-05-01",10.72
"448","2020-05-04",10.72
"449","2020-05-05",11.65
"450","2020-05-06",11.77
"451","2020-05-07",12.02
"452","2020-05-08",13.77
"453","2020-05-11",14.31
"454","2020-05-12",13.53
"455","2020-05-13",12.67
"456","2020-05-14",12.85
"457","2020-05-15",13.27
"458","2020-05-18",13.87
"459","2020-05-19",13.16
"460","2020-05-20",13.28
"461","2020-05-21",13.41
"462","2020-05-22",13.3
"463","2020-05-26",13.47
"464","2020-05-27",13.02
"465","2020-05-28",13.41
"466","2020-05-29",13.61
"467","2020-06-01",13.79
"468","2020-06-02",15
"469","2020-06-03",14.48
"470","2020-06-04",14.785
"471","2020-06-05",12.19
"472","2020-06-08",13.24
"473","2020-06-09",13.12
"474","2020-06-10",14.43
"475","2020-06-11",13.33
"476","2020-06-12",14.35
"477","2020-06-15",15.58
"478","2020-06-16",16.43
"479","2020-06-17",15.32
"480","2020-06-18",15.96
"481","2020-06-19",17
"482","2020-06-22",15.995
"483","2020-06-23",15.98
"484","2020-06-24",15.16
"485","2020-06-25",15.58
"486","2020-06-26",14.51
"487","2020-06-29",14.3
"488","2020-06-30",14.11
"489","2020-07-01",13.84
"490","2020-07-02",14.29
"491","2020-07-06",13.56
"492","2020-07-07",14.12
"493","2020-07-08",14.68
"494","2020-07-09",13.89
"495","2020-07-10",13.17
"496","2020-07-13",12.2
"497","2020-07-14",12.19
"498","2020-07-15",12.62
"499","2020-07-16",12.43
"500","2020-07-17",12.2
"501","2020-07-20",12.09
"502","2020-07-21",12.02
"503","2020-07-22",11.62
"504","2020-07-23",11.08
"505","2020-07-24",10.9
"506","2020-07-27",11.1
"507","2020-07-28",10.67
"508","2020-07-29",10.34
"509","2020-07-30",10.59
"510","2020-07-31",10.39
"511","2020-08-03",11.23
"512","2020-08-04",11.24
"513","2020-08-05",11.11
"514","2020-08-06",11.8
"515","2020-08-07",12.23
"516","2020-08-10",12.85
"517","2020-08-11",12.95
"518","2020-08-12",12.73
"519","2020-08-13",13.04
"520","2020-08-14",13.07
"521","2020-08-17",12.89
"522","2020-08-18",13.17
"523","2020-08-19",14.04
"524","2020-08-20",13.76
"525","2020-08-21",13.6
"526","2020-08-24",13.03
"527","2020-08-25",13.47
"528","2020-08-26",12.93
"529","2020-08-27",12.68
"530","2020-08-28",12.7
"531","2020-08-31",13.04
"532","2020-09-01",11.895
"533","2020-09-02",12.08
"534","2020-09-03",11.85
"535","2020-09-04",11.18
"536","2020-09-08",11.63
"537","2020-09-09",12.8
"538","2020-09-10",13.19
"539","2020-09-11",12.93
"540","2020-09-14",13.96
"541","2020-09-15",13.97
"542","2020-09-16",14.19
"543","2020-09-17",14.82
"544","2020-09-18",15.2
"545","2020-09-21",13.865
"546","2020-09-22",12.93
"547","2020-09-23",12.33
"548","2020-09-24",11.84
"549","2020-09-25",12.19
"550","2020-09-28",12.32
"551","2020-09-29",12.75
"552","2020-09-30",12.83
"553","2020-10-01",13.77
"554","2020-10-02",13.36
"555","2020-10-05",14.78
"556","2020-10-06",14.31
"557","2020-10-07",14.47
"558","2020-10-08",14.98
"559","2020-10-09",15.03
"560","2020-10-12",13.78
"561","2020-10-13",13.54
"562","2020-10-14",13.03
"563","2020-10-15",13.35
"564","2020-10-16",13.76
"565","2020-10-19",13.36
"566","2020-10-20",12.56
"567","2020-10-21",12.06
"568","2020-10-22",12.84
"569","2020-10-23",13.18
"570","2020-10-26",12.6
"571","2020-10-27",12.37
"572","2020-10-28",11.79
"573","2020-10-29",11.89
"574","2020-10-30",11.86
"575","2020-11-02",12.85
"576","2020-11-03",13.43
"577","2020-11-04",14.1
"578","2020-11-05",13.36
"579","2020-11-06",13.36
"580","2020-11-09",13.59
"581","2020-11-10",14.1
"582","2020-11-11",14.87
"583","2020-11-12",14.62
"584","2020-11-13",14.79
"585","2020-11-16",14.96
"586","2020-11-17",15.18
"587","2020-11-18",14.99
"588","2020-11-19",14.09
"589","2020-11-20",13.84
"590","2020-11-23",14.34
"591","2020-11-24",14.12
"592","2020-11-25",14.38
"593","2020-11-27",15.78
