"","date","NFE"
"403","2020-09-03",28.25
"404","2020-09-04",28.74
"405","2020-09-08",31.889999
"406","2020-09-09",35.57
"407","2020-09-10",37.290001
"408","2020-09-11",31.75
"409","2020-09-14",32.5
"410","2020-09-15",31.4
"411","2020-09-16",34.330002
"412","2020-09-17",34.360001
"413","2020-09-18",36.5
"414","2020-09-21",37.580002
"415","2020-09-22",37.110001
"416","2020-09-23",35.779999
"417","2020-09-24",37.52
"418","2020-09-25",38.91
"419","2020-09-28",40.740002
"420","2020-09-29",43.310001
"421","2020-09-30",44.009998
"422","2020-10-01",43.84
"423","2020-10-02",45.880001
"424","2020-10-05",47.360001
"425","2020-10-06",45.619999
"426","2020-10-07",48.279999
"427","2020-10-08",46.540001
"428","2020-10-09",46.419998
"429","2020-10-12",46.220001
"430","2020-10-13",49.889999
"431","2020-10-14",51.220001
"432","2020-10-15",49.959999
"433","2020-10-16",49.700001
"434","2020-10-19",50.810001
"435","2020-10-20",51.860001
"436","2020-10-21",51.279999
"437","2020-10-22",53.639999
"438","2020-10-23",50.59
"439","2020-10-26",49.650002
"440","2020-10-27",49.16
"441","2020-10-28",44.529999
"442","2020-10-29",38.450001
"443","2020-10-30",36.130001
"444","2020-11-02",36.48
"445","2020-11-03",36.380001
"446","2020-11-04",36.279999
"447","2020-11-05",37.68
"448","2020-11-06",37.200001
"449","2020-11-09",35.200001
"450","2020-11-10",35.040001
"451","2020-11-11",35.34
"452","2020-11-12",34.669998
"453","2020-11-13",34.759998
"454","2020-11-16",37.299999
"455","2020-11-17",37.630001
"456","2020-11-18",37.68
"457","2020-11-19",38.779999
"458","2020-11-20",38.900002
"459","2020-11-23",42
"460","2020-11-24",41.75
"461","2020-11-25",43.75
"462","2020-11-27",45.98
