"","date","PROS"
"104","2019-12-19",16.59
"105","2019-12-20",16.549999
"106","2019-12-23",16.52
"107","2019-12-24",16.82
"108","2019-12-26",16.02
"109","2019-12-27",16
"110","2019-12-30",15.93
"111","2019-12-31",16.129999
"112","2020-01-02",16.82
"113","2020-01-03",17
"114","2020-01-06",16.66
"115","2020-01-07",15.96
"116","2020-01-08",15.76
"117","2020-01-09",15.8
"118","2020-01-10",15.63
"119","2020-01-13",15.38
"120","2020-01-14",15.14
"121","2020-01-15",15.49
"122","2020-01-16",15.88
"123","2020-01-17",16.440001
"124","2020-01-21",16.16
"125","2020-01-22",16.34
"126","2020-01-23",15.98
"127","2020-01-24",15.61
"128","2020-01-27",15.43
"129","2020-01-28",15.3
"130","2020-01-29",14.76
"131","2020-01-30",14.89
"132","2020-01-31",14.47
"133","2020-02-03",14.7
"134","2020-02-04",14.7
"135","2020-02-05",14.75
"136","2020-02-06",14.77
"137","2020-02-07",14.11
"138","2020-02-10",13.86
"139","2020-02-11",13.9
"140","2020-02-12",14.15
"141","2020-02-13",14.02
"142","2020-02-14",13.99
"143","2020-02-18",14
"144","2020-02-19",13.92
"145","2020-02-20",13.8
"146","2020-02-21",14.06
"147","2020-02-24",13.73
"148","2020-02-25",14.24
"149","2020-02-26",14.1
"150","2020-02-27",14.05
"151","2020-02-28",13.4
"152","2020-03-02",14
"153","2020-03-03",13.55
"154","2020-03-04",14.1
"155","2020-03-05",13.94
"156","2020-03-06",14.03
"157","2020-03-09",13
"158","2020-03-10",13.95
"159","2020-03-11",13.28
"160","2020-03-12",12.35
"161","2020-03-13",13.44
"162","2020-03-16",10.27
"163","2020-03-17",11.8
"164","2020-03-18",9.02
"165","2020-03-19",11.3
"166","2020-03-20",10.72
"167","2020-03-23",9.34
"168","2020-03-24",10.15
"169","2020-03-25",9.89
"170","2020-03-26",10
"171","2020-03-27",9.08
"172","2020-03-30",9.51
"173","2020-03-31",9.75
"174","2020-04-01",9.05
"175","2020-04-02",8.95
"176","2020-04-03",8.91
"177","2020-04-06",9.84
"178","2020-04-07",9.44
"179","2020-04-08",9.39
"180","2020-04-09",9.6
"181","2020-04-13",8.84
"182","2020-04-14",8.89
"183","2020-04-15",8.33
"184","2020-04-16",7.85
"185","2020-04-17",8.05
"186","2020-04-20",7.72
"187","2020-04-21",7.76
"188","2020-04-22",7.49
"189","2020-04-23",7.54
"190","2020-04-24",7.67
"191","2020-04-27",7.86
"192","2020-04-28",7.78
"193","2020-04-29",8.92
"194","2020-04-30",8.36
"195","2020-05-01",7.97
"196","2020-05-04",8.28
"197","2020-05-05",8.56
"198","2020-05-06",8.32
"199","2020-05-07",9.01
"200","2020-05-08",9.83
"201","2020-05-11",10.44
"202","2020-05-12",9.94
"203","2020-05-13",10.1
"204","2020-05-14",9.21
"205","2020-05-15",9.4
"206","2020-05-18",9.55
"207","2020-05-19",8.53
"208","2020-05-20",8.87
"209","2020-05-21",9.27
"210","2020-05-22",9.24
"211","2020-05-26",9.13
"212","2020-05-27",9.2
"213","2020-05-28",9.04
"214","2020-05-29",8.86
"215","2020-06-01",8.68
"216","2020-06-02",9.21
"217","2020-06-03",9
"218","2020-06-04",9.69
"219","2020-06-05",10.25
"220","2020-06-08",10.92
"221","2020-06-09",10.92
"222","2020-06-10",10.38
"223","2020-06-11",9.59
"224","2020-06-12",9.58
"225","2020-06-15",9.65
"226","2020-06-16",9.5
"227","2020-06-17",9.5
"228","2020-06-18",9.47
"229","2020-06-19",9.32
"230","2020-06-22",9.83
"231","2020-06-23",9.86
"232","2020-06-24",9.65
"233","2020-06-25",9.15
"234","2020-06-26",9.03
"235","2020-06-29",9.13
"236","2020-06-30",8.9
"237","2020-07-01",8.88
"238","2020-07-02",8.82
"239","2020-07-06",8.86
"240","2020-07-07",8.34
"241","2020-07-08",8.92
"242","2020-07-09",8.45
"243","2020-07-10",9.43
"244","2020-07-13",9.67
"245","2020-07-14",9.73
"246","2020-07-15",9.81
"247","2020-07-16",9.45
"248","2020-07-17",9.49
"249","2020-07-20",9.21
"250","2020-07-21",9.49
"251","2020-07-22",8.92
"252","2020-07-23",8.73
"253","2020-07-24",8.69
"254","2020-07-27",8.66
"255","2020-07-28",8.32
"256","2020-07-29",8.37
"257","2020-07-30",8.05
"258","2020-07-31",7.86
"259","2020-08-03",8.05
"260","2020-08-04",8.19
"261","2020-08-05",8.2
"262","2020-08-06",8.32
"263","2020-08-07",8.3
"264","2020-08-10",8.88
"265","2020-08-11",9.13
"266","2020-08-12",9.02
"267","2020-08-13",9.04
"268","2020-08-14",8.99
"269","2020-08-17",9.44
"270","2020-08-18",9.16
"271","2020-08-19",8.98
"272","2020-08-20",9.06
"273","2020-08-21",9.08
"274","2020-08-24",9.17
"275","2020-08-25",9.79
"276","2020-08-26",9.45
"277","2020-08-27",9.52
"278","2020-08-28",9.38
"279","2020-08-31",9.48
"280","2020-09-01",9.45
"281","2020-09-02",9.31
"282","2020-09-03",9.06
"283","2020-09-04",9.36
"284","2020-09-08",9.09
"285","2020-09-09",9.14
"286","2020-09-10",9.17
"287","2020-09-11",9.35
"288","2020-09-14",9.59
"289","2020-09-15",9.58
"290","2020-09-16",9.94
"291","2020-09-17",9.96
"292","2020-09-18",9.72
"293","2020-09-21",9.1
"294","2020-09-22",9.09
"295","2020-09-23",9.05
"296","2020-09-24",10.61
"297","2020-09-25",11.55
"298","2020-09-28",11.4
"299","2020-09-29",11.3
"300","2020-09-30",11.34
"301","2020-10-01",11.38
"302","2020-10-02",11.73
"303","2020-10-05",11.43
"304","2020-10-06",12.09
"305","2020-10-07",11.84
"306","2020-10-08",12.01
"307","2020-10-09",12.08
"308","2020-10-12",12.4
"309","2020-10-13",11.75
"310","2020-10-14",11.76
"311","2020-10-15",11.81
"312","2020-10-16",11.97
"313","2020-10-19",11.52
"314","2020-10-20",11.57
"315","2020-10-21",11.7
"316","2020-10-22",11.79
"317","2020-10-23",12.02
"318","2020-10-26",11.85
"319","2020-10-27",11.72
"320","2020-10-28",11.79
"321","2020-10-29",11.95
"322","2020-10-30",11.83
"323","2020-11-02",11.98
"324","2020-11-03",11.77
"325","2020-11-04",11.76
"326","2020-11-05",11.77
"327","2020-11-06",11.72
"328","2020-11-09",11.7
"329","2020-11-10",12.08
"330","2020-11-11",12.04
"331","2020-11-12",12.24
"332","2020-11-13",12.06
"333","2020-11-16",12.24
"334","2020-11-17",12.3
"335","2020-11-18",12.73
"336","2020-11-19",12.53
"337","2020-11-20",12.36
"338","2020-11-23",12.64
"339","2020-11-24",12.68
"340","2020-11-25",12.83
"341","2020-11-27",12.99
