"","date","LX"
"132","2018-07-02",12.21
"133","2018-07-03",12.17
"134","2018-07-05",12.49
"135","2018-07-06",12.42
"136","2018-07-09",11.89
"137","2018-07-10",11.66
"138","2018-07-11",10.96
"139","2018-07-12",11.84
"140","2018-07-13",11.03
"141","2018-07-16",11.29
"142","2018-07-17",11.19
"143","2018-07-18",11.5
"144","2018-07-19",10.88
"145","2018-07-20",10.3
"146","2018-07-23",11.45
"147","2018-07-24",11.62
"148","2018-07-25",12.67
"149","2018-07-26",12.53
"150","2018-07-27",12.84
"151","2018-07-30",12.29
"152","2018-07-31",12.75
"153","2018-08-01",12.23
"154","2018-08-02",12.2
"155","2018-08-03",12.25
"156","2018-08-06",12.41
"157","2018-08-07",12.77
"158","2018-08-08",12.52
"159","2018-08-09",12.72
"160","2018-08-10",12.44
"161","2018-08-13",10.58
"162","2018-08-14",10.42
"163","2018-08-15",9.98
"164","2018-08-16",10
"165","2018-08-17",11.1
"166","2018-08-20",11.25
"167","2018-08-21",10.99
"168","2018-08-22",11.16
"169","2018-08-23",12.84
"170","2018-08-24",13
"171","2018-08-27",11.85
"172","2018-08-28",12.19
"173","2018-08-29",12.54
"174","2018-08-30",12.01
"175","2018-08-31",11.86
"176","2018-09-04",11.6
"177","2018-09-05",11.12
"178","2018-09-06",10.64
"179","2018-09-07",10.12
"180","2018-09-10",9.81
"181","2018-09-11",10.31
"182","2018-09-12",10.5
"183","2018-09-13",10.19
"184","2018-09-14",9.91
"185","2018-09-17",9.95
"186","2018-09-18",9.98
"187","2018-09-19",10.15
"188","2018-09-20",10.05
"189","2018-09-21",10.37
"190","2018-09-24",10.43
"191","2018-09-25",10.12
"192","2018-09-26",10.06
"193","2018-09-27",10.01
"194","2018-09-28",9.93
"195","2018-10-01",9.85
"196","2018-10-02",9.52
"197","2018-10-03",9.58
"198","2018-10-04",9.43
"199","2018-10-05",9.77
"200","2018-10-08",9.88
"201","2018-10-09",10.1
"202","2018-10-10",9.81
"203","2018-10-11",9.58
"204","2018-10-12",9.29
"205","2018-10-15",9.42
"206","2018-10-16",9.83
"207","2018-10-17",9.78
"208","2018-10-18",9.37
"209","2018-10-19",9.47
"210","2018-10-22",10.29
"211","2018-10-23",9.75
"212","2018-10-24",9.55
"213","2018-10-25",9.95
"214","2018-10-26",9.49
"215","2018-10-29",9.28
"216","2018-10-30",9.38
"217","2018-10-31",9.78
"218","2018-11-01",10.55
"219","2018-11-02",10
"220","2018-11-05",10.18
"221","2018-11-06",9.61
"222","2018-11-07",10.01
"223","2018-11-08",9.57
"224","2018-11-09",9.68
"225","2018-11-12",9.87
"226","2018-11-13",10.17
"227","2018-11-14",10.3
"228","2018-11-15",10.05
"229","2018-11-16",10.05
"230","2018-11-19",9.9
"231","2018-11-20",9.55
"232","2018-11-21",9.66
"233","2018-11-23",9.87
"234","2018-11-26",9.62
"235","2018-11-27",9.53
"236","2018-11-28",9.65
"237","2018-11-29",9.33
"238","2018-11-30",9.51
"239","2018-12-03",9.63
"240","2018-12-04",9.26
"241","2018-12-06",8.87
"242","2018-12-07",8.09
"243","2018-12-10",7.53
"244","2018-12-11",6.62
"245","2018-12-12",8.35
"246","2018-12-13",8.33
"247","2018-12-14",8.64
"248","2018-12-17",8.12
"249","2018-12-18",8.31
"250","2018-12-19",8.1
"251","2018-12-20",7.68
"252","2018-12-21",7.78
"253","2018-12-24",7.41
"254","2018-12-26",7.68
"255","2018-12-27",7.73
"256","2018-12-28",7.74
"257","2018-12-31",7.25
"258","2019-01-02",7.42
"259","2019-01-03",7.62
"260","2019-01-04",8.18
"261","2019-01-07",8.49
"262","2019-01-08",8.59
"263","2019-01-09",8.82
"264","2019-01-10",8.95
"265","2019-01-11",8.96
"266","2019-01-14",8.75
"267","2019-01-15",8.96
"268","2019-01-16",9.2
"269","2019-01-17",9.35
"270","2019-01-18",9.33
"271","2019-01-22",9.44
"272","2019-01-23",9.03
"273","2019-01-24",9.06
"274","2019-01-25",9.31
"275","2019-01-28",9.46
"276","2019-01-29",9.57
"277","2019-01-30",9.44
"278","2019-01-31",9.78
"279","2019-02-01",9.85
"280","2019-02-04",10.11
"281","2019-02-05",10.15
"282","2019-02-06",10.04
"283","2019-02-07",10.1
"284","2019-02-08",10.01
"285","2019-02-11",10
"286","2019-02-12",10
"287","2019-02-13",10.19
"288","2019-02-14",10.05
"289","2019-02-15",10.04
"290","2019-02-19",10.05
"291","2019-02-20",10.28
"292","2019-02-21",10.31
"293","2019-02-22",11.48
"294","2019-02-25",12.1
"295","2019-02-26",11.96
"296","2019-02-27",12.04
"297","2019-02-28",11.65
"298","2019-03-01",12.15
"299","2019-03-04",12.11
"300","2019-03-05",11.88
"301","2019-03-06",11.7
"302","2019-03-07",11.15
"303","2019-03-08",11.06
"304","2019-03-11",11.2
"305","2019-03-12",11.23
"306","2019-03-13",11.15
"307","2019-03-14",10.39
"308","2019-03-15",10.53
"309","2019-03-18",10.49
"310","2019-03-19",11.42
"311","2019-03-20",10.79
"312","2019-03-21",11.3
"313","2019-03-22",10.75
"314","2019-03-25",11.26
"315","2019-03-26",11.02
"316","2019-03-27",10.77
"317","2019-03-28",10.43
"318","2019-03-29",10.5
"319","2019-04-01",11.11
"320","2019-04-02",11.94
"321","2019-04-03",11.92
"322","2019-04-04",12.46
"323","2019-04-05",13.06
"324","2019-04-08",14.28
"325","2019-04-09",14.11
"326","2019-04-10",13.59
"327","2019-04-11",13.73
"328","2019-04-12",14
"329","2019-04-15",13.26
"330","2019-04-16",13.64
"331","2019-04-17",13.84
"332","2019-04-18",14.43
"333","2019-04-22",13.33
"334","2019-04-23",13.45
"335","2019-04-24",13.45
"336","2019-04-25",13.1
"337","2019-04-26",13.49
"338","2019-04-29",13.59
"339","2019-04-30",12.9
"340","2019-05-01",12.9
"341","2019-05-02",13.5
"342","2019-05-03",14.5
"343","2019-05-06",13.8
"344","2019-05-07",13.42
"345","2019-05-08",13.11
"346","2019-05-09",12.46
"347","2019-05-10",12.97
"348","2019-05-13",12.45
"349","2019-05-14",13.09
"350","2019-05-15",12.99
"351","2019-05-16",13.68
"352","2019-05-17",12.99
"353","2019-05-20",11.8
"354","2019-05-21",12.28
"355","2019-05-22",12.53
"356","2019-05-23",12.06
"357","2019-05-24",12.33
"358","2019-05-28",12.28
"359","2019-05-29",11.95
"360","2019-05-30",11.58
"361","2019-05-31",11.3
"362","2019-06-03",11.23
"363","2019-06-04",11.7
"364","2019-06-05",11.07
"365","2019-06-06",10.78
"366","2019-06-07",10.66
"367","2019-06-10",11.11
"368","2019-06-11",11.37
"369","2019-06-12",11.42
"370","2019-06-13",11.27
"371","2019-06-14",10.94
"372","2019-06-17",10.9
"373","2019-06-18",11.41
"374","2019-06-19",11.5
"375","2019-06-20",11.96
"376","2019-06-21",11.76
"377","2019-06-24",11.9
"378","2019-06-25",11.25
"379","2019-06-26",11.35
"380","2019-06-27",11.63
"381","2019-06-28",11.16
"382","2019-07-01",11.7
"383","2019-07-02",11.86
"384","2019-07-03",12.03
"385","2019-07-05",11.92
"386","2019-07-08",11.78
"387","2019-07-09",11.94
"388","2019-07-10",11.97
"389","2019-07-11",11.95
"390","2019-07-12",11.59
"391","2019-07-15",12
"392","2019-07-16",11.56
"393","2019-07-17",11.35
"394","2019-07-18",11.31
"395","2019-07-19",11.34
"396","2019-07-22",10.96
"397","2019-07-23",11.26
"398","2019-07-24",11.02
"399","2019-07-25",10.65
"400","2019-07-26",10.78
"401","2019-07-29",10.71
"402","2019-07-30",10.61
"403","2019-07-31",10.6
"404","2019-08-01",10.44
"405","2019-08-02",10.4
"406","2019-08-05",10.08
"407","2019-08-06",10.18
"408","2019-08-07",10.08
"409","2019-08-08",10.7
"410","2019-08-09",10.26
"411","2019-08-12",10.1
"412","2019-08-13",10.27
"413","2019-08-14",9.98
"414","2019-08-15",10.18
"415","2019-08-16",10.67
"416","2019-08-19",10.43
"417","2019-08-20",10.34
"418","2019-08-21",10.74
"419","2019-08-22",10.03
"420","2019-08-23",10.03
"421","2019-08-26",10.11
"422","2019-08-27",10.04
"423","2019-08-28",10.36
"424","2019-08-29",9.83
"425","2019-08-30",10.25
"426","2019-09-03",10.65
"427","2019-09-04",11.08
"428","2019-09-05",11.08
"429","2019-09-06",11.38
"430","2019-09-09",11.27
"431","2019-09-10",11.47
"432","2019-09-11",11.19
"433","2019-09-12",11.79
"434","2019-09-13",11.44
"435","2019-09-16",11.45
"436","2019-09-17",11.41
"437","2019-09-18",11.24
"438","2019-09-19",11.37
"439","2019-09-20",10.86
"440","2019-09-23",11.16
"441","2019-09-24",10.38
"442","2019-09-25",10.42
"443","2019-09-26",10.25
"444","2019-09-27",9.95
"445","2019-09-30",10.03
"446","2019-10-01",9.27
"447","2019-10-02",8.97
"448","2019-10-03",9.05
"449","2019-10-04",8.82
"450","2019-10-07",8.64
"451","2019-10-08",8.56
"452","2019-10-09",9
"453","2019-10-10",9.24
"454","2019-10-11",9.55
"455","2019-10-14",9.74
"456","2019-10-15",10.05
"457","2019-10-16",10.15
"458","2019-10-17",10.73
"459","2019-10-18",10.63
"460","2019-10-21",10.65
"461","2019-10-22",10.82
"462","2019-10-23",11.08
"463","2019-10-24",11.08
"464","2019-10-25",11
"465","2019-10-28",11.56
"466","2019-10-29",11.52
"467","2019-10-30",11.57
"468","2019-10-31",11.34
"469","2019-11-01",11.61
"470","2019-11-04",11.97
"471","2019-11-05",11.94
"472","2019-11-06",11.84
"473","2019-11-07",11.82
"474","2019-11-08",12.05
"475","2019-11-11",12.47
"476","2019-11-12",12.5
"477","2019-11-13",12.51
"478","2019-11-14",12.48
"479","2019-11-15",12.5
"480","2019-11-18",12.99
"481","2019-11-19",12.92
"482","2019-11-20",11.95
"483","2019-11-21",11.61
"484","2019-11-22",11.52
"485","2019-11-25",11.88
"486","2019-11-26",11.94
"487","2019-11-27",11.98
"488","2019-11-29",11.91
"489","2019-12-02",11.87
"490","2019-12-03",11.84
"491","2019-12-04",11.7
"492","2019-12-05",11.71
"493","2019-12-06",11.87
"494","2019-12-09",11.55
"495","2019-12-10",11.46
"496","2019-12-11",11.13
"497","2019-12-12",11.57
"498","2019-12-13",11.81
"499","2019-12-16",11.93
"500","2019-12-17",12.33
"501","2019-12-18",12.87
"502","2019-12-19",12.49
"503","2019-12-20",12.82
"504","2019-12-23",12.77
"505","2019-12-24",12.84
"506","2019-12-26",13
"507","2019-12-27",13.08
"508","2019-12-30",13.94
"509","2019-12-31",13.89
"510","2020-01-02",15.2
"511","2020-01-03",15.16
"512","2020-01-06",14.63
"513","2020-01-07",14.97
"514","2020-01-08",15.01
"515","2020-01-09",15.29
"516","2020-01-10",14.58
"517","2020-01-13",14.77
"518","2020-01-14",14
"519","2020-01-15",13.97
"520","2020-01-16",14.26
"521","2020-01-17",14.35
"522","2020-01-21",14.62
"523","2020-01-22",16.636999
"524","2020-01-23",16.07
"525","2020-01-24",15.02
"526","2020-01-27",13.96
"527","2020-01-28",14.36
"528","2020-01-29",14.02
"529","2020-01-30",13.59
"530","2020-01-31",13.3
"531","2020-02-03",13.34
"532","2020-02-04",14.05
"533","2020-02-05",13.29
"534","2020-02-06",13.37
"535","2020-02-07",13.39
"536","2020-02-10",13.36
"537","2020-02-11",13.33
"538","2020-02-12",13.77
"539","2020-02-13",13.51
"540","2020-02-14",13.42
"541","2020-02-18",13.09
"542","2020-02-19",13.07
"543","2020-02-20",13.22
"544","2020-02-21",12.71
"545","2020-02-24",12.07
"546","2020-02-25",12.02
"547","2020-02-26",11.98
"548","2020-02-27",11.7
"549","2020-02-28",11.64
"550","2020-03-02",11.24
"551","2020-03-03",10.87
"552","2020-03-04",11.08
"553","2020-03-05",10.97
"554","2020-03-06",10.4
"555","2020-03-09",9.47
"556","2020-03-10",9.89
"557","2020-03-11",9.7
"558","2020-03-12",8.99
"559","2020-03-13",9.54
"560","2020-03-16",8.71
"561","2020-03-17",8.75
"562","2020-03-18",8.76
"563","2020-03-19",8.5
"564","2020-03-20",8.76
"565","2020-03-23",8.12
"566","2020-03-24",9.27
"567","2020-03-25",10.44
"568","2020-03-26",11.11
"569","2020-03-27",10.05
"570","2020-03-30",8.57
"571","2020-03-31",8.87
"572","2020-04-01",8.56
"573","2020-04-02",8.34
"574","2020-04-03",8.5
"575","2020-04-06",8.53
"576","2020-04-07",9.05
"577","2020-04-08",8.89
"578","2020-04-09",8.69
"579","2020-04-13",8.65
"580","2020-04-14",8.93
"581","2020-04-15",8.57
"582","2020-04-16",8.59
"583","2020-04-17",8.5
"584","2020-04-20",8.28
"585","2020-04-21",8.11
"586","2020-04-22",8.08
"587","2020-04-23",8.1
"588","2020-04-24",7.95
"589","2020-04-27",8.27
"590","2020-04-28",8.32
"591","2020-04-29",8.68
"592","2020-04-30",8.43
"593","2020-05-01",7.64
"594","2020-05-04",7.37
"595","2020-05-05",7.11
"596","2020-05-06",7
"597","2020-05-07",7.23
"598","2020-05-08",7.69
"599","2020-05-11",9
"600","2020-05-12",9.02
"601","2020-05-13",8.22
"602","2020-05-14",8.28
"603","2020-05-15",8.24
"604","2020-05-18",9.15
"605","2020-05-19",9.46
"606","2020-05-20",9.19
"607","2020-05-21",8.57
"608","2020-05-22",7.86
"609","2020-05-26",8.3
"610","2020-05-27",8.23
"611","2020-05-28",7.92
"612","2020-05-29",8.15
"613","2020-06-01",8.54
"614","2020-06-02",8.18
"615","2020-06-03",8.41
"616","2020-06-04",8.09
"617","2020-06-05",9
"618","2020-06-08",8.88
"619","2020-06-09",9.09
"620","2020-06-10",9.44
"621","2020-06-11",8.91
"622","2020-06-12",9.17
"623","2020-06-15",10.27
"624","2020-06-16",10.76
"625","2020-06-17",11.29
"626","2020-06-18",11.2
"627","2020-06-19",11.47
"628","2020-06-22",11.28
"629","2020-06-23",11.49
"630","2020-06-24",10.94
"631","2020-06-25",11.22
"632","2020-06-26",10.51
"633","2020-06-29",10.63
"634","2020-06-30",10.64
"635","2020-07-01",10.5
"636","2020-07-02",11.59
"637","2020-07-06",12.5
"638","2020-07-07",12.04
"639","2020-07-08",13
"640","2020-07-09",13.27
"641","2020-07-10",12.22
"642","2020-07-13",12.2
"643","2020-07-14",11.35
"644","2020-07-15",11.4
"645","2020-07-16",10.73
"646","2020-07-17",10.59
"647","2020-07-20",11.07
"648","2020-07-21",11.36
"649","2020-07-22",10.64
"650","2020-07-23",8.99
"651","2020-07-24",8.6
"652","2020-07-27",8.53
"653","2020-07-28",8.7
"654","2020-07-29",8.39
"655","2020-07-30",8.19
"656","2020-07-31",8.51
"657","2020-08-03",8.54
"658","2020-08-04",8.52
"659","2020-08-05",8.73
"660","2020-08-06",8.73
"661","2020-08-07",8.51
"662","2020-08-10",8.53
"663","2020-08-11",8.64
"664","2020-08-12",8.98
"665","2020-08-13",8.8
"666","2020-08-14",8.43
"667","2020-08-17",8.64
"668","2020-08-18",8.18
"669","2020-08-19",7.87
"670","2020-08-20",8.7
"671","2020-08-21",8.71
"672","2020-08-24",8.51
"673","2020-08-25",8.04
"674","2020-08-26",7.94
"675","2020-08-27",7.96
"676","2020-08-28",7.77
"677","2020-08-31",7.81
"678","2020-09-01",7.73
"679","2020-09-02",7.35
"680","2020-09-03",6.97
"681","2020-09-04",7.12
"682","2020-09-08",7.28
"683","2020-09-09",6.96
"684","2020-09-10",6.54
"685","2020-09-11",6.81
"686","2020-09-14",7.86
"687","2020-09-15",7.78
"688","2020-09-16",7.01
"689","2020-09-17",6.9
"690","2020-09-18",6.84
"691","2020-09-21",6.86
"692","2020-09-22",6.77
"693","2020-09-23",6.55
"694","2020-09-24",6.52
"695","2020-09-25",6.41
"696","2020-09-28",6.25
"697","2020-09-29",6.1
"698","2020-09-30",6.85
"699","2020-10-01",6.54
"700","2020-10-02",6.56
"701","2020-10-05",6.68
"702","2020-10-06",6.76
"703","2020-10-07",6.74
"704","2020-10-08",6.78
"705","2020-10-09",6.97
"706","2020-10-12",7.17
"707","2020-10-13",7.04
"708","2020-10-14",6.9
"709","2020-10-15",6.68
"710","2020-10-16",7.11
"711","2020-10-19",7.18
"712","2020-10-20",7.5
"713","2020-10-21",7.57
"714","2020-10-22",7.85
"715","2020-10-23",7.82
"716","2020-10-26",7.5
"717","2020-10-27",7.64
"718","2020-10-28",7.66
"719","2020-10-29",8.59
"720","2020-10-30",8.24
"721","2020-11-02",7.41
"722","2020-11-03",7.13
"723","2020-11-04",6.95
"724","2020-11-05",7.12
"725","2020-11-06",7.73
"726","2020-11-09",8
"727","2020-11-10",7.5
"728","2020-11-11",7.7
"729","2020-11-12",7.71
"730","2020-11-13",8.08
"731","2020-11-16",7.81
"732","2020-11-17",7.85
"733","2020-11-18",7.68
"734","2020-11-19",7.82
"735","2020-11-20",7.89
"736","2020-11-23",8.3
"737","2020-11-24",7.27
"738","2020-11-25",7.06
"739","2020-11-27",7.42
