"","date","ETNB"
"217","2020-09-21",25
"218","2020-09-22",25.25
"219","2020-09-23",24.34
"220","2020-09-24",24.42
"221","2020-09-25",25.360001
"222","2020-09-28",24.690001
"223","2020-09-29",24.940001
"224","2020-09-30",25.66
"225","2020-10-01",25.209999
"226","2020-10-02",25.75
"227","2020-10-05",25.57
"228","2020-10-06",23.790001
"229","2020-10-07",24.719999
"230","2020-10-08",24.6
"231","2020-10-09",24.1
"232","2020-10-12",23.83
"233","2020-10-13",23.950001
"234","2020-10-14",23.9
"235","2020-10-15",23.639999
"236","2020-10-16",23.73
"237","2020-10-19",25.23
"238","2020-10-20",23.9
"239","2020-10-21",23.68
"240","2020-10-22",24.459999
"241","2020-10-23",24.43
"242","2020-10-26",24.33
"243","2020-10-27",24.59
"244","2020-10-28",24.02
"245","2020-10-29",24.120001
"246","2020-10-30",23.16
"247","2020-11-02",23.290001
"248","2020-11-03",23.58
"249","2020-11-04",24.92
"250","2020-11-05",24.719999
"251","2020-11-06",24.68
"252","2020-11-09",24.99
"253","2020-11-10",24.299999
"254","2020-11-11",24.790001
"255","2020-11-12",25.08
"256","2020-11-13",26.879999
"257","2020-11-16",28.08
"258","2020-11-17",26.67
"259","2020-11-18",26.15
"260","2020-11-19",25.969999
"261","2020-11-20",27.6
"262","2020-11-23",27.6
"263","2020-11-24",26.950001
"264","2020-11-25",27.040001
"265","2020-11-27",27.280001
