"","date","HZNP"
"150","2012-03-01",3.57
"151","2012-03-02",3.44
"152","2012-03-05",3.4
"153","2012-03-06",3.33
"154","2012-03-07",3.45
"155","2012-03-08",3.45
"156","2012-03-09",3.5
"157","2012-03-12",3.62
"158","2012-03-13",3.49
"159","2012-03-14",3.51
"160","2012-03-15",3.62
"161","2012-03-16",3.85
"162","2012-03-19",3.9
"163","2012-03-20",3.79
"164","2012-03-21",3.73
"165","2012-03-22",3.7
"166","2012-03-23",3.82
"167","2012-03-26",3.7
"168","2012-03-27",3.66
"169","2012-03-28",3.54
"170","2012-03-29",3.69
"171","2012-03-30",4.14
"172","2012-04-02",4.09
"173","2012-04-03",4.3
"174","2012-04-04",4.24
"175","2012-04-05",4.1
"176","2012-04-09",3.84
"177","2012-04-10",3.55
"178","2012-04-11",3.54
"179","2012-04-12",3.74
"180","2012-04-13",3.66
"181","2012-04-16",3.8
"182","2012-04-17",3.79
"183","2012-04-18",3.7
"184","2012-04-19",3.72
"185","2012-04-20",3.84
"186","2012-04-23",3.91
"187","2012-04-24",4.05
"188","2012-04-25",4.23
"189","2012-04-26",4.11
"190","2012-04-27",4.16
"191","2012-04-30",4.2
"192","2012-05-01",4.11
"193","2012-05-02",4.14
"194","2012-05-03",3.86
"195","2012-05-04",3.61
"196","2012-05-07",3.62
"197","2012-05-08",3.61
"198","2012-05-09",3.5
"199","2012-05-10",3.51
"200","2012-05-11",3.67
"201","2012-05-14",4
"202","2012-05-15",4.05
"203","2012-05-16",3.68
"204","2012-05-17",3.94
"205","2012-05-18",3.8
"206","2012-05-21",3.73
"207","2012-05-22",3.82
"208","2012-05-23",3.8
"209","2012-05-24",4
"210","2012-05-25",4.02
"211","2012-05-29",4.01
"212","2012-05-30",3.89
"213","2012-05-31",4
"214","2012-06-01",3.81
"215","2012-06-04",3.74
"216","2012-06-05",3.91
"217","2012-06-06",3.98
"218","2012-06-07",3.94
"219","2012-06-08",3.95
"220","2012-06-11",3.97
"221","2012-06-12",4.21
"222","2012-06-13",4.52
"223","2012-06-14",4.59
"224","2012-06-15",4.67
"225","2012-06-18",4.74
"226","2012-06-19",4.75
"227","2012-06-20",4.75
"228","2012-06-21",4.99
"229","2012-06-22",5.27
"230","2012-06-25",6.22
"231","2012-06-26",6.39
"232","2012-06-27",6.36
"233","2012-06-28",6.85
"234","2012-06-29",7.13
"235","2012-07-02",8.3
"236","2012-07-03",8.25
"237","2012-07-05",7.89
"238","2012-07-06",7.98
"239","2012-07-09",7.61
"240","2012-07-10",7.21
"241","2012-07-11",7.42
"242","2012-07-12",7.16
"243","2012-07-13",7.25
"244","2012-07-16",7.33
"245","2012-07-17",7.27
"246","2012-07-18",7.24
"247","2012-07-19",7.12
"248","2012-07-20",7.2
"249","2012-07-23",7.7
"250","2012-07-24",7.56
"251","2012-07-25",7.62
"252","2012-07-26",7.64
"253","2012-07-27",6.31
"254","2012-07-30",5.8
"255","2012-07-31",5.71
"256","2012-08-01",5.13
"257","2012-08-02",5.08
"258","2012-08-03",5.16
"259","2012-08-06",5.2
"260","2012-08-07",5.17
"261","2012-08-08",4.6
"262","2012-08-09",4.75
"263","2012-08-10",4.67
"264","2012-08-13",4.91
"265","2012-08-14",4.52
"266","2012-08-15",4.38
"267","2012-08-16",4.24
"268","2012-08-17",4.48
"269","2012-08-20",4.14
"270","2012-08-21",4.09
"271","2012-08-22",4.19
"272","2012-08-23",4.03
"273","2012-08-24",4.04
"274","2012-08-27",4.15
"275","2012-08-28",4.16
"276","2012-08-29",4.2
"277","2012-08-30",4.23
"278","2012-08-31",4.44
"279","2012-09-04",4.35
"280","2012-09-05",4.24
"281","2012-09-06",4.15
"282","2012-09-07",4.06
"283","2012-09-10",3.99
"284","2012-09-11",4.07
"285","2012-09-12",4.69
"286","2012-09-13",4.66
"287","2012-09-14",4.75
"288","2012-09-17",4.81
"289","2012-09-18",4.62
"290","2012-09-19",4.58
"291","2012-09-20",3.48
"292","2012-09-21",3.5
"293","2012-09-24",3.48
"294","2012-09-25",3.47
"295","2012-09-26",3.48
"296","2012-09-27",3.41
"297","2012-09-28",3.5
"298","2012-10-01",3.39
"299","2012-10-02",3.33
"300","2012-10-03",3.18
"301","2012-10-04",3.23
"302","2012-10-05",3.34
"303","2012-10-08",3.38
"304","2012-10-09",3.33
"305","2012-10-10",3.3
"306","2012-10-11",3.37
"307","2012-10-12",3.27
"308","2012-10-15",3.31
"309","2012-10-16",3.3
"310","2012-10-17",3.22
"311","2012-10-18",3.22
"312","2012-10-19",3.12
"313","2012-10-22",2.93
"314","2012-10-23",2.8
"315","2012-10-24",2.88
"316","2012-10-25",2.74
"317","2012-10-26",2.72
"318","2012-10-31",2.58
"319","2012-11-01",2.47
"320","2012-11-02",2.34
"321","2012-11-05",2.44
"322","2012-11-06",2.45
"323","2012-11-07",2.28
"324","2012-11-08",2.13
"325","2012-11-09",2.29
"326","2012-11-12",2.6
"327","2012-11-13",2.46
"328","2012-11-14",2.3
"329","2012-11-15",2.26
"330","2012-11-16",2.29
"331","2012-11-19",2.29
"332","2012-11-20",2.49
"333","2012-11-21",2.51
"334","2012-11-23",2.56
"335","2012-11-26",2.64
"336","2012-11-27",2.63
"337","2012-11-28",2.59
"338","2012-11-29",2.57
"339","2012-11-30",2.59
"340","2012-12-03",2.55
"341","2012-12-04",2.45
"342","2012-12-05",2.38
"343","2012-12-06",2.28
"344","2012-12-07",2.25
"345","2012-12-10",2.28
"346","2012-12-11",2.4
"347","2012-12-12",2.41
"348","2012-12-13",2.42
"349","2012-12-14",2.37
"350","2012-12-17",2.33
"351","2012-12-18",2.32
"352","2012-12-19",2.35
"353","2012-12-20",2.4
"354","2012-12-21",2.35
"355","2012-12-24",2.34
"356","2012-12-26",2.32
"357","2012-12-27",2.3
"358","2012-12-28",2.3
"359","2012-12-31",2.33
"360","2013-01-02",2.41
"361","2013-01-03",2.41
"362","2013-01-04",2.63
"363","2013-01-07",2.68
"364","2013-01-08",2.56
"365","2013-01-09",2.57
"366","2013-01-10",2.49
"367","2013-01-11",2.45
"368","2013-01-14",2.55
"369","2013-01-15",2.5
"370","2013-01-16",2.46
"371","2013-01-17",2.38
"372","2013-01-18",2.38
"373","2013-01-22",2.39
"374","2013-01-23",2.36
"375","2013-01-24",2.31
"376","2013-01-25",2.35
"377","2013-01-28",2.25
"378","2013-01-29",2.25
"379","2013-01-30",2.19
"380","2013-01-31",2.13
"381","2013-02-01",2.14
"382","2013-02-04",2.26
"383","2013-02-05",2.44
"384","2013-02-06",2.32
"385","2013-02-07",2.31
"386","2013-02-08",2.31
"387","2013-02-11",2.43
"388","2013-02-12",2.46
"389","2013-02-13",2.44
"390","2013-02-14",2.43
"391","2013-02-15",2.42
"392","2013-02-19",2.37
"393","2013-02-20",2.25
"394","2013-02-21",2.15
"395","2013-02-22",2.17
"396","2013-02-25",2.12
"397","2013-02-26",2.15
"398","2013-02-27",2.17
"399","2013-02-28",2.11
"400","2013-03-01",2.01
"401","2013-03-04",1.99
"402","2013-03-05",2.01
"403","2013-03-06",2.05
"404","2013-03-07",2.26
"405","2013-03-08",2.21
"406","2013-03-11",2.22
"407","2013-03-12",2.23
"408","2013-03-13",2.22
"409","2013-03-14",2.35
"410","2013-03-15",2.48
"411","2013-03-18",2.43
"412","2013-03-19",2.58
"413","2013-03-20",2.5
"414","2013-03-21",2.56
"415","2013-03-22",2.52
"416","2013-03-25",2.88
"417","2013-03-26",2.75
"418","2013-03-27",2.83
"419","2013-03-28",2.71
"420","2013-04-01",2.52
"421","2013-04-02",2.51
"422","2013-04-03",2.41
"423","2013-04-04",2.42
"424","2013-04-05",2.47
"425","2013-04-08",2.41
"426","2013-04-09",2.44
"427","2013-04-10",2.49
"428","2013-04-11",2.5
"429","2013-04-12",2.51
"430","2013-04-15",2.39
"431","2013-04-16",2.35
"432","2013-04-17",2.27
"433","2013-04-18",2.27
"434","2013-04-19",2.44
"435","2013-04-22",2.43
"436","2013-04-23",2.5
"437","2013-04-24",2.49
"438","2013-04-25",2.53
"439","2013-04-26",2.48
"440","2013-04-29",2.4
"441","2013-04-30",2.4
"442","2013-05-01",2.28
"443","2013-05-02",2.34
"444","2013-05-03",2.38
"445","2013-05-06",2.4
"446","2013-05-07",2.46
"447","2013-05-08",2.53
"448","2013-05-09",2.47
"449","2013-05-10",2.38
"450","2013-05-13",2.37
"451","2013-05-14",2.54
"452","2013-05-15",2.52
"453","2013-05-16",2.41
"454","2013-05-17",2.4
"455","2013-05-20",2.39
"456","2013-05-21",2.38
"457","2013-05-22",2.39
"458","2013-05-23",2.39
"459","2013-05-24",2.4
"460","2013-05-28",2.44
"461","2013-05-29",2.38
"462","2013-05-30",2.4
"463","2013-05-31",2.37
"464","2013-06-03",2.33
"465","2013-06-04",2.3
"466","2013-06-05",2.3
"467","2013-06-06",2.27
"468","2013-06-07",2.28
"469","2013-06-10",2.25
"470","2013-06-11",2.3
"471","2013-06-12",2.28
"472","2013-06-13",2.28
"473","2013-06-14",2.28
"474","2013-06-17",2.25
"475","2013-06-18",2.32
"476","2013-06-19",2.37
"477","2013-06-20",2.39
"478","2013-06-21",2.46
"479","2013-06-24",2.44
"480","2013-06-25",2.46
"481","2013-06-26",2.47
"482","2013-06-27",2.42
"483","2013-06-28",2.46
"484","2013-07-01",2.49
"485","2013-07-02",2.51
"486","2013-07-03",2.5
"487","2013-07-05",2.4
"488","2013-07-08",2.4
"489","2013-07-09",2.34
"490","2013-07-10",2.43
"491","2013-07-11",2.47
"492","2013-07-12",2.49
"493","2013-07-15",2.5
"494","2013-07-16",2.53
"495","2013-07-17",2.62
"496","2013-07-18",2.7
"497","2013-07-19",2.7
"498","2013-07-22",2.56
"499","2013-07-23",2.6
"500","2013-07-24",2.53
"501","2013-07-25",2.69
"502","2013-07-26",2.68
"503","2013-07-29",2.57
"504","2013-07-30",2.61
"505","2013-07-31",2.52
"506","2013-08-01",2.54
"507","2013-08-02",2.62
"508","2013-08-05",2.53
"509","2013-08-06",2.52
"510","2013-08-07",2.44
"511","2013-08-08",2.42
"512","2013-08-09",2.29
"513","2013-08-12",2.26
"514","2013-08-13",2.16
"515","2013-08-14",2.24
"516","2013-08-15",2.17
"517","2013-08-16",2.14
"518","2013-08-19",2.13
"519","2013-08-20",2.14
"520","2013-08-21",2.12
"521","2013-08-22",2.56
"522","2013-08-23",2.65
"523","2013-08-26",2.68
"524","2013-08-27",2.6
"525","2013-08-28",2.52
"526","2013-08-29",2.58
"527","2013-08-30",2.53
"528","2013-09-03",2.5
"529","2013-09-04",2.54
"530","2013-09-05",2.59
"531","2013-09-06",2.56
"532","2013-09-09",2.6
"533","2013-09-10",2.65
"534","2013-09-11",2.81
"535","2013-09-12",2.71
"536","2013-09-13",2.77
"537","2013-09-16",2.77
"538","2013-09-17",3.25
"539","2013-09-18",3.21
"540","2013-09-19",3.13
"541","2013-09-20",3.42
"542","2013-09-23",3.4
"543","2013-09-24",3.5
"544","2013-09-25",3.45
"545","2013-09-26",3.5
"546","2013-09-27",3.35
"547","2013-09-30",3.35
"548","2013-10-01",3.47
"549","2013-10-02",3.34
"550","2013-10-03",3.42
"551","2013-10-04",3.67
"552","2013-10-07",3.87
"553","2013-10-08",3.8
"554","2013-10-09",3.69
"555","2013-10-10",3.79
"556","2013-10-11",3.76
"557","2013-10-14",3.75
"558","2013-10-15",3.75
"559","2013-10-16",3.74
"560","2013-10-17",3.85
"561","2013-10-18",3.75
"562","2013-10-21",4.34
"563","2013-10-22",4.31
"564","2013-10-23",4.36
"565","2013-10-24",4.6
"566","2013-10-25",4.53
"567","2013-10-28",4.83
"568","2013-10-29",4.65
"569","2013-10-30",4.3
"570","2013-10-31",4.19
"571","2013-11-01",4.2
"572","2013-11-04",4.14
"573","2013-11-05",4.06
"574","2013-11-06",3.89
"575","2013-11-07",3.74
"576","2013-11-08",4.86
"577","2013-11-11",4.47
"578","2013-11-12",4.56
"579","2013-11-13",4.7
"580","2013-11-14",4.64
"581","2013-11-15",4.58
"582","2013-11-18",4.47
"583","2013-11-19",6.06
"584","2013-11-20",5.98
"585","2013-11-21",6.52
"586","2013-11-22",6.49
"587","2013-11-25",6.7
"588","2013-11-26",6.84
"589","2013-11-27",6.83
"590","2013-11-29",7.22
"591","2013-12-02",7.24
"592","2013-12-03",7.15
"593","2013-12-04",6.93
"594","2013-12-05",6.87
"595","2013-12-06",6.77
"596","2013-12-09",7.04
"597","2013-12-10",6.8
"598","2013-12-11",6.61
"599","2013-12-12",6.75
"600","2013-12-13",6.61
"601","2013-12-16",6.76
"602","2013-12-17",6.73
"603","2013-12-18",6.78
"604","2013-12-19",7.08
"605","2013-12-20",7.07
"606","2013-12-23",7.71
"607","2013-12-24",7.52
"608","2013-12-26",7.46
"609","2013-12-27",7.42
"610","2013-12-30",7.52
"611","2013-12-31",7.62
"612","2014-01-02",7.61
"613","2014-01-03",8.13
"614","2014-01-06",8.4
"615","2014-01-07",8.55
"616","2014-01-08",8.79
"617","2014-01-09",8.59
"618","2014-01-10",8.5
"619","2014-01-13",8.43
"620","2014-01-14",8.43
"621","2014-01-15",8.48
"622","2014-01-16",8.51
"623","2014-01-17",8.61
"624","2014-01-21",8.42
"625","2014-01-22",8.38
"626","2014-01-23",8.47
"627","2014-01-24",8.33
"628","2014-01-27",7.93
"629","2014-01-28",8.5
"630","2014-01-29",10.05
"631","2014-01-30",9.9
"632","2014-01-31",9.86
"633","2014-02-03",10.01
"634","2014-02-04",9.93
"635","2014-02-05",9.91
"636","2014-02-06",9.77
"637","2014-02-07",9.89
"638","2014-02-10",10.04
"639","2014-02-11",10.01
"640","2014-02-12",9.9
"641","2014-02-13",10.29
"642","2014-02-14",10.24
"643","2014-02-18",10.86
"644","2014-02-19",10.98
"645","2014-02-20",11.11
"646","2014-02-21",12.04
"647","2014-02-24",12.15
"648","2014-02-25",12.01
"649","2014-02-26",12
"650","2014-02-27",12.67
"651","2014-02-28",12.22
"652","2014-03-03",12.79
"653","2014-03-04",12.99
"654","2014-03-05",13.34
"655","2014-03-06",13.05
"656","2014-03-07",13.18
"657","2014-03-10",13.58
"658","2014-03-11",13.33
"659","2014-03-12",13.62
"660","2014-03-13",13.05
"661","2014-03-14",13.15
"662","2014-03-17",13.89
"663","2014-03-18",14.68
"664","2014-03-19",16.02
"665","2014-03-20",16.809999
"666","2014-03-21",17.35
"667","2014-03-24",15.65
"668","2014-03-25",15.04
"669","2014-03-26",15.47
"670","2014-03-27",15.08
"671","2014-03-28",14.81
"672","2014-03-31",15.12
"673","2014-04-01",16.07
"674","2014-04-02",16.209999
"675","2014-04-03",14.85
"676","2014-04-04",14.13
"677","2014-04-07",13.51
"678","2014-04-08",13.45
"679","2014-04-09",14.31
"680","2014-04-10",13.05
"681","2014-04-11",12.02
"682","2014-04-14",12.54
"683","2014-04-15",12.29
"684","2014-04-16",13.18
"685","2014-04-17",13.37
"686","2014-04-21",13.82
"687","2014-04-22",14.76
"688","2014-04-23",14.4
"689","2014-04-24",14.49
"690","2014-04-25",13.91
"691","2014-04-28",13.41
"692","2014-04-29",14
"693","2014-04-30",14.18
"694","2014-05-01",14.38
"695","2014-05-02",14.31
"696","2014-05-05",14.49
"697","2014-05-06",13.8
"698","2014-05-07",13.4
"699","2014-05-08",13.2
"700","2014-05-09",13.25
"701","2014-05-12",13.59
"702","2014-05-13",13.42
"703","2014-05-14",13.07
"704","2014-05-15",12.96
"705","2014-05-16",12.88
"706","2014-05-19",13.36
"707","2014-05-20",12.99
"708","2014-05-21",13.4
"709","2014-05-22",13.4
"710","2014-05-23",13.46
"711","2014-05-27",14.29
"712","2014-05-28",14.75
"713","2014-05-29",14.54
"714","2014-05-30",14.19
"715","2014-06-02",14.05
"716","2014-06-03",14.75
"717","2014-06-04",14.5
"718","2014-06-05",14.48
"719","2014-06-06",14.48
"720","2014-06-09",15.29
"721","2014-06-10",15.03
"722","2014-06-11",15.24
"723","2014-06-12",14.71
"724","2014-06-13",14.75
"725","2014-06-16",14.95
"726","2014-06-17",15.83
"727","2014-06-18",16
"728","2014-06-19",16.32
"729","2014-06-20",16.23
"730","2014-06-23",15.5
"731","2014-06-24",15.3
"732","2014-06-25",15.43
"733","2014-06-26",15.48
"734","2014-06-27",15.96
"735","2014-06-30",15.82
"736","2014-07-01",16.200001
"737","2014-07-02",16.27
"738","2014-07-03",16.18
"739","2014-07-07",15.73
"740","2014-07-08",15.01
"741","2014-07-09",15.05
"742","2014-07-10",15.45
"743","2014-07-11",15.32
"744","2014-07-14",15.42
"745","2014-07-15",14.77
"746","2014-07-16",13.87
"747","2014-07-17",13.72
"748","2014-07-18",14
"749","2014-07-21",14
"750","2014-07-22",14.08
"751","2014-07-23",14.45
"752","2014-07-24",14.17
"753","2014-07-25",13.9
"754","2014-07-28",9.15
"755","2014-07-29",8.27
"756","2014-07-30",8.91
"757","2014-07-31",8.51
"758","2014-08-01",8.74
"759","2014-08-04",8.51
"760","2014-08-05",8.85
"761","2014-08-06",8.47
"762","2014-08-07",9.49
"763","2014-08-08",9.23
"764","2014-08-11",9.27
"765","2014-08-12",9.37
"766","2014-08-13",10.04
"767","2014-08-14",9.75
"768","2014-08-15",9.74
"769","2014-08-18",9.69
"770","2014-08-19",9.91
"771","2014-08-20",9.86
"772","2014-08-21",9.7
"773","2014-08-22",9.38
"774","2014-08-25",9.48
"775","2014-08-26",9.78
"776","2014-08-27",9.9
"777","2014-08-28",10.16
"778","2014-08-29",10.3
"779","2014-09-02",10.1
"780","2014-09-03",10.08
"781","2014-09-04",9.73
"782","2014-09-05",9.64
"783","2014-09-08",10.35
"784","2014-09-09",10.84
"785","2014-09-10",11.27
"786","2014-09-11",11.5
"787","2014-09-12",11.81
"788","2014-09-15",11.57
"789","2014-09-16",11.99
"790","2014-09-17",12.29
"791","2014-09-18",12.37
"792","2014-09-19",12.7
"793","2014-09-22",11.93
"794","2014-09-23",12.56
"795","2014-09-24",12.34
"796","2014-09-25",12.18
"797","2014-09-26",12.03
"798","2014-09-29",12.13
"799","2014-09-30",12.28
"800","2014-10-01",12.56
"801","2014-10-02",12.45
"802","2014-10-03",12.78
"803","2014-10-06",12.23
"804","2014-10-07",12.01
"805","2014-10-08",12.2
"806","2014-10-09",12.24
"807","2014-10-10",11.97
"808","2014-10-13",10.96
"809","2014-10-14",10.61
"810","2014-10-15",10.91
"811","2014-10-16",11.08
"812","2014-10-17",11.67
"813","2014-10-20",11.89
"814","2014-10-21",12.24
"815","2014-10-22",11.87
"816","2014-10-23",12.55
"817","2014-10-24",12.34
"818","2014-10-27",12.69
"819","2014-10-28",12.85
"820","2014-10-29",12.79
"821","2014-10-30",12.75
"822","2014-10-31",12.94
"823","2014-11-03",12.95
"824","2014-11-04",13.08
"825","2014-11-05",12.36
"826","2014-11-06",13.26
"827","2014-11-07",12.99
"828","2014-11-10",12.92
"829","2014-11-11",13.05
"830","2014-11-12",13.1
"831","2014-11-13",12.39
"832","2014-11-14",12.25
"833","2014-11-17",12.5
"834","2014-11-18",12.85
"835","2014-11-19",12.62
"836","2014-11-20",12.43
"837","2014-11-21",11.93
"838","2014-11-24",12.15
"839","2014-11-25",12.5
"840","2014-11-26",12.89
"841","2014-11-28",12.78
"842","2014-12-01",12.19
"843","2014-12-02",12.37
"844","2014-12-03",12.79
"845","2014-12-04",12.57
"846","2014-12-05",13.05
"847","2014-12-08",12.99
"848","2014-12-09",13.47
"849","2014-12-10",12.74
"850","2014-12-11",12.75
"851","2014-12-12",12.71
"852","2014-12-15",12.81
"853","2014-12-16",12.57
"854","2014-12-17",13.21
"855","2014-12-18",13.09
"856","2014-12-19",13.44
"857","2014-12-22",13.23
"858","2014-12-23",12.25
"859","2014-12-24",12.38
"860","2014-12-26",12.63
"861","2014-12-29",12.7
"862","2014-12-30",12.7
"863","2014-12-31",12.89
"864","2015-01-02",12.8
"865","2015-01-05",13.03
"866","2015-01-06",13.56
"867","2015-01-07",13.97
"868","2015-01-08",14.22
"869","2015-01-09",14.29
"870","2015-01-12",14.13
"871","2015-01-13",14.23
"872","2015-01-14",14.02
"873","2015-01-15",14.27
"874","2015-01-16",15.33
"875","2015-01-20",15.5
"876","2015-01-21",15.68
"877","2015-01-22",16.049999
"878","2015-01-23",16.209999
"879","2015-01-26",16.440001
"880","2015-01-27",16.66
"881","2015-01-28",16.809999
"882","2015-01-29",17.08
"883","2015-01-30",16.43
"884","2015-02-02",15.75
"885","2015-02-03",15.45
"886","2015-02-04",15.54
"887","2015-02-05",16.139999
"888","2015-02-06",15.94
"889","2015-02-09",16.309999
"890","2015-02-10",16.49
"891","2015-02-11",16.57
"892","2015-02-12",17.25
"893","2015-02-13",16.84
"894","2015-02-17",17.16
"895","2015-02-18",17.139999
"896","2015-02-19",17.15
"897","2015-02-20",18.530001
"898","2015-02-23",18.57
"899","2015-02-24",18.51
"900","2015-02-25",18.66
"901","2015-02-26",19.07
"902","2015-02-27",20.530001
"903","2015-03-02",20.51
"904","2015-03-03",20.969999
"905","2015-03-04",21.17
"906","2015-03-05",20.84
"907","2015-03-06",21.91
"908","2015-03-09",21.9
"909","2015-03-10",22.040001
"910","2015-03-11",22.74
"911","2015-03-12",22.459999
"912","2015-03-13",22.469999
"913","2015-03-16",22.18
"914","2015-03-17",22.49
"915","2015-03-18",22.92
"916","2015-03-19",23.07
"917","2015-03-20",22.77
"918","2015-03-23",22.139999
"919","2015-03-24",22.02
"920","2015-03-25",20.6
"921","2015-03-26",21.120001
"922","2015-03-27",21.809999
"923","2015-03-30",25.780001
"924","2015-03-31",25.969999
"925","2015-04-01",26.01
"926","2015-04-02",25.969999
"927","2015-04-06",25.6
"928","2015-04-07",26.34
"929","2015-04-08",27.43
"930","2015-04-09",27.32
"931","2015-04-10",28.48
"932","2015-04-13",28.49
"933","2015-04-14",27.65
"934","2015-04-15",29.5
"935","2015-04-16",30.969999
"936","2015-04-17",30.82
"937","2015-04-20",31.639999
"938","2015-04-21",30.860001
"939","2015-04-22",30.959999
"940","2015-04-23",30.780001
"941","2015-04-24",31.75
"942","2015-04-27",29.549999
"943","2015-04-28",29.57
"944","2015-04-29",29.26
"945","2015-04-30",28.120001
"946","2015-05-01",29.219999
"947","2015-05-04",29.690001
"948","2015-05-05",28.82
"949","2015-05-06",28.530001
"950","2015-05-07",29.389999
"951","2015-05-08",27.620001
"952","2015-05-11",28.26
"953","2015-05-12",28.610001
"954","2015-05-13",28.16
"955","2015-05-14",28.4
"956","2015-05-15",29.030001
"957","2015-05-18",29.200001
"958","2015-05-19",29.219999
"959","2015-05-20",30.09
"960","2015-05-21",30.549999
"961","2015-05-22",32.049999
"962","2015-05-26",31.9
"963","2015-05-27",32.57
"964","2015-05-28",32.23
"965","2015-05-29",32.43
"966","2015-06-01",31.92
"967","2015-06-02",32.299999
"968","2015-06-03",32.139999
"969","2015-06-04",31.309999
"970","2015-06-05",32.27
"971","2015-06-08",32.32
"972","2015-06-09",31.459999
"973","2015-06-10",31.84
"974","2015-06-11",31.9
"975","2015-06-12",31.790001
"976","2015-06-15",31.879999
"977","2015-06-16",31.73
"978","2015-06-17",33.18
"979","2015-06-18",33.470001
"980","2015-06-19",33.880001
"981","2015-06-22",34.509998
"982","2015-06-23",34.27
"983","2015-06-24",33.07
"984","2015-06-25",33.419998
"985","2015-06-26",32.75
"986","2015-06-29",33.349998
"987","2015-06-30",34.740002
"988","2015-07-01",34.580002
"989","2015-07-02",34.869999
"990","2015-07-06",34.540001
"991","2015-07-07",33.860001
"992","2015-07-08",33.990002
"993","2015-07-09",34.810001
"994","2015-07-10",35.939999
"995","2015-07-13",34.970001
"996","2015-07-14",35.720001
