"","date","LOGC"
"416","2020-06-16",7.94
"417","2020-06-17",7.54
"418","2020-06-18",7.66
"419","2020-06-19",7.96
"420","2020-06-22",8.35
"421","2020-06-23",8.11
"422","2020-06-24",8.15
"423","2020-06-25",8.17
"424","2020-06-26",8.09
"425","2020-06-29",8.08
"426","2020-06-30",8.46
"427","2020-07-01",8.77
"428","2020-07-02",8.32
"429","2020-07-06",8.03
"430","2020-07-07",7.81
"431","2020-07-08",7.61
"432","2020-07-09",7.13
"433","2020-07-10",7.73
"434","2020-07-13",7.45
"435","2020-07-14",7.33
"436","2020-07-15",7.5
"437","2020-07-16",8.45
"438","2020-07-17",9.05
"439","2020-07-20",9.1
"440","2020-07-21",8.92
"441","2020-07-22",8.99
"442","2020-07-23",8.87
"443","2020-07-24",8.74
"444","2020-07-27",8.86
"445","2020-07-28",8.52
"446","2020-07-29",8.59
"447","2020-07-30",8.61
"448","2020-07-31",7.84
"449","2020-08-03",8.06
"450","2020-08-04",7.96
"451","2020-08-05",8.06
"452","2020-08-06",7.92
"453","2020-08-07",7.86
"454","2020-08-10",8.26
"455","2020-08-11",8.28
"456","2020-08-12",8.75
"457","2020-08-13",8.48
"458","2020-08-14",8
"459","2020-08-17",8.1
"460","2020-08-18",8.18
"461","2020-08-19",8.15
"462","2020-08-20",7.97
"463","2020-08-21",7.06
"464","2020-08-24",7.43
"465","2020-08-25",7.14
"466","2020-08-26",7.05
"467","2020-08-27",6.58
"468","2020-08-28",6.57
"469","2020-08-31",6.3
"470","2020-09-01",5.96
"471","2020-09-02",6.49
"472","2020-09-03",6.41
"473","2020-09-04",6.16
"474","2020-09-08",6.44
"475","2020-09-09",6.58
"476","2020-09-10",6.26
"477","2020-09-11",6.2
"478","2020-09-14",6.41
"479","2020-09-15",6.55
"480","2020-09-16",6.86
"481","2020-09-17",6.71
"482","2020-09-18",6.68
"483","2020-09-21",6.11
"484","2020-09-22",6.03
"485","2020-09-23",5.41
"486","2020-09-24",7
"487","2020-09-25",7
"488","2020-09-28",7.43
"489","2020-09-29",9.45
"490","2020-09-30",9.08
"491","2020-10-01",6.2
"492","2020-10-02",5.88
"493","2020-10-05",6.43
"494","2020-10-06",6.83
"495","2020-10-07",7.24
"496","2020-10-08",7.09
"497","2020-10-09",6.65
"498","2020-10-12",6.47
"499","2020-10-13",6.63
"500","2020-10-14",6.32
"501","2020-10-15",5.99
"502","2020-10-16",6.61
"503","2020-10-19",6.08
"504","2020-10-20",5.67
"505","2020-10-21",5.29
"506","2020-10-22",5.75
"507","2020-10-23",5.64
"508","2020-10-26",5.74
"509","2020-10-27",5.76
"510","2020-10-28",5.48
"511","2020-10-29",5.66
"512","2020-10-30",5.52
"513","2020-11-02",5.65
"514","2020-11-03",5.61
"515","2020-11-04",5.85
"516","2020-11-05",6.1
"517","2020-11-06",5.67
"518","2020-11-09",5.7
"519","2020-11-10",6.32
"520","2020-11-11",6.18
"521","2020-11-12",6.16
"522","2020-11-13",6.31
"523","2020-11-16",6.23
"524","2020-11-17",6.18
"525","2020-11-18",5.91
"526","2020-11-19",6.01
"527","2020-11-20",6.06
"528","2020-11-23",6.12
"529","2020-11-24",6.4
"530","2020-11-25",6.31
"531","2020-11-27",6.59
