"","date","OBCI"
"169","2007-09-04",1.9
"170","2007-09-05",1.9
"171","2007-09-06",1.88
"172","2007-09-07",1.87
"173","2007-09-10",1.84
"174","2007-09-11",1.87
"175","2007-09-12",1.9
"176","2007-09-13",1.87
"177","2007-09-14",1.78
"178","2007-09-17",1.97
"179","2007-09-18",1.93
"180","2007-09-19",1.82
"181","2007-09-20",1.93
"182","2007-09-21",1.85
"183","2007-09-24",2.02
"184","2007-09-25",2
"185","2007-09-26",1.93
"186","2007-09-27",1.85
"187","2007-09-28",1.89
"188","2007-10-01",1.91
"189","2007-10-02",1.98
"190","2007-10-03",1.9
"191","2007-10-04",1.94
"192","2007-10-05",1.89
"193","2007-10-08",1.87
"194","2007-10-09",1.91
"195","2007-10-10",1.85
"196","2007-10-11",1.81
"197","2007-10-12",1.8
"198","2007-10-15",1.66
"199","2007-10-16",1.72
"200","2007-10-17",1.76
"201","2007-10-18",1.72
"202","2007-10-19",1.72
"203","2007-10-22",1.76
"204","2007-10-23",1.79
"205","2007-10-24",1.78
"206","2007-10-25",1.79
"207","2007-10-26",1.7
"208","2007-10-29",1.7
"209","2007-10-30",1.73
"210","2007-10-31",1.7
"211","2007-11-01",1.68
"212","2007-11-02",1.7
"213","2007-11-05",1.65
"214","2007-11-06",1.68
"215","2007-11-07",1.72
"216","2007-11-08",1.82
"217","2007-11-09",1.84
"218","2007-11-12",1.93
"219","2007-11-13",1.88
"220","2007-11-14",1.81
"221","2007-11-15",1.84
"222","2007-11-16",1.71
"223","2007-11-19",1.7
"224","2007-11-20",1.69
"225","2007-11-21",1.83
"226","2007-11-23",1.7
"227","2007-11-26",1.54
"228","2007-11-27",1.47
"229","2007-11-28",1.44
"230","2007-11-29",1.36
"231","2007-11-30",1.29
"232","2007-12-03",1.39
"233","2007-12-04",1.36
"234","2007-12-05",1.33
"235","2007-12-06",1.39
"236","2007-12-07",1.27
"237","2007-12-10",1.38
"238","2007-12-11",1.38
"239","2007-12-12",1.38
"240","2007-12-13",1.34
"241","2007-12-14",1.34
"242","2007-12-17",1.32
"243","2007-12-18",1.32
"244","2007-12-19",1.31
"245","2007-12-20",1.35
"246","2007-12-21",1.35
"247","2007-12-24",1.29
"248","2007-12-26",1.35
"249","2007-12-27",1.29
"250","2007-12-28",1.33
"251","2007-12-31",1.33
"252","2008-01-02",1.27
"253","2008-01-03",1.33
"254","2008-01-04",1.33
"255","2008-01-07",1.36
"256","2008-01-08",1.37
"257","2008-01-09",1.34
"258","2008-01-10",1.32
"259","2008-01-11",1.39
"260","2008-01-14",1.35
"261","2008-01-15",1.3
"262","2008-01-16",1.32
"263","2008-01-17",1.3
"264","2008-01-18",1.28
"265","2008-01-22",1.28
"266","2008-01-23",1.33
"267","2008-01-24",1.29
"268","2008-01-25",1.28
"269","2008-01-28",1.3
"270","2008-01-29",1.3
"271","2008-01-30",1.3
"272","2008-01-31",1.25
"273","2008-02-01",1.32
"274","2008-02-04",1.26
"275","2008-02-05",1.3
"276","2008-02-06",1.27
"277","2008-02-07",1.25
"278","2008-02-08",1.25
"279","2008-02-11",1.31
"280","2008-02-12",1.24
"281","2008-02-13",1.24
"282","2008-02-14",1.26
"283","2008-02-15",1.31
"284","2008-02-19",1.25
"285","2008-02-20",1.3
"286","2008-02-21",1.3
"287","2008-02-22",1.3
"288","2008-02-25",1.29
"289","2008-02-26",1.32
"290","2008-02-27",1.38
"291","2008-02-28",1.35
"292","2008-02-29",1.39
"293","2008-03-03",1.39
"294","2008-03-04",1.5
"295","2008-03-05",1.44
"296","2008-03-06",1.5
"297","2008-03-07",1.47
"298","2008-03-10",1.44
"299","2008-03-11",1.39
"300","2008-03-12",1.36
"301","2008-03-13",1.41
"302","2008-03-14",1.37
"303","2008-03-17",1.45
"304","2008-03-18",1.4
"305","2008-03-19",1.38
"306","2008-03-20",1.41
"307","2008-03-24",1.41
"308","2008-03-25",1.45
"309","2008-03-26",1.43
"310","2008-03-27",1.41
"311","2008-03-28",1.45
"312","2008-03-31",1.4
"313","2008-04-01",1.44
"314","2008-04-02",1.41
"315","2008-04-03",1.39
"316","2008-04-04",1.43
"317","2008-04-07",1.5
"318","2008-04-08",1.5
"319","2008-04-09",1.49
"320","2008-04-10",1.5
"321","2008-04-11",1.49
"322","2008-04-14",1.4
"323","2008-04-15",1.45
"324","2008-04-16",1.39
"325","2008-04-17",1.44
"326","2008-04-18",1.41
"327","2008-04-21",1.39
"328","2008-04-22",1.36
"329","2008-04-23",1.34
"330","2008-04-24",1.3
"331","2008-04-25",1.3
"332","2008-04-28",1.29
"333","2008-04-29",1.35
"334","2008-04-30",1.33
"335","2008-05-01",1.35
"336","2008-05-02",1.28
"337","2008-05-05",1.26
"338","2008-05-06",1.3
"339","2008-05-07",1.33
"340","2008-05-08",1.33
"341","2008-05-09",1.4
"342","2008-05-12",1.34
"343","2008-05-13",1.32
"344","2008-05-14",1.32
"345","2008-05-15",1.32
"346","2008-05-16",1.32
"347","2008-05-19",1.29
"348","2008-05-20",1.3
"349","2008-05-21",1.24
"350","2008-05-22",1.26
"351","2008-05-23",1.24
"352","2008-05-27",1.2
"353","2008-05-28",1.2
"354","2008-05-29",1.2
"355","2008-05-30",1.1
"356","2008-06-02",1.17
"357","2008-06-03",1.14
"358","2008-06-04",1.15
"359","2008-06-05",1.14
"360","2008-06-06",1.29
"361","2008-06-09",1.24
"362","2008-06-10",1.24
"363","2008-06-11",1.2
"364","2008-06-12",1.22
"365","2008-06-13",1.28
"366","2008-06-16",1.32
"367","2008-06-17",1.31
"368","2008-06-18",1.29
"369","2008-06-19",1.27
"370","2008-06-20",1.27
"371","2008-06-23",1.25
"372","2008-06-24",1.28
"373","2008-06-25",1.24
"374","2008-06-26",1.09
"375","2008-06-27",1.17
"376","2008-06-30",1.15
"377","2008-07-01",1.16
"378","2008-07-02",1.06
"379","2008-07-03",1.16
"380","2008-07-07",1.13
"381","2008-07-08",1.13
"382","2008-07-09",1.13
"383","2008-07-10",1.13
"384","2008-07-11",1.13
"385","2008-07-14",1.09
"386","2008-07-15",1.02
"387","2008-07-16",1.03
"388","2008-07-17",1.08
"389","2008-07-18",1.15
"390","2008-07-21",1.14
"391","2008-07-22",1.05
"392","2008-07-23",1.04
"393","2008-07-24",1.03
"394","2008-07-25",1
"395","2008-07-28",0.93
"396","2008-07-29",0.97
"397","2008-07-30",1.02
"398","2008-07-31",1.01
"399","2008-08-01",1.01
"400","2008-08-04",1.08
"401","2008-08-05",1.08
"402","2008-08-06",1.04
"403","2008-08-07",1.16
"404","2008-08-08",1.18
"405","2008-08-11",1.18
"406","2008-08-12",1.17
"407","2008-08-13",1.09
"408","2008-08-14",1.1
"409","2008-08-15",1.12
"410","2008-08-18",1.1
"411","2008-08-19",1.08
"412","2008-08-20",0.94
"413","2008-08-21",1.05
"414","2008-08-22",0.97
"415","2008-08-25",1.07
"416","2008-08-26",1.04
"417","2008-08-27",1.07
"418","2008-08-28",1.06
"419","2008-08-29",1.05
"420","2008-09-02",1.02
"421","2008-09-03",0.97
"422","2008-09-04",0.94
"423","2008-09-05",0.98
"424","2008-09-08",0.99
"425","2008-09-09",0.99
"426","2008-09-10",0.95
"427","2008-09-11",0.94
"428","2008-09-12",0.93
"429","2008-09-15",0.97
"430","2008-09-16",0.98
"431","2008-09-17",0.98
"432","2008-09-18",0.96
"433","2008-09-19",0.98
"434","2008-09-22",0.98
"435","2008-09-23",0.93
"436","2008-09-24",0.97
"437","2008-09-25",0.98
"438","2008-09-26",0.95
"439","2008-09-29",1
"440","2008-09-30",0.96
"441","2008-10-01",0.95
"442","2008-10-02",0.9
"443","2008-10-03",0.9
"444","2008-10-06",0.93
"445","2008-10-07",0.9
"446","2008-10-08",0.9
"447","2008-10-09",0.9
"448","2008-10-10",0.88
"449","2008-10-13",0.88
"450","2008-10-14",0.88
"451","2008-10-15",0.9
"452","2008-10-16",0.9
"453","2008-10-17",0.89
"454","2008-10-20",0.86
"455","2008-10-21",0.86
"456","2008-10-22",0.71
"457","2008-10-23",0.8
"458","2008-10-24",0.79
"459","2008-10-27",0.79
"460","2008-10-28",0.79
"461","2008-10-29",0.79
"462","2008-10-30",0.79
"463","2008-10-31",0.78
"464","2008-11-03",0.77
"465","2008-11-04",0.77
"466","2008-11-05",0.77
"467","2008-11-06",0.76
"468","2008-11-07",0.74
"469","2008-11-10",0.79
"470","2008-11-11",0.74
"471","2008-11-12",0.79
"472","2008-11-13",0.75
"473","2008-11-14",0.79
"474","2008-11-17",0.79
"475","2008-11-18",0.75
"476","2008-11-19",0.74
"477","2008-11-20",0.7
"478","2008-11-21",0.68
"479","2008-11-24",0.68
"480","2008-11-25",0.71
"481","2008-11-26",0.66
"482","2008-11-28",0.69
"483","2008-12-01",0.69
"484","2008-12-02",0.69
"485","2008-12-03",0.66
"486","2008-12-04",0.66
"487","2008-12-05",0.66
"488","2008-12-08",0.69
"489","2008-12-09",0.69
"490","2008-12-10",0.68
"491","2008-12-11",0.64
"492","2008-12-12",0.65
"493","2008-12-15",0.65
"494","2008-12-16",0.62
"495","2008-12-17",0.65
"496","2008-12-18",0.63
"497","2008-12-19",0.68
"498","2008-12-22",0.68
"499","2008-12-23",0.65
"500","2008-12-24",0.66
"501","2008-12-26",0.65
"502","2008-12-29",0.62
"503","2008-12-30",0.7
"504","2008-12-31",0.7
"505","2009-01-02",0.69
"506","2009-01-05",0.7
"507","2009-01-06",0.7
"508","2009-01-07",0.7
"509","2009-01-08",0.7
"510","2009-01-09",0.69
"511","2009-01-12",0.69
"512","2009-01-13",0.69
"513","2009-01-14",0.69
"514","2009-01-15",0.69
"515","2009-01-16",0.69
"516","2009-01-20",0.7
"517","2009-01-21",0.7
"518","2009-01-22",0.7
"519","2009-01-23",0.7
"520","2009-01-26",0.65
"521","2009-01-27",0.65
"522","2009-01-28",0.65
"523","2009-01-29",0.64
"524","2009-01-30",0.63
"525","2009-02-02",0.63
"526","2009-02-03",0.63
"527","2009-02-04",0.63
"528","2009-02-05",0.63
"529","2009-02-06",0.63
"530","2009-02-09",0.62
"531","2009-02-10",0.62
"532","2009-02-11",0.62
"533","2009-02-12",0.62
"534","2009-02-13",0.62
"535","2009-02-17",0.62
"536","2009-02-18",0.62
"537","2009-02-19",0.68
"538","2009-02-20",0.68
"539","2009-02-23",0.68
"540","2009-02-24",0.68
"541","2009-02-25",0.68
"542","2009-02-26",0.68
"543","2009-02-27",0.68
"544","2009-03-02",0.62
"545","2009-03-03",0.6
"546","2009-03-04",0.6
"547","2009-03-05",0.6
"548","2009-03-06",0.6
"549","2009-03-09",0.6
"550","2009-03-10",0.57
"551","2009-03-11",0.57
"552","2009-03-12",0.57
"553","2009-03-13",0.57
"554","2009-03-16",0.57
"555","2009-03-17",0.57
"556","2009-03-18",0.5
"557","2009-03-19",0.53
"558","2009-03-20",0.55
"559","2009-03-23",0.54
"560","2009-03-24",0.57
"561","2009-03-25",0.54
"562","2009-03-26",0.76
"563","2009-03-27",0.91
"564","2009-03-30",0.8
"565","2009-03-31",0.65
"566","2009-04-01",0.65
"567","2009-04-02",0.64
"568","2009-04-03",0.59
"569","2009-04-06",0.78
"570","2009-04-07",0.78
"571","2009-04-08",0.69
"572","2009-04-09",0.67
"573","2009-04-13",0.69
"574","2009-04-14",0.69
"575","2009-04-15",0.68
"576","2009-04-16",0.68
"577","2009-04-17",0.67
"578","2009-04-20",0.68
"579","2009-04-21",0.65
"580","2009-04-22",0.65
"581","2009-04-23",0.65
"582","2009-04-24",0.65
"583","2009-04-27",0.65
"584","2009-04-28",0.65
"585","2009-04-29",0.61
"586","2009-04-30",0.67
"587","2009-05-01",0.67
"588","2009-05-04",0.65
"589","2009-05-05",0.63
"590","2009-05-06",0.63
"591","2009-05-07",0.6
"592","2009-05-08",0.67
"593","2009-05-11",0.67
"594","2009-05-12",0.78
"595","2009-05-13",1.11
"596","2009-05-14",1.05
"597","2009-05-15",0.95
"598","2009-05-18",0.91
"599","2009-05-19",1
"600","2009-05-20",0.98
"601","2009-05-21",0.91
"602","2009-05-22",0.91
"603","2009-05-26",0.91
"604","2009-05-27",0.91
"605","2009-05-28",0.91
"606","2009-05-29",0.97
"607","2009-06-01",0.9
"608","2009-06-02",0.9
"609","2009-06-03",0.9
"610","2009-06-04",0.9
"611","2009-06-05",0.88
"612","2009-06-08",0.9
"613","2009-06-09",0.9
"614","2009-06-10",0.9
"615","2009-06-11",1.04
"616","2009-06-12",1.02
"617","2009-06-15",0.9
"618","2009-06-16",0.89
"619","2009-06-17",0.88
"620","2009-06-18",0.88
"621","2009-06-19",0.86
"622","2009-06-22",0.86
"623","2009-06-23",0.97
"624","2009-06-24",0.97
"625","2009-06-25",0.87
"626","2009-06-26",0.88
"627","2009-06-29",0.89
"628","2009-06-30",0.88
"629","2009-07-01",0.88
"630","2009-07-02",0.95
"631","2009-07-06",0.95
"632","2009-07-07",0.95
"633","2009-07-08",0.85
"634","2009-07-09",0.83
"635","2009-07-10",0.94
"636","2009-07-13",0.8
"637","2009-07-14",0.8
"638","2009-07-15",0.94
"639","2009-07-16",0.93
"640","2009-07-17",0.93
"641","2009-07-20",0.82
"642","2009-07-21",0.85
"643","2009-07-22",0.85
"644","2009-07-23",0.96
"645","2009-07-24",0.86
"646","2009-07-27",0.94
"647","2009-07-28",0.99
"648","2009-07-29",0.94
"649","2009-07-30",0.99
"650","2009-07-31",1.1
"651","2009-08-03",1.1
"652","2009-08-04",1.05
"653","2009-08-05",1.08
"654","2009-08-06",1.12
"655","2009-08-07",1.14
"656","2009-08-10",1.1
"657","2009-08-11",1.15
"658","2009-08-12",1.09
"659","2009-08-13",1.18
"660","2009-08-14",0.99
"661","2009-08-17",0.88
"662","2009-08-18",0.84
"663","2009-08-19",0.82
"664","2009-08-20",0.84
"665","2009-08-21",0.85
"666","2009-08-24",0.84
"667","2009-08-25",0.84
"668","2009-08-26",0.82
"669","2009-08-27",0.82
"670","2009-08-28",0.82
"671","2009-08-31",0.8
"672","2009-09-01",0.85
"673","2009-09-02",0.89
"674","2009-09-03",0.94
"675","2009-09-04",0.92
"676","2009-09-08",0.85
"677","2009-09-09",0.84
"678","2009-09-10",0.84
"679","2009-09-11",0.84
"680","2009-09-14",0.84
"681","2009-09-15",0.87
"682","2009-09-16",0.86
"683","2009-09-17",0.84
"684","2009-09-18",0.83
"685","2009-09-21",0.93
"686","2009-09-22",0.9
"687","2009-09-23",0.91
"688","2009-09-24",0.91
"689","2009-09-25",0.83
"690","2009-09-28",0.91
"691","2009-09-29",0.91
"692","2009-09-30",0.85
"693","2009-10-01",0.82
"694","2009-10-02",0.86
"695","2009-10-05",0.89
"696","2009-10-06",0.88
"697","2009-10-07",0.87
"698","2009-10-08",0.89
"699","2009-10-09",0.86
"700","2009-10-12",0.86
"701","2009-10-13",0.9
"702","2009-10-14",0.96
"703","2009-10-15",0.92
"704","2009-10-16",0.9
"705","2009-10-19",0.93
"706","2009-10-20",0.93
"707","2009-10-21",0.92
"708","2009-10-22",0.92
"709","2009-10-23",0.92
"710","2009-10-26",0.91
"711","2009-10-27",0.91
"712","2009-10-28",0.9
"713","2009-10-29",0.82
"714","2009-10-30",0.83
"715","2009-11-02",0.92
"716","2009-11-03",0.9
"717","2009-11-04",0.92
"718","2009-11-05",0.93
"719","2009-11-06",0.87
"720","2009-11-09",0.92
"721","2009-11-10",1.08
"722","2009-11-11",1.15
"723","2009-11-12",1.05
"724","2009-11-13",0.97
"725","2009-11-16",0.93
"726","2009-11-17",0.9
"727","2009-11-18",0.92
"728","2009-11-19",0.86
"729","2009-11-20",0.9
"730","2009-11-23",0.93
"731","2009-11-24",0.91
"732","2009-11-25",0.85
"733","2009-11-27",0.93
"734","2009-11-30",0.92
"735","2009-12-01",0.86
"736","2009-12-02",0.9
"737","2009-12-03",0.84
"738","2009-12-04",0.85
"739","2009-12-07",0.85
"740","2009-12-08",0.91
"741","2009-12-09",0.91
"742","2009-12-10",0.88
"743","2009-12-11",0.88
"744","2009-12-14",0.91
"745","2009-12-15",0.87
"746","2009-12-16",0.92
"747","2009-12-17",0.92
"748","2009-12-18",0.87
"749","2009-12-21",0.95
"750","2009-12-22",1
"751","2009-12-23",1
"752","2009-12-24",1
"753","2009-12-28",0.95
"754","2009-12-29",1
"755","2009-12-30",1
"756","2009-12-31",1
"757","2010-01-04",0.98
"758","2010-01-05",0.98
"759","2010-01-06",0.96
"760","2010-01-07",1
"761","2010-01-08",1.02
"762","2010-01-11",1.13
"763","2010-01-12",1.03
"764","2010-01-13",1.02
"765","2010-01-14",1.18
"766","2010-01-15",1.1
"767","2010-01-19",1.08
"768","2010-01-20",1.15
"769","2010-01-21",1.1
"770","2010-01-22",1.08
"771","2010-01-25",1.06
"772","2010-01-26",1.1
"773","2010-01-27",1.09
"774","2010-01-28",1.06
"775","2010-01-29",1
"776","2010-02-01",1.09
"777","2010-02-02",1.05
"778","2010-02-03",1.06
"779","2010-02-04",1.06
"780","2010-02-05",1.09
"781","2010-02-08",1.07
"782","2010-02-09",1.05
"783","2010-02-10",1.1
"784","2010-02-11",1.1
"785","2010-02-12",1.08
"786","2010-02-16",1.08
"787","2010-02-17",1.05
"788","2010-02-18",1.03
"789","2010-02-19",1.13
"790","2010-02-22",1.19
"791","2010-02-23",1.25
"792","2010-02-24",1.3
"793","2010-02-25",1.23
"794","2010-02-26",1.34
"795","2010-03-01",1.36
"796","2010-03-02",1.37
"797","2010-03-03",1.4
"798","2010-03-04",1.33
"799","2010-03-05",1.35
"800","2010-03-08",1.3
"801","2010-03-09",1.3
"802","2010-03-10",1.38
"803","2010-03-11",1.35
"804","2010-03-12",1.36
"805","2010-03-15",1.4
"806","2010-03-16",1.46
"807","2010-03-17",1.46
"808","2010-03-18",1.34
"809","2010-03-19",1.45
"810","2010-03-22",1.46
"811","2010-03-23",1.59
"812","2010-03-24",1.46
"813","2010-03-25",1.56
"814","2010-03-26",1.48
"815","2010-03-29",1.41
"816","2010-03-30",1.75
"817","2010-03-31",1.69
"818","2010-04-01",1.67
"819","2010-04-05",1.7
"820","2010-04-06",1.79
"821","2010-04-07",1.75
"822","2010-04-08",1.9
"823","2010-04-09",1.91
"824","2010-04-12",1.95
"825","2010-04-13",1.91
"826","2010-04-14",1.86
"827","2010-04-15",1.96
"828","2010-04-16",1.94
"829","2010-04-19",1.89
"830","2010-04-20",1.8
"831","2010-04-21",2.02
"832","2010-04-22",2.05
"833","2010-04-23",2.09
"834","2010-04-26",2.08
"835","2010-04-27",2.02
"836","2010-04-28",2.36
"837","2010-04-29",2.52
"838","2010-04-30",2.39
"839","2010-05-03",2.31
"840","2010-05-04",2.21
"841","2010-05-05",2.12
"842","2010-05-06",2.1
"843","2010-05-07",2.1
"844","2010-05-10",2.11
"845","2010-05-11",2.27
"846","2010-05-12",2.58
"847","2010-05-13",2.61
"848","2010-05-14",2.32
"849","2010-05-17",2.21
"850","2010-05-18",2.22
"851","2010-05-19",2.24
"852","2010-05-20",1.91
"853","2010-05-21",2.19
"854","2010-05-24",2.16
"855","2010-05-25",2.15
"856","2010-05-26",2.08
"857","2010-05-27",2.11
"858","2010-05-28",2.21
"859","2010-06-01",2.1
"860","2010-06-02",2.14
"861","2010-06-03",2.06
"862","2010-06-04",2.16
"863","2010-06-07",2.1
"864","2010-06-08",2.06
"865","2010-06-09",2.07
"866","2010-06-10",2.1
"867","2010-06-11",2.06
"868","2010-06-14",2.18
"869","2010-06-15",2.27
"870","2010-06-16",2.19
"871","2010-06-17",2.25
"872","2010-06-18",2.26
"873","2010-06-21",2.2
"874","2010-06-22",2.27
"875","2010-06-23",2.25
"876","2010-06-24",2.28
"877","2010-06-25",2.16
"878","2010-06-28",2.12
"879","2010-06-29",2.05
"880","2010-06-30",2.13
"881","2010-07-01",1.88
"882","2010-07-02",1.98
"883","2010-07-06",2.05
"884","2010-07-07",2.01
"885","2010-07-08",2.09
"886","2010-07-09",2.14
"887","2010-07-12",2.15
"888","2010-07-13",2.05
"889","2010-07-14",2.13
"890","2010-07-15",2.14
"891","2010-07-16",2.12
"892","2010-07-19",2.15
"893","2010-07-20",2.31
"894","2010-07-21",2.2
"895","2010-07-22",2.2
"896","2010-07-23",2.12
"897","2010-07-26",2.29
"898","2010-07-27",2.25
"899","2010-07-28",2.19
"900","2010-07-29",2.13
"901","2010-07-30",2.08
"902","2010-08-02",2.22
"903","2010-08-03",2.17
"904","2010-08-04",2.12
"905","2010-08-05",2.12
"906","2010-08-06",2.24
"907","2010-08-09",2.15
"908","2010-08-10",2.18
"909","2010-08-11",2.25
"910","2010-08-12",2.29
"911","2010-08-13",2.07
"912","2010-08-16",2.03
"913","2010-08-17",2
"914","2010-08-18",1.95
"915","2010-08-19",1.9
"916","2010-08-20",1.7
"917","2010-08-23",1.73
"918","2010-08-24",1.72
"919","2010-08-25",1.7
"920","2010-08-26",1.7
"921","2010-08-27",1.7
"922","2010-08-30",1.71
"923","2010-08-31",1.7
"924","2010-09-01",1.75
"925","2010-09-02",1.7
"926","2010-09-03",1.7
"927","2010-09-07",1.65
"928","2010-09-08",1.63
"929","2010-09-09",1.63
"930","2010-09-10",1.68
"931","2010-09-13",1.65
"932","2010-09-14",1.67
"933","2010-09-15",1.71
"934","2010-09-16",1.74
"935","2010-09-17",1.66
"936","2010-09-20",1.71
"937","2010-09-21",1.73
"938","2010-09-22",1.77
"939","2010-09-23",1.75
"940","2010-09-24",1.75
"941","2010-09-27",1.68
"942","2010-09-28",1.75
"943","2010-09-29",1.8
"944","2010-09-30",1.83
"945","2010-10-01",1.75
"946","2010-10-04",1.85
"947","2010-10-05",1.86
"948","2010-10-06",1.85
"949","2010-10-07",1.85
"950","2010-10-08",1.87
"951","2010-10-11",1.84
"952","2010-10-12",1.9
"953","2010-10-13",1.9
"954","2010-10-14",2.1
"955","2010-10-15",2.02
"956","2010-10-18",1.97
"957","2010-10-19",1.96
"958","2010-10-20",1.95
"959","2010-10-21",2
"960","2010-10-22",2
"961","2010-10-25",2.05
"962","2010-10-26",2.03
"963","2010-10-27",2.01
"964","2010-10-28",2.02
"965","2010-10-29",2.01
"966","2010-11-01",2.05
"967","2010-11-02",2.06
"968","2010-11-03",2.15
"969","2010-11-04",1.96
"970","2010-11-05",2.15
"971","2010-11-08",2.21
"972","2010-11-09",2.24
"973","2010-11-10",2.17
"974","2010-11-11",2.1
"975","2010-11-12",2.08
"976","2010-11-15",1.91
"977","2010-11-16",1.96
"978","2010-11-17",1.94
"979","2010-11-18",1.83
"980","2010-11-19",1.84
"981","2010-11-22",1.75
"982","2010-11-23",1.72
"983","2010-11-24",1.75
"984","2010-11-26",1.72
"985","2010-11-29",1.74
"986","2010-11-30",1.79
"987","2010-12-01",1.78
"988","2010-12-02",1.8
"989","2010-12-03",1.73
"990","2010-12-06",1.78
"991","2010-12-07",1.7
"992","2010-12-08",1.73
"993","2010-12-09",1.8
"994","2010-12-10",1.92
"995","2010-12-13",2.05
"996","2010-12-14",2.01
"997","2010-12-15",2.03
"998","2010-12-16",1.96
"999","2010-12-17",1.86
"1000","2010-12-20",1.82
"1001","2010-12-21",1.93
