"","date","SWAV"
"390","2020-09-21",69.690002
"391","2020-09-22",70.25
"392","2020-09-23",69.379997
"393","2020-09-24",70.290001
"394","2020-09-25",71.949997
"395","2020-09-28",73.650002
"396","2020-09-29",74.510002
"397","2020-09-30",75.800003
"398","2020-10-01",74.970001
"399","2020-10-02",75.050003
"400","2020-10-05",76.779999
"401","2020-10-06",74.870003
"402","2020-10-07",76.050003
"403","2020-10-08",76.550003
"404","2020-10-09",78.309998
"405","2020-10-12",77.660004
"406","2020-10-13",77.709999
"407","2020-10-14",73.709999
"408","2020-10-15",74.75
"409","2020-10-16",78.220001
"410","2020-10-19",77.370003
"411","2020-10-20",74.050003
"412","2020-10-21",71.550003
"413","2020-10-22",71.57
"414","2020-10-23",72.830002
"415","2020-10-26",72.349998
"416","2020-10-27",72.25
"417","2020-10-28",70.230003
"418","2020-10-29",69.879997
"419","2020-10-30",68.32
"420","2020-11-02",67.440002
"421","2020-11-03",69.760002
"422","2020-11-04",71.669998
"423","2020-11-05",74.660004
"424","2020-11-06",75.559998
"425","2020-11-09",82
"426","2020-11-10",86.68
"427","2020-11-11",88.800003
"428","2020-11-12",90.480003
"429","2020-11-13",94.25
"430","2020-11-16",94.949997
"431","2020-11-17",95.480003
"432","2020-11-18",96.5
"433","2020-11-19",96.150002
"434","2020-11-20",98.040001
"435","2020-11-23",98.639999
"436","2020-11-24",98.790001
"437","2020-11-25",97.139999
"438","2020-11-27",99.190002
