"","date","MNCLU"
"315","2020-05-07",10.32
"316","2020-05-08",10.32
"317","2020-05-11",10.32
"318","2020-05-12",10.32
"319","2020-05-13",10.32
"320","2020-05-14",10.32
"321","2020-05-15",10.32
"322","2020-05-18",10.32
"323","2020-05-19",10.32
"324","2020-05-20",10.83
"325","2020-05-21",10.83
"326","2020-05-22",10.83
"327","2020-05-26",10.83
"328","2020-05-27",10.83
"329","2020-05-28",10.83
"330","2020-05-29",10.83
"331","2020-06-01",10.83
"332","2020-06-02",10.83
"333","2020-06-03",10.83
"334","2020-06-04",10.83
"335","2020-06-05",10.83
"336","2020-06-08",10.83
"337","2020-06-09",10.83
"338","2020-06-10",10.83
"339","2020-06-11",10.83
"340","2020-06-12",10.83
"341","2020-06-15",10.83
"342","2020-06-16",10.83
"343","2020-06-17",10.83
"344","2020-06-18",10.83
"345","2020-06-19",10.83
"346","2020-06-22",11
"347","2020-06-23",11
"348","2020-06-24",11
"349","2020-06-25",11
"350","2020-06-26",11
"351","2020-06-29",11
"352","2020-06-30",11
"353","2020-07-01",11
"354","2020-07-02",11
"355","2020-07-06",11
"356","2020-07-07",11
"357","2020-07-08",11
"358","2020-07-09",11
"359","2020-07-10",11
"360","2020-07-13",11
"361","2020-07-14",11
"362","2020-07-15",11
"363","2020-07-16",11
"364","2020-07-17",11
"365","2020-07-20",11
"366","2020-07-21",11
"367","2020-07-22",11
"368","2020-07-23",11
"369","2020-07-24",11
"370","2020-07-27",11
"371","2020-07-28",11
"372","2020-07-29",11
"373","2020-07-30",11
"374","2020-07-31",11
"375","2020-08-03",11
"376","2020-08-04",11
"377","2020-08-05",11
"378","2020-08-06",11
"379","2020-08-07",11
"380","2020-08-10",11
"381","2020-08-11",11
"382","2020-08-12",11
"383","2020-08-13",11
"384","2020-08-14",11
"385","2020-08-17",11
"386","2020-08-18",11
"387","2020-08-19",11
"388","2020-08-20",11
"389","2020-08-21",11
"390","2020-08-24",11
"391","2020-08-25",11
"392","2020-08-26",11
"393","2020-08-27",11
"394","2020-08-28",11
"395","2020-08-31",11
"396","2020-09-01",11
"397","2020-09-02",11
"398","2020-09-03",11
"399","2020-09-04",11
"400","2020-09-08",11
"401","2020-09-09",11.816
"402","2020-09-10",11.816
"403","2020-09-11",11.816
"404","2020-09-14",11.5
"405","2020-09-15",11.97
"406","2020-09-16",11.97
"407","2020-09-17",11.97
"408","2020-09-18",11.97
"409","2020-09-21",11.97
"410","2020-09-22",11.97
"411","2020-09-23",11.97
"412","2020-09-24",11.97
"413","2020-09-25",11.97
"414","2020-09-28",11.97
"415","2020-09-29",11.97
"416","2020-09-30",11.97
"417","2020-10-01",11.97
"418","2020-10-02",11.97
"419","2020-10-05",11.97
"420","2020-10-06",11.97
"421","2020-10-07",11.97
"422","2020-10-08",11.97
"423","2020-10-09",11.97
"424","2020-10-12",11.97
"425","2020-10-13",11.97
"426","2020-10-14",11.97
"427","2020-10-15",11.97
"428","2020-10-16",11.97
"429","2020-10-19",11.97
"430","2020-10-20",11.97
"431","2020-10-21",11.97
"432","2020-10-22",11.97
"433","2020-10-23",11.97
"434","2020-10-26",11.97
"435","2020-10-27",11.97
"436","2020-10-28",11.97
"437","2020-10-29",11.97
"438","2020-10-30",11.97
"439","2020-11-02",10.015
"440","2020-11-03",10.015
"441","2020-11-04",9.82
"442","2020-11-05",10.2
"443","2020-11-06",10.2
"444","2020-11-09",10.5
"445","2020-11-10",10.5
"446","2020-11-11",10.8
"447","2020-11-12",10.65
"448","2020-11-13",11.2
"449","2020-11-16",11.2
"450","2020-11-17",11.2
"451","2020-11-18",10.383
"452","2020-11-19",11.05
"453","2020-11-20",11.05
"454","2020-11-23",10.4
"455","2020-11-24",10.4
"456","2020-11-25",10.4
"457","2020-11-27",10.4
