"","date","HBT"
"271","2020-11-05",12.54
"272","2020-11-06",12.28
"273","2020-11-09",13.58
"274","2020-11-10",13.71
"275","2020-11-11",13.71
"276","2020-11-12",13.16
"277","2020-11-13",13.53
"278","2020-11-16",13.85
"279","2020-11-17",13.66
"280","2020-11-18",13.55
"281","2020-11-19",13.25
"282","2020-11-20",13.5
"283","2020-11-23",13.42
"284","2020-11-24",13.9
"285","2020-11-25",14.04
"286","2020-11-27",14.05
