"","date","NMTR"
"1003","2020-07-02",0.64
"1004","2020-07-06",0.622
"1005","2020-07-07",0.583
"1006","2020-07-08",0.616
"1007","2020-07-09",0.58
"1008","2020-07-10",0.549
"1009","2020-07-13",0.502
"1010","2020-07-14",0.524
"1011","2020-07-15",0.52
"1012","2020-07-16",0.536
"1013","2020-07-17",0.545
"1014","2020-07-20",0.55
"1015","2020-07-21",0.58
"1016","2020-07-22",0.571
"1017","2020-07-23",0.538
"1018","2020-07-24",0.514
"1019","2020-07-27",0.509
"1020","2020-07-28",0.531
"1021","2020-07-29",0.489
"1022","2020-07-30",0.495
"1023","2020-07-31",0.476
"1024","2020-08-03",0.49
"1025","2020-08-04",0.499
"1026","2020-08-05",0.508
"1027","2020-08-06",0.505
"1028","2020-08-07",0.498
"1029","2020-08-10",0.518
"1030","2020-08-11",0.509
"1031","2020-08-12",0.485
"1032","2020-08-13",0.475
"1033","2020-08-14",0.569
"1034","2020-08-17",0.558
"1035","2020-08-18",0.65
"1036","2020-08-19",0.844
"1037","2020-08-20",0.711
"1038","2020-08-21",0.659
"1039","2020-08-24",0.624
"1040","2020-08-25",0.663
"1041","2020-08-26",0.61
"1042","2020-08-27",0.571
"1043","2020-08-28",0.605
"1044","2020-08-31",0.652
"1045","2020-09-01",0.609
"1046","2020-09-02",0.595
"1047","2020-09-03",0.58
"1048","2020-09-04",0.609
"1049","2020-09-08",0.618
"1050","2020-09-09",0.61
"1051","2020-09-10",0.63
"1052","2020-09-11",0.655
"1053","2020-09-14",0.738
"1054","2020-09-15",0.701
"1055","2020-09-16",0.71
"1056","2020-09-17",0.681
"1057","2020-09-18",0.67
"1058","2020-09-21",0.681
"1059","2020-09-22",0.69
"1060","2020-09-23",0.73
"1061","2020-09-24",0.729
"1062","2020-09-25",0.765
"1063","2020-09-28",0.795
"1064","2020-09-29",0.797
"1065","2020-09-30",0.815
"1066","2020-10-01",0.827
"1067","2020-10-02",0.85
"1068","2020-10-05",0.84
"1069","2020-10-06",0.814
"1070","2020-10-07",0.812
"1071","2020-10-08",0.812
"1072","2020-10-09",0.83
"1073","2020-10-12",0.806
"1074","2020-10-13",0.79
"1075","2020-10-14",0.76
"1076","2020-10-15",0.741
"1077","2020-10-16",0.77
"1078","2020-10-19",0.752
"1079","2020-10-20",0.75
"1080","2020-10-21",0.737
"1081","2020-10-22",0.764
"1082","2020-10-23",0.77
"1083","2020-10-26",0.706
"1084","2020-10-27",0.702
"1085","2020-10-28",0.697
"1086","2020-10-29",0.683
"1087","2020-10-30",0.65
"1088","2020-11-02",0.649
"1089","2020-11-03",0.659
"1090","2020-11-04",0.675
"1091","2020-11-05",0.715
"1092","2020-11-06",0.723
"1093","2020-11-09",0.696
"1094","2020-11-10",0.701
"1095","2020-11-11",0.711
"1096","2020-11-12",0.748
"1097","2020-11-13",0.83
"1098","2020-11-16",0.892
"1099","2020-11-17",1.02
"1100","2020-11-18",0.967
"1101","2020-11-19",0.996
"1102","2020-11-20",1.03
"1103","2020-11-23",1.11
"1104","2020-11-24",1.1
"1105","2020-11-25",1.09
"1106","2020-11-27",1.07
