"","date","WISA"
"476","2020-06-17",2.29
"477","2020-06-18",2.24
"478","2020-06-19",2.2
"479","2020-06-22",2.28
"480","2020-06-23",2.44
"481","2020-06-24",2.32
"482","2020-06-25",2.28
"483","2020-06-26",2.17
"484","2020-06-29",2.23
"485","2020-06-30",2.15
"486","2020-07-01",2.2
"487","2020-07-02",2.26
"488","2020-07-06",2.31
"489","2020-07-07",2.34
"490","2020-07-08",2.32
"491","2020-07-09",2.28
"492","2020-07-10",2.27
"493","2020-07-13",2.28
"494","2020-07-14",2.24
"495","2020-07-15",2.23
"496","2020-07-16",2.24
"497","2020-07-17",2.55
"498","2020-07-20",2.4
"499","2020-07-21",2.36
"500","2020-07-22",2.36
"501","2020-07-23",2.28
"502","2020-07-24",2.26
"503","2020-07-27",2.24
"504","2020-07-28",2.23
"505","2020-07-29",2.23
"506","2020-07-30",2.23
"507","2020-07-31",2.25
"508","2020-08-03",2.34
"509","2020-08-04",2.46
"510","2020-08-05",2.46
"511","2020-08-06",2.44
"512","2020-08-07",2.42
"513","2020-08-10",2.44
"514","2020-08-11",2.31
"515","2020-08-12",2.28
"516","2020-08-13",2.22
"517","2020-08-14",2.32
"518","2020-08-17",2.22
"519","2020-08-18",2.37
"520","2020-08-19",2.3
"521","2020-08-20",2.32
"522","2020-08-21",2.22
"523","2020-08-24",2.06
"524","2020-08-25",2.1
"525","2020-08-26",2.15
"526","2020-08-27",2.05
"527","2020-08-28",2.06
"528","2020-08-31",2.04
"529","2020-09-01",2.1
"530","2020-09-02",2.01
"531","2020-09-03",1.95
"532","2020-09-04",1.81
"533","2020-09-08",1.88
"534","2020-09-09",1.92
"535","2020-09-10",1.97
"536","2020-09-11",2.02
"537","2020-09-14",2.03
"538","2020-09-15",2.02
"539","2020-09-16",1.94
"540","2020-09-17",1.95
"541","2020-09-18",1.9
"542","2020-09-21",1.86
"543","2020-09-22",1.97
"544","2020-09-23",1.86
"545","2020-09-24",1.85
"546","2020-09-25",1.85
"547","2020-09-28",1.86
"548","2020-09-29",1.92
"549","2020-09-30",1.9
"550","2020-10-01",1.96
"551","2020-10-02",1.91
"552","2020-10-05",1.92
"553","2020-10-06",1.99
"554","2020-10-07",2.09
"555","2020-10-08",2.36
"556","2020-10-09",2.28
"557","2020-10-12",2.2
"558","2020-10-13",2.24
"559","2020-10-14",2.12
"560","2020-10-15",2.12
"561","2020-10-16",2.13
"562","2020-10-19",2.33
"563","2020-10-20",2.27
"564","2020-10-21",2.28
"565","2020-10-22",2.2
"566","2020-10-23",2.19
"567","2020-10-26",2.09
"568","2020-10-27",2.09
"569","2020-10-28",2.05
"570","2020-10-29",2.1
"571","2020-10-30",1.98
"572","2020-11-02",2.02
"573","2020-11-03",1.99
"574","2020-11-04",1.92
"575","2020-11-05",1.97
"576","2020-11-06",1.96
"577","2020-11-09",2.13
"578","2020-11-10",3.63
"579","2020-11-11",2.86
"580","2020-11-12",2.53
"581","2020-11-13",2.51
"582","2020-11-16",2.49
"583","2020-11-17",2.7
"584","2020-11-18",2.82
"585","2020-11-19",2.92
"586","2020-11-20",2.78
"587","2020-11-23",2.89
"588","2020-11-24",2.79
"589","2020-11-25",2.73
"590","2020-11-27",2.73
