"","date","TSCBP"
"279","2020-07-08",22.492001
"280","2020-07-09",22.35
"281","2020-07-10",22.636
"282","2020-07-13",22.483
"283","2020-07-14",21.839001
"284","2020-07-15",21.65
"285","2020-07-16",21.43
"286","2020-07-17",21.25
"287","2020-07-20",21.299999
"288","2020-07-21",21.436001
"289","2020-07-22",21.6
"290","2020-07-23",21.26
"291","2020-07-24",21.700001
"292","2020-07-27",21.200001
"293","2020-07-28",21.219999
"294","2020-07-29",21.275
"295","2020-07-30",20.950001
"296","2020-07-31",20.959999
"297","2020-08-03",20.886
"298","2020-08-04",20.85
"299","2020-08-05",21.08
"300","2020-08-06",20.77
"301","2020-08-07",20.299999
"302","2020-08-10",20.790001
"303","2020-08-11",21.049999
"304","2020-08-12",21.601
"305","2020-08-13",22.15
"306","2020-08-14",22.610001
"307","2020-08-17",22.709999
"308","2020-08-18",22.6
"309","2020-08-19",22.860001
"310","2020-08-20",23
"311","2020-08-21",23.75
"312","2020-08-24",23.725
"313","2020-08-25",23.375999
"314","2020-08-26",23.375
"315","2020-08-27",23.99
"316","2020-08-28",23.83
"317","2020-08-31",23.799999
"318","2020-09-01",23.35
"319","2020-09-02",23.6
"320","2020-09-03",23.386999
"321","2020-09-04",23.549999
"322","2020-09-08",23.450001
"323","2020-09-09",23.379999
"324","2020-09-10",23.309999
"325","2020-09-11",23.075001
"326","2020-09-14",22.700001
"327","2020-09-15",23.311001
"328","2020-09-16",23.700001
"329","2020-09-17",23.700001
"330","2020-09-18",23.940001
"331","2020-09-21",23.84
"332","2020-09-22",23.75
"333","2020-09-23",23.15
"334","2020-09-24",23.59
"335","2020-09-25",23.93
"336","2020-09-28",23.75
"337","2020-09-29",23.799999
"338","2020-09-30",23.950001
"339","2020-10-01",23.99
"340","2020-10-02",23.799999
"341","2020-10-05",24.049999
"342","2020-10-06",24.059999
"343","2020-10-07",24.24
"344","2020-10-08",24.4
"345","2020-10-09",23.709999
"346","2020-10-12",24.65
"347","2020-10-13",24.59
"348","2020-10-14",24
"349","2020-10-15",24.25
"350","2020-10-16",24.35
"351","2020-10-19",24.07
"352","2020-10-20",24.700001
"353","2020-10-21",24.545
"354","2020-10-22",25.305
"355","2020-10-23",24.959999
"356","2020-10-26",25
"357","2020-10-27",24.99
"358","2020-10-28",24.5
"359","2020-10-29",24.5
"360","2020-10-30",24.73
"361","2020-11-02",24.299999
"362","2020-11-03",25
"363","2020-11-04",24.99
"364","2020-11-05",25
"365","2020-11-06",25
"366","2020-11-09",25.379999
"367","2020-11-10",26.049999
"368","2020-11-11",25.450001
"369","2020-11-12",25.48
"370","2020-11-13",25.450001
"371","2020-11-16",25.9
"372","2020-11-17",25.99
"373","2020-11-18",26.09
"374","2020-11-19",26.09
"375","2020-11-20",25.75
"376","2020-11-23",25.9
"377","2020-11-24",26.15
"378","2020-11-25",25.959999
"379","2020-11-27",26.09
