"","date","DOGZ"
"445","2019-09-26",2.58
"446","2019-09-27",2.32
"447","2019-09-30",2.48
"448","2019-10-01",2.4
"449","2019-10-02",2.28
"450","2019-10-03",2.28
"451","2019-10-04",2.28
"452","2019-10-07",2.25
"453","2019-10-08",2.08
"454","2019-10-09",2.13
"455","2019-10-10",1.85
"456","2019-10-11",1.8728
"457","2019-10-14",1.7799
"458","2019-10-15",1.9
"459","2019-10-16",1.81
"460","2019-10-17",1.79
"461","2019-10-18",1.772
"462","2019-10-21",1.65
"463","2019-10-22",1.6573
"464","2019-10-23",1.56
"465","2019-10-24",1.59
"466","2019-10-25",1.86
"467","2019-10-28",1.7273
"468","2019-10-29",1.61
"469","2019-10-30",1.6497
"470","2019-10-31",1.68
"471","2019-11-01",1.63
"472","2019-11-04",1.67
"473","2019-11-05",1.59
"474","2019-11-06",1.67
"475","2019-11-07",1.6885
"476","2019-11-08",1.56
"477","2019-11-11",1.56
"478","2019-11-12",1.7
"479","2019-11-13",1.63
"480","2019-11-14",1.64
"481","2019-11-15",1.61
"482","2019-11-18",1.66
"483","2019-11-19",1.69
"484","2019-11-20",1.7
"485","2019-11-21",1.68
"486","2019-11-22",1.69
"487","2019-11-25",1.67
"488","2019-11-26",1.67
"489","2019-11-27",1.68
"490","2019-11-29",1.68
"491","2019-12-02",1.68
"492","2019-12-03",1.65
"493","2019-12-04",1.58
"494","2019-12-05",1.6
"495","2019-12-06",1.65
"496","2019-12-09",1.64
"497","2019-12-10",1.66
"498","2019-12-11",1.55
"499","2019-12-12",1.59
"500","2019-12-13",1.52
"501","2019-12-16",1.4873
"502","2019-12-17",1.48
"503","2019-12-18",1.5
"504","2019-12-19",1.469
"505","2019-12-20",1.4
"506","2019-12-23",1.3733
"507","2019-12-24",1.26
"508","2019-12-26",1.22
"509","2019-12-27",1.1701
"510","2019-12-30",1.21
"511","2019-12-31",1.33
"512","2020-01-02",1.3343
"513","2020-01-03",1.32
"514","2020-01-06",1.3397
"515","2020-01-07",1.3354
"516","2020-01-08",1.3175
"517","2020-01-09",1.32
"518","2020-01-10",1.3191
"519","2020-01-13",1.35
"520","2020-01-14",1.3151
"521","2020-01-15",1.23
"522","2020-01-16",1.2951
"523","2020-01-17",1.1802
"524","2020-01-21",1.3098
"525","2020-01-22",1.2701
"526","2020-01-23",1.23
"527","2020-01-24",1.23
"528","2020-01-27",1.23
"529","2020-01-28",1.14
"530","2020-01-29",1.14
"531","2020-01-30",1.09
"532","2020-01-31",1.1
"533","2020-02-03",1.06
"534","2020-02-04",1.1
"535","2020-02-05",1.08
"536","2020-02-06",1.06
"537","2020-02-07",1
"538","2020-02-10",1.1
"539","2020-02-11",1.07
"540","2020-02-12",1.1022
"541","2020-02-13",1.1
"542","2020-02-14",1.1777
"543","2020-02-18",1.15
"544","2020-02-19",1.15
"545","2020-02-20",1.15
"546","2020-02-21",1.15
"547","2020-02-24",1.0962
"548","2020-02-25",1.1283
"549","2020-02-26",1.125
"550","2020-02-27",1.1
"551","2020-02-28",1.1
"552","2020-03-02",1.12
"553","2020-03-03",1.1
"554","2020-03-04",1.1
"555","2020-03-05",1.1
"556","2020-03-06",1.11
"557","2020-03-09",1.08
"558","2020-03-10",1.1422
"559","2020-03-11",1.12
"560","2020-03-12",1.1
"561","2020-03-13",1.0864
"562","2020-03-16",1.0553
"563","2020-03-17",1.0854
"564","2020-03-18",1.01
"565","2020-03-19",1.02
"566","2020-03-20",1.0221
"567","2020-03-23",1.01
"568","2020-03-24",1.03
"569","2020-03-25",1.03
"570","2020-03-26",1.07
"571","2020-03-27",1.09
"572","2020-03-30",1.0658
"573","2020-03-31",1.1
"574","2020-04-01",1.075
"575","2020-04-02",1.09
"576","2020-04-03",1.0746
"577","2020-04-06",1.06
"578","2020-04-07",1.07
"579","2020-04-08",1.08
"580","2020-04-09",1.08
"581","2020-04-13",1.08
"582","2020-04-14",1.085
"583","2020-04-15",1.135
"584","2020-04-16",1.1462
"585","2020-04-17",1.1
"586","2020-04-20",1.1082
"587","2020-04-21",1.1735
"588","2020-04-22",1.1719
"589","2020-04-23",1.1581
"590","2020-04-24",1.16
"591","2020-04-27",1.1801
"592","2020-04-28",0.99
"593","2020-04-29",1.0802
"594","2020-04-30",1.0659
"595","2020-05-01",1.0999
"596","2020-05-04",1.25
"597","2020-05-05",1.09
"598","2020-05-06",1.09
"599","2020-05-07",1.1
"600","2020-05-08",1.1116
"601","2020-05-11",1.0901
"602","2020-05-12",1.14
"603","2020-05-13",1.115
"604","2020-05-14",1.135
"605","2020-05-15",1.09
"606","2020-05-18",1.1
"607","2020-05-19",1.12
"608","2020-05-20",1.0822
"609","2020-05-21",1.07
"610","2020-05-22",1.07
"611","2020-05-26",1.03
"612","2020-05-27",1.025
"613","2020-05-28",1.03
"614","2020-05-29",1.0453
"615","2020-06-01",1.0375
"616","2020-06-02",1.0101
"617","2020-06-03",1.8
"618","2020-06-04",1.7118
"619","2020-06-05",1.49
"620","2020-06-08",1.68
"621","2020-06-09",1.6583
"622","2020-06-10",1.73
"623","2020-06-11",1.48
"624","2020-06-12",1.48
"625","2020-06-15",1.5211
"626","2020-06-16",1.59
"627","2020-06-17",1.66
"628","2020-06-18",1.5501
"629","2020-06-19",1.5501
"630","2020-06-22",1.5258
"631","2020-06-23",1.62
"632","2020-06-24",1.54
"633","2020-06-25",1.5212
"634","2020-06-26",1.4201
"635","2020-06-29",1.46
"636","2020-06-30",1.407
"637","2020-07-01",1.41
"638","2020-07-02",1.4088
"639","2020-07-06",1.4094
"640","2020-07-07",1.39
"641","2020-07-08",1.2837
"642","2020-07-09",1.25
"643","2020-07-10",1.525
"644","2020-07-13",1.57
"645","2020-07-14",1.28
"646","2020-07-15",1.23
"647","2020-07-16",1.3
"648","2020-07-17",1.31
"649","2020-07-20",1.2899
"650","2020-07-21",1.29
"651","2020-07-22",1.2677
"652","2020-07-23",1.22
"653","2020-07-24",1.225
"654","2020-07-27",1.255
"655","2020-07-28",1.2
"656","2020-07-29",1.22
"657","2020-07-30",1.18
"658","2020-07-31",1.17
"659","2020-08-03",1.23
"660","2020-08-04",1.26
"661","2020-08-05",1.23
"662","2020-08-06",1.2394
"663","2020-08-07",1.2
"664","2020-08-10",1.2575
"665","2020-08-11",1.269
"666","2020-08-12",1.2296
"667","2020-08-13",1.27
"668","2020-08-14",1.22
"669","2020-08-17",1.21
"670","2020-08-18",1.21
"671","2020-08-19",1.19
"672","2020-08-20",1.16
"673","2020-08-21",1.16
"674","2020-08-24",1.13
"675","2020-08-25",1.17
"676","2020-08-26",1.18
"677","2020-08-27",1.1
"678","2020-08-28",1.1101
"679","2020-08-31",1.115
"680","2020-09-01",1.1199
"681","2020-09-02",1.1
"682","2020-09-03",1.065
"683","2020-09-04",1.0601
"684","2020-09-08",1.04
"685","2020-09-09",1.085
"686","2020-09-10",1.09
"687","2020-09-11",1.0321
"688","2020-09-14",1.0452
"689","2020-09-15",1.0301
"690","2020-09-16",1.03
"691","2020-09-17",1.105
"692","2020-09-18",1.13
"693","2020-09-21",1.1
"694","2020-09-22",1.05
"695","2020-09-23",1.1
"696","2020-09-24",1.07
"697","2020-09-25",1.0617
"698","2020-09-28",1.1354
"699","2020-09-29",1.09
"700","2020-09-30",1.06
"701","2020-10-01",1.05
"702","2020-10-02",1.04
"703","2020-10-05",1.05
"704","2020-10-06",1.06
"705","2020-10-07",1.13
"706","2020-10-08",1.08
"707","2020-10-09",1.0501
"708","2020-10-12",1.07
"709","2020-10-13",1.065
"710","2020-10-14",1.075
"711","2020-10-15",1.16
"712","2020-10-16",1.15
"713","2020-10-19",1.85
"714","2020-10-20",1.7
"715","2020-10-21",1.84
"716","2020-10-22",1.61
"717","2020-10-23",2.07
"718","2020-10-26",2.36
"719","2020-10-27",2.45
"720","2020-10-28",2.44
"721","2020-10-29",2.45
"722","2020-10-30",2.44
"723","2020-11-02",2.6
"724","2020-11-03",2.57
"725","2020-11-04",2.45
"726","2020-11-05",2.38
"727","2020-11-06",2.23
"728","2020-11-09",2.25
"729","2020-11-10",2.27
"730","2020-11-11",2.18
"731","2020-11-12",2.1599
"732","2020-11-13",2.01
"733","2020-11-16",2.01
"734","2020-11-17",1.98
"735","2020-11-18",1.99
"736","2020-11-19",2.39
"737","2020-11-20",2.31
"738","2020-11-23",2.44
"739","2020-11-24",2.4
"740","2020-11-25",2.4
"741","2020-11-27",2.33
