"","date","SFET"
"187","2019-05-16",44.599998
"188","2019-05-17",44.200001
"189","2019-05-20",45.599998
"190","2019-05-21",45.400002
"191","2019-05-22",44
"192","2019-05-23",40
"193","2019-05-24",41.400002
"194","2019-05-28",45.200001
"195","2019-05-29",40.200001
"196","2019-05-30",40
"197","2019-05-31",39.200001
"198","2019-06-03",39.400002
"199","2019-06-04",40.599998
"200","2019-06-05",40
"201","2019-06-06",38.400002
"202","2019-06-07",39.400002
"203","2019-06-10",39
"204","2019-06-11",40
"205","2019-06-12",36.599998
"206","2019-06-13",34.799999
"207","2019-06-14",35
"208","2019-06-17",34.599998
"209","2019-06-18",34
"210","2019-06-19",33.400002
"211","2019-06-20",33.799999
"212","2019-06-21",33.799999
"213","2019-06-24",33.599998
"214","2019-06-25",32.799999
"215","2019-06-26",33.200001
"216","2019-06-27",32
"217","2019-06-28",33.400002
"218","2019-07-01",34.400002
"219","2019-07-02",34.599998
"220","2019-07-03",34
"221","2019-07-05",33.799999
"222","2019-07-08",34.200001
"223","2019-07-09",34.400002
"224","2019-07-10",32.799999
"225","2019-07-11",32.599998
"226","2019-07-12",32.400002
"227","2019-07-15",31.4
"228","2019-07-16",33
"229","2019-07-17",33
"230","2019-07-18",30.4
"231","2019-07-19",30
"232","2019-07-22",27.6
"233","2019-07-23",27.799999
"234","2019-07-24",27
"235","2019-07-25",26.4
"236","2019-07-26",24.799999
"237","2019-07-29",25
"238","2019-07-30",25
"239","2019-07-31",24.200001
"240","2019-08-01",25
"241","2019-08-02",23.799999
"242","2019-08-05",21.6
"243","2019-08-06",22.6
"244","2019-08-07",20.799999
"245","2019-08-08",20.799999
"246","2019-08-09",21
"247","2019-08-12",21.4
"248","2019-08-13",20.6
"249","2019-08-14",21.6
"250","2019-08-15",21
"251","2019-08-16",20.799999
"252","2019-08-19",21.4
"253","2019-08-20",20.6
"254","2019-08-21",21
"255","2019-08-22",22.799999
"256","2019-08-23",21
"257","2019-08-26",20.6
"258","2019-08-27",20.6
"259","2019-08-28",20.4
"260","2019-08-29",20
"261","2019-08-30",18.6
"262","2019-09-03",17.4
"263","2019-09-04",17
"264","2019-09-05",15.8
"265","2019-09-06",15.6
"266","2019-09-09",15.6
"267","2019-09-10",16
"268","2019-09-11",15.6
"269","2019-09-12",15.6
"270","2019-09-13",15.2
"271","2019-09-16",15.4
"272","2019-09-17",15.6
"273","2019-09-18",15.6
"274","2019-09-19",15.6
"275","2019-09-20",14.4
"276","2019-09-23",14.4
"277","2019-09-24",14.2
"278","2019-09-25",13.6
"279","2019-09-26",13.6
"280","2019-09-27",12.4
"281","2019-09-30",11.2
"282","2019-10-01",10.6
"283","2019-10-02",10.4
"284","2019-10-03",11.2
"285","2019-10-04",11.4
"286","2019-10-07",13
"287","2019-10-08",13.4
"288","2019-10-09",14
"289","2019-10-10",14.6
"290","2019-10-11",13.2
"291","2019-10-14",13
"292","2019-10-15",13
"293","2019-10-16",12.6
"294","2019-10-17",13.6
"295","2019-10-18",12.8
"296","2019-10-21",14.32
"297","2019-10-22",12
"298","2019-10-23",12.03
"299","2019-10-24",12.27
"300","2019-10-25",12.12
"301","2019-10-28",10.41
"302","2019-10-29",7.8
"303","2019-10-30",7.52
"304","2019-10-31",7.6
"305","2019-11-01",6.68
"306","2019-11-04",6.45
"307","2019-11-05",6.62
"308","2019-11-06",6.8
"309","2019-11-07",5.98
"310","2019-11-08",5.85
"311","2019-11-11",5.94
"312","2019-11-12",6.3
"313","2019-11-13",6.06
"314","2019-11-14",5.87
"315","2019-11-15",5.91
"316","2019-11-18",6.2
"317","2019-11-19",6.11
"318","2019-11-20",6.11
"319","2019-11-21",6.22
"320","2019-11-22",6.7
"321","2019-11-25",6.85
"322","2019-11-26",6.8
"323","2019-11-27",5.94
"324","2019-11-29",6.13
"325","2019-12-02",6.13
"326","2019-12-03",5.4
"327","2019-12-04",5.1
"328","2019-12-05",4.67
"329","2019-12-06",4.84
"330","2019-12-09",4.37
"331","2019-12-10",4.35
"332","2019-12-11",3.92
"333","2019-12-12",3.79
"334","2019-12-13",3.95
"335","2019-12-16",3.85
"336","2019-12-17",3.89
"337","2019-12-18",3.9
"338","2019-12-19",4.04
"339","2019-12-20",4.1
"340","2019-12-23",3.17
"341","2019-12-24",3.08
"342","2019-12-26",3.07
"343","2019-12-27",3.03
"344","2019-12-30",2.94
"345","2019-12-31",3.03
"346","2020-01-02",2.99
"347","2020-01-03",2.96
"348","2020-01-06",2.88
"349","2020-01-07",2.88
"350","2020-01-08",2.86
"351","2020-01-09",3.06
"352","2020-01-10",3.1
"353","2020-01-13",2.96
"354","2020-01-14",3.15
"355","2020-01-15",3.04
"356","2020-01-16",2.97
"357","2020-01-17",3.2
"358","2020-01-21",2.98
"359","2020-01-22",3.08
"360","2020-01-23",2.67
"361","2020-01-24",2.58
"362","2020-01-27",2.39
"363","2020-01-28",2.45
"364","2020-01-29",2.35
"365","2020-01-30",2.1
"366","2020-01-31",2.13
"367","2020-02-03",2.11
"368","2020-02-04",2.09
"369","2020-02-05",2.4
"370","2020-02-06",2.42
"371","2020-02-07",2.62
"372","2020-02-10",2.42
"373","2020-02-11",2.31
"374","2020-02-12",2.3
"375","2020-02-13",2.24
"376","2020-02-14",2.24
"377","2020-02-18",2.15
"378","2020-02-19",2.2
"379","2020-02-20",2.18
"380","2020-02-21",2.1
"381","2020-02-24",2.04
"382","2020-02-25",1.93
"383","2020-02-26",1.98
"384","2020-02-27",1.81
"385","2020-02-28",1.65
"386","2020-03-02",1.74
"387","2020-03-03",1.61
"388","2020-03-04",1.63
"389","2020-03-05",1.63
"390","2020-03-06",1.62
"391","2020-03-09",1.28
"392","2020-03-10",1.69
"393","2020-03-11",1.36
"394","2020-03-12",1.83
"395","2020-03-13",1.22
"396","2020-03-16",1.55
"397","2020-03-17",1.41
"398","2020-03-18",1.4
"399","2020-03-19",1.4
"400","2020-03-20",1.45
"401","2020-03-23",1.36
"402","2020-03-24",1.38
"403","2020-03-25",1.49
"404","2020-03-26",1.39
"405","2020-03-27",1.51
"406","2020-03-30",1.53
"407","2020-03-31",1.66
"408","2020-04-01",2.18
"409","2020-04-02",1.35
"410","2020-04-03",1.25
"411","2020-04-06",1.47
"412","2020-04-07",1.32
"413","2020-04-08",1.3
"414","2020-04-09",1.29
"415","2020-04-13",1.29
"416","2020-04-14",1.45
"417","2020-04-15",1.5
"418","2020-04-16",1.57
"419","2020-04-17",1.48
"420","2020-04-20",1.62
"421","2020-04-21",1.1
"422","2020-04-22",1.18
"423","2020-04-23",1.11
"424","2020-04-24",1.14
"425","2020-04-27",1.18
"426","2020-04-28",1.22
"427","2020-04-29",1.23
"428","2020-04-30",1.2
"429","2020-05-01",1.17
"430","2020-05-04",1.15
"431","2020-05-05",1.16
"432","2020-05-06",1.13
"433","2020-05-07",1.15
"434","2020-05-08",1.25
"435","2020-05-11",1.38
"436","2020-05-12",1.26
"437","2020-05-13",1.17
"438","2020-05-14",1.2
"439","2020-05-15",1.18
"440","2020-05-18",1.28
"441","2020-05-19",1.25
"442","2020-05-20",1.34
"443","2020-05-21",1.29
"444","2020-05-22",1.29
"445","2020-05-26",1.25
"446","2020-05-27",1.49
"447","2020-05-28",1.35
"448","2020-05-29",1.3
"449","2020-06-01",1.3
"450","2020-06-02",1.39
"451","2020-06-03",1.36
"452","2020-06-04",1.36
"453","2020-06-05",1.44
"454","2020-06-08",1.57
"455","2020-06-09",1.55
"456","2020-06-10",1.56
"457","2020-06-11",1.42
"458","2020-06-12",1.47
"459","2020-06-15",1.73
"460","2020-06-16",1.7
"461","2020-06-17",1.72
"462","2020-06-18",1.66
"463","2020-06-19",1.7
"464","2020-06-22",1.77
"465","2020-06-23",1.71
"466","2020-06-24",1.71
"467","2020-06-25",1.85
"468","2020-06-26",1.67
"469","2020-06-29",1.75
"470","2020-06-30",1.66
"471","2020-07-01",1.85
"472","2020-07-02",1.74
"473","2020-07-06",1.86
"474","2020-07-07",1.83
"475","2020-07-08",1.89
"476","2020-07-09",1.92
"477","2020-07-10",1.91
"478","2020-07-13",1.75
"479","2020-07-14",1.67
"480","2020-07-15",1.8
"481","2020-07-16",1.77
"482","2020-07-17",1.79
"483","2020-07-20",1.58
"484","2020-07-21",1.6
"485","2020-07-22",1.71
"486","2020-07-23",1.65
"487","2020-07-24",1.64
"488","2020-07-27",1.58
"489","2020-07-28",1.58
"490","2020-07-29",1.55
"491","2020-07-30",1.5
"492","2020-07-31",1.49
"493","2020-08-03",1.48
"494","2020-08-04",1.54
"495","2020-08-05",1.57
"496","2020-08-06",1.58
"497","2020-08-07",1.53
"498","2020-08-10",1.63
"499","2020-08-11",1.52
"500","2020-08-12",1.45
"501","2020-08-13",1.48
"502","2020-08-14",1.49
"503","2020-08-17",1.38
"504","2020-08-18",1.3
"505","2020-08-19",1.3
"506","2020-08-20",1.24
"507","2020-08-21",1.24
"508","2020-08-24",1.2
"509","2020-08-25",1.2
"510","2020-08-26",1.27
"511","2020-08-27",1.26
"512","2020-08-28",1.27
"513","2020-08-31",1.27
"514","2020-09-01",1.2
"515","2020-09-02",1.16
"516","2020-09-03",1.08
"517","2020-09-04",1.05
"518","2020-09-08",1.01
"519","2020-09-09",1.04
"520","2020-09-10",1.04
"521","2020-09-11",1.07
"522","2020-09-14",1.06
"523","2020-09-15",1.04
"524","2020-09-16",1.04
"525","2020-09-17",1.05
"526","2020-09-18",1.04
"527","2020-09-21",1
"528","2020-09-22",1.04
"529","2020-09-23",1.01
"530","2020-09-24",0.93
"531","2020-09-25",0.96
"532","2020-09-28",0.98
"533","2020-09-29",1.02
"534","2020-09-30",1.02
"535","2020-10-01",1.08
"536","2020-10-02",1.03
"537","2020-10-05",1.06
"538","2020-10-06",1.03
"539","2020-10-07",1.06
"540","2020-10-08",1.06
"541","2020-10-09",1.07
"542","2020-10-12",1.1
"543","2020-10-13",1.1
"544","2020-10-14",1.17
"545","2020-10-15",1.14
"546","2020-10-16",1.12
"547","2020-10-19",1.08
"548","2020-10-20",1.07
"549","2020-10-21",1.07
"550","2020-10-22",1.05
"551","2020-10-23",1.02
"552","2020-10-26",1.01
"553","2020-10-27",1
"554","2020-10-28",0.98
"555","2020-10-29",0.97
"556","2020-10-30",0.93
"557","2020-11-02",0.92
"558","2020-11-03",0.93
"559","2020-11-04",0.91
"560","2020-11-05",1.01
"561","2020-11-06",0.98
"562","2020-11-09",1
"563","2020-11-10",1
"564","2020-11-11",0.99
"565","2020-11-12",0.99
"566","2020-11-13",1
"567","2020-11-16",1.01
"568","2020-11-17",1.03
"569","2020-11-18",1.08
"570","2020-11-19",1.08
"571","2020-11-20",1.06
"572","2020-11-23",1.08
"573","2020-11-24",1.07
"574","2020-11-25",1.09
"575","2020-11-27",1.06
