"","date","REPL"
"364","2019-12-30",14.67
"365","2019-12-31",14.35
"366","2020-01-02",14.62
"367","2020-01-03",14.91
"368","2020-01-06",15.47
"369","2020-01-07",15.75
"370","2020-01-08",15.89
"371","2020-01-09",16.459999
"372","2020-01-10",17.77
"373","2020-01-13",17.809999
"374","2020-01-14",17.98
"375","2020-01-15",18.27
"376","2020-01-16",19.08
"377","2020-01-17",18.93
"378","2020-01-21",18.23
"379","2020-01-22",17.58
"380","2020-01-23",17.969999
"381","2020-01-24",17.370001
"382","2020-01-27",16.98
"383","2020-01-28",17.9
"384","2020-01-29",16.700001
"385","2020-01-30",15.91
"386","2020-01-31",15.9
"387","2020-02-03",16.790001
"388","2020-02-04",17.65
"389","2020-02-05",17.93
"390","2020-02-06",17.02
"391","2020-02-07",16.75
"392","2020-02-10",17
"393","2020-02-11",18.450001
"394","2020-02-12",17.129999
"395","2020-02-13",16.99
"396","2020-02-14",16.85
"397","2020-02-18",16.889999
"398","2020-02-19",17.09
"399","2020-02-20",16.84
"400","2020-02-21",16.57
"401","2020-02-24",16.530001
"402","2020-02-25",15.67
"403","2020-02-26",15.11
"404","2020-02-27",14.04
"405","2020-02-28",13.87
"406","2020-03-02",14.69
"407","2020-03-03",14.71
"408","2020-03-04",14.71
"409","2020-03-05",13.42
"410","2020-03-06",13.79
"411","2020-03-09",12.76
"412","2020-03-10",12.88
"413","2020-03-11",11.93
"414","2020-03-12",10.66
"415","2020-03-13",11.76
"416","2020-03-16",10.205
"417","2020-03-17",11.77
"418","2020-03-18",10.3
"419","2020-03-19",9.91
"420","2020-03-20",8.97
"421","2020-03-23",8.9
"422","2020-03-24",9.78
"423","2020-03-25",9.46
"424","2020-03-26",10.69
"425","2020-03-27",9.87
"426","2020-03-30",10.47
"427","2020-03-31",9.97
"428","2020-04-01",9.78
"429","2020-04-02",9.76
"430","2020-04-03",9.8
"431","2020-04-06",10.97
"432","2020-04-07",11.17
"433","2020-04-08",11.28
"434","2020-04-09",12.63
"435","2020-04-13",10.99
"436","2020-04-14",11.99
"437","2020-04-15",10.71
"438","2020-04-16",11.48
"439","2020-04-17",12.78
"440","2020-04-20",12
"441","2020-04-21",11.19
"442","2020-04-22",10.95
"443","2020-04-23",10.83
"444","2020-04-24",11.5
"445","2020-04-27",12.44
"446","2020-04-28",12.81
"447","2020-04-29",14.97
"448","2020-04-30",18.09
"449","2020-05-01",16.209999
"450","2020-05-04",15.93
"451","2020-05-05",17.809999
"452","2020-05-06",19.5
"453","2020-05-07",17.51
"454","2020-05-08",19.01
"455","2020-05-11",18.32
"456","2020-05-12",18.389999
"457","2020-05-13",19.200001
"458","2020-05-14",19.299999
"459","2020-05-15",20.27
"460","2020-05-18",21.219999
"461","2020-05-19",19.719999
"462","2020-05-20",20.709999
"463","2020-05-21",20.629999
"464","2020-05-22",21.02
"465","2020-05-26",20.42
"466","2020-05-27",19.459999
"467","2020-05-28",18.780001
"468","2020-05-29",18.780001
"469","2020-06-01",19.76
"470","2020-06-02",19.959999
"471","2020-06-03",20.190001
"472","2020-06-04",23.51
"473","2020-06-05",23.09
"474","2020-06-08",23.85
"475","2020-06-09",20.059999
"476","2020-06-10",21.219999
"477","2020-06-11",20.610001
"478","2020-06-12",20.6
"479","2020-06-15",20.629999
"480","2020-06-16",21.35
"481","2020-06-17",20.700001
"482","2020-06-18",21.76
"483","2020-06-19",21.68
"484","2020-06-22",21.360001
"485","2020-06-23",20.73
"486","2020-06-24",22.059999
"487","2020-06-25",25.950001
"488","2020-06-26",24.9
"489","2020-06-29",25.08
"490","2020-06-30",24.85
"491","2020-07-01",22.950001
"492","2020-07-02",22.16
"493","2020-07-06",22.32
"494","2020-07-07",22.52
"495","2020-07-08",23.01
"496","2020-07-09",21.99
"497","2020-07-10",22.15
"498","2020-07-13",20.719999
"499","2020-07-14",22.76
"500","2020-07-15",23.17
"501","2020-07-16",22.629999
"502","2020-07-17",22.690001
"503","2020-07-20",22.450001
"504","2020-07-21",21.51
"505","2020-07-22",20.4
"506","2020-07-23",19.790001
"507","2020-07-24",19.200001
"508","2020-07-27",18.969999
"509","2020-07-28",18.85
"510","2020-07-29",19.99
"511","2020-07-30",19.950001
"512","2020-07-31",19.969999
"513","2020-08-03",21.549999
"514","2020-08-04",21.450001
"515","2020-08-05",21.370001
"516","2020-08-06",21.379999
"517","2020-08-07",23.75
"518","2020-08-10",24.51
"519","2020-08-11",23.73
"520","2020-08-12",23.57
"521","2020-08-13",22.93
"522","2020-08-14",23.35
"523","2020-08-17",24.290001
"524","2020-08-18",24.09
"525","2020-08-19",23.690001
"526","2020-08-20",23.780001
"527","2020-08-21",23.040001
"528","2020-08-24",22.879999
"529","2020-08-25",24.280001
"530","2020-08-26",24.08
"531","2020-08-27",24.24
"532","2020-08-28",25.98
"533","2020-08-31",27
"534","2020-09-01",25.66
"535","2020-09-02",24.219999
"536","2020-09-03",23.129999
"537","2020-09-04",23.02
"538","2020-09-08",24.27
"539","2020-09-09",24.889999
"540","2020-09-10",26.129999
"541","2020-09-11",24.4
"542","2020-09-14",24.870001
"543","2020-09-15",23.92
"544","2020-09-16",23.360001
"545","2020-09-17",24.459999
"546","2020-09-18",24.799999
"547","2020-09-21",22.67
"548","2020-09-22",22.15
"549","2020-09-23",21.5
"550","2020-09-24",20.639999
"551","2020-09-25",21.360001
"552","2020-09-28",21.58
"553","2020-09-29",23.309999
"554","2020-09-30",23.02
"555","2020-10-01",24.379999
"556","2020-10-02",23.5
"557","2020-10-05",25.110001
"558","2020-10-06",25.25
"559","2020-10-07",25
"560","2020-10-08",25.200001
"561","2020-10-09",24.07
"562","2020-10-12",24.790001
"563","2020-10-13",24.690001
"564","2020-10-14",36.25
"565","2020-10-15",40.970001
"566","2020-10-16",40.98
"567","2020-10-19",42.16
"568","2020-10-20",42.419998
"569","2020-10-21",41.41
"570","2020-10-22",43.389999
"571","2020-10-23",45.200001
"572","2020-10-26",42.68
"573","2020-10-27",44.889999
"574","2020-10-28",44.970001
"575","2020-10-29",43.18
"576","2020-10-30",41.810001
"577","2020-11-02",42
"578","2020-11-03",43
"579","2020-11-04",47.27
"580","2020-11-05",48.279999
"581","2020-11-06",46.5
"582","2020-11-09",44.099998
"583","2020-11-10",44.34
"584","2020-11-11",46.5
"585","2020-11-12",43.990002
"586","2020-11-13",45.91
"587","2020-11-16",45.419998
"588","2020-11-17",48.91
"589","2020-11-18",48.669998
"590","2020-11-19",49.119999
"591","2020-11-20",49.990002
"592","2020-11-23",48.869999
"593","2020-11-24",48.5
"594","2020-11-25",50.02
"595","2020-11-27",51.830002
