"","date","LFAC"
"236","2019-06-07",10.146
"237","2019-06-10",10.141
"238","2019-06-11",10.13
"239","2019-06-12",10.12
"240","2019-06-13",10.15
"241","2019-06-14",10.13
"242","2019-06-17",10.13
"243","2019-06-18",10.14
"244","2019-06-19",10.13
"245","2019-06-20",10.15
"246","2019-06-21",10.15
"247","2019-06-24",10.15
"248","2019-06-25",10.15
"249","2019-06-26",10.18
"250","2019-06-27",10.18
"251","2019-06-28",10.18
"252","2019-07-01",10.16
"253","2019-07-02",10.15
"254","2019-07-03",10.15
"255","2019-07-05",10.19
"256","2019-07-08",10.19
"257","2019-07-09",10.19
"258","2019-07-10",10.19
"259","2019-07-11",10.19
"260","2019-07-12",10.19
"261","2019-07-15",10.175
"262","2019-07-16",10.175
"263","2019-07-17",10.19
"264","2019-07-18",10.2
"265","2019-07-19",10.2
"266","2019-07-22",10.2
"267","2019-07-23",10.161
"268","2019-07-24",10.21
"269","2019-07-25",10.21
"270","2019-07-26",10.21
"271","2019-07-29",10.18
"272","2019-07-30",10.2
"273","2019-07-31",10.2
"274","2019-08-01",10.2
"275","2019-08-02",10.22
"276","2019-08-05",10.22
"277","2019-08-06",10.22
"278","2019-08-07",10.22
"279","2019-08-08",10.21
"280","2019-08-09",10.21
"281","2019-08-12",10.21
"282","2019-08-13",10.214
"283","2019-08-14",10.18
"284","2019-08-15",10.18
"285","2019-08-16",10.15
"286","2019-08-19",10.2
"287","2019-08-20",10.2
"288","2019-08-21",10.2
"289","2019-08-22",10.2
"290","2019-08-23",10.191
"291","2019-08-26",10.191
"292","2019-08-27",10.2
"293","2019-08-28",10.2
"294","2019-08-29",10.22
"295","2019-08-30",10.22
"296","2019-09-03",10.25
"297","2019-09-04",10.14
"298","2019-09-05",10.19
"299","2019-09-06",10.21
"300","2019-09-09",10.21
"301","2019-09-10",10.245
"302","2019-09-11",10.22
"303","2019-09-12",10.25
"304","2019-09-13",10.25
"305","2019-09-16",10.25
"306","2019-09-17",10.25
"307","2019-09-18",10.27
"308","2019-09-19",10.27
"309","2019-09-20",10.27
"310","2019-09-23",10.27
"311","2019-09-24",10.27
"312","2019-09-25",10.27
"313","2019-09-26",10.27
"314","2019-09-27",10.26
"315","2019-09-30",10.26
"316","2019-10-01",10.26
"317","2019-10-02",10.27
"318","2019-10-03",10.27
"319","2019-10-04",10.27
"320","2019-10-07",10.24
"321","2019-10-08",10.24
"322","2019-10-09",10.24
"323","2019-10-10",10.24
"324","2019-10-11",10.24
"325","2019-10-14",10.24
"326","2019-10-15",10.24
"327","2019-10-16",10.24
"328","2019-10-17",10.24
"329","2019-10-18",10.24
"330","2019-10-21",10.24
"331","2019-10-22",10.24
"332","2019-10-23",10.27
"333","2019-10-24",10.265
"334","2019-10-25",10.27
"335","2019-10-28",10.27
"336","2019-10-29",10.27
"337","2019-10-30",10.27
"338","2019-10-31",10.27
"339","2019-11-01",10.27
"340","2019-11-04",10.26
"341","2019-11-05",10.26
"342","2019-11-06",10.26
"343","2019-11-07",10.3
"344","2019-11-08",10.29
"345","2019-11-11",10.285
"346","2019-11-12",10.285
"347","2019-11-13",10.3
"348","2019-11-14",10.3
"349","2019-11-15",10.3
"350","2019-11-18",10.31
"351","2019-11-19",10.3
"352","2019-11-20",10.3
"353","2019-11-21",10.3
"354","2019-11-22",10.26
"355","2019-11-25",10.3
"356","2019-11-26",10.3
"357","2019-11-27",10.3
"358","2019-11-29",10.28
"359","2019-12-02",10.29
"360","2019-12-03",10.29
"361","2019-12-04",10.33
"362","2019-12-05",10.31
"363","2019-12-06",10.31
"364","2019-12-09",10.31
"365","2019-12-10",10.31
"366","2019-12-11",10.335
"367","2019-12-12",10.335
"368","2019-12-13",10.335
"369","2019-12-16",10.335
"370","2019-12-17",10.335
"371","2019-12-18",10.335
"372","2019-12-19",10.335
"373","2019-12-20",10.33
"374","2019-12-23",10.34
"375","2019-12-24",10.36
"376","2019-12-26",10.36
"377","2019-12-27",10.36
"378","2019-12-30",10.36
"379","2019-12-31",10.36
"380","2020-01-02",10.36
"381","2020-01-03",10.36
"382","2020-01-06",10.36
"383","2020-01-07",10.38
"384","2020-01-08",10.38
"385","2020-01-09",10.38
"386","2020-01-10",10.38
"387","2020-01-13",10.41
"388","2020-01-14",10.4
"389","2020-01-15",10.4
"390","2020-01-16",10.4
"391","2020-01-17",10.4
"392","2020-01-21",10.425
"393","2020-01-22",10.425
"394","2020-01-23",10.435
"395","2020-01-24",10.4
"396","2020-01-27",10.39
"397","2020-01-28",10.45
"398","2020-01-29",10.4
"399","2020-01-30",10.4
"400","2020-01-31",10.4
"401","2020-02-03",10.4
"402","2020-02-04",10.4
"403","2020-02-05",10.421
"404","2020-02-06",10.41
"405","2020-02-07",10.41
"406","2020-02-10",10.41
"407","2020-02-11",10.41
"408","2020-02-12",10.42
"409","2020-02-13",10.4
"410","2020-02-14",10.4
"411","2020-02-18",10.43
"412","2020-02-19",10.43
"413","2020-02-20",10.43
"414","2020-02-21",10.43
"415","2020-02-24",10.43
"416","2020-02-25",10.433
"417","2020-02-26",10.42
"418","2020-02-27",10.45
"419","2020-02-28",10.4
"420","2020-03-02",10.4
"421","2020-03-03",10.447
"422","2020-03-04",10.447
"423","2020-03-05",10.4
"424","2020-03-06",10.4
"425","2020-03-09",10.35
"426","2020-03-10",10.36
"427","2020-03-11",10.35
"428","2020-03-12",10.25
"429","2020-03-13",10.3
"430","2020-03-16",10.3
"431","2020-03-17",10.3
"432","2020-03-18",10.1
"433","2020-03-19",10.1
"434","2020-03-20",10.16
"435","2020-03-23",10.19
"436","2020-03-24",10.19
"437","2020-03-25",10.35
"438","2020-03-26",10.3
"439","2020-03-27",10.35
"440","2020-03-30",10.35
"441","2020-03-31",10.35
"442","2020-04-01",10.33
"443","2020-04-02",10.33
"444","2020-04-03",10.33
"445","2020-04-06",10.35
"446","2020-04-07",10.35
"447","2020-04-08",10.35
"448","2020-04-09",10.36
"449","2020-04-13",10.36
"450","2020-04-14",10.36
"451","2020-04-15",10.36
"452","2020-04-16",10.36
"453","2020-04-17",10.36
"454","2020-04-20",10.36
"455","2020-04-21",10.37
"456","2020-04-22",10.37
"457","2020-04-23",10.37
"458","2020-04-24",10.37
"459","2020-04-27",10.37
"460","2020-04-28",10.37
"461","2020-04-29",10.37
"462","2020-04-30",10.41
"463","2020-05-01",10.39
"464","2020-05-04",10.39
"465","2020-05-05",10.39
"466","2020-05-06",10.41
"467","2020-05-07",10.42
"468","2020-05-08",10.41
"469","2020-05-11",10.435
"470","2020-05-12",10.45
"471","2020-05-13",10.42
"472","2020-05-14",10.42
"473","2020-05-15",10.43
"474","2020-05-18",10.43
"475","2020-05-19",10.43
"476","2020-05-20",10.42
"477","2020-05-21",10.42
"478","2020-05-22",10.44
"479","2020-05-26",10.44
"480","2020-05-27",10.45
"481","2020-05-28",10.45
"482","2020-05-29",10.45
"483","2020-06-01",10.54
"484","2020-06-02",10.47
"485","2020-06-03",10.515
"486","2020-06-04",10.515
"487","2020-06-05",10.515
"488","2020-06-08",10.49
"489","2020-06-09",10.489
"490","2020-06-10",10.489
"491","2020-06-11",10.48
"492","2020-06-12",10.48
"493","2020-06-15",10.51
"494","2020-06-16",10.51
"495","2020-06-17",10.8
"496","2020-06-18",10.8
"497","2020-06-19",10.8
"498","2020-06-22",10.5
"499","2020-06-23",10.654
"500","2020-06-24",10.65
"501","2020-06-25",10.73
"502","2020-06-26",10.64
"503","2020-06-29",10.73
"504","2020-06-30",10.7
"505","2020-07-01",10.7
"506","2020-07-02",10.65
"507","2020-07-06",10.8
"508","2020-07-07",10.625
"509","2020-07-08",10.62
"510","2020-07-09",10.66
"511","2020-07-10",10.75
"512","2020-07-13",10.98
"513","2020-07-14",10.99
"514","2020-07-15",11.005
"515","2020-07-16",10.97
"516","2020-07-17",11
"517","2020-07-20",10.96
"518","2020-07-21",10.9
"519","2020-07-22",11.1
"520","2020-07-23",11.026
"521","2020-07-24",10.85
"522","2020-07-27",10.76
"523","2020-07-28",10.66
"524","2020-07-29",10.71
"525","2020-07-30",10.71
"526","2020-07-31",10.59
"527","2020-08-03",10.55
"528","2020-08-04",10.55
"529","2020-08-05",10.55
"530","2020-08-06",10.61
"531","2020-08-07",10.5
"532","2020-08-10",10.5
"533","2020-08-11",10.52
"534","2020-08-12",10.55
"535","2020-08-13",10.57
"536","2020-08-14",10.57
"537","2020-08-17",10.5
"538","2020-08-18",10.52
"539","2020-08-19",10.5
"540","2020-08-20",10.53
"541","2020-08-21",10.525
"542","2020-08-24",10.525
"543","2020-08-25",10.555
"544","2020-08-26",10.546
"545","2020-08-27",10.5
"546","2020-08-28",10.57
"547","2020-08-31",10.54
"548","2020-09-01",10.55
"549","2020-09-02",10.57
"550","2020-09-03",10.56
"551","2020-09-04",10.57
"552","2020-09-08",10.57
"553","2020-09-09",10.58
"554","2020-09-10",10.555
"555","2020-09-11",10.56
"556","2020-09-14",10.57
"557","2020-09-15",10.562
"558","2020-09-16",10.58
"559","2020-09-17",10.58
"560","2020-09-18",10.567
"561","2020-09-21",10.575
"562","2020-09-22",10.56
"563","2020-09-23",10.56
"564","2020-09-24",10.56
"565","2020-09-25",10.575
"566","2020-09-28",10.55
"567","2020-09-29",10.599
"568","2020-09-30",10.54
"569","2020-10-01",10.6
"570","2020-10-02",10.55
"571","2020-10-05",10.58
"572","2020-10-06",10.56
"573","2020-10-07",10.567
"574","2020-10-08",10.58
"575","2020-10-09",10.573
"576","2020-10-12",10.55
"577","2020-10-13",10.54
"578","2020-10-14",10.54
"579","2020-10-15",10.56
"580","2020-10-16",10.53
"581","2020-10-19",10.53
"582","2020-10-20",10.52
"583","2020-10-21",10.5
"584","2020-10-22",10.5
"585","2020-10-23",10.512
"586","2020-10-26",10.56
"587","2020-10-27",10.502
"588","2020-10-28",10.52
"589","2020-10-29",10.5
"590","2020-10-30",10.45
"591","2020-11-02",10.52
"592","2020-11-03",10.5
"593","2020-11-04",10.54
"594","2020-11-05",10.51
"595","2020-11-06",10.51
"596","2020-11-09",10.51
"597","2020-11-10",10.55
"598","2020-11-11",10.53
"599","2020-11-12",10.53
"600","2020-11-13",10.55
"601","2020-11-16",10.58
"602","2020-11-17",10.535
"603","2020-11-18",10.57
"604","2020-11-19",10.58
"605","2020-11-20",10.58
"606","2020-11-23",10.6
"607","2020-11-24",10.55
"608","2020-11-25",10.54
"609","2020-11-27",10.53
