"","date","AGRO"
"117","2011-07-15",11.4
"118","2011-07-18",11.42
"119","2011-07-19",11.51
"120","2011-07-20",11.37
"121","2011-07-21",11.43
"122","2011-07-22",11.55
"123","2011-07-25",11.97
"124","2011-07-26",11.75
"125","2011-07-27",11.42
"126","2011-07-28",11.27
"127","2011-07-29",11.35
"128","2011-08-01",11.31
"129","2011-08-02",11.04
"130","2011-08-03",10.83
"131","2011-08-04",10.14
"132","2011-08-05",9.74
"133","2011-08-08",9.59
"134","2011-08-09",9.17
"135","2011-08-10",9.94
"136","2011-08-11",10.14
"137","2011-08-12",10.21
"138","2011-08-15",10.1
"139","2011-08-16",10.12
"140","2011-08-17",10.61
"141","2011-08-18",10.15
"142","2011-08-19",10
"143","2011-08-22",10.07
"144","2011-08-23",10.22
"145","2011-08-24",10.1
"146","2011-08-25",10.18
"147","2011-08-26",10.32
"148","2011-08-29",10.79
"149","2011-08-30",10.56
"150","2011-08-31",10.62
"151","2011-09-01",10.92
"152","2011-09-02",10.78
"153","2011-09-06",10.69
"154","2011-09-07",11.12
"155","2011-09-08",11.21
"156","2011-09-09",10.9
"157","2011-09-12",10.55
"158","2011-09-13",10.52
"159","2011-09-14",10.5
"160","2011-09-15",10.39
"161","2011-09-16",10.2
"162","2011-09-19",10.11
"163","2011-09-20",9.68
"164","2011-09-21",9.25
"165","2011-09-22",8.79
"166","2011-09-23",9.15
"167","2011-09-26",8.64
"168","2011-09-27",8.8
"169","2011-09-28",8.72
"170","2011-09-29",8.85
"171","2011-09-30",8.62
"172","2011-10-03",8.29
"173","2011-10-04",7.73
"174","2011-10-05",7.42
"175","2011-10-06",7.73
"176","2011-10-07",7.44
"177","2011-10-10",7.78
"178","2011-10-11",7.81
"179","2011-10-12",8.52
"180","2011-10-13",8.38
"181","2011-10-14",8.67
"182","2011-10-17",8.46
"183","2011-10-18",8.81
"184","2011-10-19",9.13
"185","2011-10-20",8.99
"186","2011-10-21",9.16
"187","2011-10-24",9.33
"188","2011-10-25",9.42
"189","2011-10-26",9.42
"190","2011-10-27",9.39
"191","2011-10-28",9.64
"192","2011-10-31",9.72
"193","2011-11-01",9.35
"194","2011-11-02",9.16
"195","2011-11-03",9.2
"196","2011-11-04",9.06
"197","2011-11-07",9
"198","2011-11-08",8.9
"199","2011-11-09",8.33
"200","2011-11-10",8.61
"201","2011-11-11",8.74
"202","2011-11-14",8.92
"203","2011-11-15",8.82
"204","2011-11-16",8.72
"205","2011-11-17",8.46
"206","2011-11-18",8.77
"207","2011-11-21",8.44
"208","2011-11-22",8
"209","2011-11-23",7.95
"210","2011-11-25",7.54
"211","2011-11-28",7.77
"212","2011-11-29",7.82
"213","2011-11-30",8.53
"214","2011-12-01",8.71
"215","2011-12-02",9.53
"216","2011-12-05",9.08
"217","2011-12-06",8.81
"218","2011-12-07",8.8
"219","2011-12-08",8.74
"220","2011-12-09",8.44
"221","2011-12-12",8.08
"222","2011-12-13",8.12
"223","2011-12-14",8.17
"224","2011-12-15",8.37
"225","2011-12-16",8.34
"226","2011-12-19",8.03
"227","2011-12-20",8.21
"228","2011-12-21",8.01
"229","2011-12-22",8
"230","2011-12-23",8.18
"231","2011-12-27",8.04
"232","2011-12-28",7.91
"233","2011-12-29",8.01
"234","2011-12-30",8.27
"235","2012-01-03",8.77
"236","2012-01-04",8.23
"237","2012-01-05",8.19
"238","2012-01-06",8.13
"239","2012-01-09",8.03
"240","2012-01-10",8.39
"241","2012-01-11",8.31
"242","2012-01-12",8.24
"243","2012-01-13",8.47
"244","2012-01-17",8.52
"245","2012-01-18",8.94
"246","2012-01-19",9.17
"247","2012-01-20",9.31
"248","2012-01-23",9.32
"249","2012-01-24",9.3
"250","2012-01-25",9.33
"251","2012-01-26",9.4
"252","2012-01-27",9.37
"253","2012-01-30",9.18
"254","2012-01-31",9.17
"255","2012-02-01",9.26
"256","2012-02-02",9.34
"257","2012-02-03",9.4
"258","2012-02-06",9.07
"259","2012-02-07",9.37
"260","2012-02-08",9.31
"261","2012-02-09",9.35
"262","2012-02-10",9.36
"263","2012-02-13",9.68
"264","2012-02-14",9.76
"265","2012-02-15",9.64
"266","2012-02-16",9.72
"267","2012-02-17",9.6
"268","2012-02-21",9.52
"269","2012-02-22",9.28
"270","2012-02-23",9.29
"271","2012-02-24",9.32
"272","2012-02-27",9.3
"273","2012-02-28",9.2
"274","2012-02-29",9.09
"275","2012-03-01",9.06
"276","2012-03-02",8.97
"277","2012-03-05",8.88
"278","2012-03-06",8.65
"279","2012-03-07",8.6
"280","2012-03-08",8.73
"281","2012-03-09",9.14
"282","2012-03-12",9.6
"283","2012-03-13",10.3
"284","2012-03-14",10.33
"285","2012-03-15",10.7
"286","2012-03-16",11.05
"287","2012-03-19",10.69
"288","2012-03-20",10.53
"289","2012-03-21",10.8
"290","2012-03-22",10.57
"291","2012-03-23",10.37
"292","2012-03-26",10.45
"293","2012-03-27",10.58
"294","2012-03-28",10.43
"295","2012-03-29",10.5
"296","2012-03-30",10.81
"297","2012-04-02",10.8
"298","2012-04-03",10.81
"299","2012-04-04",10.37
"300","2012-04-05",10.34
"301","2012-04-09",10.08
"302","2012-04-10",9.99
"303","2012-04-11",10
"304","2012-04-12",10.04
"305","2012-04-13",9.94
"306","2012-04-16",9.53
"307","2012-04-17",9.54
"308","2012-04-18",9.05
"309","2012-04-19",8.67
"310","2012-04-20",8.86
"311","2012-04-23",8.89
"312","2012-04-24",8.77
"313","2012-04-25",8.97
"314","2012-04-26",8.96
"315","2012-04-27",8.97
"316","2012-04-30",8.92
"317","2012-05-01",8.51
"318","2012-05-02",8.91
"319","2012-05-03",8.96
"320","2012-05-04",8.89
"321","2012-05-07",8.74
"322","2012-05-08",8.82
"323","2012-05-09",8.95
"324","2012-05-10",8.96
"325","2012-05-11",8.87
"326","2012-05-14",8.75
"327","2012-05-15",9.07
"328","2012-05-16",8.76
"329","2012-05-17",8.8
"330","2012-05-18",8.77
"331","2012-05-21",8.77
"332","2012-05-22",8.84
"333","2012-05-23",8.87
"334","2012-05-24",8.75
"335","2012-05-25",8.79
"336","2012-05-29",9.4
"337","2012-05-30",9.71
"338","2012-05-31",9.5
"339","2012-06-01",9.27
"340","2012-06-04",9.38
"341","2012-06-05",9.36
"342","2012-06-06",9.51
"343","2012-06-07",9.52
"344","2012-06-08",9.48
"345","2012-06-11",9.51
"346","2012-06-12",9.54
"347","2012-06-13",9.53
"348","2012-06-14",9.61
"349","2012-06-15",9.71
"350","2012-06-18",9.72
"351","2012-06-19",9.86
"352","2012-06-20",9.9
"353","2012-06-21",9.56
"354","2012-06-22",9.51
"355","2012-06-25",9.52
"356","2012-06-26",9.4
"357","2012-06-27",9.07
"358","2012-06-28",9.1
"359","2012-06-29",9.17
"360","2012-07-02",9.56
"361","2012-07-03",9.74
"362","2012-07-05",9.61
"363","2012-07-06",9.55
"364","2012-07-09",9.76
"365","2012-07-10",9.68
"366","2012-07-11",9.95
"367","2012-07-12",9.98
"368","2012-07-13",9.86
"369","2012-07-16",9.53
"370","2012-07-17",9.95
"371","2012-07-18",10
"372","2012-07-19",10.05
"373","2012-07-20",9.93
"374","2012-07-23",9.59
"375","2012-07-24",9.33
"376","2012-07-25",9.91
"377","2012-07-26",10.08
"378","2012-07-27",10.1
"379","2012-07-30",10.16
"380","2012-07-31",10.15
"381","2012-08-01",10.11
"382","2012-08-02",10.18
"383","2012-08-03",10.5
"384","2012-08-06",10.49
"385","2012-08-07",10.62
"386","2012-08-08",10.72
"387","2012-08-09",10.72
"388","2012-08-10",10.8
"389","2012-08-13",10.77
"390","2012-08-14",10.8
"391","2012-08-15",10.69
"392","2012-08-16",10.79
"393","2012-08-17",10.47
"394","2012-08-20",10.46
"395","2012-08-21",10.28
"396","2012-08-22",10.23
"397","2012-08-23",10.21
"398","2012-08-24",10.15
"399","2012-08-27",10.19
"400","2012-08-28",10.27
"401","2012-08-29",10.16
"402","2012-08-30",10.19
"403","2012-08-31",10.13
"404","2012-09-04",9.72
"405","2012-09-05",9.8
"406","2012-09-06",10.04
"407","2012-09-07",10.13
"408","2012-09-10",10.13
"409","2012-09-11",10.24
"410","2012-09-12",10.34
"411","2012-09-13",10.43
"412","2012-09-14",10.37
"413","2012-09-17",10.37
"414","2012-09-18",10.23
"415","2012-09-19",10.08
"416","2012-09-20",10.02
"417","2012-09-21",10.31
"418","2012-09-24",10.39
"419","2012-09-25",9.96
"420","2012-09-26",10.01
"421","2012-09-27",10.07
"422","2012-09-28",10.06
"423","2012-10-01",9.91
"424","2012-10-02",9.89
"425","2012-10-03",9.75
"426","2012-10-04",9.71
"427","2012-10-05",9.54
"428","2012-10-08",9.52
"429","2012-10-09",9.09
"430","2012-10-10",9.23
"431","2012-10-11",9.29
"432","2012-10-12",9.26
"433","2012-10-15",9.29
"434","2012-10-16",9.49
"435","2012-10-17",9.45
"436","2012-10-18",9.26
"437","2012-10-19",9.16
"438","2012-10-22",9.27
"439","2012-10-23",9.18
"440","2012-10-24",9.2
"441","2012-10-25",9.4
"442","2012-10-26",9.16
"443","2012-10-31",9.18
"444","2012-11-01",9.48
"445","2012-11-02",9.31
"446","2012-11-05",9.29
"447","2012-11-06",9.31
"448","2012-11-07",9.1
"449","2012-11-08",9.08
"450","2012-11-09",9
"451","2012-11-12",9.01
"452","2012-11-13",9.09
"453","2012-11-14",8.99
"454","2012-11-15",8.56
"455","2012-11-16",8.6
"456","2012-11-19",8.71
"457","2012-11-20",8.71
"458","2012-11-21",8.95
"459","2012-11-23",9.11
"460","2012-11-26",9.16
"461","2012-11-27",8.76
"462","2012-11-28",8.87
"463","2012-11-29",8.85
"464","2012-11-30",8.9
"465","2012-12-03",9.33
"466","2012-12-04",9.14
"467","2012-12-05",9.32
"468","2012-12-06",9.3
"469","2012-12-07",8.94
"470","2012-12-10",8.6
"471","2012-12-11",8.5
"472","2012-12-12",8.37
"473","2012-12-13",8.49
"474","2012-12-14",8.39
"475","2012-12-17",8.59
"476","2012-12-18",8.76
"477","2012-12-19",8.62
"478","2012-12-20",8.61
"479","2012-12-21",8.38
"480","2012-12-24",8.33
"481","2012-12-26",8.18
"482","2012-12-27",8.25
"483","2012-12-28",8.05
"484","2012-12-31",8.48
"485","2013-01-02",8.68
"486","2013-01-03",8.69
"487","2013-01-04",8.99
"488","2013-01-07",8.79
"489","2013-01-08",8.58
"490","2013-01-09",8.79
"491","2013-01-10",8.9
"492","2013-01-11",8.94
"493","2013-01-14",9.06
"494","2013-01-15",9.3
"495","2013-01-16",9.06
"496","2013-01-17",9.46
"497","2013-01-18",9.56
"498","2013-01-22",9.45
"499","2013-01-23",9.45
"500","2013-01-24",9
"501","2013-01-25",9.17
"502","2013-01-28",9.11
"503","2013-01-29",8.55
"504","2013-01-30",8.18
"505","2013-01-31",8.5
"506","2013-02-01",8.74
"507","2013-02-04",8.56
"508","2013-02-05",8.55
"509","2013-02-06",8.5
"510","2013-02-07",8.52
"511","2013-02-08",8.5
"512","2013-02-11",8.54
"513","2013-02-12",8.4
"514","2013-02-13",8.33
"515","2013-02-14",8.25
"516","2013-02-15",8.31
"517","2013-02-19",8.29
"518","2013-02-20",8.16
"519","2013-02-21",8.05
"520","2013-02-22",8.2
"521","2013-02-25",7.92
"522","2013-02-26",8.03
"523","2013-02-27",8
"524","2013-02-28",7.85
"525","2013-03-01",8.06
"526","2013-03-04",8.1
"527","2013-03-05",8.14
"528","2013-03-06",8.12
"529","2013-03-07",8.02
"530","2013-03-08",7.94
"531","2013-03-11",8.09
"532","2013-03-12",8.1
"533","2013-03-13",8.47
"534","2013-03-14",8.54
"535","2013-03-15",8.17
"536","2013-03-18",8.26
"537","2013-03-19",8.11
"538","2013-03-20",8.05
"539","2013-03-21",7.98
"540","2013-03-22",8
"541","2013-03-25",7.93
"542","2013-03-26",7.79
"543","2013-03-27",7.78
"544","2013-03-28",7.69
"545","2013-04-01",7.6
"546","2013-04-02",7.65
"547","2013-04-03",7.43
"548","2013-04-04",7.59
"549","2013-04-05",7.43
"550","2013-04-08",7.5
"551","2013-04-09",7.44
"552","2013-04-10",7.64
"553","2013-04-11",7.58
"554","2013-04-12",7.27
"555","2013-04-15",7.11
"556","2013-04-16",7.17
"557","2013-04-17",7.06
"558","2013-04-18",7
"559","2013-04-19",7.17
"560","2013-04-22",7.08
"561","2013-04-23",7.15
"562","2013-04-24",7.37
"563","2013-04-25",7.36
"564","2013-04-26",7.45
"565","2013-04-29",7.53
"566","2013-04-30",7.46
"567","2013-05-01",7.54
"568","2013-05-02",7.63
"569","2013-05-03",7.67
"570","2013-05-06",7.69
"571","2013-05-07",7.68
"572","2013-05-08",7.75
"573","2013-05-09",7.79
"574","2013-05-10",7.89
"575","2013-05-13",7.93
"576","2013-05-14",7.91
"577","2013-05-15",7.88
"578","2013-05-16",7.94
"579","2013-05-17",7.85
"580","2013-05-20",7.9
"581","2013-05-21",7.78
"582","2013-05-22",7.7
"583","2013-05-23",7.56
"584","2013-05-24",7.51
"585","2013-05-28",7.51
"586","2013-05-29",7.47
"587","2013-05-30",7.5
"588","2013-05-31",7.39
"589","2013-06-03",7.39
"590","2013-06-04",7.54
"591","2013-06-05",7.35
"592","2013-06-06",7.15
"593","2013-06-07",7.24
"594","2013-06-10",7.22
"595","2013-06-11",7.08
"596","2013-06-12",6.95
"597","2013-06-13",6.81
"598","2013-06-14",6.99
"599","2013-06-17",6.98
"600","2013-06-18",7
"601","2013-06-19",6.8
"602","2013-06-20",6.53
"603","2013-06-21",6.44
"604","2013-06-24",6.07
"605","2013-06-25",6.05
"606","2013-06-26",6.18
"607","2013-06-27",6.4
"608","2013-06-28",6.25
"609","2013-07-01",6.31
"610","2013-07-02",6.39
"611","2013-07-03",6.28
"612","2013-07-05",6.22
"613","2013-07-08",6.34
"614","2013-07-09",6.51
"615","2013-07-10",6.6
"616","2013-07-11",6.73
"617","2013-07-12",6.69
"618","2013-07-15",6.7
"619","2013-07-16",6.77
"620","2013-07-17",6.78
"621","2013-07-18",6.79
"622","2013-07-19",6.71
"623","2013-07-22",6.76
"624","2013-07-23",6.71
"625","2013-07-24",6.69
"626","2013-07-25",6.63
"627","2013-07-26",6.66
"628","2013-07-29",6.71
"629","2013-07-30",6.63
"630","2013-07-31",6.55
"631","2013-08-01",6.61
"632","2013-08-02",6.7
"633","2013-08-05",6.73
"634","2013-08-06",6.82
"635","2013-08-07",6.69
"636","2013-08-08",6.74
"637","2013-08-09",6.76
"638","2013-08-12",6.95
"639","2013-08-13",7.14
"640","2013-08-14",7.12
"641","2013-08-15",6.9
"642","2013-08-16",6.6
"643","2013-08-19",6.54
"644","2013-08-20",6.72
"645","2013-08-21",6.59
"646","2013-08-22",6.63
"647","2013-08-23",6.77
"648","2013-08-26",6.72
"649","2013-08-27",6.49
"650","2013-08-28",6.45
"651","2013-08-29",6.52
"652","2013-08-30",6.44
"653","2013-09-03",6.5
"654","2013-09-04",6.54
"655","2013-09-05",6.56
"656","2013-09-06",6.7
"657","2013-09-09",6.95
"658","2013-09-10",7.06
"659","2013-09-11",7.25
"660","2013-09-12",7.21
"661","2013-09-13",7.15
"662","2013-09-16",7.36
"663","2013-09-17",7.49
"664","2013-09-18",7.58
"665","2013-09-19",7.48
"666","2013-09-20",7.44
"667","2013-09-23",7.46
"668","2013-09-24",7.47
"669","2013-09-25",7.6
"670","2013-09-26",7.65
"671","2013-09-27",7.49
"672","2013-09-30",7.41
"673","2013-10-01",7.46
"674","2013-10-02",7.57
"675","2013-10-03",7.54
"676","2013-10-04",7.59
"677","2013-10-07",7.58
"678","2013-10-08",7.6
"679","2013-10-09",7.68
"680","2013-10-10",7.79
"681","2013-10-11",7.98
"682","2013-10-14",8.05
"683","2013-10-15",8.1
"684","2013-10-16",8.11
"685","2013-10-17",8.26
"686","2013-10-18",8.08
"687","2013-10-21",8.11
"688","2013-10-22",8.26
"689","2013-10-23",8.29
"690","2013-10-24",8.3
"691","2013-10-25",8.3
"692","2013-10-28",8.37
"693","2013-10-29",8.15
"694","2013-10-30",8.08
"695","2013-10-31",8
"696","2013-11-01",8.03
"697","2013-11-04",8.06
"698","2013-11-05",7.92
"699","2013-11-06",8
"700","2013-11-07",7.82
"701","2013-11-08",7.66
"702","2013-11-11",7.62
"703","2013-11-12",7.72
"704","2013-11-13",7.82
"705","2013-11-14",7.97
"706","2013-11-15",8.01
"707","2013-11-18",7.77
"708","2013-11-19",7.91
"709","2013-11-20",7.88
"710","2013-11-21",7.92
"711","2013-11-22",7.95
"712","2013-11-25",7.9
"713","2013-11-26",8.03
"714","2013-11-27",8.21
"715","2013-11-29",8.36
"716","2013-12-02",8.22
"717","2013-12-03",7.91
"718","2013-12-04",7.96
"719","2013-12-05",8
"720","2013-12-06",8.07
"721","2013-12-09",8.05
"722","2013-12-10",7.96
"723","2013-12-11",7.95
"724","2013-12-12",7.85
"725","2013-12-13",7.74
"726","2013-12-16",7.76
"727","2013-12-17",7.76
"728","2013-12-18",7.72
"729","2013-12-19",7.75
"730","2013-12-20",7.87
"731","2013-12-23",7.89
"732","2013-12-24",8.03
"733","2013-12-26",7.85
"734","2013-12-27",8.07
"735","2013-12-30",8
"736","2013-12-31",8.09
"737","2014-01-02",7.87
"738","2014-01-03",7.87
"739","2014-01-06",7.81
"740","2014-01-07",7.87
"741","2014-01-08",7.73
"742","2014-01-09",7.63
"743","2014-01-10",7.6
"744","2014-01-13",7.6
"745","2014-01-14",7.75
"746","2014-01-15",7.7
"747","2014-01-16",7.91
"748","2014-01-17",7.92
"749","2014-01-21",7.95
"750","2014-01-22",7.98
"751","2014-01-23",7.87
"752","2014-01-24",7.23
"753","2014-01-27",7.36
"754","2014-01-28",7.71
"755","2014-01-29",7.67
"756","2014-01-30",7.68
"757","2014-01-31",7.51
"758","2014-02-03",7.01
"759","2014-02-04",7.14
"760","2014-02-05",7.41
"761","2014-02-06",7.65
"762","2014-02-07",7.59
"763","2014-02-10",7.63
"764","2014-02-11",7.65
"765","2014-02-12",7.75
"766","2014-02-13",7.78
"767","2014-02-14",8
"768","2014-02-18",7.82
"769","2014-02-19",7.75
"770","2014-02-20",7.84
"771","2014-02-21",7.95
"772","2014-02-24",7.99
"773","2014-02-25",7.83
"774","2014-02-26",7.84
"775","2014-02-27",7.83
"776","2014-02-28",7.84
"777","2014-03-03",7.68
"778","2014-03-04",7.9
"779","2014-03-05",7.92
"780","2014-03-06",7.94
"781","2014-03-07",8
"782","2014-03-10",8.04
"783","2014-03-11",7.97
"784","2014-03-12",8.05
"785","2014-03-13",7.88
"786","2014-03-14",7.96
"787","2014-03-17",7.95
"788","2014-03-18",7.97
"789","2014-03-19",7.94
"790","2014-03-20",7.88
"791","2014-03-21",7.73
"792","2014-03-24",7.77
"793","2014-03-25",8.05
"794","2014-03-26",8.07
"795","2014-03-27",7.91
"796","2014-03-28",8.09
"797","2014-03-31",8.16
"798","2014-04-01",8.13
"799","2014-04-02",8.21
"800","2014-04-03",8.22
"801","2014-04-04",8.14
"802","2014-04-07",8.17
"803","2014-04-08",8.2
"804","2014-04-09",8.35
"805","2014-04-10",8.47
"806","2014-04-11",8.5
"807","2014-04-14",8.9
"808","2014-04-15",8.91
"809","2014-04-16",8.95
"810","2014-04-17",8.95
"811","2014-04-21",8.91
"812","2014-04-22",8.9
"813","2014-04-23",8.95
"814","2014-04-24",9.14
"815","2014-04-25",9.25
"816","2014-04-28",9.28
"817","2014-04-29",9.13
"818","2014-04-30",8.92
"819","2014-05-01",8.84
"820","2014-05-02",9
"821","2014-05-05",8.74
"822","2014-05-06",8.76
"823","2014-05-07",8.85
"824","2014-05-08",8.85
"825","2014-05-09",8.83
"826","2014-05-12",8.95
"827","2014-05-13",9.14
"828","2014-05-14",9.06
"829","2014-05-15",8.95
"830","2014-05-16",9.01
"831","2014-05-19",9.02
"832","2014-05-20",9.13
"833","2014-05-21",9.2
"834","2014-05-22",9.16
"835","2014-05-23",9.17
"836","2014-05-27",9.16
"837","2014-05-28",9.09
"838","2014-05-29",9.12
"839","2014-05-30",9.1
"840","2014-06-02",9.48
"841","2014-06-03",9.53
"842","2014-06-04",9.64
"843","2014-06-05",9.79
"844","2014-06-06",9.95
"845","2014-06-09",9.91
"846","2014-06-10",9.93
"847","2014-06-11",9.83
"848","2014-06-12",9.78
"849","2014-06-13",9.71
"850","2014-06-16",9.47
"851","2014-06-17",9.45
"852","2014-06-18",9.24
"853","2014-06-19",9.34
"854","2014-06-20",9.49
"855","2014-06-23",9.51
"856","2014-06-24",9.47
"857","2014-06-25",9.26
"858","2014-06-26",9.23
"859","2014-06-27",9.6
"860","2014-06-30",9.44
"861","2014-07-01",9.45
"862","2014-07-02",9.62
"863","2014-07-03",9.61
"864","2014-07-07",9.77
"865","2014-07-08",9.62
"866","2014-07-09",9.71
"867","2014-07-10",9.8
"868","2014-07-11",10
"869","2014-07-14",9.99
"870","2014-07-15",9.97
"871","2014-07-16",10.02
"872","2014-07-17",9.94
"873","2014-07-18",10.05
"874","2014-07-21",9.86
"875","2014-07-22",9.92
"876","2014-07-23",9.85
"877","2014-07-24",10
"878","2014-07-25",9.95
"879","2014-07-28",9.98
"880","2014-07-29",9.92
"881","2014-07-30",9.97
"882","2014-07-31",9.96
"883","2014-08-01",10.13
"884","2014-08-04",10.14
"885","2014-08-05",10
"886","2014-08-06",10.07
"887","2014-08-07",10.2
"888","2014-08-08",10.25
"889","2014-08-11",10.25
"890","2014-08-12",10.22
"891","2014-08-13",10.09
"892","2014-08-14",9.9
"893","2014-08-15",9.6
"894","2014-08-18",9.74
"895","2014-08-19",9.57
"896","2014-08-20",9.47
"897","2014-08-21",9.37
"898","2014-08-22",9.35
"899","2014-08-25",9.13
"900","2014-08-26",9.18
"901","2014-08-27",9.4
"902","2014-08-28",9.41
"903","2014-08-29",9.45
"904","2014-09-02",8.94
"905","2014-09-03",9.07
"906","2014-09-04",9.16
"907","2014-09-05",9.06
"908","2014-09-08",9
"909","2014-09-09",9.01
"910","2014-09-10",9.01
"911","2014-09-11",9.01
"912","2014-09-12",9.01
"913","2014-09-15",8.89
"914","2014-09-16",8.96
"915","2014-09-17",9
"916","2014-09-18",9.07
"917","2014-09-19",9.05
"918","2014-09-22",9.03
"919","2014-09-23",9.01
"920","2014-09-24",9.07
"921","2014-09-25",8.86
"922","2014-09-26",8.88
"923","2014-09-29",8.92
"924","2014-09-30",8.8
"925","2014-10-01",8.8
"926","2014-10-02",8.7
"927","2014-10-03",8.69
"928","2014-10-06",8.85
"929","2014-10-07",8.82
"930","2014-10-08",8.9
"931","2014-10-09",8.74
"932","2014-10-10",8.58
"933","2014-10-13",8.48
"934","2014-10-14",8.4
"935","2014-10-15",8.33
"936","2014-10-16",8.39
"937","2014-10-17",8.5
"938","2014-10-20",8.61
"939","2014-10-21",8.68
"940","2014-10-22",8.56
"941","2014-10-23",8.4
"942","2014-10-24",8.19
"943","2014-10-27",8.28
"944","2014-10-28",8.57
"945","2014-10-29",8.68
"946","2014-10-30",8.66
"947","2014-10-31",9.07
"948","2014-11-03",8.98
"949","2014-11-04",9.02
"950","2014-11-05",8.93
"951","2014-11-06",8.94
"952","2014-11-07",8.91
"953","2014-11-10",8.9
"954","2014-11-11",8.94
"955","2014-11-12",8.89
"956","2014-11-13",9.1
"957","2014-11-14",9.17
"958","2014-11-17",9.25
"959","2014-11-18",9.18
"960","2014-11-19",9.32
"961","2014-11-20",9.33
"962","2014-11-21",9.41
"963","2014-11-24",9.4
"964","2014-11-25",9.44
"965","2014-11-26",9.38
"966","2014-11-28",9.1
"967","2014-12-01",8.94
"968","2014-12-02",8.86
"969","2014-12-03",9.1
"970","2014-12-04",8.92
"971","2014-12-05",9.06
"972","2014-12-08",8.85
"973","2014-12-09",9.12
"974","2014-12-10",8.62
"975","2014-12-11",8.53
"976","2014-12-12",8.28
"977","2014-12-15",7.96
"978","2014-12-16",7.83
"979","2014-12-17",7.93
"980","2014-12-18",7.93
"981","2014-12-19",7.83
"982","2014-12-22",7.98
"983","2014-12-23",7.9
"984","2014-12-24",7.9
"985","2014-12-26",7.9
"986","2014-12-29",7.88
"987","2014-12-30",7.89
"988","2014-12-31",8.01
"989","2015-01-02",7.98
"990","2015-01-05",7.9
"991","2015-01-06",7.91
"992","2015-01-07",8.01
"993","2015-01-08",8.15
"994","2015-01-09",8.28
"995","2015-01-12",8.25
"996","2015-01-13",7.94
"997","2015-01-14",8.03
"998","2015-01-15",7.89
"999","2015-01-16",7.94
"1000","2015-01-20",7.92
"1001","2015-01-21",7.84
"1002","2015-01-22",7.97
