"","date","UBX"
"153","2018-12-10",14.26
"154","2018-12-11",14.68
"155","2018-12-12",15.74
"156","2018-12-13",16.530001
"157","2018-12-14",15.91
"158","2018-12-17",15.11
"159","2018-12-18",15.44
"160","2018-12-19",15.74
"161","2018-12-20",15.95
"162","2018-12-21",15.45
"163","2018-12-24",15.97
"164","2018-12-26",17.25
"165","2018-12-27",16.77
"166","2018-12-28",16.780001
"167","2018-12-31",16.26
"168","2019-01-02",16.66
"169","2019-01-03",16.299999
"170","2019-01-04",16.26
"171","2019-01-07",16
"172","2019-01-08",16.27
"173","2019-01-09",16.18
"174","2019-01-10",16.059999
"175","2019-01-11",15.84
"176","2019-01-14",15.62
"177","2019-01-15",16.41
"178","2019-01-16",15.93
"179","2019-01-17",15.27
"180","2019-01-18",12.45
"181","2019-01-22",12.16
"182","2019-01-23",11.75
"183","2019-01-24",11.71
"184","2019-01-25",11.59
"185","2019-01-28",11.39
"186","2019-01-29",11.45
"187","2019-01-30",11.43
"188","2019-01-31",11.44
"189","2019-02-01",11.58
"190","2019-02-04",11.5
"191","2019-02-05",11.44
"192","2019-02-06",11.6
"193","2019-02-07",11.33
"194","2019-02-08",11.41
"195","2019-02-11",11.32
"196","2019-02-12",11.47
"197","2019-02-13",11.44
"198","2019-02-14",11.25
"199","2019-02-15",11.24
"200","2019-02-19",11.74
"201","2019-02-20",11.28
"202","2019-02-21",10.78
"203","2019-02-22",10.1
"204","2019-02-25",9.93
"205","2019-02-26",9.76
"206","2019-02-27",10.09
"207","2019-02-28",10
"208","2019-03-01",10.13
"209","2019-03-04",10.34
"210","2019-03-05",10.22
"211","2019-03-06",9.08
"212","2019-03-07",8.99
"213","2019-03-08",9.15
"214","2019-03-11",9.16
"215","2019-03-12",9.08
"216","2019-03-13",8.73
"217","2019-03-14",8.54
"218","2019-03-15",8.44
"219","2019-03-18",8.68
"220","2019-03-19",8.89
"221","2019-03-20",8.81
"222","2019-03-21",8.18
"223","2019-03-22",8
"224","2019-03-25",7.65
"225","2019-03-26",7.95
"226","2019-03-27",8.1
"227","2019-03-28",8.13
"228","2019-03-29",8.11
"229","2019-04-01",8.04
"230","2019-04-02",8.19
"231","2019-04-03",8.48
"232","2019-04-04",8.94
"233","2019-04-05",9.03
"234","2019-04-08",8.48
"235","2019-04-09",7.98
"236","2019-04-10",8.06
"237","2019-04-11",8.13
"238","2019-04-12",8.04
"239","2019-04-15",7.59
"240","2019-04-16",8.02
"241","2019-04-17",7.85
"242","2019-04-18",8.01
"243","2019-04-22",8.22
"244","2019-04-23",7.99
"245","2019-04-24",7.81
"246","2019-04-25",7.92
"247","2019-04-26",8.44
"248","2019-04-29",8.12
"249","2019-04-30",8.23
"250","2019-05-01",8.11
"251","2019-05-02",8.23
"252","2019-05-03",8.53
"253","2019-05-06",9.29
"254","2019-05-07",8.5
"255","2019-05-08",8.72
"256","2019-05-09",8.87
"257","2019-05-10",10.21
"258","2019-05-13",9.35
"259","2019-05-14",8.95
"260","2019-05-15",9.3
"261","2019-05-16",9.05
"262","2019-05-17",8.93
"263","2019-05-20",8.7
"264","2019-05-21",8.66
"265","2019-05-22",8.71
"266","2019-05-23",8.04
"267","2019-05-24",8.47
"268","2019-05-28",8.99
"269","2019-05-29",8.45
"270","2019-05-30",8.24
"271","2019-05-31",8.16
"272","2019-06-03",8
"273","2019-06-04",8.31
"274","2019-06-05",8
"275","2019-06-06",8.28
"276","2019-06-07",8.27
"277","2019-06-10",8.29
"278","2019-06-11",8.07
"279","2019-06-12",8.4
"280","2019-06-13",8.74
"281","2019-06-14",8.73
"282","2019-06-17",9.17
"283","2019-06-18",8.51
"284","2019-06-19",9
"285","2019-06-20",9
"286","2019-06-21",9.27
"287","2019-06-24",8.81
"288","2019-06-25",8.69
"289","2019-06-26",8.56
"290","2019-06-27",8.36
"291","2019-06-28",9.5
"292","2019-07-01",9.63
"293","2019-07-02",9.01
"294","2019-07-03",8.56
"295","2019-07-05",8.45
"296","2019-07-08",8.22
"297","2019-07-09",8.62
"298","2019-07-10",8.74
"299","2019-07-11",8.5
"300","2019-07-12",8.57
"301","2019-07-15",8.3
"302","2019-07-16",8.07
"303","2019-07-17",7.75
"304","2019-07-18",7.81
"305","2019-07-19",7.51
"306","2019-07-22",7.59
"307","2019-07-23",7.63
"308","2019-07-24",7.44
"309","2019-07-25",7.09
"310","2019-07-26",6.88
"311","2019-07-29",6.67
"312","2019-07-30",7.19
"313","2019-07-31",7.06
"314","2019-08-01",7.07
"315","2019-08-02",6.8
"316","2019-08-05",6.67
"317","2019-08-06",6.94
"318","2019-08-07",6.8
"319","2019-08-08",7.16
"320","2019-08-09",6.91
"321","2019-08-12",6.68
"322","2019-08-13",6.53
"323","2019-08-14",6.51
"324","2019-08-15",6.18
"325","2019-08-16",6.19
"326","2019-08-19",6.12
"327","2019-08-20",6.08
"328","2019-08-21",6.2
"329","2019-08-22",6.04
"330","2019-08-23",5.95
"331","2019-08-26",5.84
"332","2019-08-27",5.62
"333","2019-08-28",5.89
"334","2019-08-29",6
"335","2019-08-30",6.1
"336","2019-09-03",5.99
"337","2019-09-04",6.18
"338","2019-09-05",6.39
"339","2019-09-06",6.73
"340","2019-09-09",7.19
"341","2019-09-10",7.59
"342","2019-09-11",7.84
"343","2019-09-12",8.08
"344","2019-09-13",7.96
"345","2019-09-16",7.45
"346","2019-09-17",7.18
"347","2019-09-18",6.99
"348","2019-09-19",6.97
"349","2019-09-20",6.9
"350","2019-09-23",6.78
"351","2019-09-24",6.22
"352","2019-09-25",6.23
"353","2019-09-26",6.18
"354","2019-09-27",6.23
"355","2019-09-30",6.1
"356","2019-10-01",5.99
"357","2019-10-02",6.11
"358","2019-10-03",6.61
"359","2019-10-04",6.57
"360","2019-10-07",6.44
"361","2019-10-08",6.33
"362","2019-10-09",6.41
"363","2019-10-10",6.57
"364","2019-10-11",6.53
"365","2019-10-14",6.48
"366","2019-10-15",6.85
"367","2019-10-16",7.23
"368","2019-10-17",7.06
"369","2019-10-18",7.02
"370","2019-10-21",7.02
"371","2019-10-22",6.72
"372","2019-10-23",6.84
"373","2019-10-24",6.57
"374","2019-10-25",6.88
"375","2019-10-28",6.52
"376","2019-10-29",6.5
"377","2019-10-30",6.47
"378","2019-10-31",6.24
"379","2019-11-01",6.73
"380","2019-11-04",7.16
"381","2019-11-05",7.07
"382","2019-11-06",6.8
"383","2019-11-07",7.25
"384","2019-11-08",7.61
"385","2019-11-11",6.995
"386","2019-11-12",6.76
"387","2019-11-13",6.56
"388","2019-11-14",6.32
"389","2019-11-15",6.54
"390","2019-11-18",6.48
"391","2019-11-19",6.75
"392","2019-11-20",6.93
"393","2019-11-21",6.83
"394","2019-11-22",6.85
"395","2019-11-25",6.9
"396","2019-11-26",7.27
"397","2019-11-27",7.3
"398","2019-11-29",7.72
"399","2019-12-02",7.4
"400","2019-12-03",7.365
"401","2019-12-04",7.43
"402","2019-12-05",7.07
"403","2019-12-06",7.19
"404","2019-12-09",7.44
"405","2019-12-10",8.07
"406","2019-12-11",7.72
"407","2019-12-12",8.31
"408","2019-12-13",8.36
"409","2019-12-16",8.38
"410","2019-12-17",8.3
"411","2019-12-18",8.34
"412","2019-12-19",8.07
"413","2019-12-20",7.27
"414","2019-12-23",7.45
"415","2019-12-24",7.37
"416","2019-12-26",7.25
"417","2019-12-27",7.17
"418","2019-12-30",7.55
"419","2019-12-31",7.21
"420","2020-01-02",7.12
"421","2020-01-03",7.1
"422","2020-01-06",7.31
"423","2020-01-07",7.15
"424","2020-01-08",7.24
"425","2020-01-09",7.35
"426","2020-01-10",7.21
"427","2020-01-13",7.01
"428","2020-01-14",7.14
"429","2020-01-15",7.26
"430","2020-01-16",7.6
"431","2020-01-17",7.39
"432","2020-01-21",7.38
"433","2020-01-22",7.06
"434","2020-01-23",6.96
"435","2020-01-24",6.91
"436","2020-01-27",6.75
"437","2020-01-28",6.4
"438","2020-01-29",6.265
"439","2020-01-30",6.09
"440","2020-01-31",5.9
"441","2020-02-03",6.5
"442","2020-02-04",6.51
"443","2020-02-05",6.6
"444","2020-02-06",6.47
"445","2020-02-07",6.38
"446","2020-02-10",6.48
"447","2020-02-11",6.43
"448","2020-02-12",6.21
"449","2020-02-13",6.27
"450","2020-02-14",6.06
"451","2020-02-18",6.34
"452","2020-02-19",6.38
"453","2020-02-20",6.77
"454","2020-02-21",6.815
"455","2020-02-24",6.4
"456","2020-02-25",6.29
"457","2020-02-26",6.33
"458","2020-02-27",6.23
"459","2020-02-28",6.01
"460","2020-03-02",6.18
"461","2020-03-03",5.81
"462","2020-03-04",6.01
"463","2020-03-05",6.12
"464","2020-03-06",5.81
"465","2020-03-09",5.22
"466","2020-03-10",5.51
"467","2020-03-11",5.39
"468","2020-03-12",5.04
"469","2020-03-13",5.5
"470","2020-03-16",5
"471","2020-03-17",5.53
"472","2020-03-18",5.09
"473","2020-03-19",5.13
"474","2020-03-20",5.19
"475","2020-03-23",5.55
"476","2020-03-24",5.63
"477","2020-03-25",5.71
"478","2020-03-26",5.74
"479","2020-03-27",5.75
"480","2020-03-30",5.95
"481","2020-03-31",5.8
"482","2020-04-01",5.28
"483","2020-04-02",5.82
"484","2020-04-03",5.51
"485","2020-04-06",5.8
"486","2020-04-07",5.71
"487","2020-04-08",6.15
"488","2020-04-09",6.36
"489","2020-04-13",6.31
"490","2020-04-14",6.52
"491","2020-04-15",6.16
"492","2020-04-16",6.17
"493","2020-04-17",6.4
"494","2020-04-20",6.7
"495","2020-04-21",6.42
"496","2020-04-22",6.66
"497","2020-04-23",6.52
"498","2020-04-24",6.86
"499","2020-04-27",6.74
"500","2020-04-28",6.71
"501","2020-04-29",6.93
"502","2020-04-30",6.49
"503","2020-05-01",6.45
"504","2020-05-04",6.27
"505","2020-05-05",6.31
"506","2020-05-06",6.62
"507","2020-05-07",6.79
"508","2020-05-08",7
"509","2020-05-11",7.2
"510","2020-05-12",6.91
"511","2020-05-13",6.68
"512","2020-05-14",6.51
"513","2020-05-15",7.07
"514","2020-05-18",6.72
"515","2020-05-19",6.66
"516","2020-05-20",7.1
"517","2020-05-21",7.13
"518","2020-05-22",7.34
"519","2020-05-26",7.79
"520","2020-05-27",7.66
"521","2020-05-28",7.85
"522","2020-05-29",8.18
"523","2020-06-01",9.38
"524","2020-06-02",9.49
"525","2020-06-03",8.74
"526","2020-06-04",8.74
"527","2020-06-05",8.03
"528","2020-06-08",8.32
"529","2020-06-09",8.59
"530","2020-06-10",8.88
"531","2020-06-11",8.7
"532","2020-06-12",8.44
"533","2020-06-15",8.27
"534","2020-06-16",8.73
"535","2020-06-17",8.63
"536","2020-06-18",9.14
"537","2020-06-19",9.67
"538","2020-06-22",9.48
"539","2020-06-23",9.21
"540","2020-06-24",9.28
"541","2020-06-25",9.13
"542","2020-06-26",8.5
"543","2020-06-29",8.67
"544","2020-06-30",8.68
"545","2020-07-01",8.36
"546","2020-07-02",8.96
"547","2020-07-06",8.87
"548","2020-07-07",8.1
"549","2020-07-08",8.1
"550","2020-07-09",7.88
"551","2020-07-10",7.6
"552","2020-07-13",7.39
"553","2020-07-14",7.7
"554","2020-07-15",8.07
"555","2020-07-16",8.78
"556","2020-07-17",8.86
"557","2020-07-20",9.1
"558","2020-07-21",8.94
"559","2020-07-22",8.64
"560","2020-07-23",8.47
"561","2020-07-24",8.24
"562","2020-07-27",8.82
"563","2020-07-28",9.23
"564","2020-07-29",9.24
"565","2020-07-30",9.55
"566","2020-07-31",9.43
"567","2020-08-03",9.96
"568","2020-08-04",10.23
"569","2020-08-05",10.505
"570","2020-08-06",10.66
"571","2020-08-07",10.43
"572","2020-08-10",11.98
"573","2020-08-11",11.78
"574","2020-08-12",11.77
"575","2020-08-13",11.72
"576","2020-08-14",12.43
"577","2020-08-17",4.15
"578","2020-08-18",3.26
"579","2020-08-19",3.195
"580","2020-08-20",3.02
"581","2020-08-21",2.98
"582","2020-08-24",3.19
"583","2020-08-25",3.17
"584","2020-08-26",3.14
"585","2020-08-27",3.11
"586","2020-08-28",3.02
"587","2020-08-31",3.14
"588","2020-09-01",3.01
"589","2020-09-02",3.09
"590","2020-09-03",2.94
"591","2020-09-04",3.03
"592","2020-09-08",3.085
"593","2020-09-09",3.16
"594","2020-09-10",3.02
"595","2020-09-11",2.94
"596","2020-09-14",3.115
"597","2020-09-15",3.53
"598","2020-09-16",3.65
"599","2020-09-17",3.66
"600","2020-09-18",3.84
"601","2020-09-21",3.63
"602","2020-09-22",3.57
"603","2020-09-23",3.47
"604","2020-09-24",3.45
"605","2020-09-25",3.54
"606","2020-09-28",3.47
"607","2020-09-29",3.44
"608","2020-09-30",3.46
"609","2020-10-01",3.42
"610","2020-10-02",3.5
"611","2020-10-05",3.58
"612","2020-10-06",3.59
"613","2020-10-07",3.82
"614","2020-10-08",3.85
"615","2020-10-09",3.78
"616","2020-10-12",4.03
"617","2020-10-13",3.97
"618","2020-10-14",3.91
"619","2020-10-15",4.08
"620","2020-10-16",4.06
"621","2020-10-19",3.97
"622","2020-10-20",3.83
"623","2020-10-21",3.88
"624","2020-10-22",3.97
"625","2020-10-23",4.21
"626","2020-10-26",4.12
"627","2020-10-27",4.01
"628","2020-10-28",3.98
"629","2020-10-29",4.23
"630","2020-10-30",3.87
"631","2020-11-02",4.03
"632","2020-11-03",4.06
"633","2020-11-04",4.25
"634","2020-11-05",4.24
"635","2020-11-06",4.21
"636","2020-11-09",4.31
"637","2020-11-10",4.53
"638","2020-11-11",4.57
"639","2020-11-12",4.73
"640","2020-11-13",4.66
"641","2020-11-16",4.78
"642","2020-11-17",4.71
"643","2020-11-18",4.65
"644","2020-11-19",4.73
"645","2020-11-20",4.96
"646","2020-11-23",5.31
"647","2020-11-24",5.27
"648","2020-11-25",5.65
"649","2020-11-27",6.36
