"","date","FVCB"
"473","2017-03-21",10.072
"474","2017-03-22",10.053333
"475","2017-03-23",10.026667
"476","2017-03-24",10.053333
"477","2017-03-27",10.026667
"478","2017-03-28",10.053333
"479","2017-03-29",10.026667
"480","2017-03-30",10.026667
"481","2017-03-31",10.026667
"482","2017-04-03",10.026667
"483","2017-04-04",10.074667
"484","2017-04-05",10.050667
"485","2017-04-06",10.026667
"486","2017-04-07",10.026667
"487","2017-04-10",10.026667
"488","2017-04-11",10.026667
"489","2017-04-12",10.053333
"490","2017-04-13",10.026667
"491","2017-04-17",10.101334
"492","2017-04-18",10.053333
"493","2017-04-19",10.026667
"494","2017-04-20",10.026667
"495","2017-04-21",10.2128
"496","2017-04-24",10.2128
"497","2017-04-25",10.2128
"498","2017-04-26",10.2128
"499","2017-04-27",10.2128
"500","2017-04-28",10.026667
"501","2017-05-01",10.133333
"502","2017-05-02",10.133333
"503","2017-05-03",10.213333
"504","2017-05-04",10.152
"505","2017-05-05",10.152
"506","2017-05-08",10.16
"507","2017-05-09",10.16
"508","2017-05-10",10.16
"509","2017-05-11",10.24
"510","2017-05-12",10.32
"511","2017-05-15",10.8
"512","2017-05-16",11.2
"513","2017-05-17",11.2
"514","2017-05-18",10.613334
"515","2017-05-19",10.933333
"516","2017-05-22",10.933333
"517","2017-05-23",11.013333
"518","2017-05-24",10.933333
"519","2017-05-25",10.933333
"520","2017-05-26",10.933333
"521","2017-05-30",10.933333
"522","2017-05-31",10.933333
"523","2017-06-01",10.933333
"524","2017-06-02",10.933333
"525","2017-06-05",10.666667
"526","2017-06-06",10.64
"527","2017-06-07",10.64
"528","2017-06-08",10.453333
"529","2017-06-09",10.72
"530","2017-06-12",10.666667
"531","2017-06-13",10.666667
"532","2017-06-14",10.613334
"533","2017-06-15",10.533334
"534","2017-06-16",10.506667
"535","2017-06-19",10.613334
"536","2017-06-20",10.506667
"537","2017-06-21",10.48
"538","2017-06-22",10.48
"539","2017-06-23",10.48
"540","2017-06-26",10.453867
"541","2017-06-27",10.453333
"542","2017-06-28",10.453333
"543","2017-06-29",10.48
"544","2017-06-30",10.506667
"545","2017-07-03",10.506133
"546","2017-07-05",10.453333
"547","2017-07-06",10.453333
"548","2017-07-07",10.426666
"549","2017-07-10",10.426666
"550","2017-07-11",10.426666
"551","2017-07-12",10.4
"552","2017-07-13",10.4
"553","2017-07-14",10.4
"554","2017-07-17",10.5328
"555","2017-07-18",10.4
"556","2017-07-19",10.426666
"557","2017-07-20",10.426666
"558","2017-07-21",10.48
"559","2017-07-24",10.48
"560","2017-07-25",10.533334
"561","2017-07-26",10.506667
"562","2017-07-27",10.666667
"563","2017-07-28",10.533334
"564","2017-07-31",10.72
"565","2017-08-01",10.72
"566","2017-08-02",10.666667
"567","2017-08-03",10.666667
"568","2017-08-04",10.666667
"569","2017-08-07",10.56
"570","2017-08-08",10.56
"571","2017-08-09",10.56
"572","2017-08-10",10.426666
"573","2017-08-11",10.48
"574","2017-08-14",10.426666
"575","2017-08-15",10.453333
"576","2017-08-16",10.72
"577","2017-08-17",10.666667
"578","2017-08-18",10.666667
"579","2017-08-21",10.533334
"580","2017-08-22",10.533334
"581","2017-08-23",10.533334
"582","2017-08-24",10.64
"583","2017-08-25",10.666667
"584","2017-08-28",10.586667
"585","2017-08-29",10.613334
"586","2017-08-30",10.613334
"587","2017-08-31",10.773334
"588","2017-09-01",11.066667
"589","2017-09-05",11.093333
"590","2017-09-06",11.226666
"591","2017-09-07",11.226666
"592","2017-09-08",11.2
"593","2017-09-11",11.2
"594","2017-09-12",11.093333
"595","2017-09-13",11.2
"596","2017-09-14",11.2
"597","2017-09-15",11.2
"598","2017-09-18",11.2
"599","2017-09-19",11.2
"600","2017-09-20",11.2
"601","2017-09-21",11.2
"602","2017-09-22",11.2
"603","2017-09-25",11.2
"604","2017-09-26",11.333333
"605","2017-09-27",11.326
"606","2017-09-28",11.326
"607","2017-09-29",16.950001
"608","2017-10-02",18
"609","2017-10-03",18.1
"610","2017-10-04",18.299999
"611","2017-10-05",18.35
"612","2017-10-06",18.4
"613","2017-10-09",19.700001
"614","2017-10-10",19.549999
"615","2017-10-11",19.5
"616","2017-10-12",19.5
"617","2017-10-13",19.200001
"618","2017-10-16",18.75
"619","2017-10-17",18.85
"620","2017-10-18",18.700001
"621","2017-10-19",18.700001
"622","2017-10-20",18.75
"623","2017-10-23",19.24
"624","2017-10-24",18.75
"625","2017-10-25",19
"626","2017-10-26",19
"627","2017-10-27",18.75
"628","2017-10-30",18.950001
"629","2017-10-31",18.75
"630","2017-11-01",18.75
"631","2017-11-02",18.75
"632","2017-11-03",18.75
"633","2017-11-06",18.75
"634","2017-11-07",18.65
"635","2017-11-08",18.65
"636","2017-11-09",18.549999
"637","2017-11-10",18.450001
"638","2017-11-13",18.200001
"639","2017-11-14",18
"640","2017-11-15",17.65
"641","2017-11-16",17.299999
"642","2017-11-17",17.5
"643","2017-11-20",17.5
"644","2017-11-21",17.5
"645","2017-11-22",17.5
"646","2017-11-24",17.5
"647","2017-11-27",17.5
"648","2017-11-28",17.299999
"649","2017-11-29",17.299999
"650","2017-11-30",17.299999
"651","2017-12-01",17.5
"652","2017-12-04",17.450001
"653","2017-12-05",17.450001
"654","2017-12-06",17.450001
"655","2017-12-07",17.450001
"656","2017-12-08",17.5
"657","2017-12-11",17.6
"658","2017-12-12",17.698999
"659","2017-12-13",17.52
"660","2017-12-14",17.52
"661","2017-12-15",17.5
"662","2017-12-18",17.51
"663","2017-12-19",17.6
"664","2017-12-20",17.6
"665","2017-12-21",17.5
"666","2017-12-22",17.549999
"667","2017-12-26",17.6
"668","2017-12-27",17.549999
"669","2017-12-28",17.5
"670","2017-12-29",17.52
"671","2018-01-02",17.5
"672","2018-01-03",17.5
"673","2018-01-04",17.5
"674","2018-01-05",17.6
"675","2018-01-08",17.549999
"676","2018-01-09",17.549999
"677","2018-01-10",17.549999
"678","2018-01-11",17.549999
"679","2018-01-12",17.549999
"680","2018-01-16",17.52
"681","2018-01-17",17.5
"682","2018-01-18",17.65
"683","2018-01-19",17.65
"684","2018-01-22",17.521
"685","2018-01-23",17.52
"686","2018-01-24",17.52
"687","2018-01-25",17.52
"688","2018-01-26",17.559999
"689","2018-01-29",17.57
"690","2018-01-30",17.6
"691","2018-01-31",17.5
"692","2018-02-01",17.5
"693","2018-02-02",17.5
"694","2018-02-05",17.5
"695","2018-02-06",17.5
"696","2018-02-07",17.5
"697","2018-02-08",17.5
"698","2018-02-09",17.5
"699","2018-02-12",17.5
"700","2018-02-13",17.5
"701","2018-02-14",17.549999
"702","2018-02-15",17.5
"703","2018-02-16",17.700001
"704","2018-02-20",17.6
"705","2018-02-21",17.6
"706","2018-02-22",17.6
"707","2018-02-23",17.700001
"708","2018-02-26",17.65
"709","2018-02-27",17.65
"710","2018-02-28",17.65
"711","2018-03-01",17.68
"712","2018-03-02",17.68
"713","2018-03-05",17.6
"714","2018-03-06",17.6
"715","2018-03-07",17.65
"716","2018-03-08",17.65
"717","2018-03-09",17.65
"718","2018-03-12",17.65
"719","2018-03-13",17.559999
"720","2018-03-14",17.5
"721","2018-03-15",17.530001
"722","2018-03-16",17.4
"723","2018-03-19",17.5
"724","2018-03-20",17.4
"725","2018-03-21",17.4
"726","2018-03-22",17.4
"727","2018-03-23",17.4
"728","2018-03-26",17.4
"729","2018-03-27",17.4
"730","2018-03-28",17.4
"731","2018-03-29",17.4
"732","2018-04-02",17.4
"733","2018-04-03",17.35
"734","2018-04-04",17.35
"735","2018-04-05",17.35
"736","2018-04-06",17.35
"737","2018-04-09",17.35
"738","2018-04-10",17.4
"739","2018-04-11",17.4
"740","2018-04-12",17.450001
"741","2018-04-13",17.4
"742","2018-04-16",17.27
"743","2018-04-17",17.299999
"744","2018-04-18",17.299999
"745","2018-04-19",17.299999
"746","2018-04-20",17.299999
"747","2018-04-23",17.299999
"748","2018-04-24",17.399
"749","2018-04-25",17.299999
"750","2018-04-26",17.399
"751","2018-04-27",17.299999
"752","2018-04-30",17.299999
"753","2018-05-01",17.25
"754","2018-05-02",17.25
"755","2018-05-03",17.25
"756","2018-05-04",17.4
"757","2018-05-07",17.049999
"758","2018-05-08",17.049999
"759","2018-05-09",17.25
"760","2018-05-10",17.25
"761","2018-05-11",17.25
"762","2018-05-14",17
"763","2018-05-15",17.259001
"764","2018-05-16",17.25
"765","2018-05-17",17.25
"766","2018-05-18",17.25
"767","2018-05-21",17.15
"768","2018-05-22",17.200001
"769","2018-05-23",17.091
"770","2018-05-24",17
"771","2018-05-25",17
"772","2018-05-29",17.000999
"773","2018-05-30",17.000999
"774","2018-05-31",16.950001
"775","2018-06-01",16.950001
"776","2018-06-04",17.01
"777","2018-06-05",17.1
"778","2018-06-06",17.049999
"779","2018-06-07",17.049999
"780","2018-06-08",17.1
"781","2018-06-11",17
"782","2018-06-12",17.049999
"783","2018-06-13",17
"784","2018-06-14",17.049999
"785","2018-06-15",17.049999
"786","2018-06-18",17.1
"787","2018-06-19",17.1
"788","2018-06-20",17
"789","2018-06-21",17
"790","2018-06-22",17.08
"791","2018-06-25",17.1
"792","2018-06-26",17.15
"793","2018-06-27",17.049999
"794","2018-06-28",17.200001
"795","2018-06-29",17.200001
"796","2018-07-02",17.200001
"797","2018-07-03",17.35
"798","2018-07-05",17.35
"799","2018-07-06",17.25
"800","2018-07-09",17.450001
"801","2018-07-10",17.700001
"802","2018-07-11",17.75
"803","2018-07-12",17.85
"804","2018-07-13",17.9
"805","2018-07-16",18.200001
"806","2018-07-17",18.35
"807","2018-07-18",18.35
"808","2018-07-19",19.448999
"809","2018-07-20",19.299999
"810","2018-07-23",19.299999
"811","2018-07-24",19.299999
"812","2018-07-25",18.75
"813","2018-07-26",18.5
"814","2018-07-27",18.5
"815","2018-07-30",18.35
"816","2018-07-31",18.25
"817","2018-08-01",18.5
"818","2018-08-02",18.5
"819","2018-08-03",18.6
"820","2018-08-06",18.6
"821","2018-08-07",18.5
"822","2018-08-08",18.85
"823","2018-08-09",18.85
"824","2018-08-10",18.775
"825","2018-08-13",18.950001
"826","2018-08-14",18.950001
"827","2018-08-15",18.950001
"828","2018-08-16",18.950001
"829","2018-08-17",18.950001
"830","2018-08-20",18.950001
"831","2018-08-21",19.625
"832","2018-08-22",19.849001
"833","2018-08-23",19.15
"834","2018-08-24",19.15
"835","2018-08-27",19.5
"836","2018-08-28",19.700001
"837","2018-08-29",19.698999
"838","2018-08-30",19.698999
"839","2018-08-31",19.65
"840","2018-09-04",19.700001
"841","2018-09-05",19.701
"842","2018-09-06",19.75
"843","2018-09-07",19.799999
"844","2018-09-10",19.75
"845","2018-09-11",20.4
"846","2018-09-12",20
"847","2018-09-13",20.299999
"848","2018-09-14",20
"849","2018-09-17",20
"850","2018-09-18",19.969999
"851","2018-09-19",20
"852","2018-09-20",20
"853","2018-09-21",20
"854","2018-09-24",20
"855","2018-09-25",20
"856","2018-09-26",20
"857","2018-09-27",19.940001
"858","2018-09-28",19.799999
"859","2018-10-01",19.799999
"860","2018-10-02",19.74
"861","2018-10-03",19.75
"862","2018-10-04",19.82
"863","2018-10-05",19.75
"864","2018-10-08",19.629999
"865","2018-10-09",19.370001
"866","2018-10-10",19.5
"867","2018-10-11",19.360001
"868","2018-10-12",19.110001
"869","2018-10-15",18.549999
"870","2018-10-16",18.700001
"871","2018-10-17",18.57
"872","2018-10-18",18
"873","2018-10-19",17.049999
"874","2018-10-22",17.389999
"875","2018-10-23",17.07
"876","2018-10-24",16.700001
"877","2018-10-25",17
"878","2018-10-26",17.129999
"879","2018-10-29",17.26
"880","2018-10-30",17.690001
"881","2018-10-31",17.5
"882","2018-11-01",17.5
"883","2018-11-02",18.48
"884","2018-11-05",18.15
"885","2018-11-06",18.440001
"886","2018-11-07",18.440001
"887","2018-11-08",18.83
"888","2018-11-09",18.93
"889","2018-11-12",19.200001
"890","2018-11-13",19.870001
"891","2018-11-14",20.51
"892","2018-11-15",20.25
"893","2018-11-16",20.299999
"894","2018-11-19",20.450001
"895","2018-11-20",19.549999
"896","2018-11-21",20
"897","2018-11-23",20.200001
"898","2018-11-26",19.27
"899","2018-11-27",19.879999
"900","2018-11-28",19.9
"901","2018-11-29",20.129999
"902","2018-11-30",20.25
"903","2018-12-03",20.09
"904","2018-12-04",20
"905","2018-12-06",20
"906","2018-12-07",20
"907","2018-12-10",20.059999
"908","2018-12-11",20.1
"909","2018-12-12",19.84
"910","2018-12-13",20.129999
"911","2018-12-14",19.85
"912","2018-12-17",18.92
"913","2018-12-18",18.16
"914","2018-12-19",15.9
"915","2018-12-20",15.95
"916","2018-12-21",17.51
"917","2018-12-24",16.6
"918","2018-12-26",16.610001
"919","2018-12-27",16.35
"920","2018-12-28",16.690001
"921","2018-12-31",17.610001
"922","2019-01-02",17.67
"923","2019-01-03",17.709999
"924","2019-01-04",18.24
"925","2019-01-07",17.85
"926","2019-01-08",17.780001
"927","2019-01-09",17.639999
"928","2019-01-10",17.52
"929","2019-01-11",17.57
"930","2019-01-14",17.67
"931","2019-01-15",17.559999
"932","2019-01-16",18.08
"933","2019-01-17",17.57
"934","2019-01-18",17.6
"935","2019-01-22",17.65
"936","2019-01-23",17.879999
"937","2019-01-24",17.559999
"938","2019-01-25",17.42
"939","2019-01-28",17.450001
"940","2019-01-29",17.25
"941","2019-01-30",17.35
"942","2019-01-31",17.5
"943","2019-02-01",17.450001
"944","2019-02-04",17.450001
"945","2019-02-05",17.450001
"946","2019-02-06",17.32
"947","2019-02-07",17.280001
"948","2019-02-08",17.290001
"949","2019-02-11",17.35
"950","2019-02-12",17.4
"951","2019-02-13",17.4
"952","2019-02-14",17.450001
"953","2019-02-15",17.459999
"954","2019-02-19",17.59
"955","2019-02-20",17.6
"956","2019-02-21",17.66
"957","2019-02-22",17.879999
"958","2019-02-25",17.74
"959","2019-02-26",17.68
"960","2019-02-27",17.73
"961","2019-02-28",17.75
"962","2019-03-01",17.77
"963","2019-03-04",17.66
"964","2019-03-05",17.66
"965","2019-03-06",17.66
"966","2019-03-07",17.610001
"967","2019-03-08",17.5
"968","2019-03-11",17.445
"969","2019-03-12",17.370001
"970","2019-03-13",17.389999
"971","2019-03-14",17.360001
"972","2019-03-15",17.309999
"973","2019-03-18",17.32
"974","2019-03-19",17.620001
