"","date","HX"
"708","2020-08-27",1.83
"709","2020-08-28",1.75
"710","2020-08-31",1.77
"711","2020-09-01",1.71
"712","2020-09-02",1.63
"713","2020-09-03",1.65
"714","2020-09-04",1.68
"715","2020-09-08",1.76
"716","2020-09-09",1.78
"717","2020-09-10",1.737
"718","2020-09-11",1.75
"719","2020-09-14",1.57
"720","2020-09-15",1.658
"721","2020-09-16",1.63
"722","2020-09-17",1.65
"723","2020-09-18",1.66
"724","2020-09-21",1.635
"725","2020-09-22",1.56
"726","2020-09-23",1.49
"727","2020-09-24",1.51
"728","2020-09-25",1.45
"729","2020-09-28",1.52
"730","2020-09-29",1.552
"731","2020-09-30",1.48
"732","2020-10-01",1.51
"733","2020-10-02",1.49
"734","2020-10-05",1.54
"735","2020-10-06",1.53
"736","2020-10-07",1.69
"737","2020-10-08",1.64
"738","2020-10-09",1.64
"739","2020-10-12",2.6
"740","2020-10-13",2.08
"741","2020-10-14",1.78
"742","2020-10-15",1.91
"743","2020-10-16",1.82
"744","2020-10-19",2.21
"745","2020-10-20",2.59
"746","2020-10-21",2.27
"747","2020-10-22",2.68
"748","2020-10-23",2.3
"749","2020-10-26",2.23
"750","2020-10-27",2.13
"751","2020-10-28",2.09
"752","2020-10-29",2.2
"753","2020-10-30",2.09
"754","2020-11-02",2.04
"755","2020-11-03",2.01
"756","2020-11-04",1.93
"757","2020-11-05",2.09
"758","2020-11-06",2.02
"759","2020-11-09",2.06
"760","2020-11-10",2.129
"761","2020-11-11",2.1
"762","2020-11-12",2.05
"763","2020-11-13",2.05
"764","2020-11-16",2.12
"765","2020-11-17",2.16
"766","2020-11-18",2.16
"767","2020-11-19",2.28
"768","2020-11-20",2.22
"769","2020-11-23",2.22
"770","2020-11-24",2.33
"771","2020-11-25",2.36
"772","2020-11-27",2.259
