"","date","FENC"
"478","2019-08-09",4.7
"479","2019-08-12",4.54
"480","2019-08-13",4.5
"481","2019-08-14",4.3
"482","2019-08-15",4.33
"483","2019-08-16",4.35
"484","2019-08-19",4.55
"485","2019-08-20",4.48
"486","2019-08-21",4.44
"487","2019-08-22",4.41
"488","2019-08-23",4.07
"489","2019-08-26",4.11
"490","2019-08-27",4.25
"491","2019-08-28",4.2
"492","2019-08-29",4.32
"493","2019-08-30",4.3
"494","2019-09-03",4.41
"495","2019-09-04",4.51
"496","2019-09-05",4.75
"497","2019-09-06",4.74
"498","2019-09-09",4.66
"499","2019-09-10",4.71
"500","2019-09-11",4.77
"501","2019-09-12",4.8
"502","2019-09-13",4.87
"503","2019-09-16",4.95
"504","2019-09-17",4.94
"505","2019-09-18",4.8
"506","2019-09-19",4.9
"507","2019-09-20",4.89
"508","2019-09-23",4.89
"509","2019-09-24",4.83
"510","2019-09-25",4.92
"511","2019-09-26",4.809
"512","2019-09-27",4.8
"513","2019-09-30",4.81
"514","2019-10-01",4.45
"515","2019-10-02",4.37
"516","2019-10-03",4.45
"517","2019-10-04",4.65
"518","2019-10-07",4.74
"519","2019-10-08",4.25
"520","2019-10-09",4.26
"521","2019-10-10",4.29
"522","2019-10-11",4.32
"523","2019-10-14",4.41
"524","2019-10-15",4.4
"525","2019-10-16",4.61
"526","2019-10-17",4.37
"527","2019-10-18",4.56
"528","2019-10-21",4.56
"529","2019-10-22",4.61
"530","2019-10-23",4.57
"531","2019-10-24",4.68
"532","2019-10-25",4.916
"533","2019-10-28",5.13
"534","2019-10-29",5.211
"535","2019-10-30",5.147
"536","2019-10-31",5.34
"537","2019-11-01",5.391
"538","2019-11-04",5.31
"539","2019-11-05",5.44
"540","2019-11-06",4.69
"541","2019-11-07",5.05
"542","2019-11-08",5.12
"543","2019-11-11",5.349
"544","2019-11-12",5.24
"545","2019-11-13",5.24
"546","2019-11-14",5.23
"547","2019-11-15",5.296
"548","2019-11-18",5.19
"549","2019-11-19",5.23
"550","2019-11-20",5.36
"551","2019-11-21",5.81
"552","2019-11-22",5.82
"553","2019-11-25",5.81
"554","2019-11-26",5.91
"555","2019-11-27",5.85
"556","2019-11-29",6.261
"557","2019-12-02",6.241
"558","2019-12-03",6.01
"559","2019-12-04",6.04
"560","2019-12-05",6.274
"561","2019-12-06",6.34
"562","2019-12-09",6.23
"563","2019-12-10",6.204
"564","2019-12-11",6.1
"565","2019-12-12",6.215
"566","2019-12-13",6.1
"567","2019-12-16",6.07
"568","2019-12-17",6.08
"569","2019-12-18",5.945
"570","2019-12-19",6.04
"571","2019-12-20",5.91
"572","2019-12-23",5.91
"573","2019-12-24",6.13
"574","2019-12-26",6.12
"575","2019-12-27",6.225
"576","2019-12-30",6.25
"577","2019-12-31",6.49
"578","2020-01-02",6.48
"579","2020-01-03",6.56
"580","2020-01-06",6.47
"581","2020-01-07",6.39
"582","2020-01-08",6.38
"583","2020-01-09",6.481
"584","2020-01-10",6.983
"585","2020-01-13",6.88
"586","2020-01-14",6.92
"587","2020-01-15",6.65
"588","2020-01-16",6.43
"589","2020-01-17",6.18
"590","2020-01-21",6.21
"591","2020-01-22",6.15
"592","2020-01-23",6.21
"593","2020-01-24",6.135
"594","2020-01-27",6.11
"595","2020-01-28",6.25
"596","2020-01-29",6.23
"597","2020-01-30",6.38
"598","2020-01-31",6.66
"599","2020-02-03",6.53
"600","2020-02-04",6.59
"601","2020-02-05",6.69
"602","2020-02-06",6.6
"603","2020-02-07",6.61
"604","2020-02-10",6.65
"605","2020-02-11",7.17
"606","2020-02-12",7.19
"607","2020-02-13",7.55
"608","2020-02-14",7.82
"609","2020-02-18",7.95
"610","2020-02-19",8.015
"611","2020-02-20",8.1
"612","2020-02-21",7.64
"613","2020-02-24",7.1
"614","2020-02-25",6.98
"615","2020-02-26",6.65
"616","2020-02-27",6.835
"617","2020-02-28",6.854
"618","2020-03-02",6.94
"619","2020-03-03",6.97
"620","2020-03-04",7.17
"621","2020-03-05",7.57
"622","2020-03-06",7.5
"623","2020-03-09",6.81
"624","2020-03-10",6.755
"625","2020-03-11",6.63
"626","2020-03-12",5.6
"627","2020-03-13",5.84
"628","2020-03-16",5
"629","2020-03-17",5.32
"630","2020-03-18",4.89
"631","2020-03-19",5.6
"632","2020-03-20",5.38
"633","2020-03-23",5.26
"634","2020-03-24",5.66
"635","2020-03-25",5.72
"636","2020-03-26",5.62
"637","2020-03-27",5.79
"638","2020-03-30",5.76
"639","2020-03-31",5.94
"640","2020-04-01",5.49
"641","2020-04-02",5.43
"642","2020-04-03",5.46
"643","2020-04-06",6.64
"644","2020-04-07",6.16
"645","2020-04-08",6.35
"646","2020-04-09",6.46
"647","2020-04-13",7.23
"648","2020-04-14",6.95
"649","2020-04-15",6.34
"650","2020-04-16",6.83
"651","2020-04-17",6.99
"652","2020-04-20",7.18
"653","2020-04-21",7.14
"654","2020-04-22",7.31
"655","2020-04-23",7.49
"656","2020-04-24",7.58
"657","2020-04-27",7.2
"658","2020-04-28",7.01
"659","2020-04-29",7.23
"660","2020-04-30",6.25
"661","2020-05-01",6.32
"662","2020-05-04",6.51
"663","2020-05-05",6.5
"664","2020-05-06",6.35
"665","2020-05-07",6.7
"666","2020-05-08",6.64
"667","2020-05-11",7.2
"668","2020-05-12",7.4
"669","2020-05-13",7.07
"670","2020-05-14",6.93
"671","2020-05-15",7.34
"672","2020-05-18",7.46
"673","2020-05-19",7.4
"674","2020-05-20",7.26
"675","2020-05-21",7.25
"676","2020-05-22",7.46
"677","2020-05-26",7.58
"678","2020-05-27",7.46
"679","2020-05-28",7.32
"680","2020-05-29",7.4
"681","2020-06-01",7.29
"682","2020-06-02",7.39
"683","2020-06-03",7.5
"684","2020-06-04",7.55
"685","2020-06-05",8.33
"686","2020-06-08",8.03
"687","2020-06-09",7.99
"688","2020-06-10",8.01
"689","2020-06-11",7.69
"690","2020-06-12",8.39
"691","2020-06-15",8.825
"692","2020-06-16",9.01
"693","2020-06-17",9.2
"694","2020-06-18",9.38
"695","2020-06-19",9.1
"696","2020-06-22",9.13
"697","2020-06-23",9.19
"698","2020-06-24",9.22
"699","2020-06-25",9.39
"700","2020-06-26",9.11
"701","2020-06-29",8.18
"702","2020-06-30",8.35
"703","2020-07-01",8.09
"704","2020-07-02",8.22
"705","2020-07-06",8.32
"706","2020-07-07",8.06
"707","2020-07-08",8.5
"708","2020-07-09",8.19
"709","2020-07-10",8.27
"710","2020-07-13",8.23
"711","2020-07-14",8.48
"712","2020-07-15",9.04
"713","2020-07-16",9.42
"714","2020-07-17",9.34
"715","2020-07-20",9.16
"716","2020-07-21",8.89
"717","2020-07-22",8.89
"718","2020-07-23",8.76
"719","2020-07-24",8.68
"720","2020-07-27",8.84
"721","2020-07-28",8.67
"722","2020-07-29",8.17
"723","2020-07-30",8.33
"724","2020-07-31",8.445
"725","2020-08-03",8.8
"726","2020-08-04",9
"727","2020-08-05",8.74
"728","2020-08-06",8.67
"729","2020-08-07",9.01
"730","2020-08-10",10.17
"731","2020-08-11",6.66
"732","2020-08-12",6.17
"733","2020-08-13",5.67
"734","2020-08-14",5.67
"735","2020-08-17",5.83
"736","2020-08-18",5.93
"737","2020-08-19",5.83
"738","2020-08-20",5.66
"739","2020-08-21",5.59
"740","2020-08-24",5.32
"741","2020-08-25",5.23
"742","2020-08-26",5.7
"743","2020-08-27",5.56
"744","2020-08-28",5.46
"745","2020-08-31",5.48
"746","2020-09-01",5.36
"747","2020-09-02",5.42
"748","2020-09-03",5.25
"749","2020-09-04",5.19
"750","2020-09-08",5.31
"751","2020-09-09",5.84
"752","2020-09-10",5.71
"753","2020-09-11",5.42
"754","2020-09-14",5.82
"755","2020-09-15",6.1
"756","2020-09-16",6.21
"757","2020-09-17",6.16
"758","2020-09-18",6.56
"759","2020-09-21",6.38
"760","2020-09-22",6.08
"761","2020-09-23",5.82
"762","2020-09-24",5.78
"763","2020-09-25",5.73
"764","2020-09-28",5.84
"765","2020-09-29",5.97
"766","2020-09-30",6.06
"767","2020-10-01",6.25
"768","2020-10-02",5.99
"769","2020-10-05",6.72
"770","2020-10-06",7.045
"771","2020-10-07",7.5
"772","2020-10-08",8.09
"773","2020-10-09",7.59
"774","2020-10-12",7.47
"775","2020-10-13",7.4
"776","2020-10-14",7.34
"777","2020-10-15",7.59
"778","2020-10-16",7.62
"779","2020-10-19",7.25
"780","2020-10-20",7.3
"781","2020-10-21",7.3
"782","2020-10-22",7.66
"783","2020-10-23",7.71
"784","2020-10-26",7.34
"785","2020-10-27",8.05
"786","2020-10-28",7.38
"787","2020-10-29",7.72
"788","2020-10-30",7.56
"789","2020-11-02",7.33
"790","2020-11-03",7.9
"791","2020-11-04",8.03
"792","2020-11-05",7.99
"793","2020-11-06",7.47
"794","2020-11-09",8.05
"795","2020-11-10",8.01
"796","2020-11-11",8.35
"797","2020-11-12",8.22
"798","2020-11-13",8.55
"799","2020-11-16",8.2
"800","2020-11-17",8.09
"801","2020-11-18",7.92
"802","2020-11-19",8
"803","2020-11-20",7.96
"804","2020-11-23",7.76
"805","2020-11-24",7.64
"806","2020-11-25",7.88
"807","2020-11-27",7.74
