"","date","UPLD"
"141","2015-06-01",7.74
"142","2015-06-02",7.73
"143","2015-06-03",7.72
"144","2015-06-04",7.9
"145","2015-06-05",8.06
"146","2015-06-08",8.18
"147","2015-06-09",8.1
"148","2015-06-10",8.2
"149","2015-06-11",8.23
"150","2015-06-12",8.15
"151","2015-06-15",8.01
"152","2015-06-16",8.09
"153","2015-06-17",8.14
"154","2015-06-18",8.43
"155","2015-06-19",8
"156","2015-06-22",8.69
"157","2015-06-23",8.88
"158","2015-06-24",9.02
"159","2015-06-25",9.1
"160","2015-06-26",8.78
"161","2015-06-29",8.67
"162","2015-06-30",9.22
"163","2015-07-01",9.05
"164","2015-07-02",9.03
"165","2015-07-06",8.81
"166","2015-07-07",8.71
"167","2015-07-08",8.76
"168","2015-07-09",9.18
"169","2015-07-10",8.86
"170","2015-07-13",8.62
"171","2015-07-14",8.55
"172","2015-07-15",8
"173","2015-07-16",8.13
"174","2015-07-17",8.09
"175","2015-07-20",8.08
"176","2015-07-21",8.23
"177","2015-07-22",8.2
"178","2015-07-23",8.27
"179","2015-07-24",8.28
"180","2015-07-27",8.16
"181","2015-07-28",8.02
"182","2015-07-29",7.86
"183","2015-07-30",8.09
"184","2015-07-31",8.14
"185","2015-08-03",7.95
"186","2015-08-04",7.93
"187","2015-08-05",7.89
"188","2015-08-06",7.74
"189","2015-08-07",7.79
"190","2015-08-10",7.75
"191","2015-08-11",7.7
"192","2015-08-12",7.59
"193","2015-08-13",7.62
"194","2015-08-14",7.95
"195","2015-08-17",8.1
"196","2015-08-18",7.92
"197","2015-08-19",7.85
"198","2015-08-20",7.78
"199","2015-08-21",7.59
"200","2015-08-24",7.6
"201","2015-08-25",7.71
"202","2015-08-26",7.74
"203","2015-08-27",7.92
"204","2015-08-28",8.09
"205","2015-08-31",7.93
"206","2015-09-01",7.94
"207","2015-09-02",7.87
"208","2015-09-03",7.97
"209","2015-09-04",7.91
"210","2015-09-08",7.9
"211","2015-09-09",7.9
"212","2015-09-10",7.919
"213","2015-09-11",7.97
"214","2015-09-14",7.9
"215","2015-09-15",7.9
"216","2015-09-16",7.9
"217","2015-09-17",8
"218","2015-09-18",8.29
"219","2015-09-21",8.37
"220","2015-09-22",8
"221","2015-09-23",8.011
"222","2015-09-24",7.96
"223","2015-09-25",7.85
"224","2015-09-28",7.9
"225","2015-09-29",7.78
"226","2015-09-30",7.9
"227","2015-10-01",7.93
"228","2015-10-02",7.93
"229","2015-10-05",7.94
"230","2015-10-06",7.85
"231","2015-10-07",7.83
"232","2015-10-08",7.75
"233","2015-10-09",7.59
"234","2015-10-12",7.91
"235","2015-10-13",8.1
"236","2015-10-14",8.04
"237","2015-10-15",8.08
"238","2015-10-16",8.12
"239","2015-10-19",8
"240","2015-10-20",7.95
"241","2015-10-21",7.89
"242","2015-10-22",7.97
"243","2015-10-23",8
"244","2015-10-26",8
"245","2015-10-27",7.99
"246","2015-10-28",8
"247","2015-10-29",8
"248","2015-10-30",7.95
"249","2015-11-02",7.95
"250","2015-11-03",7.925
"251","2015-11-04",7.97
"252","2015-11-05",8
"253","2015-11-06",7.95
"254","2015-11-09",7.79
"255","2015-11-10",7.84
"256","2015-11-11",7.79
"257","2015-11-12",7.87
"258","2015-11-13",7.74
"259","2015-11-16",7.845
"260","2015-11-17",7.37
"261","2015-11-18",7.52
"262","2015-11-19",7.34
"263","2015-11-20",7.28
"264","2015-11-23",7.36
"265","2015-11-24",7.38
"266","2015-11-25",7.36
"267","2015-11-27",7.36
"268","2015-11-30",7.34
"269","2015-12-01",7.58
"270","2015-12-02",7.196
"271","2015-12-03",7.21
"272","2015-12-04",7.3
"273","2015-12-07",7.24
"274","2015-12-08",7.14
"275","2015-12-09",6.98
"276","2015-12-10",7.19
"277","2015-12-11",7.12
"278","2015-12-14",6.77
"279","2015-12-15",6.85
"280","2015-12-16",6.95
"281","2015-12-17",6.96
"282","2015-12-18",7
"283","2015-12-21",6.96
"284","2015-12-22",6.97
"285","2015-12-23",6.95
"286","2015-12-24",7.1
"287","2015-12-28",7
"288","2015-12-29",7.05
"289","2015-12-30",6.91
"290","2015-12-31",7.05
"291","2016-01-04",7.02
"292","2016-01-05",6.826
"293","2016-01-06",6.975
"294","2016-01-07",7.01
"295","2016-01-08",6.97
"296","2016-01-11",6.82
"297","2016-01-12",6.95
"298","2016-01-13",6.99
"299","2016-01-14",7.13
"300","2016-01-15",6.99
"301","2016-01-19",7.01
"302","2016-01-20",6.92
"303","2016-01-21",7.03
"304","2016-01-22",7.06
"305","2016-01-25",7.12
"306","2016-01-26",7.01
"307","2016-01-27",7.04
"308","2016-01-28",7.06
"309","2016-01-29",7
"310","2016-02-01",7.08
"311","2016-02-02",7.06
"312","2016-02-03",7.19
"313","2016-02-04",7.11
"314","2016-02-05",7.1
"315","2016-02-08",6.91
"316","2016-02-09",6.77
"317","2016-02-10",6.9
"318","2016-02-11",6.97
"319","2016-02-12",6.92
"320","2016-02-16",6.75
"321","2016-02-17",6.95
"322","2016-02-18",6.95
"323","2016-02-19",6.86
"324","2016-02-22",6.501
"325","2016-02-23",6.61
"326","2016-02-24",6.2
"327","2016-02-25",6.07
"328","2016-02-26",6.2
"329","2016-02-29",6.21
"330","2016-03-01",6.19
"331","2016-03-02",6.18
"332","2016-03-03",6.16
"333","2016-03-04",6.19
"334","2016-03-07",6
"335","2016-03-08",6.09
"336","2016-03-09",6.17
"337","2016-03-10",6.03
"338","2016-03-11",6.01
"339","2016-03-14",6.16
"340","2016-03-15",6.225
"341","2016-03-16",6.37
"342","2016-03-17",6.99
"343","2016-03-18",6.99
"344","2016-03-21",7
"345","2016-03-22",6.869
"346","2016-03-23",6.77
"347","2016-03-24",6.81
"348","2016-03-28",6.77
"349","2016-03-29",6.83
"350","2016-03-30",6.85
"351","2016-03-31",6.87
"352","2016-04-01",6.8
"353","2016-04-04",6.88
"354","2016-04-05",6.83
"355","2016-04-06",6.84
"356","2016-04-07",6.81
"357","2016-04-08",6.9
"358","2016-04-11",6.89
"359","2016-04-12",6.9
"360","2016-04-13",7.23
"361","2016-04-14",7.02
"362","2016-04-15",7
"363","2016-04-18",7.01
"364","2016-04-19",7.14
"365","2016-04-20",7
"366","2016-04-21",7.01
"367","2016-04-22",6.98
"368","2016-04-25",6.93
"369","2016-04-26",7.41
"370","2016-04-27",7.02
"371","2016-04-28",7.02
"372","2016-04-29",7.084
"373","2016-05-02",7.26
"374","2016-05-03",7.12
"375","2016-05-04",7.06
"376","2016-05-05",7.05
"377","2016-05-06",7.17
"378","2016-05-09",7
"379","2016-05-10",7.01
"380","2016-05-11",6.95
"381","2016-05-12",6.9
"382","2016-05-13",7
"383","2016-05-16",7
"384","2016-05-17",6.95
"385","2016-05-18",6.998
"386","2016-05-19",7.09
"387","2016-05-20",7.22
"388","2016-05-23",7.13
"389","2016-05-24",7.52
"390","2016-05-25",7.25
"391","2016-05-26",7.24
"392","2016-05-27",7.12
"393","2016-05-31",7.2
"394","2016-06-01",7.16
"395","2016-06-02",7.16
"396","2016-06-03",7.17
"397","2016-06-06",7.17
"398","2016-06-07",7.16
"399","2016-06-08",7.19
"400","2016-06-09",7.2
"401","2016-06-10",7.2
"402","2016-06-13",7.16
"403","2016-06-14",7.18
"404","2016-06-15",7.35
"405","2016-06-16",7.68
"406","2016-06-17",7.44
"407","2016-06-20",7.65
"408","2016-06-21",7.68
"409","2016-06-22",7.63
"410","2016-06-23",7.54
"411","2016-06-24",7.77
"412","2016-06-27",7.5
"413","2016-06-28",7.68
"414","2016-06-29",7.7
"415","2016-06-30",7.62
"416","2016-07-01",7.55
"417","2016-07-05",7.49
"418","2016-07-06",7.54
"419","2016-07-07",7.5
"420","2016-07-08",7.5
"421","2016-07-11",7.48
"422","2016-07-12",7.5
"423","2016-07-13",7.5
"424","2016-07-14",7.6
"425","2016-07-15",7.53
"426","2016-07-18",7.52
"427","2016-07-19",7.464
"428","2016-07-20",7.464
"429","2016-07-21",7.47
"430","2016-07-22",7.44
"431","2016-07-25",7.65
"432","2016-07-26",7.51
"433","2016-07-27",7.9
"434","2016-07-28",7.93
"435","2016-07-29",7.66
"436","2016-08-01",7.75
"437","2016-08-02",7.73
"438","2016-08-03",7.66
"439","2016-08-04",7.68
"440","2016-08-05",7.68
"441","2016-08-08",7.74
"442","2016-08-09",7.7
"443","2016-08-10",7.71
"444","2016-08-11",8.08
"445","2016-08-12",8.485
"446","2016-08-15",9.49
"447","2016-08-16",8.9
"448","2016-08-17",8.8
"449","2016-08-18",8.82
"450","2016-08-19",8.8
"451","2016-08-22",8.72
"452","2016-08-23",8.6
"453","2016-08-24",8.64
"454","2016-08-25",8.77
"455","2016-08-26",8.75
"456","2016-08-29",8.67
"457","2016-08-30",8.75
"458","2016-08-31",8.5
"459","2016-09-01",8.7
"460","2016-09-02",8.951
"461","2016-09-06",9.19
"462","2016-09-07",8.98
"463","2016-09-08",9.49
"464","2016-09-09",9.32
"465","2016-09-12",9.39
"466","2016-09-13",9.39
"467","2016-09-14",9.59
"468","2016-09-15",9.9
"469","2016-09-16",9.83
"470","2016-09-19",9.01
"471","2016-09-20",8.99
"472","2016-09-21",8.97
"473","2016-09-22",8.92
"474","2016-09-23",8.97
"475","2016-09-26",9.07
"476","2016-09-27",8.9
"477","2016-09-28",8.96
"478","2016-09-29",8.89
"479","2016-09-30",8.81
"480","2016-10-03",8.79
"481","2016-10-04",8.79
"482","2016-10-05",8.78
"483","2016-10-06",8.8
"484","2016-10-07",8.79
"485","2016-10-10",8.71
"486","2016-10-11",8.67
"487","2016-10-12",8.6
"488","2016-10-13",8.4
"489","2016-10-14",8.45
"490","2016-10-17",8.53
"491","2016-10-18",8.49
"492","2016-10-19",8.48
"493","2016-10-20",8.5
"494","2016-10-21",8.5
"495","2016-10-24",8.5
"496","2016-10-25",8.5
"497","2016-10-26",8.5
"498","2016-10-27",8.4
"499","2016-10-28",8.42
"500","2016-10-31",8.44
"501","2016-11-01",8.25
"502","2016-11-02",8.21
"503","2016-11-03",8.11
"504","2016-11-04",8.12
"505","2016-11-07",8.21
"506","2016-11-08",8.05
"507","2016-11-09",7.85
"508","2016-11-10",8.03
"509","2016-11-11",8.51
"510","2016-11-14",8.36
"511","2016-11-15",8.42
"512","2016-11-16",8.75
"513","2016-11-17",8.9
"514","2016-11-18",9.07
"515","2016-11-21",9.14
"516","2016-11-22",9.15
"517","2016-11-23",9.5
"518","2016-11-25",9.5
"519","2016-11-28",9.52
"520","2016-11-29",9.59
"521","2016-11-30",9.42
"522","2016-12-01",9.59
"523","2016-12-02",9.69
"524","2016-12-05",9.74
"525","2016-12-06",9.48
"526","2016-12-07",9.52
"527","2016-12-08",9.33
"528","2016-12-09",9.21
"529","2016-12-12",9
"530","2016-12-13",8.95
"531","2016-12-14",8.86
"532","2016-12-15",8.79
"533","2016-12-16",8.75
"534","2016-12-19",8.74
"535","2016-12-20",8.72
"536","2016-12-21",8.67
"537","2016-12-22",8.93
"538","2016-12-23",8.99
"539","2016-12-27",8.93
"540","2016-12-28",8.93
"541","2016-12-29",8.95
"542","2016-12-30",8.95
"543","2017-01-03",8.99
"544","2017-01-04",8.9
"545","2017-01-05",8.95
"546","2017-01-06",8.97
"547","2017-01-09",9.15
"548","2017-01-10",9.3
"549","2017-01-11",10
"550","2017-01-12",10.01
"551","2017-01-13",10.45
"552","2017-01-17",10.45
"553","2017-01-18",10.4
"554","2017-01-19",10.55
"555","2017-01-20",10.475
"556","2017-01-23",10.57
"557","2017-01-24",10.84
"558","2017-01-25",11.4
"559","2017-01-26",11.62
"560","2017-01-27",11.95
"561","2017-01-30",11.85
"562","2017-01-31",12.09
"563","2017-02-01",12.1
"564","2017-02-02",12.33
"565","2017-02-03",12.29
"566","2017-02-06",12.08
"567","2017-02-07",12.16
"568","2017-02-08",12.03
"569","2017-02-09",12
"570","2017-02-10",11.99
"571","2017-02-13",12.02
"572","2017-02-14",11.97
"573","2017-02-15",11.97
"574","2017-02-16",12.02
"575","2017-02-17",11.84
"576","2017-02-21",11.99
"577","2017-02-22",11.91
"578","2017-02-23",11.95
"579","2017-02-24",12.05
"580","2017-02-27",12.05
"581","2017-02-28",12.05
"582","2017-03-01",12.23
"583","2017-03-02",12.11
"584","2017-03-03",12
"585","2017-03-06",11.92
"586","2017-03-07",12.01
"587","2017-03-08",12.06
"588","2017-03-09",12.04
"589","2017-03-10",12.04
"590","2017-03-13",12.75
"591","2017-03-14",13.94
"592","2017-03-15",13.93
"593","2017-03-16",14
"594","2017-03-17",14.46
"595","2017-03-20",14.4
"596","2017-03-21",14.17
"597","2017-03-22",13.93
"598","2017-03-23",14.44
"599","2017-03-24",15.59
"600","2017-03-27",15.8
"601","2017-03-28",15.47
"602","2017-03-29",15.23
"603","2017-03-30",15.5
"604","2017-03-31",15.89
"605","2017-04-03",15.86
"606","2017-04-04",15.69
"607","2017-04-05",15.54
"608","2017-04-06",15.65
"609","2017-04-07",15.78
"610","2017-04-10",15.79
"611","2017-04-11",15.97
"612","2017-04-12",15.95
"613","2017-04-13",15.68
"614","2017-04-17",15.66
"615","2017-04-18",15.72
"616","2017-04-19",16.07
"617","2017-04-20",16.91
"618","2017-04-21",17.07
"619","2017-04-24",20.25
"620","2017-04-25",19.879999
"621","2017-04-26",19.35
"622","2017-04-27",20.09
"623","2017-04-28",19.889999
"624","2017-05-01",19.959999
"625","2017-05-02",19.969999
"626","2017-05-03",20.1
"627","2017-05-04",20.57
"628","2017-05-05",20.809999
"629","2017-05-08",20.889999
"630","2017-05-09",20.950001
"631","2017-05-10",21
"632","2017-05-11",21.24
"633","2017-05-12",21.26
"634","2017-05-15",22.299999
"635","2017-05-16",22.299999
"636","2017-05-17",21.82
"637","2017-05-18",21.83
"638","2017-05-19",22.18
"639","2017-05-22",22.969999
"640","2017-05-23",22.709999
"641","2017-05-24",22.700001
"642","2017-05-25",22.42
"643","2017-05-26",22.34
"644","2017-05-30",22.309999
"645","2017-05-31",22.24
"646","2017-06-01",23.879999
"647","2017-06-02",23.950001
"648","2017-06-05",22.91
"649","2017-06-06",22.049999
"650","2017-06-07",21.610001
"651","2017-06-08",21.940001
"652","2017-06-09",21.57
"653","2017-06-12",21.549999
"654","2017-06-13",21.57
"655","2017-06-14",21.5
"656","2017-06-15",21.51
"657","2017-06-16",21.549999
"658","2017-06-19",21.950001
"659","2017-06-20",22.41
"660","2017-06-21",22.870001
"661","2017-06-22",22.639999
"662","2017-06-23",22.5
"663","2017-06-26",22.290001
"664","2017-06-27",21.91
"665","2017-06-28",22.41
"666","2017-06-29",21.91
"667","2017-06-30",21.99
"668","2017-07-03",21.530001
"669","2017-07-05",21.6
"670","2017-07-06",21.540001
"671","2017-07-07",22.25
"672","2017-07-10",23.08
"673","2017-07-11",23.08
"674","2017-07-12",23.200001
"675","2017-07-13",23.969999
"676","2017-07-14",23.959999
"677","2017-07-17",23.49
"678","2017-07-18",24.040001
"679","2017-07-19",24.969999
"680","2017-07-20",24.799999
"681","2017-07-21",25.02
"682","2017-07-24",25.08
"683","2017-07-25",25.32
"684","2017-07-26",25.33
"685","2017-07-27",24.85
"686","2017-07-28",24.719999
"687","2017-07-31",24.65
"688","2017-08-01",24.610001
"689","2017-08-02",23.66
"690","2017-08-03",23.59
"691","2017-08-04",23.66
"692","2017-08-07",23.85
"693","2017-08-08",23.6
"694","2017-08-09",23.33
"695","2017-08-10",22.98
"696","2017-08-11",23.08
"697","2017-08-14",23.879999
"698","2017-08-15",23.440001
"699","2017-08-16",23.99
"700","2017-08-17",23.41
"701","2017-08-18",23.58
"702","2017-08-21",23.57
"703","2017-08-22",23.65
"704","2017-08-23",23.440001
"705","2017-08-24",23.42
"706","2017-08-25",23.49
"707","2017-08-28",22.690001
"708","2017-08-29",22.719999
"709","2017-08-30",22.889999
"710","2017-08-31",23
"711","2017-09-01",23.639999
"712","2017-09-05",23.389999
"713","2017-09-06",22.709999
"714","2017-09-07",22.23
"715","2017-09-08",22.42
"716","2017-09-11",22.5
"717","2017-09-12",22.1
"718","2017-09-13",21.73
"719","2017-09-14",22.030001
"720","2017-09-15",20.709999
"721","2017-09-18",20.76
"722","2017-09-19",20.969999
"723","2017-09-20",20.68
"724","2017-09-21",20.34
"725","2017-09-22",20.290001
"726","2017-09-25",19.91
"727","2017-09-26",19.82
"728","2017-09-27",21.4
"729","2017-09-28",21.1
"730","2017-09-29",21.16
"731","2017-10-02",21.43
"732","2017-10-03",21.51
"733","2017-10-04",21.799999
"734","2017-10-05",22
"735","2017-10-06",21.950001
"736","2017-10-09",21.809999
"737","2017-10-10",21.98
"738","2017-10-11",21.940001
"739","2017-10-12",21.58
"740","2017-10-13",21.25
"741","2017-10-16",21.469999
"742","2017-10-17",21.33
"743","2017-10-18",21.200001
"744","2017-10-19",21.280001
"745","2017-10-20",22.379999
"746","2017-10-23",22.15
"747","2017-10-24",21.879999
"748","2017-10-25",21.82
"749","2017-10-26",21.879999
"750","2017-10-27",21.92
"751","2017-10-30",21.879999
"752","2017-10-31",21.969999
"753","2017-11-01",21.469999
"754","2017-11-02",21.52
"755","2017-11-03",21.879999
"756","2017-11-06",20.66
"757","2017-11-07",20.299999
"758","2017-11-08",21.280001
"759","2017-11-09",21.18
"760","2017-11-10",20.860001
"761","2017-11-13",21.190001
"762","2017-11-14",20.969999
"763","2017-11-15",20.92
"764","2017-11-16",21.5
"765","2017-11-17",21.200001
"766","2017-11-20",21.469999
"767","2017-11-21",21.700001
"768","2017-11-22",22.99
"769","2017-11-24",22.959999
"770","2017-11-27",23.290001
"771","2017-11-28",24.620001
"772","2017-11-29",24.129999
"773","2017-11-30",23.440001
"774","2017-12-01",23.129999
"775","2017-12-04",21.73
"776","2017-12-05",22.15
"777","2017-12-06",22.51
"778","2017-12-07",22.9
"779","2017-12-08",22.540001
"780","2017-12-11",22.43
"781","2017-12-12",21.790001
"782","2017-12-13",21.860001
"783","2017-12-14",22.209999
"784","2017-12-15",22
"785","2017-12-18",22.32
"786","2017-12-19",22.379999
"787","2017-12-20",22.52
"788","2017-12-21",22.59
"789","2017-12-22",22.559999
"790","2017-12-26",21.99
"791","2017-12-27",22
"792","2017-12-28",21.969999
"793","2017-12-29",21.66
"794","2018-01-02",21.49
"795","2018-01-03",21.610001
"796","2018-01-04",21.870001
"797","2018-01-05",22.110001
"798","2018-01-08",22.48
"799","2018-01-09",22
"800","2018-01-10",22.33
"801","2018-01-11",22.74
"802","2018-01-12",23.030001
"803","2018-01-16",22.6
"804","2018-01-17",22.66
"805","2018-01-18",22.690001
"806","2018-01-19",23.549999
"807","2018-01-22",23.139999
"808","2018-01-23",23.139999
"809","2018-01-24",23.59
"810","2018-01-25",23.65
"811","2018-01-26",23.889999
"812","2018-01-29",23.370001
"813","2018-01-30",23.01
"814","2018-01-31",23.129999
"815","2018-02-01",23.059999
"816","2018-02-02",22.950001
"817","2018-02-05",22.139999
"818","2018-02-06",22.110001
"819","2018-02-07",22.290001
"820","2018-02-08",21.65
"821","2018-02-09",21.690001
"822","2018-02-12",22.190001
"823","2018-02-13",22.35
"824","2018-02-14",22.49
"825","2018-02-15",22.73
"826","2018-02-16",22.629999
"827","2018-02-20",22.18
"828","2018-02-21",22.66
"829","2018-02-22",22.66
"830","2018-02-23",23.52
"831","2018-02-26",23.809999
"832","2018-02-27",23.870001
"833","2018-02-28",23.860001
"834","2018-03-01",24.1
"835","2018-03-02",24.290001
"836","2018-03-05",27.25
"837","2018-03-06",26.780001
"838","2018-03-07",27.219999
"839","2018-03-08",27.09
"840","2018-03-09",30.040001
"841","2018-03-12",29.549999
"842","2018-03-13",28.25
"843","2018-03-14",29.360001
"844","2018-03-15",29.16
"845","2018-03-16",28.620001
"846","2018-03-19",28.889999
"847","2018-03-20",29.709999
"848","2018-03-21",29.27
"849","2018-03-22",30.049999
"850","2018-03-23",29.129999
"851","2018-03-26",30.09
"852","2018-03-27",28.67
"853","2018-03-28",28.01
"854","2018-03-29",28.790001
"855","2018-04-02",28.469999
"856","2018-04-03",28.379999
"857","2018-04-04",28.540001
"858","2018-04-05",28.82
"859","2018-04-06",28.139999
"860","2018-04-09",28.17
"861","2018-04-10",28.84
"862","2018-04-11",28.98
"863","2018-04-12",29.17
"864","2018-04-13",28.469999
"865","2018-04-16",28.110001
"866","2018-04-17",28.84
"867","2018-04-18",28.809999
"868","2018-04-19",28.209999
"869","2018-04-20",27.559999
"870","2018-04-23",27.4
"871","2018-04-24",27.16
"872","2018-04-25",27.299999
"873","2018-04-26",27.440001
"874","2018-04-27",27.25
"875","2018-04-30",27.17
"876","2018-05-01",27.5
"877","2018-05-02",27.639999
"878","2018-05-03",27.809999
"879","2018-05-04",28.139999
"880","2018-05-07",28.870001
"881","2018-05-08",29.15
"882","2018-05-09",29.26
"883","2018-05-10",31.6
"884","2018-05-11",31.379999
"885","2018-05-14",31.41
"886","2018-05-15",31.200001
"887","2018-05-16",31.719999
"888","2018-05-17",32.27
"889","2018-05-18",32.580002
"890","2018-05-21",32.490002
"891","2018-05-22",31.59
"892","2018-05-23",32.169998
"893","2018-05-24",32.889999
"894","2018-05-25",33.91
"895","2018-05-29",34.959999
"896","2018-05-30",35.669998
"897","2018-05-31",35.779999
"898","2018-06-01",35.169998
"899","2018-06-04",35.119999
"900","2018-06-05",35.150002
"901","2018-06-06",35.32
"902","2018-06-07",34.25
"903","2018-06-08",34.419998
"904","2018-06-11",34.389999
"905","2018-06-12",35
"906","2018-06-13",35.07
"907","2018-06-14",35.290001
"908","2018-06-15",35.27
"909","2018-06-18",36.470001
"910","2018-06-19",35.540001
"911","2018-06-20",35.150002
"912","2018-06-21",33.779999
"913","2018-06-22",33.389999
"914","2018-06-25",32.529999
"915","2018-06-26",32.220001
"916","2018-06-27",32.599998
"917","2018-06-28",34.389999
"918","2018-06-29",34.369999
"919","2018-07-02",34.779999
"920","2018-07-03",34.759998
"921","2018-07-05",36.009998
"922","2018-07-06",36.68
"923","2018-07-09",36.669998
"924","2018-07-10",35.990002
"925","2018-07-11",35.669998
"926","2018-07-12",36.119999
"927","2018-07-13",35.66
"928","2018-07-16",34.93
"929","2018-07-17",35.23
"930","2018-07-18",35.330002
"931","2018-07-19",35.09
"932","2018-07-20",35.25
"933","2018-07-23",35.25
"934","2018-07-24",34.75
"935","2018-07-25",35.189999
"936","2018-07-26",34.970001
"937","2018-07-27",33.490002
"938","2018-07-30",30.9
"939","2018-07-31",31.32
"940","2018-08-01",31.360001
"941","2018-08-02",31.48
"942","2018-08-03",32.110001
"943","2018-08-06",33.389999
"944","2018-08-07",33.779999
"945","2018-08-08",33.98
"946","2018-08-09",34.540001
"947","2018-08-10",34.619999
"948","2018-08-13",34.57
"949","2018-08-14",34.169998
"950","2018-08-15",34.5
"951","2018-08-16",34.900002
"952","2018-08-17",34.580002
"953","2018-08-20",34.290001
"954","2018-08-21",34.43
"955","2018-08-22",34.599998
"956","2018-08-23",34.880001
"957","2018-08-24",35.049999
"958","2018-08-27",36.150002
"959","2018-08-28",36.91
"960","2018-08-29",37.939999
"961","2018-08-30",37.849998
"962","2018-08-31",37.220001
"963","2018-09-04",36
"964","2018-09-05",35.650002
"965","2018-09-06",35.470001
"966","2018-09-07",35.049999
"967","2018-09-10",35.950001
"968","2018-09-11",35.709999
"969","2018-09-12",35.400002
"970","2018-09-13",35.130001
"971","2018-09-14",34.814999
"972","2018-09-17",33.540001
"973","2018-09-18",34.060001
"974","2018-09-19",33.5
"975","2018-09-20",34.049999
"976","2018-09-21",33.450001
"977","2018-09-24",32.860001
"978","2018-09-25",32.669998
"979","2018-09-26",32.09
"980","2018-09-27",31.459999
"981","2018-09-28",32.310001
"982","2018-10-01",32.43
"983","2018-10-02",30.91
"984","2018-10-03",34.32
"985","2018-10-04",35.259998
"986","2018-10-05",36.669998
"987","2018-10-08",35.209999
"988","2018-10-09",35.02
"989","2018-10-10",32.580002
