"","date","GSX"
"259","2020-06-15",52
"260","2020-06-16",51.779999
"261","2020-06-17",56.16
"262","2020-06-18",56.049999
"263","2020-06-19",57.810001
"264","2020-06-22",56.110001
"265","2020-06-23",58.5
"266","2020-06-24",56.700001
"267","2020-06-25",57.799999
"268","2020-06-26",57.650002
"269","2020-06-29",58.330002
"270","2020-06-30",59.990002
"271","2020-07-01",57.25
"272","2020-07-02",63.09
"273","2020-07-06",65.709999
"274","2020-07-07",69.110001
"275","2020-07-08",78.209999
"276","2020-07-09",87.860001
"277","2020-07-10",87.629997
"278","2020-07-13",82.050003
"279","2020-07-14",79.620003
"280","2020-07-15",76.629997
"281","2020-07-16",75.010002
"282","2020-07-17",76.139999
"283","2020-07-20",84.110001
"284","2020-07-21",85.650002
"285","2020-07-22",83.779999
"286","2020-07-23",82.360001
"287","2020-07-24",81.199997
"288","2020-07-27",87.370003
"289","2020-07-28",85.330002
"290","2020-07-29",83.769997
"291","2020-07-30",86.050003
"292","2020-07-31",89.120003
"293","2020-08-03",97.43
"294","2020-08-04",105.389999
"295","2020-08-05",113.57
"296","2020-08-06",131.270004
"297","2020-08-07",106.989998
"298","2020-08-10",96.559998
"299","2020-08-11",98.019997
"300","2020-08-12",99.160004
"301","2020-08-13",100
"302","2020-08-14",89.199997
"303","2020-08-17",88.010002
"304","2020-08-18",89.989998
"305","2020-08-19",87.5
"306","2020-08-20",88.18
"307","2020-08-21",90.260002
"308","2020-08-24",87.5
"309","2020-08-25",87.949997
"310","2020-08-26",83.5
"311","2020-08-27",81.93
"312","2020-08-28",81.589996
"313","2020-08-31",85.400002
"314","2020-09-01",94.690002
"315","2020-09-02",83.279999
"316","2020-09-03",78.75
"317","2020-09-04",80.010002
"318","2020-09-08",78.419998
"319","2020-09-09",78.589996
"320","2020-09-10",80.059998
"321","2020-09-11",84.330002
"322","2020-09-14",91.120003
"323","2020-09-15",101.120003
"324","2020-09-16",104.169998
"325","2020-09-17",105.449997
"326","2020-09-18",106.519997
"327","2020-09-21",104.879997
"328","2020-09-22",105.599998
"329","2020-09-23",106
"330","2020-09-24",100.989998
"331","2020-09-25",98.910004
"332","2020-09-28",97.760002
"333","2020-09-29",93.980003
"334","2020-09-30",90.110001
"335","2020-10-01",93.199997
"336","2020-10-02",93.099998
"337","2020-10-05",94.709999
"338","2020-10-06",94.809998
"339","2020-10-07",103.620003
"340","2020-10-08",102.150002
"341","2020-10-09",114.550003
"342","2020-10-12",114.989998
"343","2020-10-13",114.639999
"344","2020-10-14",110.919998
"345","2020-10-15",107.919998
"346","2020-10-16",107.019997
"347","2020-10-19",100.730003
"348","2020-10-20",102.940002
"349","2020-10-21",71.230003
"350","2020-10-22",69.800003
"351","2020-10-23",67.160004
"352","2020-10-26",67.970001
"353","2020-10-27",68.290001
"354","2020-10-28",69.050003
"355","2020-10-29",68.900002
"356","2020-10-30",66.419998
"357","2020-11-02",65.510002
"358","2020-11-03",68.660004
"359","2020-11-04",74.330002
"360","2020-11-05",72.650002
"361","2020-11-06",72.739998
"362","2020-11-09",69.230003
"363","2020-11-10",70.339996
"364","2020-11-11",71.860001
"365","2020-11-12",73.93
"366","2020-11-13",70.099998
"367","2020-11-16",71.010002
"368","2020-11-17",70.800003
"369","2020-11-18",68.010002
"370","2020-11-19",71.349998
"371","2020-11-20",65.660004
"372","2020-11-23",63.900002
"373","2020-11-24",65.080002
"374","2020-11-25",62.299999
"375","2020-11-27",63.610001
