"","date","MN"
"350","2013-04-15",16.290001
"351","2013-04-16",16.41
"352","2013-04-17",15.99
"353","2013-04-18",16.030001
"354","2013-04-19",16.440001
"355","2013-04-22",16.43
"356","2013-04-23",16.620001
"357","2013-04-24",16.790001
"358","2013-04-25",17
"359","2013-04-26",16.76
"360","2013-04-29",17.299999
"361","2013-04-30",17.51
"362","2013-05-01",17.6
"363","2013-05-02",17.860001
"364","2013-05-03",17.959999
"365","2013-05-06",18.040001
"366","2013-05-07",18.52
"367","2013-05-08",18.780001
"368","2013-05-09",18.99
"369","2013-05-10",19.23
"370","2013-05-13",19.309999
"371","2013-05-14",19.6
"372","2013-05-15",19.83
"373","2013-05-16",20.02
"374","2013-05-17",19.790001
"375","2013-05-20",20.049999
"376","2013-05-21",20
"377","2013-05-22",19.68
"378","2013-05-23",19.860001
"379","2013-05-24",19.780001
"380","2013-05-28",19.780001
"381","2013-05-29",19.52
"382","2013-05-30",19.68
"383","2013-05-31",19.889999
"384","2013-06-03",19.98
"385","2013-06-04",20.040001
"386","2013-06-05",19.82
"387","2013-06-06",19.41
"388","2013-06-07",19.48
"389","2013-06-10",19.5
"390","2013-06-11",19.51
"391","2013-06-12",19.200001
"392","2013-06-13",19.34
"393","2013-06-14",18.959999
"394","2013-06-17",19.110001
"395","2013-06-18",18.950001
"396","2013-06-19",19.1
"397","2013-06-20",18.91
"398","2013-06-21",18.76
"399","2013-06-24",17.790001
"400","2013-06-25",18.24
"401","2013-06-26",17.82
"402","2013-06-27",17.57
"403","2013-06-28",17.76
"404","2013-07-01",17.209999
"405","2013-07-02",16.860001
"406","2013-07-03",17.290001
"407","2013-07-05",17.74
"408","2013-07-08",17.120001
"409","2013-07-09",17
"410","2013-07-10",17.129999
"411","2013-07-11",17.16
"412","2013-07-12",16.82
"413","2013-07-15",17.110001
"414","2013-07-16",16.9
"415","2013-07-17",16.959999
"416","2013-07-18",17.07
"417","2013-07-19",17.379999
"418","2013-07-22",17.940001
"419","2013-07-23",18.049999
"420","2013-07-24",17.889999
"421","2013-07-25",18.34
"422","2013-07-26",18.049999
"423","2013-07-29",17.959999
"424","2013-07-30",17.969999
"425","2013-07-31",17.950001
"426","2013-08-01",17.799999
"427","2013-08-02",17.65
"428","2013-08-05",17.360001
"429","2013-08-06",17.42
"430","2013-08-07",17.129999
"431","2013-08-08",17.16
"432","2013-08-09",16.860001
"433","2013-08-12",16.68
"434","2013-08-13",16.879999
"435","2013-08-14",16.780001
"436","2013-08-15",16.52
"437","2013-08-16",16.360001
"438","2013-08-19",16.450001
"439","2013-08-20",16.43
"440","2013-08-21",15.94
"441","2013-08-22",16.5
"442","2013-08-23",17.110001
"443","2013-08-26",16.780001
"444","2013-08-27",15.8
"445","2013-08-28",15.43
"446","2013-08-29",15.64
"447","2013-08-30",14.98
"448","2013-09-03",15.58
"449","2013-09-04",15.63
"450","2013-09-05",15.09
"451","2013-09-06",15.61
"452","2013-09-09",15.74
"453","2013-09-10",15.67
"454","2013-09-11",15.9
"455","2013-09-12",15.84
"456","2013-09-13",15.57
"457","2013-09-16",16.129999
"458","2013-09-17",15.89
"459","2013-09-18",16.33
"460","2013-09-19",16.92
"461","2013-09-20",16.780001
"462","2013-09-23",16.66
"463","2013-09-24",16.530001
"464","2013-09-25",16.549999
"465","2013-09-26",16.719999
"466","2013-09-27",16.540001
"467","2013-09-30",16.68
"468","2013-10-01",16.610001
"469","2013-10-02",16.610001
"470","2013-10-03",16.530001
"471","2013-10-04",16.700001
"472","2013-10-07",16.450001
"473","2013-10-08",16.26
"474","2013-10-09",16.34
"475","2013-10-10",16.6
"476","2013-10-11",16.57
"477","2013-10-14",16.870001
"478","2013-10-15",16.6
"479","2013-10-16",16.379999
"480","2013-10-17",17.389999
"481","2013-10-18",17.99
"482","2013-10-21",18.469999
"483","2013-10-22",18.780001
"484","2013-10-23",18.809999
"485","2013-10-24",18.690001
"486","2013-10-25",18.49
"487","2013-10-28",18.610001
"488","2013-10-29",18.49
"489","2013-10-30",17.690001
"490","2013-10-31",16.6
"491","2013-11-01",16.65
"492","2013-11-04",17.16
"493","2013-11-05",16.559999
"494","2013-11-06",16.639999
"495","2013-11-07",16.530001
"496","2013-11-08",16.299999
"497","2013-11-11",16.379999
"498","2013-11-12",16.91
"499","2013-11-13",17.190001
"500","2013-11-14",17.219999
"501","2013-11-15",17.049999
"502","2013-11-18",16.74
"503","2013-11-19",16.93
"504","2013-11-20",17
"505","2013-11-21",17.309999
"506","2013-11-22",17.5
"507","2013-11-25",17.9
"508","2013-11-26",18
"509","2013-11-27",18.299999
"510","2013-11-29",18.27
"511","2013-12-02",17.559999
"512","2013-12-03",17.32
"513","2013-12-04",17.43
"514","2013-12-05",17.23
"515","2013-12-06",17.67
"516","2013-12-09",17.450001
"517","2013-12-10",17.219999
"518","2013-12-11",16.879999
"519","2013-12-12",17.02
"520","2013-12-13",17.18
"521","2013-12-16",17.73
"522","2013-12-17",17.629999
"523","2013-12-18",17.690001
"524","2013-12-19",17.360001
"525","2013-12-20",17.190001
"526","2013-12-23",17.610001
"527","2013-12-24",17.82
"528","2013-12-26",17.77
"529","2013-12-27",17.950001
"530","2013-12-30",17.790001
"531","2013-12-31",17.65
"532","2014-01-02",17.629999
"533","2014-01-03",17.700001
"534","2014-01-06",17.610001
"535","2014-01-07",18.059999
"536","2014-01-08",17.34
"537","2014-01-09",17.610001
"538","2014-01-10",17.559999
"539","2014-01-13",17.290001
"540","2014-01-14",17.450001
"541","2014-01-15",17.389999
"542","2014-01-16",17.440001
"543","2014-01-17",17.48
"544","2014-01-21",17.52
"545","2014-01-22",17.700001
"546","2014-01-23",17.43
"547","2014-01-24",17.01
"548","2014-01-27",16.77
"549","2014-01-28",16.969999
"550","2014-01-29",16.92
"551","2014-01-30",17.1
"552","2014-01-31",16.75
"553","2014-02-03",16.110001
"554","2014-02-04",16.299999
"555","2014-02-05",15.93
"556","2014-02-06",16.370001
"557","2014-02-07",16.129999
"558","2014-02-10",16.040001
"559","2014-02-11",15.95
"560","2014-02-12",15.95
"561","2014-02-13",14.49
"562","2014-02-14",15.72
"563","2014-02-18",15.22
"564","2014-02-19",15.06
"565","2014-02-20",15.09
"566","2014-02-21",14.77
"567","2014-02-24",14.98
"568","2014-02-25",14.73
"569","2014-02-26",14.7
"570","2014-02-27",14.69
"571","2014-02-28",14.69
"572","2014-03-03",14.46
"573","2014-03-04",14.54
"574","2014-03-05",14.65
"575","2014-03-06",14.67
"576","2014-03-07",14.89
"577","2014-03-10",14.89
"578","2014-03-11",15.01
"579","2014-03-12",15.04
"580","2014-03-13",15.31
"581","2014-03-14",14.98
"582","2014-03-17",14.94
"583","2014-03-18",15.09
"584","2014-03-19",15.16
"585","2014-03-20",15.6
"586","2014-03-21",15.47
"587","2014-03-24",15.4
"588","2014-03-25",15.59
"589","2014-03-26",16.059999
"590","2014-03-27",16.049999
"591","2014-03-28",16.16
"592","2014-03-31",16.77
"593","2014-04-01",16.799999
"594","2014-04-02",16.950001
"595","2014-04-03",16.620001
"596","2014-04-04",16.299999
"597","2014-04-07",16.1
"598","2014-04-08",16.110001
"599","2014-04-09",16.48
"600","2014-04-10",16.42
"601","2014-04-11",16.139999
"602","2014-04-14",16.379999
"603","2014-04-15",16.34
"604","2014-04-16",16.559999
"605","2014-04-17",16.58
"606","2014-04-21",16.620001
"607","2014-04-22",16.809999
"608","2014-04-23",16.75
"609","2014-04-24",16.67
"610","2014-04-25",16.549999
"611","2014-04-28",16.48
"612","2014-04-29",16.58
"613","2014-04-30",16.620001
"614","2014-05-01",16.43
"615","2014-05-02",16.4
"616","2014-05-05",16.450001
"617","2014-05-06",15.98
"618","2014-05-07",16.17
"619","2014-05-08",15.92
"620","2014-05-09",16.530001
"621","2014-05-12",16.809999
"622","2014-05-13",16.75
"623","2014-05-14",16.200001
"624","2014-05-15",16.049999
"625","2014-05-16",16.09
"626","2014-05-19",16.459999
"627","2014-05-20",16.32
"628","2014-05-21",16.51
"629","2014-05-22",16.540001
"630","2014-05-23",17
"631","2014-05-27",17.129999
"632","2014-05-28",17.120001
"633","2014-05-29",16.780001
"634","2014-05-30",17.09
"635","2014-06-02",16.940001
"636","2014-06-03",17.02
"637","2014-06-04",17.190001
"638","2014-06-05",17.610001
"639","2014-06-06",17.940001
"640","2014-06-09",17.77
"641","2014-06-10",17.59
"642","2014-06-11",17.459999
"643","2014-06-12",16.83
"644","2014-06-13",16.99
"645","2014-06-16",16.790001
"646","2014-06-17",17.030001
"647","2014-06-18",17.23
"648","2014-06-19",17.280001
"649","2014-06-20",17.120001
"650","2014-06-23",17.040001
"651","2014-06-24",16.889999
"652","2014-06-25",17.139999
"653","2014-06-26",17.309999
"654","2014-06-27",17.639999
"655","2014-06-30",17.26
"656","2014-07-01",17.34
"657","2014-07-02",17.389999
"658","2014-07-03",17.58
"659","2014-07-07",17.51
"660","2014-07-08",17.450001
"661","2014-07-09",17.450001
"662","2014-07-10",17.190001
"663","2014-07-11",16.959999
"664","2014-07-14",17.290001
"665","2014-07-15",17.23
"666","2014-07-16",17.23
"667","2014-07-17",17
"668","2014-07-18",17.120001
"669","2014-07-21",16.98
"670","2014-07-22",16.959999
"671","2014-07-23",16.870001
"672","2014-07-24",16.76
"673","2014-07-25",16.76
"674","2014-07-28",17.07
"675","2014-07-29",17
"676","2014-07-30",17.15
"677","2014-07-31",17.15
"678","2014-08-01",17.16
"679","2014-08-04",17.290001
"680","2014-08-05",17.280001
"681","2014-08-06",17.459999
"682","2014-08-07",17.309999
"683","2014-08-08",17.379999
"684","2014-08-11",17.85
"685","2014-08-12",17.6
"686","2014-08-13",17.65
"687","2014-08-14",17.639999
"688","2014-08-15",17.67
"689","2014-08-18",17.83
"690","2014-08-19",17.790001
"691","2014-08-20",17.82
"692","2014-08-21",18.1
"693","2014-08-22",18.07
"694","2014-08-25",18.23
"695","2014-08-26",18.299999
"696","2014-08-27",18.17
"697","2014-08-28",18.42
"698","2014-08-29",18.57
"699","2014-09-02",18.51
"700","2014-09-03",18.049999
"701","2014-09-04",17.860001
"702","2014-09-05",18.309999
"703","2014-09-08",18.27
"704","2014-09-09",17.76
"705","2014-09-10",17.700001
"706","2014-09-11",17.82
"707","2014-09-12",17.450001
"708","2014-09-15",17.33
"709","2014-09-16",17.23
"710","2014-09-17",17.48
"711","2014-09-18",17.530001
"712","2014-09-19",17.24
"713","2014-09-22",17.18
"714","2014-09-23",16.83
"715","2014-09-24",16.950001
"716","2014-09-25",16.84
"717","2014-09-26",17.049999
"718","2014-09-29",17.059999
"719","2014-09-30",16.790001
"720","2014-10-01",16.82
"721","2014-10-02",16.84
"722","2014-10-03",16.41
"723","2014-10-06",16.120001
"724","2014-10-07",15.84
"725","2014-10-08",16.379999
"726","2014-10-09",15.97
"727","2014-10-10",16.16
"728","2014-10-13",15.26
"729","2014-10-14",15.37
"730","2014-10-15",15.4
"731","2014-10-16",15.66
"732","2014-10-17",15.44
"733","2014-10-20",15.5
"734","2014-10-21",15.7
"735","2014-10-22",15.62
"736","2014-10-23",15.75
"737","2014-10-24",16.08
"738","2014-10-27",16.459999
"739","2014-10-28",15.99
"740","2014-10-29",15.6
"741","2014-10-30",15.75
"742","2014-10-31",15.84
"743","2014-11-03",15.72
"744","2014-11-04",15.7
"745","2014-11-05",15.51
"746","2014-11-06",15.35
"747","2014-11-07",15.62
"748","2014-11-10",15.56
"749","2014-11-11",15.79
"750","2014-11-12",15.72
"751","2014-11-13",15.4
"752","2014-11-14",15.33
"753","2014-11-17",14.89
"754","2014-11-18",14.8
"755","2014-11-19",14.72
"756","2014-11-20",14.81
"757","2014-11-21",14.93
"758","2014-11-24",15.16
"759","2014-11-25",15.04
"760","2014-11-26",15.09
"761","2014-11-28",15.31
"762","2014-12-01",14.65
"763","2014-12-02",15
"764","2014-12-03",14.79
"765","2014-12-04",14.58
"766","2014-12-05",14.48
"767","2014-12-08",14.49
"768","2014-12-09",14.76
"769","2014-12-10",14.57
"770","2014-12-11",14.65
"771","2014-12-12",14.4
"772","2014-12-15",14.16
"773","2014-12-16",13.8
"774","2014-12-17",13.8
"775","2014-12-18",13.89
"776","2014-12-19",13.69
"777","2014-12-22",13.78
"778","2014-12-23",13.98
"779","2014-12-24",14.05
"780","2014-12-26",13.97
"781","2014-12-29",14.05
"782","2014-12-30",13.77
"783","2014-12-31",13.82
"784","2015-01-02",13.8
"785","2015-01-05",13.43
"786","2015-01-06",13
"787","2015-01-07",13.28
"788","2015-01-08",13.09
"789","2015-01-09",13.14
"790","2015-01-12",13.12
"791","2015-01-13",12.45
"792","2015-01-14",12.4
"793","2015-01-15",11.24
"794","2015-01-16",11.44
"795","2015-01-20",11.75
"796","2015-01-21",11.85
"797","2015-01-22",12.38
"798","2015-01-23",12.27
"799","2015-01-26",12.38
"800","2015-01-27",11.27
"801","2015-01-28",11.09
"802","2015-01-29",11.32
"803","2015-01-30",10.71
"804","2015-02-02",11.11
"805","2015-02-03",11.45
"806","2015-02-04",11.24
"807","2015-02-05",11.81
"808","2015-02-06",11.92
"809","2015-02-09",11.62
"810","2015-02-10",11.72
"811","2015-02-11",11.64
"812","2015-02-12",12
"813","2015-02-13",11.78
"814","2015-02-17",11.84
"815","2015-02-18",11.83
"816","2015-02-19",11.66
"817","2015-02-20",11.79
"818","2015-02-23",11.96
"819","2015-02-24",11.81
"820","2015-02-25",11.85
"821","2015-02-26",12.06
"822","2015-02-27",12.02
"823","2015-03-02",11.94
"824","2015-03-03",11.74
"825","2015-03-04",11.82
"826","2015-03-05",12.02
"827","2015-03-06",11.69
"828","2015-03-09",11.4
"829","2015-03-10",11.29
"830","2015-03-11",11.66
"831","2015-03-12",12.11
"832","2015-03-13",11.73
"833","2015-03-16",12.01
"834","2015-03-17",11.76
"835","2015-03-18",12.17
"836","2015-03-19",11.85
"837","2015-03-20",12.63
"838","2015-03-23",12.7
"839","2015-03-24",12.79
"840","2015-03-25",12.8
"841","2015-03-26",12.83
"842","2015-03-27",12.89
"843","2015-03-30",12.91
"844","2015-03-31",13.01
"845","2015-04-01",12.99
"846","2015-04-02",13.09
"847","2015-04-06",13.41
"848","2015-04-07",13.54
"849","2015-04-08",13.6
"850","2015-04-09",13.29
"851","2015-04-10",13.23
"852","2015-04-13",13.1
"853","2015-04-14",11.93
"854","2015-04-15",12.13
"855","2015-04-16",12.2
"856","2015-04-17",11.57
"857","2015-04-20",11.79
"858","2015-04-21",11.68
"859","2015-04-22",11.69
"860","2015-04-23",11.63
"861","2015-04-24",11.88
"862","2015-04-27",12.21
"863","2015-04-28",12.27
"864","2015-04-29",12.01
"865","2015-04-30",10.63
"866","2015-05-01",10.4
"867","2015-05-04",10.33
"868","2015-05-05",10.48
"869","2015-05-06",10.43
"870","2015-05-07",10.79
"871","2015-05-08",10.63
"872","2015-05-11",10.51
"873","2015-05-12",10.69
"874","2015-05-13",10.86
"875","2015-05-14",11.11
"876","2015-05-15",11.06
"877","2015-05-18",11.15
"878","2015-05-19",11
"879","2015-05-20",10.94
"880","2015-05-21",10.77
"881","2015-05-22",10.97
"882","2015-05-26",11.14
"883","2015-05-27",11.37
"884","2015-05-28",11.51
"885","2015-05-29",11.06
"886","2015-06-01",11.69
"887","2015-06-02",11.99
"888","2015-06-03",11.87
"889","2015-06-04",11.68
"890","2015-06-05",11.79
"891","2015-06-08",11.84
"892","2015-06-09",11.92
"893","2015-06-10",12.15
"894","2015-06-11",12.33
"895","2015-06-12",11.91
"896","2015-06-15",11.31
"897","2015-06-16",10.88
"898","2015-06-17",10.52
"899","2015-06-18",10.51
"900","2015-06-19",11.02
"901","2015-06-22",11.15
"902","2015-06-23",10.69
"903","2015-06-24",10.77
"904","2015-06-25",10.57
"905","2015-06-26",10.44
"906","2015-06-29",10.15
"907","2015-06-30",9.97
"908","2015-07-01",10.46
"909","2015-07-02",10.27
"910","2015-07-06",10.23
"911","2015-07-07",10.29
"912","2015-07-08",10.08
"913","2015-07-09",10.47
"914","2015-07-10",10.32
"915","2015-07-13",10.34
"916","2015-07-14",10.18
"917","2015-07-15",10.23
"918","2015-07-16",10.28
"919","2015-07-17",10.2
"920","2015-07-20",10.19
"921","2015-07-21",10.05
"922","2015-07-22",10.29
"923","2015-07-23",10.22
"924","2015-07-24",10.18
"925","2015-07-27",10.2
"926","2015-07-28",10.61
"927","2015-07-29",10.59
"928","2015-07-30",10.21
"929","2015-07-31",10
"930","2015-08-03",10.04
"931","2015-08-04",10.52
"932","2015-08-05",10.55
"933","2015-08-06",10.55
"934","2015-08-07",10.64
"935","2015-08-10",10.9
"936","2015-08-11",11.4
"937","2015-08-12",11.07
"938","2015-08-13",10.57
"939","2015-08-14",10.67
"940","2015-08-17",10.69
"941","2015-08-18",10.47
"942","2015-08-19",10.58
"943","2015-08-20",9.99
"944","2015-08-21",10.09
"945","2015-08-24",9.98
"946","2015-08-25",8.92
"947","2015-08-26",9.12
"948","2015-08-27",9.51
"949","2015-08-28",9.47
"950","2015-08-31",9.57
"951","2015-09-01",8.97
"952","2015-09-02",9.01
"953","2015-09-03",8.65
"954","2015-09-04",8.52
"955","2015-09-08",8.41
"956","2015-09-09",8.77
"957","2015-09-10",8.83
"958","2015-09-11",8.32
"959","2015-09-14",7.42
"960","2015-09-15",7.7
"961","2015-09-16",7.86
"962","2015-09-17",7.62
"963","2015-09-18",8.01
"964","2015-09-21",8.12
"965","2015-09-22",8.12
"966","2015-09-23",8.04
"967","2015-09-24",7.85
"968","2015-09-25",7.46
"969","2015-09-28",7.09
"970","2015-09-29",7.16
"971","2015-09-30",7.36
"972","2015-10-01",7.28
"973","2015-10-02",7.33
"974","2015-10-05",7.49
"975","2015-10-06",7.87
"976","2015-10-07",8.69
"977","2015-10-08",8.58
"978","2015-10-09",8.67
"979","2015-10-12",8.07
"980","2015-10-13",7.82
"981","2015-10-14",7.69
"982","2015-10-15",7.62
"983","2015-10-16",7.95
"984","2015-10-19",7.61
"985","2015-10-20",7.6
"986","2015-10-21",7.63
"987","2015-10-22",7.69
"988","2015-10-23",7.97
"989","2015-10-26",7.87
