"","date","CNNB"
"576","2020-06-19",9.15
"577","2020-06-22",9.08
"578","2020-06-23",9.03
"579","2020-06-24",9.3
"580","2020-06-25",9.02
"581","2020-06-26",9
"582","2020-06-29",8.95
"583","2020-06-30",8.98
"584","2020-07-01",8.983
"585","2020-07-02",9.19
"586","2020-07-06",8.99
"587","2020-07-07",8.9
"588","2020-07-08",8.87
"589","2020-07-09",8.87
"590","2020-07-10",8.87
"591","2020-07-13",9.19
"592","2020-07-14",9.1
"593","2020-07-15",9
"594","2020-07-16",8.88
"595","2020-07-17",9.197
"596","2020-07-20",9
"597","2020-07-21",8.9
"598","2020-07-22",8.9
"599","2020-07-23",8.9
"600","2020-07-24",9
"601","2020-07-27",8.942
"602","2020-07-28",8.942
"603","2020-07-29",8.942
"604","2020-07-30",8.942
"605","2020-07-31",8.79
"606","2020-08-03",8.79
"607","2020-08-04",8.79
"608","2020-08-05",8.79
"609","2020-08-06",8.77
"610","2020-08-07",8.875
"611","2020-08-10",8.675
"612","2020-08-11",8.66
"613","2020-08-12",8.625
"614","2020-08-13",8.68
"615","2020-08-14",8.64
"616","2020-08-17",8.68
"617","2020-08-18",8.68
"618","2020-08-19",8.68
"619","2020-08-20",8.623
"620","2020-08-21",8.642
"621","2020-08-24",8.7
"622","2020-08-25",8.7
"623","2020-08-26",8.69
"624","2020-08-27",8.69
"625","2020-08-28",9
"626","2020-08-31",8.75
"627","2020-09-01",8.825
"628","2020-09-02",8.808
"629","2020-09-03",8.938
"630","2020-09-04",8.8
"631","2020-09-08",8.775
"632","2020-09-09",8.804
"633","2020-09-10",8.9
"634","2020-09-11",8.8
"635","2020-09-14",8.8
"636","2020-09-15",8.75
"637","2020-09-16",8.9
"638","2020-09-17",8.9
"639","2020-09-18",9.27
"640","2020-09-21",9.39
"641","2020-09-22",9.49
"642","2020-09-23",9.345
"643","2020-09-24",9.255
"644","2020-09-25",9.465
"645","2020-09-28",9.58
"646","2020-09-29",9.515
"647","2020-09-30",9.668
"648","2020-10-01",9.39
"649","2020-10-02",9.39
"650","2020-10-05",9.3
"651","2020-10-06",9.48
"652","2020-10-07",9.664
"653","2020-10-08",9.664
"654","2020-10-09",9.63
"655","2020-10-12",9.63
"656","2020-10-13",9.589
"657","2020-10-14",9.75
"658","2020-10-15",9.75
"659","2020-10-16",9.75
"660","2020-10-19",9.75
"661","2020-10-20",9.75
"662","2020-10-21",9.69
"663","2020-10-22",9.45
"664","2020-10-23",9.45
"665","2020-10-26",9.502
"666","2020-10-27",9.501
"667","2020-10-28",9.5
"668","2020-10-29",9.5
"669","2020-10-30",9.5
"670","2020-11-02",9.6
"671","2020-11-03",9.5
"672","2020-11-04",9.52
"673","2020-11-05",9.54
"674","2020-11-06",9.54
"675","2020-11-09",9.768
"676","2020-11-10",10.1
"677","2020-11-11",10.075
"678","2020-11-12",10.05
"679","2020-11-13",9.799
"680","2020-11-16",10.02
"681","2020-11-17",10.32
"682","2020-11-18",10.35
"683","2020-11-19",10.23
"684","2020-11-20",10.39
"685","2020-11-23",10.35
"686","2020-11-24",10.65
"687","2020-11-25",10.915
"688","2020-11-27",10.95
