"","date","DCTH"
"79","2018-08-23",1358
"80","2018-08-24",1288
"81","2018-08-27",1232
"82","2018-08-28",1267
"83","2018-08-29",1330
"84","2018-08-30",1330
"85","2018-08-31",1330
"86","2018-09-04",1281.699951
"87","2018-09-05",1316
"88","2018-09-06",1351
"89","2018-09-07",1470
"90","2018-09-10",2296
"91","2018-09-11",2422
"92","2018-09-12",2205
"93","2018-09-13",2352
"94","2018-09-14",2240
"95","2018-09-17",2275
"96","2018-09-18",3920
"97","2018-09-19",6076
"98","2018-09-20",5047
"99","2018-09-21",3045
"100","2018-09-24",3290
"101","2018-09-25",2506
"102","2018-09-26",2338
"103","2018-09-27",1974
"104","2018-09-28",1288
"105","2018-10-01",1400
"106","2018-10-02",1225
"107","2018-10-03",861
"108","2018-10-04",882
"109","2018-10-05",805
"110","2018-10-08",798
"111","2018-10-09",840
"112","2018-10-10",805
"113","2018-10-11",735
"114","2018-10-12",714
"115","2018-10-15",630.700012
"116","2018-10-16",550.900024
"117","2018-10-17",434
"118","2018-10-18",392
"119","2018-10-19",504
"120","2018-10-22",416.5
"121","2018-10-23",378
"122","2018-10-24",385
"123","2018-10-25",395.5
"124","2018-10-26",399
"125","2018-10-29",400.399994
"126","2018-10-30",350
"127","2018-10-31",374.5
"128","2018-11-01",367.5
"129","2018-11-02",357.700012
"130","2018-11-05",357
"131","2018-11-06",352.100006
"132","2018-11-07",333.200012
"133","2018-11-08",282.100006
"134","2018-11-09",266
"135","2018-11-12",252
"136","2018-11-13",210
"137","2018-11-14",185.5
"138","2018-11-15",210
"139","2018-11-16",251.300003
"140","2018-11-19",227.5
"141","2018-11-20",266.700012
"142","2018-11-21",343
"143","2018-11-23",371
"144","2018-11-26",339.5
"145","2018-11-27",304.5
"146","2018-11-28",259
"147","2018-11-29",252
"148","2018-11-30",238
"149","2018-12-03",242.899994
"150","2018-12-04",245
"151","2018-12-06",252
"152","2018-12-07",266
"153","2018-12-10",234.5
"154","2018-12-11",231
"155","2018-12-12",249.199997
"156","2018-12-13",238
"157","2018-12-14",243.600006
"158","2018-12-17",210
"159","2018-12-18",215.600006
"160","2018-12-19",213.5
"161","2018-12-20",188.300003
"162","2018-12-21",199.5
"163","2018-12-24",193.899994
"164","2018-12-26",224
"165","2018-12-27",217.699997
"166","2018-12-28",203
"167","2018-12-31",196
"168","2019-01-02",193.199997
"169","2019-01-03",179.199997
"170","2019-01-04",193.199997
"171","2019-01-07",219.100006
"172","2019-01-08",213.5
"173","2019-01-09",196
"174","2019-01-10",190.399994
"175","2019-01-11",192.5
"176","2019-01-14",189
"177","2019-01-15",189
"178","2019-01-16",184.800003
"179","2019-01-17",185.5
"180","2019-01-18",186.899994
"181","2019-01-22",185.5
"182","2019-01-23",187.600006
"183","2019-01-24",182.699997
"184","2019-01-25",182
"185","2019-01-28",195.300003
"186","2019-01-29",198.100006
"187","2019-01-30",196
"188","2019-01-31",198.100006
"189","2019-02-01",196.699997
"190","2019-02-04",191.100006
"191","2019-02-05",198.100006
"192","2019-02-06",210
"193","2019-02-07",210.699997
"194","2019-02-08",214.899994
"195","2019-02-11",230.300003
"196","2019-02-12",221.199997
"197","2019-02-13",224
"198","2019-02-14",216.300003
"199","2019-02-15",216.300003
"200","2019-02-19",206.5
"201","2019-02-20",201.600006
"202","2019-02-21",199.5
"203","2019-02-22",202.300003
"204","2019-02-25",184.800003
"205","2019-02-26",182
"206","2019-02-27",185.5
"207","2019-02-28",178.5
"208","2019-03-01",182
"209","2019-03-04",184.100006
"210","2019-03-05",188.300003
"211","2019-03-06",182
"212","2019-03-07",178.5
"213","2019-03-08",180.600006
"214","2019-03-11",184.800003
"215","2019-03-12",183.399994
"216","2019-03-13",192.5
"217","2019-03-14",217
"218","2019-03-15",220.5
"219","2019-03-18",206.5
"220","2019-03-19",210.699997
"221","2019-03-20",203
"222","2019-03-21",199.5
"223","2019-03-22",185.5
"224","2019-03-25",182
"225","2019-03-26",178.5
"226","2019-03-27",164.5
"227","2019-03-28",174.300003
"228","2019-03-29",168
"229","2019-04-01",147
"230","2019-04-02",143.5
"231","2019-04-03",126.699997
"232","2019-04-04",93.800003
"233","2019-04-05",88.900002
"234","2019-04-08",92.400002
"235","2019-04-09",91
"236","2019-04-10",86.099998
"237","2019-04-11",72.099998
"238","2019-04-12",63
"239","2019-04-15",66.5
"240","2019-04-16",150.5
"241","2019-04-17",117.599998
"242","2019-04-18",101.5
"243","2019-04-22",100.099998
"244","2019-04-23",95.900002
"245","2019-04-24",88.199997
"246","2019-04-25",81.199997
"247","2019-04-26",81.199997
"248","2019-04-29",91.699997
"249","2019-04-30",96.599998
"250","2019-05-01",98
"251","2019-05-02",98
"252","2019-05-03",95.900002
"253","2019-05-06",96.599998
"254","2019-05-07",95.900002
"255","2019-05-08",92.400002
"256","2019-05-09",91
"257","2019-05-10",84
"258","2019-05-13",84
"259","2019-05-14",102.900002
"260","2019-05-15",91
"261","2019-05-16",94.5
"262","2019-05-17",98.699997
"263","2019-05-20",98
"264","2019-05-21",91.699997
"265","2019-05-22",91
"266","2019-05-23",89.599998
"267","2019-05-24",91
"268","2019-05-28",87.5
"269","2019-05-29",87.5
"270","2019-05-30",84
"271","2019-05-31",84.699997
"272","2019-06-03",87.5
"273","2019-06-04",89.599998
"274","2019-06-05",91
"275","2019-06-06",91
"276","2019-06-07",84
"277","2019-06-10",77
"278","2019-06-11",70
"279","2019-06-12",72.099998
"280","2019-06-13",72.099998
"281","2019-06-14",86.800003
"282","2019-06-17",81.199997
"283","2019-06-18",77.699997
"284","2019-06-19",80.5
"285","2019-06-20",84
"286","2019-06-21",79.099998
"287","2019-06-24",84
"288","2019-06-25",84
"289","2019-06-26",82.600082
"290","2019-06-27",84.000084
"291","2019-06-28",84.000084
"292","2019-07-01",77.000076
"293","2019-07-02",84.700089
"294","2019-07-03",84.700089
"295","2019-07-05",84.700089
"296","2019-07-08",80.500084
"297","2019-07-09",80.500084
"298","2019-07-10",80.500084
"299","2019-07-11",63.000065
"300","2019-07-12",58.80006
"301","2019-07-15",56.000057
"302","2019-07-16",56.000057
"303","2019-07-17",56.000057
"304","2019-07-18",49.70005
"305","2019-07-19",53.900055
"306","2019-07-22",56.000057
"307","2019-07-23",49.70005
"308","2019-07-24",51.800053
"309","2019-07-25",52.500053
"310","2019-07-26",52.500053
"311","2019-07-29",50.400051
"312","2019-07-30",50.400051
"313","2019-07-31",51.100052
"314","2019-08-01",51.800053
"315","2019-08-02",51.800053
"316","2019-08-05",49.00005
"317","2019-08-06",56.000057
"318","2019-08-07",56.000057
"319","2019-08-08",70.000069
"320","2019-08-09",77.000076
"321","2019-08-12",72.800072
"322","2019-08-13",71.40007
"323","2019-08-14",72.800072
"324","2019-08-15",70.000069
"325","2019-08-16",68.600067
"326","2019-08-19",66.500069
"327","2019-08-20",87.500084
"328","2019-08-21",85.400085
"329","2019-08-22",82.600082
"330","2019-08-23",77.000076
"331","2019-08-26",74.900078
"332","2019-08-27",79.800079
"333","2019-08-28",80.500084
"334","2019-08-29",80.500084
"335","2019-08-30",84.000084
"336","2019-09-03",84.000084
"337","2019-09-04",77.700081
"338","2019-09-05",84.000084
"339","2019-09-06",70.700073
"340","2019-09-09",77.000076
"341","2019-09-10",77.000076
"342","2019-09-11",75.600075
"343","2019-09-12",75.600075
"344","2019-09-13",74.900078
"345","2019-09-16",77.000076
"346","2019-09-17",71.40007
"347","2019-09-18",77.000076
"348","2019-09-19",69.300072
"349","2019-09-20",74.200073
"350","2019-09-23",73.500076
"351","2019-09-24",75.600075
"352","2019-09-25",75.600075
"353","2019-09-26",70.000069
"354","2019-09-27",77.000076
"355","2019-09-30",70.000069
"356","2019-10-01",77.000076
"357","2019-10-02",77.000076
"358","2019-10-03",67.200066
"359","2019-10-04",67.200066
"360","2019-10-07",70.000069
"361","2019-10-08",70.000069
"362","2019-10-09",70.000069
"363","2019-10-10",73.500076
"364","2019-10-11",63.700062
"365","2019-10-14",63.700062
"366","2019-10-15",67.200066
"367","2019-10-16",70.700073
"368","2019-10-17",70.000069
"369","2019-10-18",66.500069
"370","2019-10-21",62.300064
"371","2019-10-22",59.500061
"372","2019-10-23",55.300056
"373","2019-10-24",56.000057
"374","2019-10-25",56.000057
"375","2019-10-28",51.800053
"376","2019-10-29",56.000057
"377","2019-10-30",59.500061
"378","2019-10-31",61.600063
"379","2019-11-01",61.600063
"380","2019-11-04",59.500061
"381","2019-11-05",57.400059
"382","2019-11-06",56.000057
"383","2019-11-07",59.500061
"384","2019-11-08",34.300034
"385","2019-11-11",33.600033
"386","2019-11-12",31.500032
"387","2019-11-13",32.200031
"388","2019-11-14",32.200031
"389","2019-11-15",30.800032
"390","2019-11-18",30.800032
"391","2019-11-19",30.800032
"392","2019-11-20",32.200031
"393","2019-11-21",31.500032
"394","2019-11-22",30.800032
"395","2019-11-25",28.000029
"396","2019-11-26",28.000029
"397","2019-11-27",26.600027
"398","2019-11-29",28.000029
"399","2019-12-02",26.600027
"400","2019-12-03",26.600027
"401","2019-12-04",32.200031
"402","2019-12-05",30.100031
"403","2019-12-06",29.40003
"404","2019-12-09",29.40003
"405","2019-12-10",29.40003
"406","2019-12-11",28.700029
"407","2019-12-12",28.000029
"408","2019-12-13",27.300028
"409","2019-12-16",28.000029
"410","2019-12-17",31.500032
"411","2019-12-18",32.200031
"412","2019-12-19",30.100031
"413","2019-12-20",29.40003
"414","2019-12-23",28.700029
"415","2019-12-24",28.700001
"416","2019-12-26",28.700001
"417","2019-12-27",24
"418","2019-12-30",21.25
"419","2019-12-31",21.25
"420","2020-01-02",20
"421","2020-01-03",20
"422","2020-01-06",20
"423","2020-01-07",17.5
"424","2020-01-08",17
"425","2020-01-09",17
"426","2020-01-10",17
"427","2020-01-13",16.5
"428","2020-01-14",16.5
"429","2020-01-15",15
"430","2020-01-16",13.9
"431","2020-01-17",12
"432","2020-01-21",9.1
"433","2020-01-22",9
"434","2020-01-23",9
"435","2020-01-24",9
"436","2020-01-27",9
"437","2020-01-28",9
"438","2020-01-29",9
"439","2020-01-30",13
"440","2020-01-31",13
"441","2020-02-03",13
"442","2020-02-04",13
"443","2020-02-05",8.3
"444","2020-02-06",10.25
"445","2020-02-07",10.25
"446","2020-02-10",12.5
"447","2020-02-11",9.04
"448","2020-02-12",9.55
"449","2020-02-13",12
"450","2020-02-14",12
"451","2020-02-18",12
"452","2020-02-19",12
"453","2020-02-20",12
"454","2020-02-21",12
"455","2020-02-24",12
"456","2020-02-25",12
"457","2020-02-26",12
"458","2020-02-27",11.01
"459","2020-02-28",11.01
"460","2020-03-02",11.01
"461","2020-03-03",11
"462","2020-03-04",11
"463","2020-03-05",11
"464","2020-03-06",11
"465","2020-03-09",10
"466","2020-03-10",9.22
"467","2020-03-11",9.2
"468","2020-03-12",9.2
"469","2020-03-13",9.1
"470","2020-03-16",9.1
"471","2020-03-17",9.1
"472","2020-03-18",8.5
"473","2020-03-19",8.5
"474","2020-03-20",8.35
"475","2020-03-23",8.35
"476","2020-03-24",8.35
"477","2020-03-25",8.35
"478","2020-03-26",8.35
"479","2020-03-27",9.5
"480","2020-03-30",9.5
"481","2020-03-31",10
"482","2020-04-01",10
"483","2020-04-02",10.5
"484","2020-04-03",12
"485","2020-04-06",12.19
"486","2020-04-07",12.19
"487","2020-04-08",12.19
"488","2020-04-09",12.19
"489","2020-04-13",13
"490","2020-04-14",13
"491","2020-04-15",13
"492","2020-04-16",13
"493","2020-04-17",13
"494","2020-04-20",13
"495","2020-04-21",13
"496","2020-04-22",13
"497","2020-04-23",13
"498","2020-04-24",13
"499","2020-04-27",13
"500","2020-04-28",12.75
"501","2020-04-29",12.75
"502","2020-04-30",12.75
"503","2020-05-01",7.66
"504","2020-05-04",7.5
"505","2020-05-05",7.95
"506","2020-05-06",8.25
"507","2020-05-07",8.07
"508","2020-05-08",8
"509","2020-05-11",8.05
"510","2020-05-12",7.96
"511","2020-05-13",7.75
"512","2020-05-14",7.75
"513","2020-05-15",7.35
"514","2020-05-18",7.35
"515","2020-05-19",7.35
"516","2020-05-20",7.31
"517","2020-05-21",7.55
"518","2020-05-22",7.62
"519","2020-05-26",8.05
"520","2020-05-27",7.85
"521","2020-05-28",8.13
"522","2020-05-29",7.81
"523","2020-06-01",7.55
"524","2020-06-02",7.78
"525","2020-06-03",7.75
"526","2020-06-04",7.85
"527","2020-06-05",7.94
"528","2020-06-08",8
"529","2020-06-09",8
"530","2020-06-10",8.15
"531","2020-06-11",7.94
"532","2020-06-12",7.786
"533","2020-06-15",8.44
"534","2020-06-16",8.55
"535","2020-06-17",9.15
"536","2020-06-18",8.9
"537","2020-06-19",8.23
"538","2020-06-22",8.31
"539","2020-06-23",8.52
"540","2020-06-24",8.09
"541","2020-06-25",8.71
"542","2020-06-26",8.525
"543","2020-06-29",9.31
"544","2020-06-30",10.25
"545","2020-07-01",9.71
"546","2020-07-02",9.87
"547","2020-07-06",9.49
"548","2020-07-07",9.5
"549","2020-07-08",9.26
"550","2020-07-09",8.88
"551","2020-07-10",8.95
"552","2020-07-13",9.08
"553","2020-07-14",8.8
"554","2020-07-15",9.15
"555","2020-07-16",9.24
"556","2020-07-17",10.78
"557","2020-07-20",11.68
"558","2020-07-21",12.14
"559","2020-07-22",11
"560","2020-07-23",11.82
"561","2020-07-24",11.69
"562","2020-07-27",12.35
"563","2020-07-28",12.09
"564","2020-07-29",12.72
"565","2020-07-30",12.54
"566","2020-07-31",11.84
"567","2020-08-03",12.43
"568","2020-08-04",12.6
"569","2020-08-05",12.7
"570","2020-08-06",12.79
"571","2020-08-07",12.58
"572","2020-08-10",12.65
"573","2020-08-11",12.84
"574","2020-08-12",12.76
"575","2020-08-13",12.4
"576","2020-08-14",12.43
"577","2020-08-17",12.15
"578","2020-08-18",12.17
"579","2020-08-19",12.01
"580","2020-08-20",11.57
"581","2020-08-21",11.77
"582","2020-08-24",11.83
"583","2020-08-25",11.68
"584","2020-08-26",11.91
"585","2020-08-27",11.36
"586","2020-08-28",11.52
"587","2020-08-31",11.9
"588","2020-09-01",12.46
"589","2020-09-02",11.92
"590","2020-09-03",11.03
"591","2020-09-04",10.45
"592","2020-09-08",10.59
"593","2020-09-09",11.01
"594","2020-09-10",11.31
"595","2020-09-11",11.57
"596","2020-09-14",10.76
"597","2020-09-15",10.86
"598","2020-09-16",10.9
"599","2020-09-17",10.76
"600","2020-09-18",10.83
"601","2020-09-21",10
"602","2020-09-22",10
"603","2020-09-23",9.36
"604","2020-09-24",9.32
"605","2020-09-25",9.85
"606","2020-09-28",10.77
"607","2020-09-29",11.18
"608","2020-09-30",11.61
"609","2020-10-01",11.67
"610","2020-10-02",11.63
"611","2020-10-05",11.86
"612","2020-10-06",11.17
"613","2020-10-07",11.15
"614","2020-10-08",11.57
"615","2020-10-09",11.73
"616","2020-10-12",11.41
"617","2020-10-13",11.73
"618","2020-10-14",11.98
"619","2020-10-15",11.55
"620","2020-10-16",11.48
"621","2020-10-19",11.36
"622","2020-10-20",11.27
"623","2020-10-21",11.46
"624","2020-10-22",11.5
"625","2020-10-23",11.39
"626","2020-10-26",10.75
"627","2020-10-27",10.78
"628","2020-10-28",10.67
"629","2020-10-29",10.55
"630","2020-10-30",10.71
"631","2020-11-02",11.1
"632","2020-11-03",11.55
"633","2020-11-04",11.25
"634","2020-11-05",11.45
"635","2020-11-06",11.55
"636","2020-11-09",11.8
"637","2020-11-10",11.51
"638","2020-11-11",11.51
"639","2020-11-12",11.58
"640","2020-11-13",11.75
"641","2020-11-16",11.92
"642","2020-11-17",12.3
"643","2020-11-18",12.68
"644","2020-11-19",12.85
"645","2020-11-20",14.99
"646","2020-11-23",16.139999
"647","2020-11-24",17.16
"648","2020-11-25",16.870001
"649","2020-11-27",16.860001
