"","date","TRHC"
"964","2020-07-29",55.869999
"965","2020-07-30",56.439999
"966","2020-07-31",56.200001
"967","2020-08-03",55.73
"968","2020-08-04",52.369999
"969","2020-08-05",49.610001
"970","2020-08-06",48.779999
"971","2020-08-07",48.380001
"972","2020-08-10",48.029999
"973","2020-08-11",48.900002
"974","2020-08-12",47.75
"975","2020-08-13",49.189999
"976","2020-08-14",45.709999
"977","2020-08-17",47.57
"978","2020-08-18",47.740002
"979","2020-08-19",48.450001
"980","2020-08-20",47.939999
"981","2020-08-21",48.389999
"982","2020-08-24",48.630001
"983","2020-08-25",50.220001
"984","2020-08-26",48.919998
"985","2020-08-27",49.779999
"986","2020-08-28",50.630001
"987","2020-08-31",50.599998
"988","2020-09-01",50.740002
"989","2020-09-02",52.040001
"990","2020-09-03",50.009998
"991","2020-09-04",50.080002
"992","2020-09-08",48.32
"993","2020-09-09",47.369999
"994","2020-09-10",43.5
"995","2020-09-11",41.290001
"996","2020-09-14",41.5
"997","2020-09-15",39.990002
"998","2020-09-16",41.779999
"999","2020-09-17",41.990002
"1000","2020-09-18",39.599998
"1001","2020-09-21",39.869999
"1002","2020-09-22",39
"1003","2020-09-23",38.599998
"1004","2020-09-24",38.5
"1005","2020-09-25",40.59
"1006","2020-09-28",40.139999
"1007","2020-09-29",40.400002
"1008","2020-09-30",40.77
"1009","2020-10-01",41.139999
"1010","2020-10-02",43.345001
"1011","2020-10-05",42.459999
"1012","2020-10-06",42.84
"1013","2020-10-07",43.52
"1014","2020-10-08",43.450001
"1015","2020-10-09",42.77
"1016","2020-10-12",42.689999
"1017","2020-10-13",41.759998
"1018","2020-10-14",41.130001
"1019","2020-10-15",41.5
"1020","2020-10-16",40.889999
"1021","2020-10-19",40.610001
"1022","2020-10-20",40.459999
"1023","2020-10-21",38.950001
"1024","2020-10-22",39.25
"1025","2020-10-23",39.450001
"1026","2020-10-26",38.299999
"1027","2020-10-27",37.310001
"1028","2020-10-28",35.959999
"1029","2020-10-29",35.950001
"1030","2020-10-30",34.540001
"1031","2020-11-02",34.049999
"1032","2020-11-03",37.09
"1033","2020-11-04",31.059999
"1034","2020-11-05",34.32
"1035","2020-11-06",35.150002
"1036","2020-11-09",35.080002
"1037","2020-11-10",34.509998
"1038","2020-11-11",36.209999
"1039","2020-11-12",34.490002
"1040","2020-11-13",34.389999
"1041","2020-11-16",33.900002
"1042","2020-11-17",34.130001
"1043","2020-11-18",33.200001
"1044","2020-11-19",33.939999
"1045","2020-11-20",34.029999
"1046","2020-11-23",36.139999
"1047","2020-11-24",37.150002
"1048","2020-11-25",34.990002
"1049","2020-11-27",35.57
