"","date","CCRC"
"994","2019-12-02",10.33
"995","2019-12-03",10.33
"996","2019-12-04",10.31
"997","2019-12-05",10.31
"998","2019-12-06",10.19
"999","2019-12-09",10.09
"1000","2019-12-10",10.09
"1001","2019-12-11",10.02
"1002","2019-12-12",10.02
"1003","2019-12-13",10.02
"1004","2019-12-16",9.71
"1005","2019-12-17",9.71
"1006","2019-12-18",9.687
"1007","2019-12-19",9.687
"1008","2019-12-20",9.47
"1009","2019-12-23",9.65
"1010","2019-12-24",9.11
"1011","2019-12-26",9.7
"1012","2019-12-27",9.66
"1013","2019-12-30",9.494
"1014","2019-12-31",9.55
"1015","2020-01-02",9.92
"1016","2020-01-03",9.97
"1017","2020-01-06",10.02
"1018","2020-01-07",9.785
"1019","2020-01-08",10.44
"1020","2020-01-09",10.3
"1021","2020-01-10",10.499
"1022","2020-01-13",10.49
"1023","2020-01-14",10.5
"1024","2020-01-15",10.8
"1025","2020-01-16",10.84
"1026","2020-01-17",10.87
"1027","2020-01-21",10.8
"1028","2020-01-22",9.91
"1029","2020-01-23",9.91
"1030","2020-01-24",9.73
"1031","2020-01-27",10.18
"1032","2020-01-28",9.87
"1033","2020-01-29",9.87
"1034","2020-01-30",9.91
"1035","2020-01-31",9.51
"1036","2020-02-03",9.51
"1037","2020-02-04",9.46
"1038","2020-02-05",9.19
"1039","2020-02-06",9.01
"1040","2020-02-07",9.02
"1041","2020-02-10",9.185
"1042","2020-02-11",9.003
"1043","2020-02-12",9.175
"1044","2020-02-13",9.35
"1045","2020-02-14",9.209
"1046","2020-02-18",9.01
"1047","2020-02-19",8.883
"1048","2020-02-20",8.84
"1049","2020-02-21",8.71
"1050","2020-02-24",8.07
"1051","2020-02-25",8.29
"1052","2020-02-26",8.29
"1053","2020-02-27",7.5
"1054","2020-02-28",7.55
"1055","2020-03-02",7.68
"1056","2020-03-03",7.78
"1057","2020-03-04",7.36
"1058","2020-03-05",6.75
"1059","2020-03-06",6.75
"1060","2020-03-09",6.78
"1061","2020-03-10",6.78
"1062","2020-03-11",6.67
"1063","2020-03-12",6.67
"1064","2020-03-13",6.155
"1065","2020-03-16",4.21
"1066","2020-03-17",4.243
"1067","2020-03-18",4.15
"1068","2020-03-19",4.09
"1069","2020-03-20",4.1
"1070","2020-03-23",3.47
"1071","2020-03-24",3.84
"1072","2020-03-25",4.096
"1073","2020-03-26",4.322
"1074","2020-03-27",6.03
"1075","2020-03-30",5.22
"1076","2020-03-31",4.52
"1077","2020-04-01",4.52
"1078","2020-04-02",4.74
"1079","2020-04-03",4.52
"1080","2020-04-06",4.52
"1081","2020-04-07",5.04
"1082","2020-04-08",5.6
"1083","2020-04-09",5.407
"1084","2020-04-13",5.407
"1085","2020-04-14",5.41
"1086","2020-04-15",5.6
"1087","2020-04-16",6.08
"1088","2020-04-17",5.88
"1089","2020-04-20",5.929
"1090","2020-04-21",5.54
"1091","2020-04-22",5.61
"1092","2020-04-23",5.74
"1093","2020-04-24",5.6
"1094","2020-04-27",5.37
"1095","2020-04-28",5.45
"1096","2020-04-29",5.26
"1097","2020-04-30",5.12
"1098","2020-05-01",4.98
"1099","2020-05-04",4.97
"1100","2020-05-05",4.43
"1101","2020-05-06",4.15
"1102","2020-05-07",4.11
"1103","2020-05-08",4.36
"1104","2020-05-11",4.5
"1105","2020-05-12",4.77
"1106","2020-05-13",4.52
"1107","2020-05-14",4.21
"1108","2020-05-15",4.2
"1109","2020-05-18",4.49
"1110","2020-05-19",4.51
"1111","2020-05-20",4.52
"1112","2020-05-21",4.645
"1113","2020-05-22",4.4
"1114","2020-05-26",4.46
"1115","2020-05-27",4.52
"1116","2020-05-28",4.35
"1117","2020-05-29",4.44
"1118","2020-06-01",4.95
"1119","2020-06-02",4.632
"1120","2020-06-03",4.98
"1121","2020-06-04",4.8
"1122","2020-06-05",4.7
"1123","2020-06-08",4.54
"1124","2020-06-09",4.62
"1125","2020-06-10",5.11
"1126","2020-06-11",4.93
"1127","2020-06-12",5.135
"1128","2020-06-15",4.79
"1129","2020-06-16",5.083
"1130","2020-06-17",5.03
"1131","2020-06-18",4.96
"1132","2020-06-19",4.96
"1133","2020-06-22",5.16
"1134","2020-06-23",5.17
"1135","2020-06-24",5.25
"1136","2020-06-25",4.993
"1137","2020-06-26",4.85
"1138","2020-06-29",4.75
"1139","2020-06-30",4.61
"1140","2020-07-01",4.63
"1141","2020-07-02",4.62
"1142","2020-07-06",4.68
"1143","2020-07-07",4.87
"1144","2020-07-08",4.83
"1145","2020-07-09",5
"1146","2020-07-10",4.7
"1147","2020-07-13",4.826
"1148","2020-07-14",4.64
"1149","2020-07-15",4.97
"1150","2020-07-16",4.99
"1151","2020-07-17",4.82
"1152","2020-07-20",4.75
"1153","2020-07-21",4.75
"1154","2020-07-22",4.7
"1155","2020-07-23",4.655
"1156","2020-07-24",4.657
"1157","2020-07-27",4.48
"1158","2020-07-28",4.63
"1159","2020-07-29",4.51
"1160","2020-07-30",4.47
"1161","2020-07-31",4.587
"1162","2020-08-03",4.43
"1163","2020-08-04",4.42
"1164","2020-08-05",4.42
"1165","2020-08-06",4.48
"1166","2020-08-07",4.56
"1167","2020-08-10",4.42
"1168","2020-08-11",4.42
"1169","2020-08-12",4.4
"1170","2020-08-13",4.49
"1171","2020-08-14",4.04
"1172","2020-08-17",4.47
"1173","2020-08-18",4.399
"1174","2020-08-19",4.16
"1175","2020-08-20",4.03
"1176","2020-08-21",4.07
"1177","2020-08-24",4.12
"1178","2020-08-25",4.1
"1179","2020-08-26",4.16
"1180","2020-08-27",3.91
"1181","2020-08-28",3.78
"1182","2020-08-31",4.06
"1183","2020-09-01",4.03
"1184","2020-09-02",4.18
"1185","2020-09-03",4.14
"1186","2020-09-04",4.34
"1187","2020-09-08",4.25
"1188","2020-09-09",4.26
"1189","2020-09-10",4.64
"1190","2020-09-11",4.98
"1191","2020-09-14",5.2
"1192","2020-09-15",4.82
"1193","2020-09-16",5.15
"1194","2020-09-17",5.05
"1195","2020-09-18",5.352
"1196","2020-09-21",4.74
"1197","2020-09-22",4.61
"1198","2020-09-23",4.4
"1199","2020-09-24",4.2
"1200","2020-09-25",3.704
"1201","2020-09-28",4.16
"1202","2020-09-29",4.175
"1203","2020-09-30",4.21
"1204","2020-10-01",4.24
"1205","2020-10-02",4.27
"1206","2020-10-05",4.59
"1207","2020-10-06",4.65
"1208","2020-10-07",4.52
"1209","2020-10-08",4.69
"1210","2020-10-09",5.06
"1211","2020-10-12",5.25
"1212","2020-10-13",5.15
"1213","2020-10-14",5.02
"1214","2020-10-15",5
"1215","2020-10-16",4.73
"1216","2020-10-19",4.81
"1217","2020-10-20",4.77
"1218","2020-10-21",4.79
"1219","2020-10-22",4.99
"1220","2020-10-23",4.98
"1221","2020-10-26",4.82
"1222","2020-10-27",4.86
"1223","2020-10-28",4.67
"1224","2020-10-29",4.71
"1225","2020-10-30",4.7
"1226","2020-11-02",4.67
"1227","2020-11-03",4.74
"1228","2020-11-04",4.605
"1229","2020-11-05",4.62
"1230","2020-11-06",4.52
"1231","2020-11-09",4.51
"1232","2020-11-10",4.41
"1233","2020-11-11",4.47
"1234","2020-11-12",4.51
"1235","2020-11-13",4.6
"1236","2020-11-16",4.48
"1237","2020-11-17",4.44
"1238","2020-11-18",4.34
"1239","2020-11-19",5.15
"1240","2020-11-20",4.75
"1241","2020-11-23",4.72
"1242","2020-11-24",5.03
"1243","2020-11-25",4.63
"1244","2020-11-27",4.72
