"","date","KRTX"
"105","2019-11-25",82.18
"106","2019-11-26",72.879997
"107","2019-11-27",76.110001
"108","2019-11-29",71.879997
"109","2019-12-02",75.349998
"110","2019-12-03",72
"111","2019-12-04",69.639999
"112","2019-12-05",65.440002
"113","2019-12-06",67.629997
"114","2019-12-09",65.330002
"115","2019-12-10",66.540001
"116","2019-12-11",64.419998
"117","2019-12-12",73.510002
"118","2019-12-13",65.25
"119","2019-12-16",68.260002
"120","2019-12-17",69.669998
"121","2019-12-18",65.989998
"122","2019-12-19",74.18
"123","2019-12-20",81.709999
"124","2019-12-23",77.589996
"125","2019-12-24",75.690002
"126","2019-12-26",81.410004
"127","2019-12-27",75.510002
"128","2019-12-30",71.400002
"129","2019-12-31",75.339996
"130","2020-01-02",72.639999
"131","2020-01-03",70.529999
"132","2020-01-06",71.860001
"133","2020-01-07",70.849998
"134","2020-01-08",71.370003
"135","2020-01-09",70.68
"136","2020-01-10",72.169998
"137","2020-01-13",74.139999
"138","2020-01-14",84.870003
"139","2020-01-15",85.300003
"140","2020-01-16",95.739998
"141","2020-01-17",104.519997
"142","2020-01-21",109.300003
"143","2020-01-22",115.919998
"144","2020-01-23",99.75
"145","2020-01-24",99.75
"146","2020-01-27",99.839996
"147","2020-01-28",100.989998
"148","2020-01-29",99.669998
"149","2020-01-30",94.639999
"150","2020-01-31",94.910004
"151","2020-02-03",92.809998
"152","2020-02-04",93.019997
"153","2020-02-05",98.349998
"154","2020-02-06",95.18
"155","2020-02-07",92.389999
"156","2020-02-10",96.709999
"157","2020-02-11",97.940002
"158","2020-02-12",96.610001
"159","2020-02-13",96.110001
"160","2020-02-14",99.720001
"161","2020-02-18",102.489998
"162","2020-02-19",96.169998
"163","2020-02-20",99.580002
"164","2020-02-21",96.82
"165","2020-02-24",89.510002
"166","2020-02-25",82.309998
"167","2020-02-26",85.699997
"168","2020-02-27",81.830002
"169","2020-02-28",87.260002
"170","2020-03-02",87.809998
"171","2020-03-03",87.709999
"172","2020-03-04",93.730003
"173","2020-03-05",91.25
"174","2020-03-06",89.010002
"175","2020-03-09",81.93
"176","2020-03-10",85.860001
"177","2020-03-11",78.790001
"178","2020-03-12",68.900002
"179","2020-03-13",77.629997
"180","2020-03-16",62.970001
"181","2020-03-17",62.919998
"182","2020-03-18",60.41
"183","2020-03-19",64.540001
"184","2020-03-20",73.639999
"185","2020-03-23",71.860001
"186","2020-03-24",71.349998
"187","2020-03-25",67
"188","2020-03-26",70.849998
"189","2020-03-27",70.809998
"190","2020-03-30",71.529999
"191","2020-03-31",72
"192","2020-04-01",62.139999
"193","2020-04-02",64.919998
"194","2020-04-03",62.290001
"195","2020-04-06",69.809998
"196","2020-04-07",68.550003
"197","2020-04-08",72.739998
"198","2020-04-09",68.300003
"199","2020-04-13",67.889999
"200","2020-04-14",72.970001
"201","2020-04-15",71.389999
"202","2020-04-16",73.550003
"203","2020-04-17",77.910004
"204","2020-04-20",85.120003
"205","2020-04-21",84.019997
"206","2020-04-22",86
"207","2020-04-23",85.980003
"208","2020-04-24",86.650002
"209","2020-04-27",85.580002
"210","2020-04-28",84.160004
"211","2020-04-29",85.169998
"212","2020-04-30",83.080002
"213","2020-05-01",80.309998
"214","2020-05-04",85.699997
"215","2020-05-05",86.709999
"216","2020-05-06",84.209999
"217","2020-05-07",83.580002
"218","2020-05-08",82.32
"219","2020-05-11",84.209999
"220","2020-05-12",79
"221","2020-05-13",75.349998
"222","2020-05-14",74.040001
"223","2020-05-15",81
"224","2020-05-18",84.25
"225","2020-05-19",81.019997
"226","2020-05-20",84.540001
"227","2020-05-21",83.739998
"228","2020-05-22",86.739998
"229","2020-05-26",85.309998
"230","2020-05-27",87.970001
"231","2020-05-28",90.120003
"232","2020-05-29",93.860001
"233","2020-06-01",91.370003
"234","2020-06-02",92.43
"235","2020-06-03",97.620003
"236","2020-06-04",97.589996
"237","2020-06-05",96.209999
"238","2020-06-08",97.550003
"239","2020-06-09",97.760002
"240","2020-06-10",98.970001
"241","2020-06-11",91.449997
"242","2020-06-12",92.860001
"243","2020-06-15",95.489998
"244","2020-06-16",99.330002
"245","2020-06-17",97.93
"246","2020-06-18",99.75
"247","2020-06-19",97.300003
"248","2020-06-22",104.040001
"249","2020-06-23",105.739998
"250","2020-06-24",108.620003
"251","2020-06-25",117.209999
"252","2020-06-26",108.389999
"253","2020-06-29",106.260002
"254","2020-06-30",111.459999
"255","2020-07-01",106.459999
"256","2020-07-02",109.739998
"257","2020-07-06",100.919998
"258","2020-07-07",100.18
"259","2020-07-08",98.989998
"260","2020-07-09",97.82
"261","2020-07-10",96.379997
"262","2020-07-13",90.129997
"263","2020-07-14",93.620003
"264","2020-07-15",95.510002
"265","2020-07-16",95.349998
"266","2020-07-17",96.339996
"267","2020-07-20",98.260002
"268","2020-07-21",96.800003
"269","2020-07-22",96.32
"270","2020-07-23",95.129997
"271","2020-07-24",88.599998
"272","2020-07-27",88.730003
"273","2020-07-28",85.970001
"274","2020-07-29",83.669998
"275","2020-07-30",82.059998
"276","2020-07-31",81.800003
"277","2020-08-03",87.639999
"278","2020-08-04",85.910004
"279","2020-08-05",84.040001
"280","2020-08-06",83.699997
"281","2020-08-07",86.029999
"282","2020-08-10",85.949997
"283","2020-08-11",83.269997
"284","2020-08-12",84.860001
"285","2020-08-13",82.129997
"286","2020-08-14",86.300003
"287","2020-08-17",83.989998
"288","2020-08-18",82.699997
"289","2020-08-19",82.199997
"290","2020-08-20",83.449997
"291","2020-08-21",82.559998
"292","2020-08-24",82.339996
"293","2020-08-25",84.040001
"294","2020-08-26",76.389999
"295","2020-08-27",76.879997
"296","2020-08-28",76
"297","2020-08-31",76.400002
"298","2020-09-01",73.150002
"299","2020-09-02",73.900002
"300","2020-09-03",71.309998
"301","2020-09-04",74.099998
"302","2020-09-08",75.370003
"303","2020-09-09",74.709999
"304","2020-09-10",75.18
"305","2020-09-11",75.849998
"306","2020-09-14",80.849998
"307","2020-09-15",83.739998
"308","2020-09-16",85.519997
"309","2020-09-17",86.919998
"310","2020-09-18",84.699997
"311","2020-09-21",80.379997
"312","2020-09-22",79.650002
"313","2020-09-23",76.93
"314","2020-09-24",75.440002
"315","2020-09-25",77.099998
"316","2020-09-28",77.099998
"317","2020-09-29",78.970001
"318","2020-09-30",77.32
"319","2020-10-01",79.93
"320","2020-10-02",75.870003
"321","2020-10-05",81.370003
"322","2020-10-06",80.209999
"323","2020-10-07",79.419998
"324","2020-10-08",77.839996
"325","2020-10-09",79.720001
"326","2020-10-12",79.160004
"327","2020-10-13",80.230003
"328","2020-10-14",80.449997
"329","2020-10-15",76.889999
"330","2020-10-16",77.459999
"331","2020-10-19",75.330002
"332","2020-10-20",75.730003
"333","2020-10-21",75.230003
"334","2020-10-22",80.440002
"335","2020-10-23",80.769997
"336","2020-10-26",79.970001
"337","2020-10-27",82.5
"338","2020-10-28",80.190002
"339","2020-10-29",80.709999
"340","2020-10-30",81.190002
"341","2020-11-02",83.540001
"342","2020-11-03",92.5
"343","2020-11-04",99.510002
"344","2020-11-05",102.730003
"345","2020-11-06",106.57
"346","2020-11-09",107.489998
"347","2020-11-10",102.440002
"348","2020-11-11",99.580002
"349","2020-11-12",97.790001
"350","2020-11-13",96.160004
"351","2020-11-16",97.849998
"352","2020-11-17",99.75
"353","2020-11-18",98
"354","2020-11-19",99
"355","2020-11-20",97
"356","2020-11-23",100
"357","2020-11-24",98.870003
"358","2020-11-25",97.989998
"359","2020-11-27",100
