"","date","BRBR"
"152","2020-05-27",20.209999
"153","2020-05-28",20.08
"154","2020-05-29",20.08
"155","2020-06-01",20.209999
"156","2020-06-02",20.469999
"157","2020-06-03",21.15
"158","2020-06-04",20.57
"159","2020-06-05",21.969999
"160","2020-06-08",20.26
"161","2020-06-09",21
"162","2020-06-10",20
"163","2020-06-11",18.73
"164","2020-06-12",19.110001
"165","2020-06-15",19.709999
"166","2020-06-16",19.879999
"167","2020-06-17",19.52
"168","2020-06-18",18.950001
"169","2020-06-19",18.66
"170","2020-06-22",18.889999
"171","2020-06-23",18.799999
"172","2020-06-24",18.16
"173","2020-06-25",18.66
"174","2020-06-26",18.129999
"175","2020-06-29",18.82
"176","2020-06-30",19.940001
"177","2020-07-01",19.309999
"178","2020-07-02",19.66
"179","2020-07-06",19.91
"180","2020-07-07",19.440001
"181","2020-07-08",19.360001
"182","2020-07-09",19.120001
"183","2020-07-10",19.549999
"184","2020-07-13",20.02
"185","2020-07-14",20.66
"186","2020-07-15",20.530001
"187","2020-07-16",20.58
"188","2020-07-17",20.52
"189","2020-07-20",20.98
"190","2020-07-21",20.5
"191","2020-07-22",20.139999
"192","2020-07-23",20.360001
"193","2020-07-24",18.74
"194","2020-07-27",19.35
"195","2020-07-28",19.35
"196","2020-07-29",19.52
"197","2020-07-30",19.5
"198","2020-07-31",19.870001
"199","2020-08-03",19.629999
"200","2020-08-04",20.42
"201","2020-08-05",20.690001
"202","2020-08-06",20.57
"203","2020-08-07",19.790001
"204","2020-08-10",19.32
"205","2020-08-11",18.889999
"206","2020-08-12",19.52
"207","2020-08-13",19.540001
"208","2020-08-14",19.559999
"209","2020-08-17",19.719999
"210","2020-08-18",19.6
"211","2020-08-19",19.549999
"212","2020-08-20",19.620001
"213","2020-08-21",19.969999
"214","2020-08-24",20.1
"215","2020-08-25",19.959999
"216","2020-08-26",19.540001
"217","2020-08-27",19.719999
"218","2020-08-28",19.92
"219","2020-08-31",19.440001
"220","2020-09-01",19.540001
"221","2020-09-02",19.719999
"222","2020-09-03",19.870001
"223","2020-09-04",19.620001
"224","2020-09-08",19.07
"225","2020-09-09",19.4
"226","2020-09-10",19.610001
"227","2020-09-11",19.530001
"228","2020-09-14",19.299999
"229","2020-09-15",19.16
"230","2020-09-16",19
"231","2020-09-17",19.08
"232","2020-09-18",19.030001
"233","2020-09-21",18.68
"234","2020-09-22",19.139999
"235","2020-09-23",18.76
"236","2020-09-24",19
"237","2020-09-25",18.719999
"238","2020-09-28",19.860001
"239","2020-09-29",20.6
"240","2020-09-30",20.74
"241","2020-10-01",21
"242","2020-10-02",20.9
"243","2020-10-05",20.93
"244","2020-10-06",20.809999
"245","2020-10-07",21.51
"246","2020-10-08",21.790001
"247","2020-10-09",22.059999
"248","2020-10-12",22.309999
"249","2020-10-13",22.42
"250","2020-10-14",22.620001
"251","2020-10-15",22.75
"252","2020-10-16",22.639999
"253","2020-10-19",21.620001
"254","2020-10-20",21.18
"255","2020-10-21",21.219999
"256","2020-10-22",20.950001
"257","2020-10-23",20.969999
"258","2020-10-26",20.190001
"259","2020-10-27",20.24
"260","2020-10-28",19.209999
"261","2020-10-29",18.879999
"262","2020-10-30",18.290001
"263","2020-11-02",18.860001
"264","2020-11-03",19.209999
"265","2020-11-04",19.6
"266","2020-11-05",19.73
"267","2020-11-06",19.27
"268","2020-11-09",20.66
"269","2020-11-10",20.290001
"270","2020-11-11",20.040001
"271","2020-11-12",20.049999
"272","2020-11-13",20.76
"273","2020-11-16",20.889999
"274","2020-11-17",20.92
"275","2020-11-18",20.700001
"276","2020-11-19",20.02
"277","2020-11-20",21.4
"278","2020-11-23",21.110001
"279","2020-11-24",21.190001
"280","2020-11-25",21.02
"281","2020-11-27",20.969999
