"","date","JMIA"
"262","2020-04-27",4.43
"263","2020-04-28",4.56
"264","2020-04-29",4.51
"265","2020-04-30",4.39
"266","2020-05-01",3.86
"267","2020-05-04",3.98
"268","2020-05-05",4.02
"269","2020-05-06",4.61
"270","2020-05-07",4.45
"271","2020-05-08",4.57
"272","2020-05-11",5.89
"273","2020-05-12",5.23
"274","2020-05-13",4.21
"275","2020-05-14",4.13
"276","2020-05-15",4.02
"277","2020-05-18",4
"278","2020-05-19",4.32
"279","2020-05-20",4.59
"280","2020-05-21",4.88
"281","2020-05-22",4.69
"282","2020-05-26",4.71
"283","2020-05-27",4.63
"284","2020-05-28",4.35
"285","2020-05-29",4.49
"286","2020-06-01",4.93
"287","2020-06-02",5.03
"288","2020-06-03",5.65
"289","2020-06-04",5.95
"290","2020-06-05",6.77
"291","2020-06-08",6.77
"292","2020-06-09",6.48
"293","2020-06-10",6.16
"294","2020-06-11",5.33
"295","2020-06-12",5.5
"296","2020-06-15",5.73
"297","2020-06-16",5.77
"298","2020-06-17",5.64
"299","2020-06-18",5.76
"300","2020-06-19",5.92
"301","2020-06-22",5.64
"302","2020-06-23",6.5
"303","2020-06-24",5.62
"304","2020-06-25",5.49
"305","2020-06-26",5.21
"306","2020-06-29",5.26
"307","2020-06-30",5.49
"308","2020-07-01",5.18
"309","2020-07-02",5.33
"310","2020-07-06",5.61
"311","2020-07-07",5.77
"312","2020-07-08",7.88
"313","2020-07-09",8.04
"314","2020-07-10",7.49
"315","2020-07-13",7.4
"316","2020-07-14",7.6
"317","2020-07-15",7.68
"318","2020-07-16",7.78
"319","2020-07-17",7.63
"320","2020-07-20",9.33
"321","2020-07-21",8.95
"322","2020-07-22",10.36
"323","2020-07-23",8.95
"324","2020-07-24",9.49
"325","2020-07-27",9.78
"326","2020-07-28",10.19
"327","2020-07-29",11.37
"328","2020-07-30",12.67
"329","2020-07-31",15.56
"330","2020-08-03",21
"331","2020-08-04",16.280001
"332","2020-08-05",17
"333","2020-08-06",17.1
"334","2020-08-07",19.26
"335","2020-08-10",19.75
"336","2020-08-11",16.370001
"337","2020-08-12",13.15
"338","2020-08-13",13.75
"339","2020-08-14",13.47
"340","2020-08-17",11.98
"341","2020-08-18",12.01
"342","2020-08-19",11.23
"343","2020-08-20",10.88
"344","2020-08-21",10
"345","2020-08-24",10.35
"346","2020-08-25",10.61
"347","2020-08-26",9.68
"348","2020-08-27",9.06
"349","2020-08-28",9.51
"350","2020-08-31",9.19
"351","2020-09-01",9.48
"352","2020-09-02",9.4
"353","2020-09-03",8.93
"354","2020-09-04",8.47
"355","2020-09-08",8.26
"356","2020-09-09",8.71
"357","2020-09-10",8.42
"358","2020-09-11",8.24
"359","2020-09-14",8.2
"360","2020-09-15",7.83
"361","2020-09-16",8.29
"362","2020-09-17",8.09
"363","2020-09-18",7.72
"364","2020-09-21",7.88
"365","2020-09-22",8.27
"366","2020-09-23",7.26
"367","2020-09-24",7.35
"368","2020-09-25",7.77
"369","2020-09-28",7.76
"370","2020-09-29",8.15
"371","2020-09-30",7.99
"372","2020-10-01",8.08
"373","2020-10-02",8.08
"374","2020-10-05",8.14
"375","2020-10-06",7.92
"376","2020-10-07",8.53
"377","2020-10-08",10.52
"378","2020-10-09",10.36
"379","2020-10-12",12.26
"380","2020-10-13",12.36
"381","2020-10-14",12.87
"382","2020-10-15",12.91
"383","2020-10-16",15.22
"384","2020-10-19",15.32
"385","2020-10-20",15.37
"386","2020-10-21",15.54
"387","2020-10-22",16.49
"388","2020-10-23",17.870001
"389","2020-10-26",18.030001
"390","2020-10-27",17.709999
"391","2020-10-28",17.66
"392","2020-10-29",17.27
"393","2020-10-30",14.96
"394","2020-11-02",16.049999
"395","2020-11-03",17.26
"396","2020-11-04",17.639999
"397","2020-11-05",19.34
"398","2020-11-06",18.950001
"399","2020-11-09",16
"400","2020-11-10",12.91
"401","2020-11-11",12.96
"402","2020-11-12",13.57
"403","2020-11-13",14.69
"404","2020-11-16",15.4
"405","2020-11-17",17.219999
"406","2020-11-18",20.469999
"407","2020-11-19",24.23
"408","2020-11-20",24.74
"409","2020-11-23",30.139999
"410","2020-11-24",30.4
"411","2020-11-25",37.610001
"412","2020-11-27",36.889999
