"","date","BILL"
"225","2020-11-02",96.720001
"226","2020-11-03",99.739998
"227","2020-11-04",108.769997
"228","2020-11-05",110.879997
"229","2020-11-06",102.099998
"230","2020-11-09",97.349998
"231","2020-11-10",95.5
"232","2020-11-11",95.699997
"233","2020-11-12",95.769997
"234","2020-11-13",95.239998
"235","2020-11-16",96.459999
"236","2020-11-17",98.800003
"237","2020-11-18",102.279999
"238","2020-11-19",106.290001
"239","2020-11-20",109.300003
"240","2020-11-23",114.970001
"241","2020-11-24",109.07
"242","2020-11-25",114.029999
"243","2020-11-27",118.980003
