"","date","FTACU"
"151","2019-06-26",10.75
"152","2019-06-27",10.73
"153","2019-06-28",10.71
"154","2019-07-01",10.71
"155","2019-07-02",10.7
"156","2019-07-03",10.7
"157","2019-07-05",10.7
"158","2019-07-08",10.7
"159","2019-07-09",10.75
"160","2019-07-10",10.75
"161","2019-07-11",10.75
"162","2019-07-12",10.75
"163","2019-07-15",10.71
"164","2019-07-16",10.71
"165","2019-07-17",10.7
"166","2019-07-18",10.7
"167","2019-07-19",10.7
"168","2019-07-22",10.7
"169","2019-07-23",10.71
"170","2019-07-24",10.68
"171","2019-07-25",10.7
"172","2019-07-26",10.7
"173","2019-07-29",10.7
"174","2019-07-30",10.7
"175","2019-07-31",10.7
"176","2019-08-01",10.7
"177","2019-08-02",10.69
"178","2019-08-05",10.7
"179","2019-08-06",10.7
"180","2019-08-07",10.68
"181","2019-08-08",10.68
"182","2019-08-09",10.68
"183","2019-08-12",10.68
"184","2019-08-13",10.62
"185","2019-08-14",10.6
"186","2019-08-15",10.6
"187","2019-08-16",10.6
"188","2019-08-19",10.6
"189","2019-08-20",10.65
"190","2019-08-21",10.65
"191","2019-08-22",10.67
"192","2019-08-23",10.68
"193","2019-08-26",10.68
"194","2019-08-27",10.67
"195","2019-08-28",10.68
"196","2019-08-29",10.68
"197","2019-08-30",10.7
"198","2019-09-03",10.68
"199","2019-09-04",10.68
"200","2019-09-05",10.7
"201","2019-09-06",10.69
"202","2019-09-09",10.69
"203","2019-09-10",10.69
"204","2019-09-11",10.69
"205","2019-09-12",10.68
"206","2019-09-13",10.66
"207","2019-09-16",10.7
"208","2019-09-17",10.66
"209","2019-09-18",10.67
"210","2019-09-19",10.68
"211","2019-09-20",10.66
"212","2019-09-23",10.68
"213","2019-09-24",10.66
"214","2019-09-25",10.68
"215","2019-09-26",10.68
"216","2019-09-27",10.67
"217","2019-09-30",10.68
"218","2019-10-01",10.35
"219","2019-10-02",10.7
"220","2019-10-03",10.68
"221","2019-10-04",10.66
"222","2019-10-07",10.66
"223","2019-10-08",10.66
"224","2019-10-09",10.66
"225","2019-10-10",10.5
"226","2019-10-11",10.5
"227","2019-10-14",10.7
"228","2019-10-15",10.69
"229","2019-10-16",10.69
"230","2019-10-17",10.7
"231","2019-10-18",10.7
"232","2019-10-21",10.67
"233","2019-10-22",10.65
"234","2019-10-23",10.7
"235","2019-10-24",10.7
"236","2019-10-25",10.7
"237","2019-10-28",10.7
"238","2019-10-29",10.69
"239","2019-10-30",10.69
"240","2019-10-31",10.69
"241","2019-11-01",10.75
"242","2019-11-04",10.7
"243","2019-11-05",10.7
"244","2019-11-06",10.7
"245","2019-11-07",10.7
"246","2019-11-08",10.7
"247","2019-11-11",10.7
"248","2019-11-12",10.69
"249","2019-11-13",10.7
"250","2019-11-14",10.7
"251","2019-11-15",10.7
"252","2019-11-18",10.7
"253","2019-11-19",10.68
"254","2019-11-20",10.7
"255","2019-11-21",10.7
"256","2019-11-22",10.7
"257","2019-11-25",10.76
"258","2019-11-26",10.76
"259","2019-11-27",10.76
"260","2019-11-29",10.76
"261","2019-12-02",10.76
"262","2019-12-03",10.76
"263","2019-12-04",10.76
"264","2019-12-05",10.76
"265","2019-12-06",10.75
"266","2019-12-09",10.75
"267","2019-12-10",10.75
"268","2019-12-11",10.75
"269","2019-12-12",10.79
"270","2019-12-13",10.8
"271","2019-12-16",10.8
"272","2019-12-17",10.8
"273","2019-12-18",10.8
"274","2019-12-19",10.8
"275","2019-12-20",10.8
"276","2019-12-23",10.8
"277","2019-12-24",10.8
"278","2019-12-26",10.8
"279","2019-12-27",10.8
"280","2019-12-30",10.8
"281","2019-12-31",10.8
"282","2020-01-02",10.8
"283","2020-01-03",10.8
"284","2020-01-06",10.85
"285","2020-01-07",10.86
"286","2020-01-08",10.9
"287","2020-01-09",10.9
"288","2020-01-10",10.9
"289","2020-01-13",10.9
"290","2020-01-14",10.9
"291","2020-01-15",10.9
"292","2020-01-16",10.9
"293","2020-01-17",10.9
"294","2020-01-21",10.9
"295","2020-01-22",10.9
"296","2020-01-23",10.95
"297","2020-01-24",10.95
"298","2020-01-27",10.95
"299","2020-01-28",10.95
"300","2020-01-29",10.95
"301","2020-01-30",10.95
"302","2020-01-31",10.95
"303","2020-02-03",10.95
"304","2020-02-04",10.95
"305","2020-02-05",10.95
"306","2020-02-06",10.95
"307","2020-02-07",10.95
"308","2020-02-10",10.9
"309","2020-02-11",10.9
"310","2020-02-12",10.9
"311","2020-02-13",10.9
"312","2020-02-14",10.9
"313","2020-02-18",10.9
"314","2020-02-19",10.82
"315","2020-02-20",10.82
"316","2020-02-21",10.82
"317","2020-02-24",10.82
"318","2020-02-25",10.82
"319","2020-02-26",10.82
"320","2020-02-27",10.82
"321","2020-02-28",10.81
"322","2020-03-02",10.95
"323","2020-03-03",10.95
"324","2020-03-04",10.85
"325","2020-03-05",10.85
"326","2020-03-06",11.39
"327","2020-03-09",11.32
"328","2020-03-10",11.32
"329","2020-03-11",11.32
"330","2020-03-12",11.44
"331","2020-03-13",11.44
"332","2020-03-16",10.5
"333","2020-03-17",10.5
"334","2020-03-18",10.34
"335","2020-03-19",10.3
"336","2020-03-20",10.4
"337","2020-03-23",10.4
"338","2020-03-24",10.4
"339","2020-03-25",10.4
"340","2020-03-26",10.4
"341","2020-03-27",10.19
"342","2020-03-30",10.23
"343","2020-03-31",10.23
"344","2020-04-01",10.24
"345","2020-04-02",10.24
"346","2020-04-03",10.24
"347","2020-04-06",10.24
"348","2020-04-07",10.38
"349","2020-04-08",10.38
"350","2020-04-09",10.38
"351","2020-04-13",10.38
"352","2020-04-14",10.38
"353","2020-04-15",10.25
"354","2020-04-16",10.25
"355","2020-04-17",10.35
"356","2020-04-20",10.43
"357","2020-04-21",10.45
"358","2020-04-22",10.45
"359","2020-04-23",10.45
"360","2020-04-24",10.47
"361","2020-04-27",10.47
"362","2020-04-28",10.3
"363","2020-04-29",10.45
"364","2020-04-30",10.41
"365","2020-05-01",10.41
"366","2020-05-04",10.41
"367","2020-05-05",10.41
"368","2020-05-06",10.41
"369","2020-05-07",10.41
"370","2020-05-08",10.41
"371","2020-05-11",10.41
"372","2020-05-12",10.41
"373","2020-05-13",10.41
"374","2020-05-14",10.42
"375","2020-05-15",10.42
"376","2020-05-18",10.43
"377","2020-05-19",10.75
"378","2020-05-20",10.8
"379","2020-05-21",10.75
"380","2020-05-22",10.75
"381","2020-05-26",10.65
"382","2020-05-27",10.75
"383","2020-05-28",10.75
"384","2020-05-29",10.75
"385","2020-06-01",10.95
"386","2020-06-02",10.75
"387","2020-06-03",10.75
"388","2020-06-04",10.75
"389","2020-06-05",10.8
"390","2020-06-08",11.15
"391","2020-06-09",11.15
"392","2020-06-10",11.4
"393","2020-06-11",11.4
"394","2020-06-12",11.4
"395","2020-06-15",10.81
"396","2020-06-16",10.81
"397","2020-06-17",10.81
"398","2020-06-18",11.2
"399","2020-06-19",11.54
"400","2020-06-22",11.65
"401","2020-06-23",11.65
"402","2020-06-24",11.54
"403","2020-06-25",11.54
"404","2020-06-26",11.54
"405","2020-06-29",11.75
"406","2020-06-30",12.57
"407","2020-07-01",12.57
"408","2020-07-02",12.25
"409","2020-07-06",12.24
"410","2020-07-07",12.2
"411","2020-07-08",12.25
"412","2020-07-09",12.33
"413","2020-07-10",12.7
"414","2020-07-13",12.38
"415","2020-07-14",11.88
"416","2020-07-15",12
"417","2020-07-16",12.27
"418","2020-07-17",12.34
"419","2020-07-20",12.34
"420","2020-07-21",11.91
"421","2020-07-22",11.75
"422","2020-07-23",13.39
"423","2020-07-24",11.98
"424","2020-07-27",12
"425","2020-07-28",11.98
"426","2020-07-29",11.8
"427","2020-07-30",11.85
"428","2020-07-31",11.33
"429","2020-08-03",11
"430","2020-08-04",11.2
"431","2020-08-05",11.2
"432","2020-08-06",11.2
"433","2020-08-07",11.04
"434","2020-08-10",10.9
"435","2020-08-11",11.12
"436","2020-08-12",11
"437","2020-08-13",11.01
"438","2020-08-14",11.01
"439","2020-08-17",10.9
"440","2020-08-18",10.7
"441","2020-08-19",10.73
"442","2020-08-20",10.76
"443","2020-08-21",10.88
"444","2020-08-24",10.71
"445","2020-08-25",11.1
"446","2020-08-26",11.1
"447","2020-08-27",11.1
"448","2020-08-28",11.1
"449","2020-08-31",11
"450","2020-09-01",11
"451","2020-09-02",11.1
"452","2020-09-03",10.92
"453","2020-09-04",10.92
"454","2020-09-08",10.92
"455","2020-09-09",10.92
"456","2020-09-10",11.39
"457","2020-09-11",11.39
"458","2020-09-14",11.39
"459","2020-09-15",11.2
"460","2020-09-16",11.2
"461","2020-09-17",11.07
"462","2020-09-18",11.19
"463","2020-09-21",11.2
"464","2020-09-22",11.2
"465","2020-09-23",11.2
"466","2020-09-24",11
"467","2020-09-25",10.55
"468","2020-09-28",10.96
"469","2020-09-29",10.77
"470","2020-09-30",10.98
"471","2020-10-01",11.07
"472","2020-10-02",11.07
"473","2020-10-05",10.76
"474","2020-10-06",10.95
"475","2020-10-07",10.95
"476","2020-10-08",10.95
"477","2020-10-09",10.95
"478","2020-10-12",12.07
"479","2020-10-13",11.5
"480","2020-10-14",11.5
"481","2020-10-15",11.5
"482","2020-10-16",11.5
"483","2020-10-19",NA
"484","2020-10-20",NA
"485","2020-10-21",NA
"486","2020-10-22",NA
"487","2020-10-23",NA
"488","2020-10-26",NA
"489","2020-10-27",NA
"490","2020-10-28",NA
"491","2020-10-29",NA
"492","2020-10-30",NA
"493","2020-11-02",NA
"494","2020-11-03",NA
"495","2020-11-04",NA
"496","2020-11-05",NA
"497","2020-11-06",NA
"498","2020-11-09",NA
"499","2020-11-10",NA
"500","2020-11-11",NA
"501","2020-11-12",NA
"502","2020-11-13",NA
"503","2020-11-16",NA
"504","2020-11-17",NA
"505","2020-11-18",NA
"506","2020-11-19",NA
"507","2020-11-20",NA
"508","2020-11-23",NA
"509","2020-11-24",NA
"510","2020-11-25",NA
