"","date","ANDA"
"184","2019-11-22",10.04
"185","2019-11-25",10.04
"186","2019-11-26",10.04
"187","2019-11-27",10.04
"188","2019-11-29",10.04
"189","2019-12-02",10.05
"190","2019-12-03",10.05
"191","2019-12-04",10.06
"192","2019-12-05",10.07
"193","2019-12-06",10.07
"194","2019-12-09",10.07
"195","2019-12-10",10.07
"196","2019-12-11",10.07
"197","2019-12-12",10.049
"198","2019-12-13",10.049
"199","2019-12-16",10.07
"200","2019-12-17",10.15
"201","2019-12-18",10.08
"202","2019-12-19",10.035
"203","2019-12-20",10.035
"204","2019-12-23",10.035
"205","2019-12-24",10.035
"206","2019-12-26",10.035
"207","2019-12-27",10.1
"208","2019-12-30",10.14
"209","2019-12-31",10.15
"210","2020-01-02",10.15
"211","2020-01-03",10.15
"212","2020-01-06",10.15
"213","2020-01-07",10.15
"214","2020-01-08",10.15
"215","2020-01-09",10.15
"216","2020-01-10",10.15
"217","2020-01-13",10.15
"218","2020-01-14",10.13
"219","2020-01-15",10.13
"220","2020-01-16",10.13
"221","2020-01-17",10.13
"222","2020-01-21",10.13
"223","2020-01-22",10.13
"224","2020-01-23",10.13
"225","2020-01-24",10.13
"226","2020-01-27",10.1
"227","2020-01-28",10.12
"228","2020-01-29",10.12
"229","2020-01-30",10.15
"230","2020-01-31",10.15
"231","2020-02-03",10.15
"232","2020-02-04",10.15
"233","2020-02-05",10.15
"234","2020-02-06",10.18
"235","2020-02-07",10.18
"236","2020-02-10",10.18
"237","2020-02-11",10.18
"238","2020-02-12",10.18
"239","2020-02-13",10.18
"240","2020-02-14",10.18
"241","2020-02-18",10.18
"242","2020-02-19",10.18
"243","2020-02-20",10.18
"244","2020-02-21",10.161
"245","2020-02-24",10.161
"246","2020-02-25",10.161
"247","2020-02-26",10.161
"248","2020-02-27",10.161
"249","2020-02-28",10.17
"250","2020-03-02",10.17
"251","2020-03-03",10.17
"252","2020-03-04",10.17
"253","2020-03-05",10.16
"254","2020-03-06",10.16
"255","2020-03-09",10.16
"256","2020-03-10",10.15
"257","2020-03-11",10.15
"258","2020-03-12",10.13
"259","2020-03-13",10.1
"260","2020-03-16",9.9
"261","2020-03-17",9.9
"262","2020-03-18",9.9
"263","2020-03-19",9.9
"264","2020-03-20",9.86
"265","2020-03-23",9.87
"266","2020-03-24",9.9
"267","2020-03-25",10.03
"268","2020-03-26",10.03
"269","2020-03-27",10.07
"270","2020-03-30",10.07
"271","2020-03-31",10.07
"272","2020-04-01",10.08
"273","2020-04-02",10.08
"274","2020-04-03",10.12
"275","2020-04-06",10.1
"276","2020-04-07",10.12
"277","2020-04-08",10.13
"278","2020-04-09",10.09
"279","2020-04-13",10.09
"280","2020-04-14",10.09
"281","2020-04-15",10.09
"282","2020-04-16",10.09
"283","2020-04-17",10.181
"284","2020-04-20",10.181
"285","2020-04-21",10.181
"286","2020-04-22",10.17
"287","2020-04-23",10.21
"288","2020-04-24",10.21
"289","2020-04-27",10.19
"290","2020-04-28",10.19
"291","2020-04-29",10.19
"292","2020-04-30",10.19
"293","2020-05-01",10.17
"294","2020-05-04",10.17
"295","2020-05-05",10.17
"296","2020-05-06",10.17
"297","2020-05-07",10.17
"298","2020-05-08",10.14
"299","2020-05-11",10.14
"300","2020-05-12",10.14
"301","2020-05-13",10.14
"302","2020-05-14",10.1
"303","2020-05-15",10.1
"304","2020-05-18",10.1
"305","2020-05-19",10.1
"306","2020-05-20",10.1
"307","2020-05-21",10.1
"308","2020-05-22",10.18
"309","2020-05-26",10.18
"310","2020-05-27",10.18
"311","2020-05-28",10.19
"312","2020-05-29",10.19
"313","2020-06-01",10.19
"314","2020-06-02",10.2
"315","2020-06-03",10.2
"316","2020-06-04",10.203
"317","2020-06-05",10.203
"318","2020-06-08",10.203
"319","2020-06-09",10.203
"320","2020-06-10",10.203
"321","2020-06-11",10.25
"322","2020-06-12",10.25
"323","2020-06-15",10.25
"324","2020-06-16",10.25
"325","2020-06-17",10.26
"326","2020-06-18",10.26
"327","2020-06-19",10.27
"328","2020-06-22",10.4
"329","2020-06-23",10.44
"330","2020-06-24",10.24
"331","2020-06-25",10.24
"332","2020-06-26",10.3
"333","2020-06-29",10.3
"334","2020-06-30",10.26
"335","2020-07-01",10.4
"336","2020-07-02",10.42
"337","2020-07-06",10.39
"338","2020-07-07",10.36
"339","2020-07-08",10.379
"340","2020-07-09",10.49
"341","2020-07-10",10.4
"342","2020-07-13",10.26
"343","2020-07-14",10.26
"344","2020-07-15",10.32
"345","2020-07-16",10.26
"346","2020-07-17",10.25
"347","2020-07-20",10.26
"348","2020-07-21",10.24
"349","2020-07-22",10.22
"350","2020-07-23",10.22
"351","2020-07-24",10.23
"352","2020-07-27",10.225
"353","2020-07-28",10.22
"354","2020-07-29",10.22
"355","2020-07-30",10.24
"356","2020-07-31",10.31
"357","2020-08-03",10.22
"358","2020-08-04",10.25
"359","2020-08-05",10.19
"360","2020-08-06",10.18
"361","2020-08-07",10.18
"362","2020-08-10",10.17
"363","2020-08-11",10.23
"364","2020-08-12",10.181
"365","2020-08-13",10.16
"366","2020-08-14",10.17
"367","2020-08-17",10.175
"368","2020-08-18",10.16
"369","2020-08-19",10.17
"370","2020-08-20",10.25
"371","2020-08-21",10.29
"372","2020-08-24",10.28
"373","2020-08-25",10.32
"374","2020-08-26",10.275
"375","2020-08-27",10.27
"376","2020-08-28",10.25
"377","2020-08-31",10.265
"378","2020-09-01",10.24
"379","2020-09-02",10.28
"380","2020-09-03",10.3
"381","2020-09-04",10.27
"382","2020-09-08",10.16
"383","2020-09-09",10.28
"384","2020-09-10",10.19
"385","2020-09-11",10.225
"386","2020-09-14",10.25
"387","2020-09-15",10.212
"388","2020-09-16",10.21
"389","2020-09-17",10.21
"390","2020-09-18",10.28
"391","2020-09-21",10.162
"392","2020-09-22",10.28
"393","2020-09-23",10.19
"394","2020-09-24",10.24
"395","2020-09-25",10.24
"396","2020-09-28",10.25
"397","2020-09-29",10.22
"398","2020-09-30",10.24
"399","2020-10-01",10.22
"400","2020-10-02",10.23
"401","2020-10-05",10.2
"402","2020-10-06",10.22
"403","2020-10-07",10.21
"404","2020-10-08",10.2
"405","2020-10-09",10.215
"406","2020-10-12",10.24
"407","2020-10-13",10.22
"408","2020-10-14",10.22
"409","2020-10-15",10.22
"410","2020-10-16",10.22
"411","2020-10-19",10.225
"412","2020-10-20",10.23
"413","2020-10-21",10.22
"414","2020-10-22",10.216
"415","2020-10-23",10.18
"416","2020-10-26",10.1
"417","2020-10-27",10.1
"418","2020-10-28",10.03
"419","2020-10-29",10.14
"420","2020-10-30",10.29
"421","2020-11-02",10.05
"422","2020-11-03",10.05
"423","2020-11-04",10.03
"424","2020-11-05",10.09
"425","2020-11-06",10.04
"426","2020-11-09",10.05
"427","2020-11-10",10.1
"428","2020-11-11",10.1
"429","2020-11-12",10.09
"430","2020-11-13",10.06
"431","2020-11-16",10.09
"432","2020-11-17",10.18
"433","2020-11-18",10.17
"434","2020-11-19",10.19
"435","2020-11-20",10.2
"436","2020-11-23",10.2
"437","2020-11-24",10.19
"438","2020-11-25",10.18
"439","2020-11-27",10.25
