"","date","NFH"
"458","2020-05-21",8.43
"459","2020-05-22",8.3
"460","2020-05-26",8.29
"461","2020-05-27",8.09
"462","2020-05-28",8.14
"463","2020-05-29",8.21
"464","2020-06-01",8
"465","2020-06-02",8.03
"466","2020-06-03",8.08
"467","2020-06-04",8.27
"468","2020-06-05",8.12
"469","2020-06-08",8.15
"470","2020-06-09",8.28
"471","2020-06-10",8.08
"472","2020-06-11",8.08
"473","2020-06-12",8.24
"474","2020-06-15",7.88
"475","2020-06-16",8.21
"476","2020-06-17",8.28
"477","2020-06-18",8.21
"478","2020-06-19",7.95
"479","2020-06-22",8.07
"480","2020-06-23",8.28
"481","2020-06-24",8.02
"482","2020-06-25",7.98
"483","2020-06-26",8.04
"484","2020-06-29",8.2
"485","2020-06-30",8.28
"486","2020-07-01",8.12
"487","2020-07-02",8.25
"488","2020-07-06",8.28
"489","2020-07-07",8.14
"490","2020-07-08",8.28
"491","2020-07-09",8.3
"492","2020-07-10",8.27
"493","2020-07-13",8.5
"494","2020-07-14",9.08
"495","2020-07-15",8.84
"496","2020-07-16",8.98
"497","2020-07-17",8.88
"498","2020-07-20",8.97
"499","2020-07-21",9.25
"500","2020-07-22",9.25
"501","2020-07-23",9.25
"502","2020-07-24",8.96
"503","2020-07-27",8.97
"504","2020-07-28",8.88
"505","2020-07-29",8.9
"506","2020-07-30",8.45
"507","2020-07-31",8.5
"508","2020-08-03",8.19
"509","2020-08-04",8.21
"510","2020-08-05",8.16
"511","2020-08-06",7.93
"512","2020-08-07",7.88
"513","2020-08-10",7.77
"514","2020-08-11",7.82
"515","2020-08-12",8
"516","2020-08-13",8.39
"517","2020-08-14",8.4
"518","2020-08-17",8.45
"519","2020-08-18",8.15
"520","2020-08-19",7.75
"521","2020-08-20",7.93
"522","2020-08-21",8.17
"523","2020-08-24",8
"524","2020-08-25",8.01
"525","2020-08-26",8
"526","2020-08-27",7.83
"527","2020-08-28",8
"528","2020-08-31",7.8
"529","2020-09-01",8
"530","2020-09-02",7.61
"531","2020-09-03",7.98
"532","2020-09-04",7.93
"533","2020-09-08",7.76
"534","2020-09-09",7.8
"535","2020-09-10",7.75
"536","2020-09-11",7.91
"537","2020-09-14",8.15
"538","2020-09-15",8.01
"539","2020-09-16",8.2
"540","2020-09-17",7.6
"541","2020-09-18",7.8
"542","2020-09-21",7.59
"543","2020-09-22",7.62
"544","2020-09-23",7.51
"545","2020-09-24",7.86
"546","2020-09-25",8.22
"547","2020-09-28",8.25
"548","2020-09-29",7.6
"549","2020-09-30",7.63
"550","2020-10-01",8.13
"551","2020-10-02",8.18
"552","2020-10-05",7.95
"553","2020-10-06",8.28
"554","2020-10-07",8
"555","2020-10-08",8.37
"556","2020-10-09",8.48
"557","2020-10-12",8.63
"558","2020-10-13",8.6
"559","2020-10-14",8.87
"560","2020-10-15",8.8
"561","2020-10-16",9.23
"562","2020-10-19",8.9
"563","2020-10-20",8.57
"564","2020-10-21",8.59
"565","2020-10-22",8.5
"566","2020-10-23",8.52
"567","2020-10-26",8.72
"568","2020-10-27",8.45
"569","2020-10-28",8.36
"570","2020-10-29",8.59
"571","2020-10-30",8.65
"572","2020-11-02",8.54
"573","2020-11-03",8.75
"574","2020-11-04",8.55
"575","2020-11-05",8.75
"576","2020-11-06",8.6
"577","2020-11-09",8.79
"578","2020-11-10",8.7
"579","2020-11-11",8.78
"580","2020-11-12",8.65
"581","2020-11-13",8.6
"582","2020-11-16",8.5
"583","2020-11-17",8.5
"584","2020-11-18",8.6
"585","2020-11-19",8.59
"586","2020-11-20",8.46
"587","2020-11-23",8.71
"588","2020-11-24",8.79
"589","2020-11-25",8.8
"590","2020-11-27",8.83
