"","date","EYEN"
"94","2018-06-08",8.39
"95","2018-06-11",8.02
"96","2018-06-12",8.02
"97","2018-06-13",7.7
"98","2018-06-14",8.49
"99","2018-06-15",8.25
"100","2018-06-18",8
"101","2018-06-19",8.05
"102","2018-06-20",8.05
"103","2018-06-21",8.03
"104","2018-06-22",7.96
"105","2018-06-25",7
"106","2018-06-26",7.01
"107","2018-06-27",6.25
"108","2018-06-28",6.27
"109","2018-06-29",6.3
"110","2018-07-02",6.3
"111","2018-07-03",6.29
"112","2018-07-05",5.86
"113","2018-07-06",6.05
"114","2018-07-09",7.016
"115","2018-07-10",7.22
"116","2018-07-11",7.21
"117","2018-07-12",6.6
"118","2018-07-13",6.435
"119","2018-07-16",7.02
"120","2018-07-17",6.75
"121","2018-07-18",6.94
"122","2018-07-19",6.59
"123","2018-07-20",6.5
"124","2018-07-23",6.4
"125","2018-07-24",6.2
"126","2018-07-25",6
"127","2018-07-26",5.989
"128","2018-07-27",5.965
"129","2018-07-30",6
"130","2018-07-31",5.75
"131","2018-08-01",5.77
"132","2018-08-02",5.85
"133","2018-08-03",5.8
"134","2018-08-06",5.8
"135","2018-08-07",5.8
"136","2018-08-08",5.7
"137","2018-08-09",5.7
"138","2018-08-10",5.54
"139","2018-08-13",5.67
"140","2018-08-14",5.59
"141","2018-08-15",5.49
"142","2018-08-16",5.49
"143","2018-08-17",5.27
"144","2018-08-20",5.5
"145","2018-08-21",5.38
"146","2018-08-22",5.5
"147","2018-08-23",5.44
"148","2018-08-24",5.5
"149","2018-08-27",5.2
"150","2018-08-28",5.49
"151","2018-08-29",5.06
"152","2018-08-30",5.15
"153","2018-08-31",5.1
"154","2018-09-04",5
"155","2018-09-05",5.19
"156","2018-09-06",5.39
"157","2018-09-07",4.98
"158","2018-09-10",5.24
"159","2018-09-11",4.85
"160","2018-09-12",4.87
"161","2018-09-13",5.04
"162","2018-09-14",4.8
"163","2018-09-17",4.54
"164","2018-09-18",4.59
"165","2018-09-19",4.61
"166","2018-09-20",4.7
"167","2018-09-21",4.45
"168","2018-09-24",4.08
"169","2018-09-25",4.23
"170","2018-09-26",4.11
"171","2018-09-27",4.05
"172","2018-09-28",4.02
"173","2018-10-01",4
"174","2018-10-02",4
"175","2018-10-03",4
"176","2018-10-04",3.895
"177","2018-10-05",3.9
"178","2018-10-08",3.97
"179","2018-10-09",3.98
"180","2018-10-10",3.75
"181","2018-10-11",3.85
"182","2018-10-12",4.13
"183","2018-10-15",3.8
"184","2018-10-16",3.769
"185","2018-10-17",3.98
"186","2018-10-18",3.8
"187","2018-10-19",3.78
"188","2018-10-22",3.84
"189","2018-10-23",3.91
"190","2018-10-24",3.57
"191","2018-10-25",4.05
"192","2018-10-26",3.77
"193","2018-10-29",3.93
"194","2018-10-30",3.71
"195","2018-10-31",3.84
"196","2018-11-01",3.7
"197","2018-11-02",3.92
"198","2018-11-05",3.83
"199","2018-11-06",3.99
"200","2018-11-07",3.938
"201","2018-11-08",4
"202","2018-11-09",3.957
"203","2018-11-12",3.12
"204","2018-11-13",2.64
"205","2018-11-14",3.09
"206","2018-11-15",3.19
"207","2018-11-16",3.05
"208","2018-11-19",3.1
"209","2018-11-20",2.86
"210","2018-11-21",2.66
"211","2018-11-23",2.6
"212","2018-11-26",2.88
"213","2018-11-27",3.2
"214","2018-11-28",3.3
"215","2018-11-29",3.57
"216","2018-11-30",3.57
"217","2018-12-03",4.24
"218","2018-12-04",4.02
"219","2018-12-06",4
"220","2018-12-07",3.95
"221","2018-12-10",4
"222","2018-12-11",3.79
"223","2018-12-12",3.74
"224","2018-12-13",3.57
"225","2018-12-14",3.4
"226","2018-12-17",3.1
"227","2018-12-18",2.91
"228","2018-12-19",2.85
"229","2018-12-20",2.62
"230","2018-12-21",2.73
"231","2018-12-24",2.7
"232","2018-12-26",2.7
"233","2018-12-27",2.73
"234","2018-12-28",2.6
"235","2018-12-31",2.85
"236","2019-01-02",3
"237","2019-01-03",2.95
"238","2019-01-04",2.926
"239","2019-01-07",2.95
"240","2019-01-08",2.85
"241","2019-01-09",2.95
"242","2019-01-10",2.88
"243","2019-01-11",2.76
"244","2019-01-14",2.74
"245","2019-01-15",2.72
"246","2019-01-16",2.83
"247","2019-01-17",2.81
"248","2019-01-18",2.78
"249","2019-01-22",2.91
"250","2019-01-23",2.95
"251","2019-01-24",2.83
"252","2019-01-25",2.85
"253","2019-01-28",2.69
"254","2019-01-29",2.63
"255","2019-01-30",3.29
"256","2019-01-31",3.5
"257","2019-02-01",3.3
"258","2019-02-04",3.9
"259","2019-02-05",4.18
"260","2019-02-06",4.75
"261","2019-02-07",4.92
"262","2019-02-08",6.3
"263","2019-02-11",6.01
"264","2019-02-12",5.11
"265","2019-02-13",5.31
"266","2019-02-14",5.04
"267","2019-02-15",4.73
"268","2019-02-19",4.21
"269","2019-02-20",4.86
"270","2019-02-21",4.67
"271","2019-02-22",4.76
"272","2019-02-25",5
"273","2019-02-26",5.35
"274","2019-02-27",5.18
"275","2019-02-28",5.11
"276","2019-03-01",5.13
"277","2019-03-04",5.1
"278","2019-03-05",5.2
"279","2019-03-06",4.89
"280","2019-03-07",4.93
"281","2019-03-08",5.13
"282","2019-03-11",5.3
"283","2019-03-12",5.23
"284","2019-03-13",5.19
"285","2019-03-14",5.49
"286","2019-03-15",5.71
"287","2019-03-18",5.65
"288","2019-03-19",5.5
"289","2019-03-20",5.54
"290","2019-03-21",5.49
"291","2019-03-22",5.3
"292","2019-03-25",5.35
"293","2019-03-26",5.3
"294","2019-03-27",5.35
"295","2019-03-28",5.78
"296","2019-03-29",5.99
"297","2019-04-01",5.99
"298","2019-04-02",5.66
"299","2019-04-03",5.95
"300","2019-04-04",5.92
"301","2019-04-05",5.97
"302","2019-04-08",5.98
"303","2019-04-09",5.94
"304","2019-04-10",6.35
"305","2019-04-11",6.41
"306","2019-04-12",6.52
"307","2019-04-15",6.87
"308","2019-04-16",6.42
"309","2019-04-17",6.35
"310","2019-04-18",6.52
"311","2019-04-22",6.43
"312","2019-04-23",6.24
"313","2019-04-24",6.52
"314","2019-04-25",6.4
"315","2019-04-26",6.64
"316","2019-04-29",6.25
"317","2019-04-30",5.61
"318","2019-05-01",5.91
"319","2019-05-02",6
"320","2019-05-03",5.87
"321","2019-05-06",6
"322","2019-05-07",6.15
"323","2019-05-08",6.03
"324","2019-05-09",5.85
"325","2019-05-10",6.04
"326","2019-05-13",5.89
"327","2019-05-14",5
"328","2019-05-15",5.11
"329","2019-05-16",5.146
"330","2019-05-17",5.18
"331","2019-05-20",4.9
"332","2019-05-21",5.12
"333","2019-05-22",5.16
"334","2019-05-23",5.09
"335","2019-05-24",5.18
"336","2019-05-28",5.03
"337","2019-05-29",5
"338","2019-05-30",4.82
"339","2019-05-31",5.08
"340","2019-06-03",5
"341","2019-06-04",5.05
"342","2019-06-05",5.12
"343","2019-06-06",5.16
"344","2019-06-07",5.11
"345","2019-06-10",5.13
"346","2019-06-11",4.9
"347","2019-06-12",4.76
"348","2019-06-13",4.88
"349","2019-06-14",5
"350","2019-06-17",4.92
"351","2019-06-18",4.771
"352","2019-06-19",4.68
"353","2019-06-20",4.58
"354","2019-06-21",4.37
"355","2019-06-24",4.32
"356","2019-06-25",4.32
"357","2019-06-26",4.08
"358","2019-06-27",4.15
"359","2019-06-28",4.3
"360","2019-07-01",4.3
"361","2019-07-02",4.28
"362","2019-07-03",4.28
"363","2019-07-05",4.07
"364","2019-07-08",3.7
"365","2019-07-09",3.6
"366","2019-07-10",3.09
"367","2019-07-11",2.55
"368","2019-07-12",2.85
"369","2019-07-15",2.98
"370","2019-07-16",3.3
"371","2019-07-17",3.35
"372","2019-07-18",3.18
"373","2019-07-19",3.19
"374","2019-07-22",3.36
"375","2019-07-23",3.25
"376","2019-07-24",3.22
"377","2019-07-25",3.1
"378","2019-07-26",3.13
"379","2019-07-29",3.29
"380","2019-07-30",3.32
"381","2019-07-31",3.19
"382","2019-08-01",3.21
"383","2019-08-02",3.28
"384","2019-08-05",3.2
"385","2019-08-06",3.22
"386","2019-08-07",3.25
"387","2019-08-08",3.25
"388","2019-08-09",3.34
"389","2019-08-12",3.31
"390","2019-08-13",3.34
"391","2019-08-14",3.34
"392","2019-08-15",3.32
"393","2019-08-16",3.11
"394","2019-08-19",3.37
"395","2019-08-20",3.25
"396","2019-08-21",3.22
"397","2019-08-22",3.14
"398","2019-08-23",3.15
"399","2019-08-26",3.13
"400","2019-08-27",3.28
"401","2019-08-28",3.2
"402","2019-08-29",3.22
"403","2019-08-30",3.21
"404","2019-09-03",3.22
"405","2019-09-04",3.21
"406","2019-09-05",3.25
"407","2019-09-06",3.41
"408","2019-09-09",4.17
"409","2019-09-10",4.169
"410","2019-09-11",4.17
"411","2019-09-12",4.25
"412","2019-09-13",4.18
"413","2019-09-16",4.25
"414","2019-09-17",4.48
"415","2019-09-18",4.91
"416","2019-09-19",4.83
"417","2019-09-20",4.43
"418","2019-09-23",4.47
"419","2019-09-24",4.39
"420","2019-09-25",4.55
"421","2019-09-26",4.37
"422","2019-09-27",4
"423","2019-09-30",3.7
"424","2019-10-01",3.46
"425","2019-10-02",3.35
"426","2019-10-03",3.3
"427","2019-10-04",3.67
"428","2019-10-07",3.65
"429","2019-10-08",3.66
"430","2019-10-09",3.57
"431","2019-10-10",3.46
"432","2019-10-11",3.32
"433","2019-10-14",3.29
"434","2019-10-15",3.23
"435","2019-10-16",3.07
"436","2019-10-17",3.17
"437","2019-10-18",3.03
"438","2019-10-21",2.97
"439","2019-10-22",2.81
"440","2019-10-23",2.88
"441","2019-10-24",2.92
"442","2019-10-25",3.28
"443","2019-10-28",3.2
"444","2019-10-29",3.02
"445","2019-10-30",2.799
"446","2019-10-31",2.79
"447","2019-11-01",2.95
"448","2019-11-04",2.88
"449","2019-11-05",2.81
"450","2019-11-06",3.01
"451","2019-11-07",3.03
"452","2019-11-08",2.86
"453","2019-11-11",2.88
"454","2019-11-12",2.67
"455","2019-11-13",2.81
"456","2019-11-14",2.8
"457","2019-11-15",2.83
"458","2019-11-18",2.75
"459","2019-11-19",3
"460","2019-11-20",3.22
"461","2019-11-21",3.38
"462","2019-11-22",3.63
"463","2019-11-25",3.83
"464","2019-11-26",3.58
"465","2019-11-27",4.1
"466","2019-11-29",4.29
"467","2019-12-02",4.03
"468","2019-12-03",3.59
"469","2019-12-04",3.54
"470","2019-12-05",3.71
"471","2019-12-06",3.55
"472","2019-12-09",3.55
"473","2019-12-10",3.44
"474","2019-12-11",3.42
"475","2019-12-12",3.34
"476","2019-12-13",3.3
"477","2019-12-16",3.24
"478","2019-12-17",3.31
"479","2019-12-18",3.31
"480","2019-12-19",3.72
"481","2019-12-20",3.86
"482","2019-12-23",3.75
"483","2019-12-24",3.69
"484","2019-12-26",3.94
"485","2019-12-27",3.82
"486","2019-12-30",3.97
"487","2019-12-31",4.48
"488","2020-01-02",4.32
"489","2020-01-03",4.14
"490","2020-01-06",3.96
"491","2020-01-07",4.11
"492","2020-01-08",4.23
"493","2020-01-09",4.27
"494","2020-01-10",4.33
"495","2020-01-13",4.5
"496","2020-01-14",4.74
"497","2020-01-15",4.75
"498","2020-01-16",4.92
"499","2020-01-17",4.73
"500","2020-01-21",4.61
"501","2020-01-22",4.545
"502","2020-01-23",4.54
"503","2020-01-24",4.21
"504","2020-01-27",4.15
"505","2020-01-28",4.4
"506","2020-01-29",4.45
"507","2020-01-30",4.64
"508","2020-01-31",4.68
"509","2020-02-03",4.5
"510","2020-02-04",4.369
"511","2020-02-05",4.33
"512","2020-02-06",4.5
"513","2020-02-07",4.35
"514","2020-02-10",4.42
"515","2020-02-11",4.45
"516","2020-02-12",4.41
"517","2020-02-13",4.44
"518","2020-02-14",4.32
"519","2020-02-18",4.27
"520","2020-02-19",4.42
"521","2020-02-20",4.44
"522","2020-02-21",4.34
"523","2020-02-24",4.25
"524","2020-02-25",4.17
"525","2020-02-26",3.93
"526","2020-02-27",3.77
"527","2020-02-28",3.9
"528","2020-03-02",3.82
"529","2020-03-03",3.99
"530","2020-03-04",4.1
"531","2020-03-05",4.08
"532","2020-03-06",3.71
"533","2020-03-09",3.55
"534","2020-03-10",2.77
"535","2020-03-11",2.905
"536","2020-03-12",2.18
"537","2020-03-13",2.212
"538","2020-03-16",2.2
"539","2020-03-17",2.12
"540","2020-03-18",1.77
"541","2020-03-19",1.93
"542","2020-03-20",2.29
"543","2020-03-23",2.18
"544","2020-03-24",2.36
"545","2020-03-25",2.34
"546","2020-03-26",2.3
"547","2020-03-27",2.85
"548","2020-03-30",2.69
"549","2020-03-31",2.3
"550","2020-04-01",2.6
"551","2020-04-02",2.66
"552","2020-04-03",2.82
"553","2020-04-06",2.81
"554","2020-04-07",2.82
"555","2020-04-08",2.84
"556","2020-04-09",2.77
"557","2020-04-13",2.71
"558","2020-04-14",2.92
"559","2020-04-15",2.93
"560","2020-04-16",2.81
"561","2020-04-17",3
"562","2020-04-20",3.25
"563","2020-04-21",2.97
"564","2020-04-22",2.91
"565","2020-04-23",3.25
"566","2020-04-24",3.07
"567","2020-04-27",3.12
"568","2020-04-28",3.12
"569","2020-04-29",3.57
"570","2020-04-30",3.66
"571","2020-05-01",3.35
"572","2020-05-04",3.36
"573","2020-05-05",3.57
"574","2020-05-06",3.6
"575","2020-05-07",3.67
"576","2020-05-08",3.68
"577","2020-05-11",3.7
"578","2020-05-12",3.81
"579","2020-05-13",3.6
"580","2020-05-14",3.2
"581","2020-05-15",3.08
"582","2020-05-18",3.2
"583","2020-05-19",3.37
"584","2020-05-20",3.215
"585","2020-05-21",3.08
"586","2020-05-22",3
"587","2020-05-26",2.99
"588","2020-05-27",2.89
"589","2020-05-28",2.89
"590","2020-05-29",2.89
"591","2020-06-01",2.89
"592","2020-06-02",2.89
"593","2020-06-03",2.72
"594","2020-06-04",2.87
"595","2020-06-05",2.94
"596","2020-06-08",3
"597","2020-06-09",3.2
"598","2020-06-10",3.07
"599","2020-06-11",2.99
"600","2020-06-12",3.11
"601","2020-06-15",3.19
"602","2020-06-16",3.25
"603","2020-06-17",3.35
"604","2020-06-18",3.23
"605","2020-06-19",3.09
"606","2020-06-22",2.98
"607","2020-06-23",3.06
"608","2020-06-24",2.95
"609","2020-06-25",2.92
"610","2020-06-26",2.93
"611","2020-06-29",2.79
"612","2020-06-30",2.84
"613","2020-07-01",2.81
"614","2020-07-02",2.85
"615","2020-07-06",2.84
"616","2020-07-07",2.81
"617","2020-07-08",2.81
"618","2020-07-09",2.82
"619","2020-07-10",2.66
"620","2020-07-13",2.66
"621","2020-07-14",2.61
"622","2020-07-15",2.63
"623","2020-07-16",2.7
"624","2020-07-17",2.7
"625","2020-07-20",2.94
"626","2020-07-21",3.47
"627","2020-07-22",3.64
"628","2020-07-23",4.24
"629","2020-07-24",3.91
"630","2020-07-27",3.52
"631","2020-07-28",3.71
"632","2020-07-29",3.71
"633","2020-07-30",3.73
"634","2020-07-31",3.52
"635","2020-08-03",3.66
"636","2020-08-04",3.63
"637","2020-08-05",3.55
"638","2020-08-06",3.53
"639","2020-08-07",3.4
"640","2020-08-10",3.64
"641","2020-08-11",5.03
"642","2020-08-12",5.1
"643","2020-08-13",4.65
"644","2020-08-14",4.62
"645","2020-08-17",4.52
"646","2020-08-18",4.49
"647","2020-08-19",3.74
"648","2020-08-20",3.7
"649","2020-08-21",3.66
"650","2020-08-24",3.65
"651","2020-08-25",3.7
"652","2020-08-26",3.64
"653","2020-08-27",3.41
"654","2020-08-28",3.45
"655","2020-08-31",3.51
"656","2020-09-01",3.5
"657","2020-09-02",3.53
"658","2020-09-03",3.52
"659","2020-09-04",3.48
"660","2020-09-08",3.48
"661","2020-09-09",3.59
"662","2020-09-10",3.5
"663","2020-09-11",3.43
"664","2020-09-14",3.52
"665","2020-09-15",3.45
"666","2020-09-16",3.4
"667","2020-09-17",3.41
"668","2020-09-18",3.39
"669","2020-09-21",3.2
"670","2020-09-22",3.15
"671","2020-09-23",3.1
"672","2020-09-24",2.94
"673","2020-09-25",3.08
"674","2020-09-28",3.2
"675","2020-09-29",3.21
"676","2020-09-30",3.12
"677","2020-10-01",3.11
"678","2020-10-02",3.13
"679","2020-10-05",3.26
"680","2020-10-06",3.29
"681","2020-10-07",3.35
"682","2020-10-08",3.56
"683","2020-10-09",3.39
"684","2020-10-12",3.58
"685","2020-10-13",3.59
"686","2020-10-14",3.64
"687","2020-10-15",3.67
"688","2020-10-16",3.75
"689","2020-10-19",3.66
"690","2020-10-20",3.56
"691","2020-10-21",3.44
"692","2020-10-22",3.49
"693","2020-10-23",3.53
"694","2020-10-26",3.47
"695","2020-10-27",3.62
"696","2020-10-28",3.36
"697","2020-10-29",3.3
"698","2020-10-30",3.3
"699","2020-11-02",3.27
"700","2020-11-03",3.38
"701","2020-11-04",3.31
"702","2020-11-05",3.34
"703","2020-11-06",3.39
"704","2020-11-09",3.45
"705","2020-11-10",3.43
"706","2020-11-11",3.42
"707","2020-11-12",3.35
"708","2020-11-13",3.36
"709","2020-11-16",3.44
"710","2020-11-17",3.4
"711","2020-11-18",3.35
"712","2020-11-19",3.37
"713","2020-11-20",3.34
"714","2020-11-23",3.32
"715","2020-11-24",3.4
"716","2020-11-25",3.45
"717","2020-11-27",3.63
