"","date","REYN"
"192","2020-11-02",29.59
"193","2020-11-03",29.690001
"194","2020-11-04",29.559999
"195","2020-11-05",29.66
"196","2020-11-06",30.120001
"197","2020-11-09",28.75
"198","2020-11-10",29
"199","2020-11-11",30.34
"200","2020-11-12",29.1
"201","2020-11-13",29.639999
"202","2020-11-16",29.879999
"203","2020-11-17",29.860001
"204","2020-11-18",29.08
"205","2020-11-19",29.76
"206","2020-11-20",30.610001
"207","2020-11-23",31.25
"208","2020-11-24",31
"209","2020-11-25",30.76
"210","2020-11-27",30.85
