"","date","CKPT"
"173","2017-08-25",8
"174","2017-08-28",8
"175","2017-08-29",8
"176","2017-08-30",8
"177","2017-08-31",7.5
"178","2017-09-01",7.5
"179","2017-09-05",7.5
"180","2017-09-06",7.5
"181","2017-09-07",7.5
"182","2017-09-08",7.5
"183","2017-09-11",7.5
"184","2017-09-12",7.12
"185","2017-09-13",8.074
"186","2017-09-14",8.9
"187","2017-09-15",8.85
"188","2017-09-18",8.65
"189","2017-09-19",8.65
"190","2017-09-20",8.7
"191","2017-09-21",8.7
"192","2017-09-22",8.7
"193","2017-09-25",8.7
"194","2017-09-26",8.05
"195","2017-09-27",8.05
"196","2017-09-28",7.98
"197","2017-09-29",8.2
"198","2017-10-02",8
"199","2017-10-03",8.2
"200","2017-10-04",7.841
"201","2017-10-05",6.986
"202","2017-10-06",6.95
"203","2017-10-09",6.68
"204","2017-10-10",6.7
"205","2017-10-11",6.4
"206","2017-10-12",6.06
"207","2017-10-13",6.495
"208","2017-10-16",6.323
"209","2017-10-17",6.617
"210","2017-10-18",6.369
"211","2017-10-19",6.65
"212","2017-10-20",6.25
"213","2017-10-23",6.3
"214","2017-10-24",6.15
"215","2017-10-25",6.1
"216","2017-10-26",6.19
"217","2017-10-27",6.19
"218","2017-10-30",6.18
"219","2017-10-31",6.3
"220","2017-11-01",6.32
"221","2017-11-02",6.2
"222","2017-11-03",6.3
"223","2017-11-06",5.643
"224","2017-11-07",5.5
"225","2017-11-08",5.26
"226","2017-11-09",5.05
"227","2017-11-10",4.87
"228","2017-11-13",4.66
"229","2017-11-14",4.66
"230","2017-11-15",4.75
"231","2017-11-16",4.6
"232","2017-11-17",4.27
"233","2017-11-20",4.3
"234","2017-11-21",4.18
"235","2017-11-22",3.9
"236","2017-11-24",3.86
"237","2017-11-27",3.99
"238","2017-11-28",3.71
"239","2017-11-29",3.61
"240","2017-11-30",4.153
"241","2017-12-01",4.168
"242","2017-12-04",4.15
"243","2017-12-05",4
"244","2017-12-06",4.555
"245","2017-12-07",4.61
"246","2017-12-08",5.59
"247","2017-12-11",5.02
"248","2017-12-12",4.95
"249","2017-12-13",5.06
"250","2017-12-14",4.72
"251","2017-12-15",4.63
"252","2017-12-18",4.178
"253","2017-12-19",3.86
"254","2017-12-20",3.65
"255","2017-12-21",3.55
"256","2017-12-22",3.58
"257","2017-12-26",3.63
"258","2017-12-27",3.46
"259","2017-12-28",3.66
"260","2017-12-29",3.88
"261","2018-01-02",3.86
"262","2018-01-03",3.61
"263","2018-01-04",3.24
"264","2018-01-05",3.57
"265","2018-01-08",3.405
"266","2018-01-09",3.38
"267","2018-01-10",3.28
"268","2018-01-11",3.98
"269","2018-01-12",3.7
"270","2018-01-16",3.91
"271","2018-01-17",3.82
"272","2018-01-18",4.04
"273","2018-01-19",4.652
"274","2018-01-22",4.69
"275","2018-01-23",4.43
"276","2018-01-24",4.31
"277","2018-01-25",4.46
"278","2018-01-26",4.503
"279","2018-01-29",4.1
"280","2018-01-30",4
"281","2018-01-31",4.35
"282","2018-02-01",4.39
"283","2018-02-02",4.26
"284","2018-02-05",4.37
"285","2018-02-06",4.25
"286","2018-02-07",4.05
"287","2018-02-08",4.3
"288","2018-02-09",4.42
"289","2018-02-12",4.39
"290","2018-02-13",4.619
"291","2018-02-14",4.34
"292","2018-02-15",4.21
"293","2018-02-16",4.13
"294","2018-02-20",4.109
"295","2018-02-21",4.49
"296","2018-02-22",4.7
"297","2018-02-23",4.55
"298","2018-02-26",4.434
"299","2018-02-27",4.29
"300","2018-02-28",4.5
"301","2018-03-01",4.21
"302","2018-03-02",4.31
"303","2018-03-05",4.7
"304","2018-03-06",5.6
"305","2018-03-07",5.34
"306","2018-03-08",4.7
"307","2018-03-09",4.75
"308","2018-03-12",4.85
"309","2018-03-13",4.88
"310","2018-03-14",4.68
"311","2018-03-15",4.62
"312","2018-03-16",4.68
"313","2018-03-19",4.57
"314","2018-03-20",4.7
"315","2018-03-21",4.71
"316","2018-03-22",4.73
"317","2018-03-23",4.64
"318","2018-03-26",4.6
"319","2018-03-27",4.55
"320","2018-03-28",4.57
"321","2018-03-29",4.39
"322","2018-04-02",4.02
"323","2018-04-03",3.96
"324","2018-04-04",4.2
"325","2018-04-05",4.35
"326","2018-04-06",4.3
"327","2018-04-09",4.03
"328","2018-04-10",4.19
"329","2018-04-11",4.39
"330","2018-04-12",4.15
"331","2018-04-13",4.35
"332","2018-04-16",4.14
"333","2018-04-17",4.05
"334","2018-04-18",4
"335","2018-04-19",4.01
"336","2018-04-20",4.12
"337","2018-04-23",3.97
"338","2018-04-24",3.88
"339","2018-04-25",3.7
"340","2018-04-26",3.81
"341","2018-04-27",3.73
"342","2018-04-30",3.48
"343","2018-05-01",3.42
"344","2018-05-02",3.29
"345","2018-05-03",3.27
"346","2018-05-04",3.28
"347","2018-05-07",3.34
"348","2018-05-08",3.27
"349","2018-05-09",3.32
"350","2018-05-10",3.35
"351","2018-05-11",3.23
"352","2018-05-14",3.29
"353","2018-05-15",3.23
"354","2018-05-16",3.565
"355","2018-05-17",3.64
"356","2018-05-18",3.59
"357","2018-05-21",3.71
"358","2018-05-22",3.55
"359","2018-05-23",3.57
"360","2018-05-24",3.28
"361","2018-05-25",3.37
"362","2018-05-29",3.24
"363","2018-05-30",3.16
"364","2018-05-31",3.26
"365","2018-06-01",3.13
"366","2018-06-04",3.15
"367","2018-06-05",3.35
"368","2018-06-06",3.15
"369","2018-06-07",3.04
"370","2018-06-08",3.08
"371","2018-06-11",3.27
"372","2018-06-12",3.22
"373","2018-06-13",3.07
"374","2018-06-14",3.04
"375","2018-06-15",3.09
"376","2018-06-18",3
"377","2018-06-19",2.99
"378","2018-06-20",2.8
"379","2018-06-21",2.62
"380","2018-06-22",2.48
"381","2018-06-25",2.45
"382","2018-06-26",2.53
"383","2018-06-27",2.91
"384","2018-06-28",2.79
"385","2018-06-29",2.98
"386","2018-07-02",2.99
"387","2018-07-03",3.07
"388","2018-07-05",2.88
"389","2018-07-06",2.84
"390","2018-07-09",2.93
"391","2018-07-10",2.76
"392","2018-07-11",2.75
"393","2018-07-12",2.8
"394","2018-07-13",2.739
"395","2018-07-16",2.58
"396","2018-07-17",2.49
"397","2018-07-18",2.58
"398","2018-07-19",2.72
"399","2018-07-20",2.775
"400","2018-07-23",2.964
"401","2018-07-24",2.72
"402","2018-07-25",2.85
"403","2018-07-26",2.88
"404","2018-07-27",2.78
"405","2018-07-30",2.86
"406","2018-07-31",2.82
"407","2018-08-01",2.57
"408","2018-08-02",2.7
"409","2018-08-03",2.47
"410","2018-08-06",2.46
"411","2018-08-07",2.62
"412","2018-08-08",2.48
"413","2018-08-09",3.17
"414","2018-08-10",3.745
"415","2018-08-13",3.73
"416","2018-08-14",3.79
"417","2018-08-15",3.81
"418","2018-08-16",3.83
"419","2018-08-17",3.81
"420","2018-08-20",3.85
"421","2018-08-21",3.9
"422","2018-08-22",4.24
"423","2018-08-23",3.72
"424","2018-08-24",3.83
"425","2018-08-27",3.88
"426","2018-08-28",3.91
"427","2018-08-29",3.82
"428","2018-08-30",4.05
"429","2018-08-31",4.2
"430","2018-09-04",4.6
"431","2018-09-05",4.5
"432","2018-09-06",4
"433","2018-09-07",4.171
"434","2018-09-10",4.5
"435","2018-09-11",4.46
"436","2018-09-12",3.99
"437","2018-09-13",4.55
"438","2018-09-14",4.44
"439","2018-09-17",4.33
"440","2018-09-18",4.24
"441","2018-09-19",4.39
"442","2018-09-20",4.39
"443","2018-09-21",4.72
"444","2018-09-24",4.55
"445","2018-09-25",3.68
"446","2018-09-26",3.77
"447","2018-09-27",3.71
"448","2018-09-28",3.575
"449","2018-10-01",3.2
"450","2018-10-02",3.31
"451","2018-10-03",3.32
"452","2018-10-04",3.35
"453","2018-10-05",3.33
"454","2018-10-08",3.32
"455","2018-10-09",3.01
"456","2018-10-10",3.01
"457","2018-10-11",2.76
"458","2018-10-12",2.99
"459","2018-10-15",2.7
"460","2018-10-16",2.86
"461","2018-10-17",2.79
"462","2018-10-18",2.86
"463","2018-10-19",2.78
"464","2018-10-22",2.62
"465","2018-10-23",2.44
"466","2018-10-24",2.49
"467","2018-10-25",2.4
"468","2018-10-26",2.29
"469","2018-10-29",2.41
"470","2018-10-30",2.47
"471","2018-10-31",2.59
"472","2018-11-01",2.34
"473","2018-11-02",2.32
"474","2018-11-05",2.03
"475","2018-11-06",2
"476","2018-11-07",2.15
"477","2018-11-08",2.3
"478","2018-11-09",2.51
"479","2018-11-12",2.13
"480","2018-11-13",2.23
"481","2018-11-14",2.25
"482","2018-11-15",2.25
"483","2018-11-16",2.37
"484","2018-11-19",2.33
"485","2018-11-20",2.25
"486","2018-11-21",2.21
"487","2018-11-23",2.35
"488","2018-11-26",2.14
"489","2018-11-27",2.1
"490","2018-11-28",2.245
"491","2018-11-29",2.612
"492","2018-11-30",2.46
"493","2018-12-03",2.42
"494","2018-12-04",2.39
"495","2018-12-06",2.27
"496","2018-12-07",2.255
"497","2018-12-10",2.15
"498","2018-12-11",2.13
"499","2018-12-12",2.12
"500","2018-12-13",1.95
"501","2018-12-14",2.02
"502","2018-12-17",1.91
"503","2018-12-18",1.95
"504","2018-12-19",1.79
"505","2018-12-20",1.63
"506","2018-12-21",1.54
"507","2018-12-24",1.56
"508","2018-12-26",1.67
"509","2018-12-27",1.71
"510","2018-12-28",1.82
"511","2018-12-31",1.82
"512","2019-01-02",2.11
"513","2019-01-03",2.01
"514","2019-01-04",2.08
"515","2019-01-07",2.34
"516","2019-01-08",2.72
"517","2019-01-09",3.09
"518","2019-01-10",2.975
"519","2019-01-11",3.15
"520","2019-01-14",3.16
"521","2019-01-15",3.951
"522","2019-01-16",3.71
"523","2019-01-17",3.56
"524","2019-01-18",3.6
"525","2019-01-22",3.2
"526","2019-01-23",3.23
"527","2019-01-24",3.25
"528","2019-01-25",3.38
"529","2019-01-28",3.4
"530","2019-01-29",3.39
"531","2019-01-30",3.79
"532","2019-01-31",3.83
"533","2019-02-01",4
"534","2019-02-04",4.01
"535","2019-02-05",3.95
"536","2019-02-06",3.82
"537","2019-02-07",3.76
"538","2019-02-08",3.79
"539","2019-02-11",3.85
"540","2019-02-12",3.81
"541","2019-02-13",3.76
"542","2019-02-14",3.75
"543","2019-02-15",3.54
"544","2019-02-19",3.63
"545","2019-02-20",3.36
"546","2019-02-21",2.95
"547","2019-02-22",2.91
"548","2019-02-25",2.81
"549","2019-02-26",2.71
"550","2019-02-27",2.85
"551","2019-02-28",2.79
"552","2019-03-01",3.2
"553","2019-03-04",3.06
"554","2019-03-05",3.15
"555","2019-03-06",3.04
"556","2019-03-07",2.84
"557","2019-03-08",2.71
"558","2019-03-11",3.04
"559","2019-03-12",2.96
"560","2019-03-13",3.16
"561","2019-03-14",3.02
"562","2019-03-15",3.27
"563","2019-03-18",3.1
"564","2019-03-19",3.12
"565","2019-03-20",3.1
"566","2019-03-21",2.92
"567","2019-03-22",2.9
"568","2019-03-25",2.94
"569","2019-03-26",2.82
"570","2019-03-27",2.75
"571","2019-03-28",2.79
"572","2019-03-29",2.86
"573","2019-04-01",2.99
"574","2019-04-02",3.14
"575","2019-04-03",3.01
"576","2019-04-04",3.04
"577","2019-04-05",3.24
"578","2019-04-08",3.1
"579","2019-04-09",3.08
"580","2019-04-10",3.02
"581","2019-04-11",3.03
"582","2019-04-12",3.11
"583","2019-04-15",2.92
"584","2019-04-16",2.855
"585","2019-04-17",2.75
"586","2019-04-18",3.32
"587","2019-04-22",3.69
"588","2019-04-23",3.74
"589","2019-04-24",3.5
"590","2019-04-25",3.55
"591","2019-04-26",3.57
"592","2019-04-29",3.7
"593","2019-04-30",4.02
"594","2019-05-01",4.21
"595","2019-05-02",4.03
"596","2019-05-03",4.19
"597","2019-05-06",4.72
"598","2019-05-07",4.74
"599","2019-05-08",4.75
"600","2019-05-09",4.65
"601","2019-05-10",5
"602","2019-05-13",4.95
"603","2019-05-14",4.89
"604","2019-05-15",4.72
"605","2019-05-16",4.63
"606","2019-05-17",4.38
"607","2019-05-20",4.38
"608","2019-05-21",4.45
"609","2019-05-22",4.42
"610","2019-05-23",4.23
"611","2019-05-24",4.35
"612","2019-05-28",4.18
"613","2019-05-29",4.11
"614","2019-05-30",4.25
"615","2019-05-31",4.01
"616","2019-06-03",3.91
"617","2019-06-04",3.87
"618","2019-06-05",4.02
"619","2019-06-06",4.24
"620","2019-06-07",4.14
"621","2019-06-10",4.63
"622","2019-06-11",4.52
"623","2019-06-12",4.7
"624","2019-06-13",4.37
"625","2019-06-14",4.7
"626","2019-06-17",4.24
"627","2019-06-18",4.23
"628","2019-06-19",4.11
"629","2019-06-20",4.17
"630","2019-06-21",3.89
"631","2019-06-24",3.7
"632","2019-06-25",3.55
"633","2019-06-26",3.35
"634","2019-06-27",3.25
"635","2019-06-28",3.03
"636","2019-07-01",3.25
"637","2019-07-02",3.33
"638","2019-07-03",3.36
"639","2019-07-05",3.26
"640","2019-07-08",3.11
"641","2019-07-09",3.08
"642","2019-07-10",3.02
"643","2019-07-11",3.11
"644","2019-07-12",2.9
"645","2019-07-15",2.7
"646","2019-07-16",2.85
"647","2019-07-17",3.03
"648","2019-07-18",2.83
"649","2019-07-19",2.87
"650","2019-07-22",2.78
"651","2019-07-23",2.82
"652","2019-07-24",2.71
"653","2019-07-25",2.6
"654","2019-07-26",2.63
"655","2019-07-29",2.62
"656","2019-07-30",2.75
"657","2019-07-31",2.63
"658","2019-08-01",2.29
"659","2019-08-02",2.41
"660","2019-08-05",2.27
"661","2019-08-06",2.35
"662","2019-08-07",2.27
"663","2019-08-08",2.49
"664","2019-08-09",2.46
"665","2019-08-12",2.51
"666","2019-08-13",2.69
"667","2019-08-14",2.48
"668","2019-08-15",2.72
"669","2019-08-16",2.75
"670","2019-08-19",2.81
"671","2019-08-20",2.81
"672","2019-08-21",3
"673","2019-08-22",3
"674","2019-08-23",2.98
"675","2019-08-26",2.85
"676","2019-08-27",2.73
"677","2019-08-28",2.91
"678","2019-08-29",3.17
"679","2019-08-30",3.13
"680","2019-09-03",3.03
"681","2019-09-04",3.01
"682","2019-09-05",3.07
"683","2019-09-06",2.7
"684","2019-09-09",2.71
"685","2019-09-10",2.75
"686","2019-09-11",3.06
"687","2019-09-12",2.8
"688","2019-09-13",2.84
"689","2019-09-16",2.62
"690","2019-09-17",2.5
"691","2019-09-18",2.36
"692","2019-09-19",2.19
"693","2019-09-20",2.15
"694","2019-09-23",2.35
"695","2019-09-24",2.34
"696","2019-09-25",2.38
"697","2019-09-26",2.465
"698","2019-09-27",2.5
"699","2019-09-30",2.49
"700","2019-10-01",2.39
"701","2019-10-02",2.22
"702","2019-10-03",2.12
"703","2019-10-04",2.15
"704","2019-10-07",2.06
"705","2019-10-08",2.04
"706","2019-10-09",1.93
"707","2019-10-10",1.89
"708","2019-10-11",1.98
"709","2019-10-14",2.03
"710","2019-10-15",2.11
"711","2019-10-16",2.04
"712","2019-10-17",2.04
"713","2019-10-18",1.89
"714","2019-10-21",2
"715","2019-10-22",1.98
"716","2019-10-23",1.93
"717","2019-10-24",1.87
"718","2019-10-25",1.72
"719","2019-10-28",1.81
"720","2019-10-29",1.98
"721","2019-10-30",2.02
"722","2019-10-31",1.95
"723","2019-11-01",2.04
"724","2019-11-04",1.96
"725","2019-11-05",1.91
"726","2019-11-06",1.89
"727","2019-11-07",1.9
"728","2019-11-08",1.78
"729","2019-11-11",1.82
"730","2019-11-12",1.81
"731","2019-11-13",1.74
"732","2019-11-14",1.75
"733","2019-11-15",1.79
"734","2019-11-18",1.62
"735","2019-11-19",1.53
"736","2019-11-20",1.3
"737","2019-11-21",1.36
"738","2019-11-22",1.4
"739","2019-11-25",1.38
"740","2019-11-26",1.37
"741","2019-11-27",1.37
"742","2019-11-29",1.32
"743","2019-12-02",1.18
"744","2019-12-03",1.2
"745","2019-12-04",1.26
"746","2019-12-05",1.21
"747","2019-12-06",1.26
"748","2019-12-09",1.25
"749","2019-12-10",1.22
"750","2019-12-11",1.18
"751","2019-12-12",1.27
"752","2019-12-13",1.27
"753","2019-12-16",1.28
"754","2019-12-17",1.24
"755","2019-12-18",1.23
"756","2019-12-19",1.27
"757","2019-12-20",1.39
"758","2019-12-23",1.35
"759","2019-12-24",1.38
"760","2019-12-26",1.53
"761","2019-12-27",1.61
"762","2019-12-30",1.67
"763","2019-12-31",1.72
"764","2020-01-02",1.69
"765","2020-01-03",1.62
"766","2020-01-06",1.6
"767","2020-01-07",1.52
"768","2020-01-08",1.63
"769","2020-01-09",1.57
"770","2020-01-10",1.68
"771","2020-01-13",1.61
"772","2020-01-14",1.7
"773","2020-01-15",1.7
"774","2020-01-16",1.83
"775","2020-01-17",1.81
"776","2020-01-21",1.95
"777","2020-01-22",2
"778","2020-01-23",1.97
"779","2020-01-24",1.89
"780","2020-01-27",1.78
"781","2020-01-28",1.91
"782","2020-01-29",1.82
"783","2020-01-30",1.81
"784","2020-01-31",1.81
"785","2020-02-03",1.76
"786","2020-02-04",1.87
"787","2020-02-05",1.79
"788","2020-02-06",1.82
"789","2020-02-07",1.845
"790","2020-02-10",1.95
"791","2020-02-11",2.05
"792","2020-02-12",2.14
"793","2020-02-13",2.25
"794","2020-02-14",2.2
"795","2020-02-18",2.22
"796","2020-02-19",2.05
"797","2020-02-20",2.3
"798","2020-02-21",2.37
"799","2020-02-24",2.43
"800","2020-02-25",2.38
"801","2020-02-26",2.21
"802","2020-02-27",2.05
"803","2020-02-28",1.75
"804","2020-03-02",1.93
"805","2020-03-03",1.94
"806","2020-03-04",2
"807","2020-03-05",1.9
"808","2020-03-06",1.88
"809","2020-03-09",1.65
"810","2020-03-10",1.61
"811","2020-03-11",1.33
"812","2020-03-12",1.11
"813","2020-03-13",1.17
"814","2020-03-16",1.17
"815","2020-03-17",1.33
"816","2020-03-18",1.19
"817","2020-03-19",1.35
"818","2020-03-20",1.27
"819","2020-03-23",1.19
"820","2020-03-24",1.45
"821","2020-03-25",1.57
"822","2020-03-26",1.77
"823","2020-03-27",1.57
"824","2020-03-30",1.51
"825","2020-03-31",1.51
"826","2020-04-01",1.21
"827","2020-04-02",1.19
"828","2020-04-03",1.2
"829","2020-04-06",1.23
"830","2020-04-07",1.2
"831","2020-04-08",1.39
"832","2020-04-09",1.38
"833","2020-04-13",1.33
"834","2020-04-14",1.46
"835","2020-04-15",1.48
"836","2020-04-16",1.54
"837","2020-04-17",1.58
"838","2020-04-20",1.73
"839","2020-04-21",1.67
"840","2020-04-22",1.54
"841","2020-04-23",1.5
"842","2020-04-24",1.54
"843","2020-04-27",1.81
"844","2020-04-28",1.79
"845","2020-04-29",1.73
"846","2020-04-30",1.76
"847","2020-05-01",1.72
"848","2020-05-04",1.71
"849","2020-05-05",1.69
"850","2020-05-06",1.78
"851","2020-05-07",1.69
"852","2020-05-08",1.78
"853","2020-05-11",1.79
"854","2020-05-12",1.7
"855","2020-05-13",1.77
"856","2020-05-14",1.76
"857","2020-05-15",1.82
"858","2020-05-18",1.82
"859","2020-05-19",1.79
"860","2020-05-20",1.93
"861","2020-05-21",2.06
"862","2020-05-22",2.27
"863","2020-05-26",2.24
"864","2020-05-27",2.26
"865","2020-05-28",2.21
"866","2020-05-29",2.12
"867","2020-06-01",2.08
"868","2020-06-02",2.06
"869","2020-06-03",2.1
"870","2020-06-04",1.99
"871","2020-06-05",2.05
"872","2020-06-08",2.17
"873","2020-06-09",2.27
"874","2020-06-10",2.14
"875","2020-06-11",1.91
"876","2020-06-12",1.96
"877","2020-06-15",2.11
"878","2020-06-16",2.12
"879","2020-06-17",2.07
"880","2020-06-18",2.11
"881","2020-06-19",2.16
"882","2020-06-22",2.1
"883","2020-06-23",2.07
"884","2020-06-24",2.07
"885","2020-06-25",2.09
"886","2020-06-26",2.01
"887","2020-06-29",2
"888","2020-06-30",1.98
"889","2020-07-01",1.92
"890","2020-07-02",1.99
"891","2020-07-06",1.92
"892","2020-07-07",1.77
"893","2020-07-08",1.92
"894","2020-07-09",1.85
"895","2020-07-10",1.77
"896","2020-07-13",1.615
"897","2020-07-14",1.68
"898","2020-07-15",1.65
"899","2020-07-16",1.67
"900","2020-07-17",2.235
"901","2020-07-20",2.72
"902","2020-07-21",2.59
"903","2020-07-22",2.37
"904","2020-07-23",2.43
"905","2020-07-24",2.31
"906","2020-07-27",2.36
"907","2020-07-28",2.33
"908","2020-07-29",2.26
"909","2020-07-30",2.34
"910","2020-07-31",2.25
"911","2020-08-03",2.29
"912","2020-08-04",2.29
"913","2020-08-05",2.37
"914","2020-08-06",2.15
"915","2020-08-07",2.3
"916","2020-08-10",2.15
"917","2020-08-11",2.1
"918","2020-08-12",1.99
"919","2020-08-13",1.92
"920","2020-08-14",2.06
"921","2020-08-17",2.495
"922","2020-08-18",2.43
"923","2020-08-19",2.29
"924","2020-08-20",2.24
"925","2020-08-21",2.15
"926","2020-08-24",2.18
"927","2020-08-25",2.16
"928","2020-08-26",2.18
"929","2020-08-27",2.18
"930","2020-08-28",2.12
"931","2020-08-31",2.18
"932","2020-09-01",2.34
"933","2020-09-02",2.33
"934","2020-09-03",2.27
"935","2020-09-04",2.17
"936","2020-09-08",2.4
"937","2020-09-09",2.47
"938","2020-09-10",2.8
"939","2020-09-11",3.32
"940","2020-09-14",3.28
"941","2020-09-15",3.91
"942","2020-09-16",4.24
"943","2020-09-17",3.51
"944","2020-09-18",3.4
"945","2020-09-21",3.35
"946","2020-09-22",3.2
"947","2020-09-23",2.88
"948","2020-09-24",2.74
"949","2020-09-25",2.81
"950","2020-09-28",2.62
"951","2020-09-29",2.79
"952","2020-09-30",2.68
"953","2020-10-01",2.68
"954","2020-10-02",2.64
"955","2020-10-05",2.6
"956","2020-10-06",2.63
"957","2020-10-07",2.79
"958","2020-10-08",2.96
"959","2020-10-09",2.83
"960","2020-10-12",2.82
"961","2020-10-13",2.77
"962","2020-10-14",2.65
"963","2020-10-15",2.59
"964","2020-10-16",2.59
"965","2020-10-19",2.37
"966","2020-10-20",2.45
"967","2020-10-21",2.36
"968","2020-10-22",2.38
"969","2020-10-23",2.44
"970","2020-10-26",2.36
"971","2020-10-27",2.43
"972","2020-10-28",2.33
"973","2020-10-29",2.36
"974","2020-10-30",2.19
"975","2020-11-02",2.26
"976","2020-11-03",2.39
"977","2020-11-04",2.34
"978","2020-11-05",2.45
"979","2020-11-06",2.3
"980","2020-11-09",2.4
"981","2020-11-10",2.45
"982","2020-11-11",2.52
"983","2020-11-12",2.44
"984","2020-11-13",2.49
"985","2020-11-16",2.5
"986","2020-11-17",2.43
"987","2020-11-18",2.43
"988","2020-11-19",2.47
"989","2020-11-20",2.41
"990","2020-11-23",2.33
"991","2020-11-24",2.42
"992","2020-11-25",2.42
"993","2020-11-27",2.37
