"","date","OPGN"
"694","2018-02-02",59
"695","2018-02-05",55
"696","2018-02-06",50.200001
"697","2018-02-07",48.200001
"698","2018-02-08",46.400002
"699","2018-02-09",45.779999
"700","2018-02-12",44.799999
"701","2018-02-13",41.599998
"702","2018-02-14",42
"703","2018-02-15",37.200001
"704","2018-02-16",40.599998
"705","2018-02-20",41
"706","2018-02-21",39.400002
"707","2018-02-22",37
"708","2018-02-23",38.400002
"709","2018-02-26",45
"710","2018-02-27",44.200001
"711","2018-02-28",44.200001
"712","2018-03-01",44.200001
"713","2018-03-02",42.799999
"714","2018-03-05",43
"715","2018-03-06",46.599998
"716","2018-03-07",45.599998
"717","2018-03-08",45.599998
"718","2018-03-09",46.200001
"719","2018-03-12",48.799999
"720","2018-03-13",48
"721","2018-03-14",45.400002
"722","2018-03-15",45.599998
"723","2018-03-16",46.400002
"724","2018-03-19",42
"725","2018-03-20",39.799999
"726","2018-03-21",40
"727","2018-03-22",37.200001
"728","2018-03-23",37.799999
"729","2018-03-26",35
"730","2018-03-27",35.599998
"731","2018-03-28",32.599998
"732","2018-03-29",33.599998
"733","2018-04-02",33.599998
"734","2018-04-03",32.599998
"735","2018-04-04",35.799999
"736","2018-04-05",38.799999
"737","2018-04-06",38.200001
"738","2018-04-09",37
"739","2018-04-10",37.200001
"740","2018-04-11",37.599998
"741","2018-04-12",37.400002
"742","2018-04-13",38.200001
"743","2018-04-16",38.799999
"744","2018-04-17",41.400002
"745","2018-04-18",41.799999
"746","2018-04-19",43.599998
"747","2018-04-20",41
"748","2018-04-23",41
"749","2018-04-24",38
"750","2018-04-25",40
"751","2018-04-26",38.400002
"752","2018-04-27",37.599998
"753","2018-04-30",37.200001
"754","2018-05-01",36.799999
"755","2018-05-02",42.400002
"756","2018-05-03",41.400002
"757","2018-05-04",41
"758","2018-05-07",39.799999
"759","2018-05-08",38
"760","2018-05-09",36.720001
"761","2018-05-10",37.400002
"762","2018-05-11",36
"763","2018-05-14",35.200001
"764","2018-05-15",35.400002
"765","2018-05-16",37.200001
"766","2018-05-17",36
"767","2018-05-18",35.400002
"768","2018-05-21",35.599998
"769","2018-05-22",34.900002
"770","2018-05-23",36.599998
"771","2018-05-24",38.200001
"772","2018-05-25",42.599998
"773","2018-05-29",44.799999
"774","2018-05-30",42.799999
"775","2018-05-31",42.799999
"776","2018-06-01",45.400002
"777","2018-06-04",47.400002
"778","2018-06-05",50.799999
"779","2018-06-06",51.599998
"780","2018-06-07",49.799999
"781","2018-06-08",51.400002
"782","2018-06-11",56
"783","2018-06-12",49.400002
"784","2018-06-13",46
"785","2018-06-14",43.200001
"786","2018-06-15",44.799999
"787","2018-06-18",42.599998
"788","2018-06-19",41.599998
"789","2018-06-20",41.200001
"790","2018-06-21",41
"791","2018-06-22",39.400002
"792","2018-06-25",38.799999
"793","2018-06-26",37.799999
"794","2018-06-27",35.200001
"795","2018-06-28",34.799999
"796","2018-06-29",35.599998
"797","2018-07-02",37.599998
"798","2018-07-03",37.200001
"799","2018-07-05",37
"800","2018-07-06",37.599998
"801","2018-07-09",38.799999
"802","2018-07-10",41.200001
"803","2018-07-11",44
"804","2018-07-12",42.200001
"805","2018-07-13",41.200001
"806","2018-07-16",40.599998
"807","2018-07-17",41.799999
"808","2018-07-18",41.799999
"809","2018-07-19",40.200001
"810","2018-07-20",39.599998
"811","2018-07-23",40.360001
"812","2018-07-24",38
"813","2018-07-25",38.799999
"814","2018-07-26",37.599998
"815","2018-07-27",37
"816","2018-07-30",37.799999
"817","2018-07-31",37.599998
"818","2018-08-01",38.200001
"819","2018-08-02",39.200001
"820","2018-08-03",37
"821","2018-08-06",35.400002
"822","2018-08-07",36
"823","2018-08-08",35.200001
"824","2018-08-09",36.799999
"825","2018-08-10",35.400002
"826","2018-08-13",36.200001
"827","2018-08-14",36
"828","2018-08-15",36
"829","2018-08-16",35.900002
"830","2018-08-17",35.599998
"831","2018-08-20",36.400002
"832","2018-08-21",38.799999
"833","2018-08-22",39
"834","2018-08-23",37.599998
"835","2018-08-24",38.200001
"836","2018-08-27",37.200001
"837","2018-08-28",38.400002
"838","2018-08-29",38.599998
"839","2018-08-30",38.400002
"840","2018-08-31",38.400002
"841","2018-09-04",38.200001
"842","2018-09-05",38.599998
"843","2018-09-06",37.84
"844","2018-09-07",39.599998
"845","2018-09-10",40
"846","2018-09-11",37.400002
"847","2018-09-12",38
"848","2018-09-13",37.799999
"849","2018-09-14",37.400002
"850","2018-09-17",38
"851","2018-09-18",39.599998
"852","2018-09-19",38.599998
"853","2018-09-20",42.599998
"854","2018-09-21",43.200001
"855","2018-09-24",44
"856","2018-09-25",43
"857","2018-09-26",42
"858","2018-09-27",41
"859","2018-09-28",40.599998
"860","2018-10-01",39.799999
"861","2018-10-02",39.599998
"862","2018-10-03",39.799999
"863","2018-10-04",40.200001
"864","2018-10-05",40.400002
"865","2018-10-08",39.599998
"866","2018-10-09",39.799999
"867","2018-10-10",38.400002
"868","2018-10-11",38.799999
"869","2018-10-12",39
"870","2018-10-15",37.799999
"871","2018-10-16",37.200001
"872","2018-10-17",33.799999
"873","2018-10-18",26.6
"874","2018-10-19",27.6
"875","2018-10-22",27
"876","2018-10-23",26.799999
"877","2018-10-24",25.6
"878","2018-10-25",25.799999
"879","2018-10-26",24.799999
"880","2018-10-29",24.4
"881","2018-10-30",23.700001
"882","2018-10-31",24.4
"883","2018-11-01",26.799999
"884","2018-11-02",26.799999
"885","2018-11-05",26.799999
"886","2018-11-06",27.200001
"887","2018-11-07",26.4
"888","2018-11-08",26.48
"889","2018-11-09",26.6
"890","2018-11-12",25.6
"891","2018-11-13",25.799999
"892","2018-11-14",25.799999
"893","2018-11-15",25.4
"894","2018-11-16",24.9
"895","2018-11-19",23
"896","2018-11-20",21.299999
"897","2018-11-21",25
"898","2018-11-23",23.200001
"899","2018-11-26",23
"900","2018-11-27",23
"901","2018-11-28",22
"902","2018-11-29",22
"903","2018-11-30",21.799999
"904","2018-12-03",21.9
"905","2018-12-04",21.700001
"906","2018-12-06",21
"907","2018-12-07",21
"908","2018-12-10",19.6
"909","2018-12-11",20
"910","2018-12-12",18.940001
"911","2018-12-13",18.799999
"912","2018-12-14",19.200001
"913","2018-12-17",21.799999
"914","2018-12-18",18
"915","2018-12-19",18.34
"916","2018-12-20",18.92
"917","2018-12-21",20.6
"918","2018-12-24",21
"919","2018-12-26",20.799999
"920","2018-12-27",20.799999
"921","2018-12-28",25.200001
"922","2018-12-31",26
"923","2019-01-02",28.68
"924","2019-01-03",27.6
"925","2019-01-04",28.540001
"926","2019-01-07",29.200001
"927","2019-01-08",29.200001
"928","2019-01-09",34.200001
"929","2019-01-10",36
"930","2019-01-11",34.599998
"931","2019-01-14",33.5
"932","2019-01-15",35
"933","2019-01-16",34.200001
"934","2019-01-17",33.799999
"935","2019-01-18",34
"936","2019-01-22",31.6
"937","2019-01-23",31.6
"938","2019-01-24",31.799999
"939","2019-01-25",30.799999
"940","2019-01-28",30.6
"941","2019-01-29",30.200001
"942","2019-01-30",29.98
"943","2019-01-31",28.6
"944","2019-02-01",29
"945","2019-02-04",28.200001
"946","2019-02-05",29.799999
"947","2019-02-06",28.459999
"948","2019-02-07",28.799999
"949","2019-02-08",28.4
"950","2019-02-11",27.6
"951","2019-02-12",27.700001
"952","2019-02-13",27.799999
"953","2019-02-14",28.799999
"954","2019-02-15",28.6
"955","2019-02-19",29.6
"956","2019-02-20",28.799999
"957","2019-02-21",29.200001
"958","2019-02-22",29.1
"959","2019-02-25",30
"960","2019-02-26",28.799999
"961","2019-02-27",29.200001
"962","2019-02-28",28.6
"963","2019-03-01",29.6
"964","2019-03-04",26.799999
"965","2019-03-05",27.02
"966","2019-03-06",26.200001
"967","2019-03-07",24.16
"968","2019-03-08",25.4
"969","2019-03-11",25.4
"970","2019-03-12",25.799999
"971","2019-03-13",24.4
"972","2019-03-14",23.799999
"973","2019-03-15",24
"974","2019-03-18",24.200001
"975","2019-03-19",22
"976","2019-03-20",21
"977","2019-03-21",19.6
"978","2019-03-22",17.200001
"979","2019-03-25",17.6
"980","2019-03-26",11.48
"981","2019-03-27",11.3
"982","2019-03-28",11.94
"983","2019-03-29",12.08
"984","2019-04-01",12.3
"985","2019-04-02",12
"986","2019-04-03",11.78
"987","2019-04-04",11.76
"988","2019-04-05",11.56
"989","2019-04-08",12
"990","2019-04-09",11.66
"991","2019-04-10",11.84
"992","2019-04-11",12
"993","2019-04-12",11.7
"994","2019-04-15",11.4
"995","2019-04-16",11.68
"996","2019-04-17",11.2
"997","2019-04-18",11.24
"998","2019-04-22",11.06
"999","2019-04-23",10.96
"1000","2019-04-24",10.84
"1001","2019-04-25",10.6
"1002","2019-04-26",10.64
"1003","2019-04-29",10
"1004","2019-04-30",10.2
"1005","2019-05-01",9.58
"1006","2019-05-02",9.68
"1007","2019-05-03",9.86
"1008","2019-05-06",9.8
"1009","2019-05-07",10.36
"1010","2019-05-08",10.2
"1011","2019-05-09",10.2
"1012","2019-05-10",10
"1013","2019-05-13",9.72
"1014","2019-05-14",8.6
"1015","2019-05-15",8.2
"1016","2019-05-16",8.4
"1017","2019-05-17",8.84
"1018","2019-05-20",10
"1019","2019-05-21",9.78
"1020","2019-05-22",9.18
"1021","2019-05-23",9.04
"1022","2019-05-24",8.9
"1023","2019-05-28",8.78
"1024","2019-05-29",8.7
"1025","2019-05-30",8.8
"1026","2019-05-31",9.02
"1027","2019-06-03",8.98
"1028","2019-06-04",8.96
"1029","2019-06-05",8.74
"1030","2019-06-06",8.26
"1031","2019-06-07",8.42
"1032","2019-06-10",8.64
"1033","2019-06-11",8.68
"1034","2019-06-12",8.46
"1035","2019-06-13",9.8
"1036","2019-06-14",9.2
"1037","2019-06-17",8.4
"1038","2019-06-18",7.94
"1039","2019-06-19",7.96
"1040","2019-06-20",8.76
"1041","2019-06-21",9.1
"1042","2019-06-24",8.78
"1043","2019-06-25",8.36
"1044","2019-06-26",8.06
"1045","2019-06-27",8.2
"1046","2019-06-28",7.86
"1047","2019-07-01",7.9
"1048","2019-07-02",7.6
"1049","2019-07-03",7.04
"1050","2019-07-05",7.54
"1051","2019-07-08",7.44
"1052","2019-07-09",7.32
"1053","2019-07-10",7.36
"1054","2019-07-11",7.34
"1055","2019-07-12",7.2
"1056","2019-07-15",6.96
"1057","2019-07-16",6.64
"1058","2019-07-17",6.4
"1059","2019-07-18",6.58
"1060","2019-07-19",6.76
"1061","2019-07-22",6.54
"1062","2019-07-23",6.66
"1063","2019-07-24",6.6
