"","date","DL"
"284","2009-09-14",7.73
"285","2009-09-15",7.52
"286","2009-09-16",7.4
"287","2009-09-17",7.43
"288","2009-09-18",7.3
"289","2009-09-21",7.14
"290","2009-09-22",7.07
"291","2009-09-23",7.3
"292","2009-09-24",7.17
"293","2009-09-25",7.23
"294","2009-09-28",7.27
"295","2009-09-29",7.07
"296","2009-09-30",7.2
"297","2009-10-01",7.01
"298","2009-10-02",6.85
"299","2009-10-05",6.4
"300","2009-10-06",6.65
"301","2009-10-07",6.85
"302","2009-10-08",6.59
"303","2009-10-09",6.52
"304","2009-10-12",6.57
"305","2009-10-13",7.2
"306","2009-10-14",7.2
"307","2009-10-15",7.02
"308","2009-10-16",7
"309","2009-10-19",7
"310","2009-10-20",6.8
"311","2009-10-21",7.08
"312","2009-10-22",7.02
"313","2009-10-23",7.15
"314","2009-10-26",6.9
"315","2009-10-27",6.75
"316","2009-10-28",6.46
"317","2009-10-29",6.86
"318","2009-10-30",7
"319","2009-11-02",7.08
"320","2009-11-03",7.18
"321","2009-11-04",7.04
"322","2009-11-05",7.4
"323","2009-11-06",7.37
"324","2009-11-09",7.15
"325","2009-11-10",6.97
"326","2009-11-11",7.1
"327","2009-11-12",7.1
"328","2009-11-13",7.2
"329","2009-11-16",7.32
"330","2009-11-17",7.48
"331","2009-11-18",7
"332","2009-11-19",7
"333","2009-11-20",7
"334","2009-11-23",6.95
"335","2009-11-24",6.92
"336","2009-11-25",6.9
"337","2009-11-27",6.81
"338","2009-11-30",6.86
"339","2009-12-01",6.9
"340","2009-12-02",6.9
"341","2009-12-03",6.9
"342","2009-12-04",6.78
"343","2009-12-07",6.75
"344","2009-12-08",6.59
"345","2009-12-09",6.49
"346","2009-12-10",6.53
"347","2009-12-11",6.62
"348","2009-12-14",6.55
"349","2009-12-15",6.42
"350","2009-12-16",6.25
"351","2009-12-17",6.1
"352","2009-12-18",6.25
"353","2009-12-21",6.1
"354","2009-12-22",6.01
"355","2009-12-23",6
"356","2009-12-24",6.07
"357","2009-12-28",5.99
"358","2009-12-29",6.01
"359","2009-12-30",6.01
"360","2009-12-31",6.39
"361","2010-01-04",6.81
"362","2010-01-05",6.95
"363","2010-01-06",6.68
"364","2010-01-07",6.66
"365","2010-01-08",6.68
"366","2010-01-11",6.53
"367","2010-01-12",6.42
"368","2010-01-13",6.32
"369","2010-01-14",6.68
"370","2010-01-15",6.78
"371","2010-01-19",6.53
"372","2010-01-20",6.4
"373","2010-01-21",6.32
"374","2010-01-22",6.17
"375","2010-01-25",6.17
"376","2010-01-26",6.22
"377","2010-01-27",6.08
"378","2010-01-28",6.14
"379","2010-01-29",6.01
"380","2010-02-01",6.19
"381","2010-02-02",6.11
"382","2010-02-03",6.29
"383","2010-02-04",6.08
"384","2010-02-05",5.88
"385","2010-02-08",5.93
"386","2010-02-09",5.98
"387","2010-02-10",6.19
"388","2010-02-11",6.23
"389","2010-02-12",6.1
"390","2010-02-16",6.38
"391","2010-02-17",6.42
"392","2010-02-18",6.46
"393","2010-02-19",6.45
"394","2010-02-22",6.62
"395","2010-02-23",6.6
"396","2010-02-24",6.8
"397","2010-02-25",6.8
"398","2010-02-26",6.8
"399","2010-03-01",6.72
"400","2010-03-02",6.04
"401","2010-03-03",5.88
"402","2010-03-04",5.98
"403","2010-03-05",5.99
"404","2010-03-08",5.8
"405","2010-03-09",5.87
"406","2010-03-10",5.78
"407","2010-03-11",5.91
"408","2010-03-12",5.88
"409","2010-03-15",5.85
"410","2010-03-16",5.89
"411","2010-03-17",5.93
"412","2010-03-18",5.87
"413","2010-03-19",5.79
"414","2010-03-22",5.8
"415","2010-03-23",5.94
"416","2010-03-24",5.97
"417","2010-03-25",6
"418","2010-03-26",5.96
"419","2010-03-29",6.06
"420","2010-03-30",6.24
"421","2010-03-31",5.93
"422","2010-04-01",5.95
"423","2010-04-05",6.02
"424","2010-04-06",5.84
"425","2010-04-07",5.74
"426","2010-04-08",5.8
"427","2010-04-09",5.73
"428","2010-04-12",5.73
"429","2010-04-13",5.79
"430","2010-04-14",5.77
"431","2010-04-15",5.75
"432","2010-04-16",5.82
"433","2010-04-19",5.77
"434","2010-04-20",5.84
"435","2010-04-21",5.84
"436","2010-04-22",5.84
"437","2010-04-23",5.8
"438","2010-04-26",5.71
"439","2010-04-27",5.5
"440","2010-04-28",5.29
"441","2010-04-29",5.1
"442","2010-04-30",5.12
"443","2010-05-03",5.33
"444","2010-05-04",5.5
"445","2010-05-05",5.43
"446","2010-05-06",5.4
"447","2010-05-07",5.31
"448","2010-05-10",5.39
"449","2010-05-11",5.35
"450","2010-05-12",5.28
"451","2010-05-13",5.41
"452","2010-05-14",5.3
"453","2010-05-17",5.25
"454","2010-05-18",5.21
"455","2010-05-19",4.91
"456","2010-05-20",4.58
"457","2010-05-21",4.58
"458","2010-05-24",4.61
"459","2010-05-25",4.47
"460","2010-05-26",4.39
"461","2010-05-27",4.48
"462","2010-05-28",4.5
"463","2010-06-01",4.25
"464","2010-06-02",4.27
"465","2010-06-03",4.44
"466","2010-06-04",4.3
"467","2010-06-07",4.38
"468","2010-06-08",4.33
"469","2010-06-09",4.42
"470","2010-06-10",4.22
"471","2010-06-11",4.18
"472","2010-06-14",4.11
"473","2010-06-15",4.04
"474","2010-06-16",3.9
"475","2010-06-17",3.75
"476","2010-06-18",3.59
"477","2010-06-21",3.42
"478","2010-06-22",3.22
"479","2010-06-23",3.26
"480","2010-06-24",3.27
"481","2010-06-25",3.28
"482","2010-06-28",3.23
"483","2010-06-29",3.22
"484","2010-06-30",3.35
"485","2010-07-01",3.45
"486","2010-07-02",3.5
"487","2010-07-06",3.44
"488","2010-07-07",3.44
"489","2010-07-08",3.5
"490","2010-07-09",3.5
"491","2010-07-12",3.58
"492","2010-07-13",3.63
"493","2010-07-14",3.98
"494","2010-07-15",4.2
"495","2010-07-16",4.4
"496","2010-07-19",4.26
"497","2010-07-20",4.2
"498","2010-07-21",4.67
"499","2010-07-22",4.73
"500","2010-07-23",4.94
"501","2010-07-26",5.02
"502","2010-07-27",5.31
"503","2010-07-28",5.45
"504","2010-07-29",5.63
"505","2010-07-30",5.59
"506","2010-08-02",5.44
"507","2010-08-03",5.15
"508","2010-08-04",4.95
"509","2010-08-05",5.04
"510","2010-08-06",5.05
"511","2010-08-09",5.15
"512","2010-08-10",5.02
"513","2010-08-11",5.08
"514","2010-08-12",4.98
"515","2010-08-13",5.09
"516","2010-08-16",5.16
"517","2010-08-17",5.16
"518","2010-08-18",5.15
"519","2010-08-19",4.86
"520","2010-08-20",4.73
"521","2010-08-23",4.68
"522","2010-08-24",4.45
"523","2010-08-25",4.44
"524","2010-08-26",4.38
"525","2010-08-27",4.32
"526","2010-08-30",4.15
"527","2010-08-31",3.89
"528","2010-09-01",3.87
"529","2010-09-02",4.28
"530","2010-09-03",4.59
"531","2010-09-07",4.7
"532","2010-09-08",5.2
"533","2010-09-09",5.14
"534","2010-09-10",4.95
"535","2010-09-13",4.97
"536","2010-09-14",4.76
"537","2010-09-15",4.64
"538","2010-09-16",5.01
"539","2010-09-17",5.04
"540","2010-09-20",5
"541","2010-09-21",5.12
"542","2010-09-22",5.09
"543","2010-09-23",4.99
"544","2010-09-24",5.1
"545","2010-09-27",5
"546","2010-09-28",5.33
"547","2010-09-29",5.05
"548","2010-09-30",4.99
"549","2010-10-01",4.95
"550","2010-10-04",4.96
"551","2010-10-05",4.96
"552","2010-10-06",4.96
"553","2010-10-07",4.93
"554","2010-10-08",4.98
"555","2010-10-11",5.07
"556","2010-10-12",5.07
"557","2010-10-13",5.05
"558","2010-10-14",5.05
"559","2010-10-15",5.34
"560","2010-10-18",5.36
"561","2010-10-19",5.36
"562","2010-10-20",5.33
"563","2010-10-21",5.25
"564","2010-10-22",5.25
"565","2010-10-25",5.16
"566","2010-10-26",5.13
"567","2010-10-27",5.17
"568","2010-10-28",5
"569","2010-10-29",4.95
"570","2010-11-01",5.04
"571","2010-11-02",5.2
"572","2010-11-03",5.2
"573","2010-11-04",5.25
"574","2010-11-05",5.38
"575","2010-11-08",5.44
"576","2010-11-09",5.22
"577","2010-11-10",5.17
"578","2010-11-11",5.25
"579","2010-11-12",5.16
"580","2010-11-15",5.1
"581","2010-11-16",5.05
"582","2010-11-17",5.09
"583","2010-11-18",4.96
"584","2010-11-19",5.02
"585","2010-11-22",5.05
"586","2010-11-23",4.94
"587","2010-11-24",5.04
"588","2010-11-26",5.04
"589","2010-11-29",4.76
"590","2010-11-30",4.75
"591","2010-12-01",4.75
"592","2010-12-02",5.05
"593","2010-12-03",5
"594","2010-12-06",4.77
"595","2010-12-07",4.87
"596","2010-12-08",4.75
"597","2010-12-09",4.98
"598","2010-12-10",4.7
"599","2010-12-13",4.52
"600","2010-12-14",4.53
"601","2010-12-15",4.46
"602","2010-12-16",4.18
"603","2010-12-17",4.08
"604","2010-12-20",3.98
"605","2010-12-21",4.09
"606","2010-12-22",4.03
"607","2010-12-23",4
"608","2010-12-27",4.13
"609","2010-12-28",4.12
"610","2010-12-29",4.01
"611","2010-12-30",3.97
"612","2010-12-31",4
"613","2011-01-03",4.55
"614","2011-01-04",4.64
"615","2011-01-05",4.18
"616","2011-01-06",4.41
"617","2011-01-07",4.4
"618","2011-01-10",4.37
"619","2011-01-11",4.62
"620","2011-01-12",4.83
"621","2011-01-13",4.93
"622","2011-01-14",5
"623","2011-01-18",4.59
"624","2011-01-19",4.62
"625","2011-01-20",4.55
"626","2011-01-21",4.9
"627","2011-01-24",4.83
"628","2011-01-25",4.83
"629","2011-01-26",4.88
"630","2011-01-27",4.75
"631","2011-01-28",4.6
"632","2011-01-31",4.35
"633","2011-02-01",4.35
"634","2011-02-02",4.34
"635","2011-02-03",4.36
"636","2011-02-04",4.38
"637","2011-02-07",4.35
"638","2011-02-08",4.37
"639","2011-02-09",4.39
"640","2011-02-10",4.4
"641","2011-02-11",4.41
"642","2011-02-14",4.37
"643","2011-02-15",4.42
"644","2011-02-16",4.46
"645","2011-02-17",4.32
"646","2011-02-18",4.76
"647","2011-02-22",4.25
"648","2011-02-23",4.05
"649","2011-02-24",3.9
"650","2011-02-25",4.01
"651","2011-02-28",3.99
"652","2011-03-01",3.94
"653","2011-03-02",3.91
"654","2011-03-03",4.02
"655","2011-03-04",3.99
"656","2011-03-07",3.98
"657","2011-03-08",3.99
"658","2011-03-09",3.98
"659","2011-03-10",3.96
"660","2011-03-11",3.94
"661","2011-03-14",4
"662","2011-03-15",3.98
"663","2011-03-16",3.95
"664","2011-03-17",3.87
"665","2011-03-18",3.82
"666","2011-03-21",3.9
"667","2011-03-22",3.85
"668","2011-03-23",3.91
"669","2011-03-24",3.9
"670","2011-03-25",3.9
"671","2011-03-28",3.97
"672","2011-03-29",4
"673","2011-03-30",3.91
"674","2011-03-31",3.92
"675","2011-04-01",3.62
"676","2011-04-04",3.69
"677","2011-04-05",3.49
"678","2011-04-06",3.29
"679","2011-04-07",3.33
"680","2011-04-08",3.46
"681","2011-04-11",3.5
"682","2011-04-12",3.49
"683","2011-04-13",3.47
"684","2011-04-14",3.44
"685","2011-04-15",3.71
"686","2011-04-18",3.78
"687","2011-04-19",3.8
"688","2011-04-20",3.96
"689","2011-04-21",3.99
"690","2011-04-25",3.99
"691","2011-04-26",3.88
"692","2011-04-27",3.9
"693","2011-04-28",3.58
"694","2011-04-29",3.69
"695","2011-05-02",3.63
"696","2011-05-03",3.73
"697","2011-05-04",3.58
"698","2011-05-05",3.56
"699","2011-05-06",3.49
"700","2011-05-09",3.5
"701","2011-05-10",3.51
"702","2011-05-11",3.51
"703","2011-05-12",3.46
"704","2011-05-13",3.52
"705","2011-05-16",3.53
"706","2011-05-17",3.4
"707","2011-05-18",3.31
"708","2011-05-19",3.39
"709","2011-05-20",3.46
"710","2011-05-23",3.6
"711","2011-05-24",3.48
"712","2011-05-25",3.37
"713","2011-05-26",3.48
"714","2011-05-27",3.36
"715","2011-05-31",3.5
"716","2011-06-01",3.36
"717","2011-06-02",3.5
"718","2011-06-03",3.5
"719","2011-06-06",3.55
"720","2011-06-07",3.16
"721","2011-06-08",3.13
"722","2011-06-09",3.13
"723","2011-06-10",2.9
"724","2011-06-13",2.95
"725","2011-06-14",2.66
"726","2011-06-15",2.8
"727","2011-06-16",2.96
"728","2011-06-17",2.52
"729","2011-06-20",2.22
"730","2011-06-21",2.2
"731","2011-06-22",2.26
"732","2011-06-23",2.27
"733","2011-06-24",2.3
"734","2011-06-27",2.3
"735","2011-06-28",2.27
"736","2011-06-29",3.3
"737","2011-06-30",3.22
"738","2011-07-01",3.5
"739","2011-07-05",2.64
"740","2011-07-06",3.4
"741","2011-07-07",3.47
"742","2011-07-08",3.4
"743","2011-07-11",3
"744","2011-07-12",2.98
"745","2011-07-13",2.97
"746","2011-07-14",3.05
"747","2011-07-15",3.35
"748","2011-07-18",3.3
"749","2011-07-19",3.45
"750","2011-07-20",3.5
"751","2011-07-21",3.21
"752","2011-07-22",3.26
"753","2011-07-25",3.04
"754","2011-07-26",3.09
"755","2011-07-27",2.92
"756","2011-07-28",3.26
"757","2011-07-29",3.07
"758","2011-08-01",2.94
"759","2011-08-02",2.85
"760","2011-08-03",2.9
"761","2011-08-04",2.85
"762","2011-08-05",2.7
"763","2011-08-08",2.35
"764","2011-08-09",2.06
"765","2011-08-10",2.3
"766","2011-08-11",2.5
"767","2011-08-12",2.52
"768","2011-08-15",2.6
"769","2011-08-16",2.4
"770","2011-08-17",2.4
"771","2011-08-18",2.26
"772","2011-08-19",2.35
"773","2011-08-22",2.5
"774","2011-08-23",2.4
"775","2011-08-24",2.34
"776","2011-08-25",2.2
"777","2011-08-26",2.31
"778","2011-08-29",2.43
"779","2011-08-30",2.3
"780","2011-08-31",2.3
"781","2011-09-01",2.37
"782","2011-09-02",2.34
"783","2011-09-06",2.32
"784","2011-09-07",2.35
"785","2011-09-08",2.43
"786","2011-09-09",2.34
"787","2011-09-12",2.53
"788","2011-09-13",2.39
"789","2011-09-14",2.39
"790","2011-09-15",2.36
"791","2011-09-16",2.24
"792","2011-09-19",2.57
"793","2011-09-20",2.77
"794","2011-09-21",2.7
"795","2011-09-22",2.52
"796","2011-09-23",2.44
"797","2011-09-26",2.46
"798","2011-09-27",2.46
"799","2011-09-28",2.79
"800","2011-09-29",2.71
"801","2011-09-30",2.57
"802","2011-10-03",2.4
"803","2011-10-04",2.45
"804","2011-10-05",2.01
"805","2011-10-06",2.1
"806","2011-10-07",2.17
"807","2011-10-10",2.12
"808","2011-10-11",2.11
"809","2011-10-12",2.2
"810","2011-10-13",2.38
"811","2011-10-14",2.42
"812","2011-10-17",2.42
"813","2011-10-18",2.36
"814","2011-10-19",2.45
"815","2011-10-20",2.45
"816","2011-10-21",2.45
"817","2011-10-24",2.45
"818","2011-10-25",2.45
"819","2011-10-26",2.45
"820","2011-10-27",2.5
"821","2011-10-28",2.63
"822","2011-10-31",2.63
"823","2011-11-01",2.5
"824","2011-11-02",2.6
"825","2011-11-03",2.62
"826","2011-11-04",2.55
"827","2011-11-07",2.55
"828","2011-11-08",2.56
"829","2011-11-09",2.55
"830","2011-11-10",2.65
"831","2011-11-11",2.65
"832","2011-11-14",2.65
"833","2011-11-15",2.56
"834","2011-11-16",2.58
"835","2011-11-17",2.68
"836","2011-11-18",2.65
"837","2011-11-21",2.5
"838","2011-11-22",2.44
"839","2011-11-23",2.44
"840","2011-11-25",2.62
"841","2011-11-28",2.7
"842","2011-11-29",2.55
"843","2011-11-30",2.67
"844","2011-12-01",2.57
"845","2011-12-02",2.6
"846","2011-12-05",2.6
"847","2011-12-06",2.6
"848","2011-12-07",2.56
"849","2011-12-08",2.45
"850","2011-12-09",2.5
"851","2011-12-12",2.66
"852","2011-12-13",2.53
"853","2011-12-14",2.44
"854","2011-12-15",2.54
"855","2011-12-16",2.44
"856","2011-12-19",2.19
"857","2011-12-20",2.1
"858","2011-12-21",2.25
"859","2011-12-22",2.13
"860","2011-12-23",2.23
"861","2011-12-27",2.16
"862","2011-12-28",2.05
"863","2011-12-29",1.95
"864","2011-12-30",2.17
"865","2012-01-03",2.15
"866","2012-01-04",2.2
"867","2012-01-05",2.31
"868","2012-01-06",2.22
"869","2012-01-09",2.3
"870","2012-01-10",2.22
"871","2012-01-11",2.3
"872","2012-01-12",2.3
"873","2012-01-13",2.36
"874","2012-01-17",2.36
"875","2012-01-18",2.36
"876","2012-01-19",2.25
"877","2012-01-20",2.47
"878","2012-01-23",2.45
"879","2012-01-24",2.62
"880","2012-01-25",2.75
"881","2012-01-26",2.28
"882","2012-01-27",2.28
"883","2012-01-30",2.32
"884","2012-01-31",2.32
"885","2012-02-01",2.3
"886","2012-02-02",2.24
"887","2012-02-03",2.55
"888","2012-02-06",2.75
"889","2012-02-07",3.63
"890","2012-02-08",3.25
"891","2012-02-09",3.23
"892","2012-02-10",3.27
"893","2012-02-13",3.24
"894","2012-02-14",3.15
"895","2012-02-15",3.35
"896","2012-02-16",3.49
"897","2012-02-17",3.25
"898","2012-02-21",3.4
"899","2012-02-22",3.45
"900","2012-02-23",3.5
"901","2012-02-24",3.4
"902","2012-02-27",3.5
"903","2012-02-28",3.5
"904","2012-02-29",3.65
"905","2012-03-01",3.5
"906","2012-03-02",3.51
"907","2012-03-05",3.6
"908","2012-03-06",3.36
"909","2012-03-07",3.7
"910","2012-03-08",3.8
"911","2012-03-09",3.93
"912","2012-03-12",3.91
"913","2012-03-13",4
"914","2012-03-14",3.99
"915","2012-03-15",3.95
"916","2012-03-16",4.14
"917","2012-03-19",4.15
"918","2012-03-20",4.1
"919","2012-03-21",4
"920","2012-03-22",4.14
"921","2012-03-23",4.03
"922","2012-03-26",3.95
"923","2012-03-27",3.96
"924","2012-03-28",3.98
"925","2012-03-29",3.75
"926","2012-03-30",3.75
"927","2012-04-02",3.97
"928","2012-04-03",3.97
"929","2012-04-04",3.88
"930","2012-04-05",3.75
"931","2012-04-09",3.75
"932","2012-04-10",3.52
"933","2012-04-11",3.41
"934","2012-04-12",3.48
"935","2012-04-13",3.31
"936","2012-04-16",3.2
"937","2012-04-17",3.1
"938","2012-04-18",3.19
"939","2012-04-19",3.42
"940","2012-04-20",3.3
"941","2012-04-23",3.2
"942","2012-04-24",3.36
"943","2012-04-25",3.3
"944","2012-04-26",3.2
"945","2012-04-27",3.2
"946","2012-04-30",3.3
"947","2012-05-01",3.29
"948","2012-05-02",3.2
"949","2012-05-03",3.2
"950","2012-05-04",3.11
"951","2012-05-07",3.1
"952","2012-05-08",3.02
"953","2012-05-09",3.15
"954","2012-05-10",3.1
"955","2012-05-11",3.22
"956","2012-05-14",3.35
"957","2012-05-15",3.3
"958","2012-05-16",3.47
"959","2012-05-17",3.26
"960","2012-05-18",3.3
"961","2012-05-21",3.09
"962","2012-05-22",3.1
"963","2012-05-23",3.3
"964","2012-05-24",3.47
"965","2012-05-25",3.4
"966","2012-05-29",3.37
"967","2012-05-30",3.3
"968","2012-05-31",3.3
"969","2012-06-01",3.3
"970","2012-06-04",3.23
"971","2012-06-05",3.21
"972","2012-06-06",3.21
"973","2012-06-07",3.3
"974","2012-06-08",3.31
"975","2012-06-11",3.3
"976","2012-06-12",3.3
"977","2012-06-13",3.28
"978","2012-06-14",3.03
"979","2012-06-15",3
"980","2012-06-18",3
"981","2012-06-19",3.1
"982","2012-06-20",3.25
"983","2012-06-21",2.96
"984","2012-06-22",3.25
"985","2012-06-25",3.24
"986","2012-06-26",3.28
"987","2012-06-27",3.82
"988","2012-06-28",3.46
"989","2012-06-29",3.46
"990","2012-07-02",3.18
"991","2012-07-03",3.12
"992","2012-07-05",3.1
"993","2012-07-06",3.1
"994","2012-07-09",3.4
"995","2012-07-10",3.4
"996","2012-07-11",3.57
"997","2012-07-12",3.51
"998","2012-07-13",3.27
"999","2012-07-16",3.21
"1000","2012-07-17",3.29
"1001","2012-07-18",3.15
"1002","2012-07-19",3.1
"1003","2012-07-20",3.09
