"","date","JRSH"
"135","2018-11-13",7.568
"136","2018-11-14",7.67
"137","2018-11-15",7.48
"138","2018-11-16",7.802
"139","2018-11-19",7.5
"140","2018-11-20",7.517
"141","2018-11-21",7.95
"142","2018-11-23",7.992
"143","2018-11-26",7.936
"144","2018-11-27",7.7
"145","2018-11-28",7.88
"146","2018-11-29",7.638
"147","2018-11-30",7.65
"148","2018-12-03",7.75
"149","2018-12-04",6.5
"150","2018-12-06",6.85
"151","2018-12-07",6.15
"152","2018-12-10",5.8
"153","2018-12-11",6.1
"154","2018-12-12",6.1
"155","2018-12-13",6
"156","2018-12-14",6.01
"157","2018-12-17",6
"158","2018-12-18",6.05
"159","2018-12-19",6.1
"160","2018-12-20",6.05
"161","2018-12-21",6
"162","2018-12-24",6
"163","2018-12-26",5.9
"164","2018-12-27",5.8
"165","2018-12-28",6.03
"166","2018-12-31",6.1
"167","2019-01-02",5.96
"168","2019-01-03",6.15
"169","2019-01-04",6.2
"170","2019-01-07",6.1
"171","2019-01-08",6.05
"172","2019-01-09",6.07
"173","2019-01-10",6.14
"174","2019-01-11",6.2
"175","2019-01-14",6.496
"176","2019-01-15",6.64
"177","2019-01-16",6.81
"178","2019-01-17",6.79
"179","2019-01-18",6.767
"180","2019-01-22",6.749
"181","2019-01-23",6.757
"182","2019-01-24",6.75
"183","2019-01-25",6.65
"184","2019-01-28",6.6
"185","2019-01-29",6.52
"186","2019-01-30",6.69
"187","2019-01-31",6.66
"188","2019-02-01",6.62
"189","2019-02-04",6.82
"190","2019-02-05",6.63
"191","2019-02-06",7.02
"192","2019-02-07",7.053
"193","2019-02-08",6.894
"194","2019-02-11",6.844
"195","2019-02-12",6.77
"196","2019-02-13",6.6
"197","2019-02-14",6.56
"198","2019-02-15",6.6
"199","2019-02-19",6.27
"200","2019-02-20",6.48
"201","2019-02-21",6.38
"202","2019-02-22",6.485
"203","2019-02-25",6.8
"204","2019-02-26",7.35
"205","2019-02-27",7.35
"206","2019-02-28",7
"207","2019-03-01",7.3
"208","2019-03-04",7.2
"209","2019-03-05",7.17
"210","2019-03-06",7.08
"211","2019-03-07",7.22
"212","2019-03-08",7.2
"213","2019-03-11",7.18
"214","2019-03-12",7.1
"215","2019-03-13",7.11
"216","2019-03-14",7.226
"217","2019-03-15",7.3
"218","2019-03-18",7.26
"219","2019-03-19",7.314
"220","2019-03-20",7.13
"221","2019-03-21",7.2
"222","2019-03-22",7.15
"223","2019-03-25",7.077
"224","2019-03-26",7.186
"225","2019-03-27",7.99
"226","2019-03-28",7.6
"227","2019-03-29",7.367
"228","2019-04-01",7.46
"229","2019-04-02",7.56
"230","2019-04-03",7.548
"231","2019-04-04",7.55
"232","2019-04-05",7.55
"233","2019-04-08",7.5
"234","2019-04-09",7.5
"235","2019-04-10",7.42
"236","2019-04-11",7.23
"237","2019-04-12",7.382
"238","2019-04-15",7.2
"239","2019-04-16",7.195
"240","2019-04-17",7.25
"241","2019-04-18",7.14
"242","2019-04-22",7.14
"243","2019-04-23",7.125
"244","2019-04-24",7.156
"245","2019-04-25",7.075
"246","2019-04-26",7.15
"247","2019-04-29",7.118
"248","2019-04-30",7.13
"249","2019-05-01",7.09
"250","2019-05-02",7.05
"251","2019-05-03",7.09
"252","2019-05-06",7
"253","2019-05-07",7.04
"254","2019-05-08",7.04
"255","2019-05-09",6.95
"256","2019-05-10",7
"257","2019-05-13",6.76
"258","2019-05-14",6.8
"259","2019-05-15",6.76
"260","2019-05-16",6.87
"261","2019-05-17",6.89
"262","2019-05-20",6.89
"263","2019-05-21",7.09
"264","2019-05-22",7.105
"265","2019-05-23",7.078
"266","2019-05-24",7.04
"267","2019-05-28",6.85
"268","2019-05-29",6.897
"269","2019-05-30",6.9
"270","2019-05-31",6.9
"271","2019-06-03",6.69
"272","2019-06-04",6.66
"273","2019-06-05",6.41
"274","2019-06-06",6.7
"275","2019-06-07",6.719
"276","2019-06-10",6.819
"277","2019-06-11",6.87
"278","2019-06-12",6.5
"279","2019-06-13",6.75
"280","2019-06-14",6.96
"281","2019-06-17",7.05
"282","2019-06-18",6.92
"283","2019-06-19",6.92
"284","2019-06-20",6.964
"285","2019-06-21",6.881
"286","2019-06-24",6.881
"287","2019-06-25",7.021
"288","2019-06-26",7.03
"289","2019-06-27",7.286
"290","2019-06-28",7.17
"291","2019-07-01",7.2
"292","2019-07-02",7.15
"293","2019-07-03",7
"294","2019-07-05",7.06
"295","2019-07-08",7.05
"296","2019-07-09",7.015
"297","2019-07-10",7.14
"298","2019-07-11",7.14
"299","2019-07-12",7
"300","2019-07-15",7
"301","2019-07-16",7.043
"302","2019-07-17",7.03
"303","2019-07-18",7.02
"304","2019-07-19",7.01
"305","2019-07-22",6.866
"306","2019-07-23",7.02
"307","2019-07-24",6.989
"308","2019-07-25",7.02
"309","2019-07-26",6.985
"310","2019-07-29",7
"311","2019-07-30",7
"312","2019-07-31",6.896
"313","2019-08-01",7
"314","2019-08-02",6.968
"315","2019-08-05",6.85
"316","2019-08-06",6.91
"317","2019-08-07",6.98
"318","2019-08-08",6.864
"319","2019-08-09",6.946
"320","2019-08-12",7.014
"321","2019-08-13",7.08
"322","2019-08-14",7.3
"323","2019-08-15",7.3
"324","2019-08-16",7.5
"325","2019-08-19",7.5
"326","2019-08-20",7.12
"327","2019-08-21",7.4
"328","2019-08-22",7.3
"329","2019-08-23",7.276
"330","2019-08-26",7
"331","2019-08-27",7
"332","2019-08-28",7.18
"333","2019-08-29",7.18
"334","2019-08-30",7
"335","2019-09-03",7.29
"336","2019-09-04",7.035
"337","2019-09-05",7
"338","2019-09-06",7
"339","2019-09-09",7.5
"340","2019-09-10",7.48
"341","2019-09-11",7.4
"342","2019-09-12",7.69
"343","2019-09-13",7.8
"344","2019-09-16",7.9
"345","2019-09-17",7.8
"346","2019-09-18",7.77
"347","2019-09-19",7.7
"348","2019-09-20",7.26
"349","2019-09-23",7.46
"350","2019-09-24",7.6
"351","2019-09-25",7.61
"352","2019-09-26",7.607
"353","2019-09-27",7.43
"354","2019-09-30",7.39
"355","2019-10-01",7.48
"356","2019-10-02",7.18
"357","2019-10-03",7.28
"358","2019-10-04",7.5
"359","2019-10-07",7.445
"360","2019-10-08",7.4
"361","2019-10-09",7.24
"362","2019-10-10",7.37
"363","2019-10-11",7.05
"364","2019-10-14",6.93
"365","2019-10-15",7.01
"366","2019-10-16",7
"367","2019-10-17",7.09
"368","2019-10-18",7.12
"369","2019-10-21",7.09
"370","2019-10-22",7.09
"371","2019-10-23",7.1
"372","2019-10-24",6.9
"373","2019-10-25",6.9
"374","2019-10-28",6.885
"375","2019-10-29",6.85
"376","2019-10-30",6.818
"377","2019-10-31",6.8
"378","2019-11-01",6.69
"379","2019-11-04",6.8
"380","2019-11-05",6.8
"381","2019-11-06",6.65
"382","2019-11-07",6.799
"383","2019-11-08",6.65
"384","2019-11-11",6.7
"385","2019-11-12",6.68
"386","2019-11-13",6.676
"387","2019-11-14",6.78
"388","2019-11-15",6.6
"389","2019-11-18",6.6
"390","2019-11-19",6.5
"391","2019-11-20",6.5
"392","2019-11-21",6.601
"393","2019-11-22",6.6
"394","2019-11-25",6.49
"395","2019-11-26",6.5
"396","2019-11-27",6.5
"397","2019-11-29",6.47
"398","2019-12-02",6.5
"399","2019-12-03",6.5
"400","2019-12-04",6.42
"401","2019-12-05",6.5
"402","2019-12-06",6.3
"403","2019-12-09",6.4
"404","2019-12-10",6.41
"405","2019-12-11",6.5
"406","2019-12-12",6.46
"407","2019-12-13",6.476
"408","2019-12-16",6.481
"409","2019-12-17",6.46
"410","2019-12-18",6.46
"411","2019-12-19",5.79
"412","2019-12-20",6.3
"413","2019-12-23",6.01
"414","2019-12-24",6.067
"415","2019-12-26",6.01
"416","2019-12-27",6.02
"417","2019-12-30",5.84
"418","2019-12-31",5.86
"419","2020-01-02",5.93
"420","2020-01-03",6.236
"421","2020-01-06",6.26
"422","2020-01-07",6.082
"423","2020-01-08",6.23
"424","2020-01-09",6.156
"425","2020-01-10",6.04
"426","2020-01-13",6.411
"427","2020-01-14",6.5
"428","2020-01-15",6.485
"429","2020-01-16",6.17
"430","2020-01-17",6.21
"431","2020-01-21",6.218
"432","2020-01-22",6.22
"433","2020-01-23",6.215
"434","2020-01-24",6.3
"435","2020-01-27",6.21
"436","2020-01-28",6.437
"437","2020-01-29",6.246
"438","2020-01-30",6.3
"439","2020-01-31",6.367
"440","2020-02-03",6.16
"441","2020-02-04",6.18
"442","2020-02-05",6.17
"443","2020-02-06",6
"444","2020-02-07",5.93
"445","2020-02-10",5.86
"446","2020-02-11",5.91
"447","2020-02-12",6.22
"448","2020-02-13",6.935
"449","2020-02-14",6.87
"450","2020-02-18",6.954
"451","2020-02-19",6.89
"452","2020-02-20",6.83
"453","2020-02-21",6.82
"454","2020-02-24",6.82
"455","2020-02-25",6.524
"456","2020-02-26",6.44
"457","2020-02-27",6.06
"458","2020-02-28",6.1
"459","2020-03-02",5.99
"460","2020-03-03",5.95
"461","2020-03-04",6.14
"462","2020-03-05",6.05
"463","2020-03-06",6.05
"464","2020-03-09",5.992
"465","2020-03-10",5.905
"466","2020-03-11",5.791
"467","2020-03-12",5.7
"468","2020-03-13",5.55
"469","2020-03-16",5.779
"470","2020-03-17",5.725
"471","2020-03-18",5.288
"472","2020-03-19",5.223
"473","2020-03-20",4.906
"474","2020-03-23",4
"475","2020-03-24",4.56
"476","2020-03-25",4.45
"477","2020-03-26",5.147
"478","2020-03-27",4.69
"479","2020-03-30",4.4
"480","2020-03-31",5.086
"481","2020-04-01",4.91
"482","2020-04-02",4.65
"483","2020-04-03",4.6
"484","2020-04-06",4.8
"485","2020-04-07",4.91
"486","2020-04-08",4.91
"487","2020-04-09",4.91
"488","2020-04-13",4.91
"489","2020-04-14",4.6
"490","2020-04-15",4.6
"491","2020-04-16",4.75
"492","2020-04-17",4.75
"493","2020-04-20",4.7
"494","2020-04-21",4.7
"495","2020-04-22",4.7
"496","2020-04-23",4.7
"497","2020-04-24",4.5
"498","2020-04-27",4.5
"499","2020-04-28",4.7
"500","2020-04-29",4.6
"501","2020-04-30",4.66
"502","2020-05-01",4.68
"503","2020-05-04",4.62
"504","2020-05-05",4.49
"505","2020-05-06",4.31
"506","2020-05-07",4.25
"507","2020-05-08",4.559
"508","2020-05-11",4.5
"509","2020-05-12",4.35
"510","2020-05-13",4.68
"511","2020-05-14",4.25
"512","2020-05-15",4.38
"513","2020-05-18",4.68
"514","2020-05-19",4.429
"515","2020-05-20",4.68
"516","2020-05-21",4.6
"517","2020-05-22",4.67
"518","2020-05-26",4.825
"519","2020-05-27",4.72
"520","2020-05-28",4.66
"521","2020-05-29",4.85
"522","2020-06-01",4.97
"523","2020-06-02",5
"524","2020-06-03",5.05
"525","2020-06-04",5
"526","2020-06-05",4.95
"527","2020-06-08",4.9
"528","2020-06-09",5
"529","2020-06-10",4.99
"530","2020-06-11",4.88
"531","2020-06-12",4.85
"532","2020-06-15",4.93
"533","2020-06-16",4.87
"534","2020-06-17",4.94
"535","2020-06-18",4.8
"536","2020-06-19",4.83
"537","2020-06-22",4.8
"538","2020-06-23",4.674
"539","2020-06-24",4.72
"540","2020-06-25",4.9
"541","2020-06-26",4.99
"542","2020-06-29",4.76
"543","2020-06-30",4.87
"544","2020-07-01",4.9
"545","2020-07-02",4.94
"546","2020-07-06",4.85
"547","2020-07-07",4.5
"548","2020-07-08",4.487
"549","2020-07-09",4.352
"550","2020-07-10",4.51
"551","2020-07-13",4.43
"552","2020-07-14",4.59
"553","2020-07-15",4.82
"554","2020-07-16",4.8
"555","2020-07-17",4.8
"556","2020-07-20",4.97
"557","2020-07-21",4.8
"558","2020-07-22",4.75
"559","2020-07-23",4.75
"560","2020-07-24",4.648
"561","2020-07-27",4.7
"562","2020-07-28",4.7
"563","2020-07-29",4.78
"564","2020-07-30",4.79
"565","2020-07-31",4.41
"566","2020-08-03",4.46
"567","2020-08-04",4.4
"568","2020-08-05",4.38
"569","2020-08-06",4.45
"570","2020-08-07",4.6
"571","2020-08-10",4.59
"572","2020-08-11",4.5
"573","2020-08-12",4.4
"574","2020-08-13",4.69
"575","2020-08-14",4.67
"576","2020-08-17",4.68
"577","2020-08-18",4.66
"578","2020-08-19",4.6
"579","2020-08-20",4.65
"580","2020-08-21",4.62
"581","2020-08-24",4.7
"582","2020-08-25",4.72
"583","2020-08-26",4.67
"584","2020-08-27",4.66
"585","2020-08-28",4.769
"586","2020-08-31",4.8
"587","2020-09-01",4.841
"588","2020-09-02",5.01
"589","2020-09-03",5.1
"590","2020-09-04",5
"591","2020-09-08",4.99
"592","2020-09-09",4.847
"593","2020-09-10",4.72
"594","2020-09-11",4.82
"595","2020-09-14",4.95
"596","2020-09-15",4.904
"597","2020-09-16",4.89
"598","2020-09-17",4.9
"599","2020-09-18",4.9
"600","2020-09-21",4.563
"601","2020-09-22",4.66
"602","2020-09-23",4.52
"603","2020-09-24",4.65
"604","2020-09-25",4.58
"605","2020-09-28",4.51
"606","2020-09-29",4.57
"607","2020-09-30",4.52
"608","2020-10-01",4.47
"609","2020-10-02",4.62
"610","2020-10-05",4.6
"611","2020-10-06",4.59
"612","2020-10-07",4.67
"613","2020-10-08",4.68
"614","2020-10-09",4.66
"615","2020-10-12",4.65
"616","2020-10-13",4.64
"617","2020-10-14",4.72
"618","2020-10-15",4.708
"619","2020-10-16",4.74
"620","2020-10-19",4.67
"621","2020-10-20",4.74
"622","2020-10-21",4.79
"623","2020-10-22",4.85
"624","2020-10-23",4.85
"625","2020-10-26",4.84
"626","2020-10-27",4.9
"627","2020-10-28",4.75
"628","2020-10-29",4.83
"629","2020-10-30",4.79
"630","2020-11-02",4.73
"631","2020-11-03",4.73
"632","2020-11-04",4.795
"633","2020-11-05",4.93
"634","2020-11-06",4.91
"635","2020-11-09",4.955
"636","2020-11-10",5.1
"637","2020-11-11",5.21
"638","2020-11-12",4.98
"639","2020-11-13",5.05
"640","2020-11-16",5.02
"641","2020-11-17",5.02
"642","2020-11-18",4.99
"643","2020-11-19",5.01
"644","2020-11-20",5.02
"645","2020-11-23",5.06
"646","2020-11-24",5.08
"647","2020-11-25",5.25
"648","2020-11-27",5.369
