"","date","CMLS"
"124","2019-02-04",13.7
"125","2019-02-05",14.7
"126","2019-02-06",14.42
"127","2019-02-07",14.3
"128","2019-02-08",14.35
"129","2019-02-11",14.72
"130","2019-02-12",14.6
"131","2019-02-13",14.75
"132","2019-02-14",15.6
"133","2019-02-15",16
"134","2019-02-19",16.35
"135","2019-02-20",16.4
"136","2019-02-21",16.6
"137","2019-02-22",16.709999
"138","2019-02-25",16.639999
"139","2019-02-26",17.5
"140","2019-02-27",17.51
"141","2019-02-28",17.809999
"142","2019-03-01",18.200001
"143","2019-03-04",18.219999
"144","2019-03-05",18.08
"145","2019-03-06",17.959999
"146","2019-03-07",18.195
"147","2019-03-08",18.59
"148","2019-03-11",18.809999
"149","2019-03-12",18.91
"150","2019-03-13",18.959999
"151","2019-03-14",19.09
"152","2019-03-15",19.040001
"153","2019-03-18",19.25
"154","2019-03-19",19.5
"155","2019-03-20",19.719999
"156","2019-03-21",19.41
"157","2019-03-22",19.1
"158","2019-03-25",18.700001
"159","2019-03-26",17.860001
"160","2019-03-27",17.75
"161","2019-03-28",17.82
"162","2019-03-29",18.01
"163","2019-04-01",18.07
"164","2019-04-02",18.389999
"165","2019-04-03",18.1
"166","2019-04-04",17.879999
"167","2019-04-05",18.190001
"168","2019-04-08",18.41
"169","2019-04-09",18.700001
"170","2019-04-10",18.48
"171","2019-04-11",18.43
"172","2019-04-12",18.639999
"173","2019-04-15",18.57
"174","2019-04-16",18.469999
"175","2019-04-17",17.75
"176","2019-04-18",18.25
"177","2019-04-22",17.99
"178","2019-04-23",16.98
"179","2019-04-24",17.52
"180","2019-04-25",17.639999
"181","2019-04-26",18
"182","2019-04-29",18.299999
"183","2019-04-30",18.120001
"184","2019-05-01",17.73
"185","2019-05-02",17.440001
"186","2019-05-03",17.620001
"187","2019-05-06",17.9
"188","2019-05-07",17.450001
"189","2019-05-08",17.17
"190","2019-05-09",17
"191","2019-05-10",17
"192","2019-05-13",16.950001
"193","2019-05-14",17.469999
"194","2019-05-15",17.790001
"195","2019-05-16",18.389999
"196","2019-05-17",18.379999
"197","2019-05-20",18.49
"198","2019-05-21",18.6
"199","2019-05-22",17.709999
"200","2019-05-23",17.24
"201","2019-05-24",17.25
"202","2019-05-28",16.75
"203","2019-05-29",16.16
"204","2019-05-30",16.459999
"205","2019-05-31",16
"206","2019-06-03",15.8
"207","2019-06-04",15.8
"208","2019-06-05",15.45
"209","2019-06-06",16.370001
"210","2019-06-07",16.309999
"211","2019-06-10",16.42
"212","2019-06-11",16.700001
"213","2019-06-12",17.5
"214","2019-06-13",17.110001
"215","2019-06-14",17.379999
"216","2019-06-17",17.280001
"217","2019-06-18",17.09
"218","2019-06-19",17.629999
"219","2019-06-20",17.450001
"220","2019-06-21",17.209999
"221","2019-06-24",17.030001
"222","2019-06-25",16.92
"223","2019-06-26",17.17
"224","2019-06-27",17.6
"225","2019-06-28",18.549999
"226","2019-07-01",18.57
"227","2019-07-02",18.48
"228","2019-07-03",18.379999
"229","2019-07-05",17.91
"230","2019-07-08",17.99
"231","2019-07-09",17.58
"232","2019-07-10",17.51
"233","2019-07-11",17.82
"234","2019-07-12",17.92
"235","2019-07-15",17.790001
"236","2019-07-16",17.559999
"237","2019-07-17",17.450001
"238","2019-07-18",17.07
"239","2019-07-19",17.16
"240","2019-07-22",16.42
"241","2019-07-23",15.89
"242","2019-07-24",16.18
"243","2019-07-25",15.31
"244","2019-07-26",15.52
"245","2019-07-29",14.92
"246","2019-07-30",15.27
"247","2019-07-31",15.11
"248","2019-08-01",14.16
"249","2019-08-02",14.06
"250","2019-08-05",13.5
"251","2019-08-06",13.73
"252","2019-08-07",12.6
"253","2019-08-08",14.62
"254","2019-08-09",14.51
"255","2019-08-12",14.34
"256","2019-08-13",14.81
"257","2019-08-14",14.19
"258","2019-08-15",15.11
"259","2019-08-16",15.21
"260","2019-08-19",15.7
"261","2019-08-20",15.4
"262","2019-08-21",15.01
"263","2019-08-22",14.62
"264","2019-08-23",13.79
"265","2019-08-26",13.88
"266","2019-08-27",13.55
"267","2019-08-28",13.54
"268","2019-08-29",13.55
"269","2019-08-30",13.6
"270","2019-09-03",13.14
"271","2019-09-04",13.22
"272","2019-09-05",13.07
"273","2019-09-06",13.08
"274","2019-09-09",13.68
"275","2019-09-10",14.35
"276","2019-09-11",14.76
"277","2019-09-12",14.59
"278","2019-09-13",14.38
"279","2019-09-16",13.61
"280","2019-09-17",14.39
"281","2019-09-18",14.14
"282","2019-09-19",13.58
"283","2019-09-20",13.21
"284","2019-09-23",13.48
"285","2019-09-24",13.16
"286","2019-09-25",13.42
"287","2019-09-26",13.42
"288","2019-09-27",13.33
"289","2019-09-30",14.54
"290","2019-10-01",14.94
"291","2019-10-02",15.35
"292","2019-10-03",14.79
"293","2019-10-04",14.53
"294","2019-10-07",14.11
"295","2019-10-08",13.3
"296","2019-10-09",13.45
"297","2019-10-10",13.54
"298","2019-10-11",13.73
"299","2019-10-14",13.08
"300","2019-10-15",13.07
"301","2019-10-16",13.16
"302","2019-10-17",13.24
"303","2019-10-18",13.07
"304","2019-10-21",13.27
"305","2019-10-22",13.59
"306","2019-10-23",13.61
"307","2019-10-24",13.64
"308","2019-10-25",13.71
"309","2019-10-28",13.85
"310","2019-10-29",13.96
"311","2019-10-30",13.66
"312","2019-10-31",13.69
"313","2019-11-01",13.89
"314","2019-11-04",13.77
"315","2019-11-05",13.85
"316","2019-11-06",13.68
"317","2019-11-07",13.61
"318","2019-11-08",13.48
"319","2019-11-11",13.6
"320","2019-11-12",14.51
"321","2019-11-13",14.76
"322","2019-11-14",14.52
"323","2019-11-15",14.54
"324","2019-11-18",14.9
"325","2019-11-19",14.95
"326","2019-11-20",15.19
"327","2019-11-21",15.9
"328","2019-11-22",16.195
"329","2019-11-25",16.540001
"330","2019-11-26",16.690001
"331","2019-11-27",16.85
"332","2019-11-29",17.34
"333","2019-12-02",17.57
"334","2019-12-03",17.34
"335","2019-12-04",17.200001
"336","2019-12-05",17.01
"337","2019-12-06",17.77
"338","2019-12-09",17.24
"339","2019-12-10",17.16
"340","2019-12-11",17.17
"341","2019-12-12",17.35
"342","2019-12-13",17.370001
"343","2019-12-16",17.5
"344","2019-12-17",17.18
"345","2019-12-18",17.08
"346","2019-12-19",16.98
"347","2019-12-20",16.995001
"348","2019-12-23",17.92
"349","2019-12-24",17.940001
"350","2019-12-26",17.9
"351","2019-12-27",17.6
"352","2019-12-30",17.450001
"353","2019-12-31",17.57
"354","2020-01-02",16.950001
"355","2020-01-03",16.469999
"356","2020-01-06",16.459999
"357","2020-01-07",16.299999
"358","2020-01-08",16.459999
"359","2020-01-09",16.42
"360","2020-01-10",15.84
"361","2020-01-13",16.18
"362","2020-01-14",15.9
"363","2020-01-15",15.81
"364","2020-01-16",15.84
"365","2020-01-17",15.41
"366","2020-01-21",15.41
"367","2020-01-22",15.14
"368","2020-01-23",15.03
"369","2020-01-24",14.42
"370","2020-01-27",14.15
"371","2020-01-28",14.48
"372","2020-01-29",14.19
"373","2020-01-30",13.9
"374","2020-01-31",14
"375","2020-02-03",14.15
"376","2020-02-04",14.23
"377","2020-02-05",14.46
"378","2020-02-06",14.41
"379","2020-02-07",13.99
"380","2020-02-10",14.1
"381","2020-02-11",14.38
"382","2020-02-12",14.62
"383","2020-02-13",14.64
"384","2020-02-14",14.53
"385","2020-02-18",14.43
"386","2020-02-19",14.22
"387","2020-02-20",14.15
"388","2020-02-21",14.24
"389","2020-02-24",14.01
"390","2020-02-25",13.32
"391","2020-02-26",13.07
"392","2020-02-27",12.09
"393","2020-02-28",12.05
"394","2020-03-02",11.98
"395","2020-03-03",11.415
"396","2020-03-04",11.46
"397","2020-03-05",10.6
"398","2020-03-06",9.76
"399","2020-03-09",8.15
"400","2020-03-10",8.01
"401","2020-03-11",6.85
"402","2020-03-12",4.96
"403","2020-03-13",6.39
"404","2020-03-16",5.95
"405","2020-03-17",6.59
"406","2020-03-18",4.65
"407","2020-03-19",5.22
"408","2020-03-20",5.27
"409","2020-03-23",4.5
"410","2020-03-24",4.73
"411","2020-03-25",5.98
"412","2020-03-26",5.47
"413","2020-03-27",4.62
"414","2020-03-30",5.13
"415","2020-03-31",5.42
"416","2020-04-01",4.75
"417","2020-04-02",4.44
"418","2020-04-03",3.35
"419","2020-04-06",3.93
"420","2020-04-07",4.16
"421","2020-04-08",3.95
"422","2020-04-09",3.85
"423","2020-04-13",3.83
"424","2020-04-14",3.92
"425","2020-04-15",3.59
"426","2020-04-16",3.69
"427","2020-04-17",3.69
"428","2020-04-20",3.68
"429","2020-04-21",3.54
"430","2020-04-22",3.5
"431","2020-04-23",3.53
"432","2020-04-24",3.92
"433","2020-04-27",4.51
"434","2020-04-28",4.42
"435","2020-04-29",4.38
"436","2020-04-30",4.43
"437","2020-05-01",4.1
"438","2020-05-04",3.96
"439","2020-05-05",3.99
"440","2020-05-06",3.75
"441","2020-05-07",3.75
"442","2020-05-08",4.05
"443","2020-05-11",3.93
"444","2020-05-12",3.14
"445","2020-05-13",3.37
"446","2020-05-14",3.37
"447","2020-05-15",3.33
"448","2020-05-18",3.43
"449","2020-05-19",3.23
"450","2020-05-20",3.92
"451","2020-05-21",3.91
"452","2020-05-22",4.24
"453","2020-05-26",5.31
"454","2020-05-27",6.01
"455","2020-05-28",5.91
"456","2020-05-29",5.17
"457","2020-06-01",5.175
"458","2020-06-02",5.23
"459","2020-06-03",5.64
"460","2020-06-04",5.75
"461","2020-06-05",7.43
"462","2020-06-08",8.54
"463","2020-06-09",7.51
"464","2020-06-10",6.61
"465","2020-06-11",5.36
"466","2020-06-12",5.76
"467","2020-06-15",5.99
"468","2020-06-16",5.81
"469","2020-06-17",5.61
"470","2020-06-18",5.68
"471","2020-06-19",5.34
"472","2020-06-22",4.87
"473","2020-06-23",4.75
"474","2020-06-24",4.29
"475","2020-06-25",4.63
"476","2020-06-26",4.29
"477","2020-06-29",4.26
"478","2020-06-30",3.95
"479","2020-07-01",4.45
"480","2020-07-02",4.08
"481","2020-07-06",3.97
"482","2020-07-07",3.77
"483","2020-07-08",3.81
"484","2020-07-09",3.66
"485","2020-07-10",4
"486","2020-07-13",3.9
"487","2020-07-14",4.12
"488","2020-07-15",4.13
"489","2020-07-16",4.1
"490","2020-07-17",4
"491","2020-07-20",3.86
"492","2020-07-21",4.06
"493","2020-07-22",3.99
"494","2020-07-23",3.94
"495","2020-07-24",3.98
"496","2020-07-27",3.89
"497","2020-07-28",3.96
"498","2020-07-29",3.99
"499","2020-07-30",3.93
"500","2020-07-31",3.93
"501","2020-08-03",3.88
"502","2020-08-04",3.92
"503","2020-08-05",3.88
"504","2020-08-06",3.85
"505","2020-08-07",3.94
"506","2020-08-10",4.95
"507","2020-08-11",5.2
"508","2020-08-12",5.72
"509","2020-08-13",5.54
"510","2020-08-14",5.59
"511","2020-08-17",5.61
"512","2020-08-18",5.54
"513","2020-08-19",5.5
"514","2020-08-20",5.54
"515","2020-08-21",5.31
"516","2020-08-24",5.29
"517","2020-08-25",5.36
"518","2020-08-26",5.09
"519","2020-08-27",5.12
"520","2020-08-28",5.38
"521","2020-08-31",4.97
"522","2020-09-01",4.96
"523","2020-09-02",5.23
"524","2020-09-03",5.24
"525","2020-09-04",5.47
"526","2020-09-08",5.31
"527","2020-09-09",5.23
"528","2020-09-10",5.16
"529","2020-09-11",5.21
"530","2020-09-14",5.4
"531","2020-09-15",5.2
"532","2020-09-16",5.16
"533","2020-09-17",5.1
"534","2020-09-18",4.96
"535","2020-09-21",4.83
"536","2020-09-22",4.75
"537","2020-09-23",4.66
"538","2020-09-24",4.76
"539","2020-09-25",4.85
"540","2020-09-28",5.05
"541","2020-09-29",5.31
"542","2020-09-30",5.37
"543","2020-10-01",5.4
"544","2020-10-02",5.4
"545","2020-10-05",5.37
"546","2020-10-06",5.2
"547","2020-10-07",5.22
"548","2020-10-08",5.33
"549","2020-10-09",5.33
"550","2020-10-12",5.14
"551","2020-10-13",5.02
"552","2020-10-14",5.06
"553","2020-10-15",5.22
"554","2020-10-16",5.11
"555","2020-10-19",5.1
"556","2020-10-20",5.18
"557","2020-10-21",5.48
"558","2020-10-22",5.41
"559","2020-10-23",5.59
"560","2020-10-26",5.58
"561","2020-10-27",5.38
"562","2020-10-28",5.07
"563","2020-10-29",5.38
"564","2020-10-30",5.06
"565","2020-11-02",5.02
"566","2020-11-03",5.14
"567","2020-11-04",5.17
"568","2020-11-05",5.69
"569","2020-11-06",5.83
"570","2020-11-09",6.5
"571","2020-11-10",6.35
"572","2020-11-11",6.63
"573","2020-11-12",6.5
"574","2020-11-13",6.46
"575","2020-11-16",6.47
"576","2020-11-17",6.34
"577","2020-11-18",6.14
"578","2020-11-19",6.43
"579","2020-11-20",7.13
"580","2020-11-23",8.09
"581","2020-11-24",8.17
"582","2020-11-25",8.25
"583","2020-11-27",8.46
