"","date","GMRE"
"1001","2020-06-22",11.53
"1002","2020-06-23",11.86
"1003","2020-06-24",11.07
"1004","2020-06-25",10.96
"1005","2020-06-26",11.08
"1006","2020-06-29",11.29
"1007","2020-06-30",11.33
"1008","2020-07-01",11.49
"1009","2020-07-02",11.16
"1010","2020-07-06",11.29
"1011","2020-07-07",10.69
"1012","2020-07-08",10.46
"1013","2020-07-09",10.24
"1014","2020-07-10",11.01
"1015","2020-07-13",10.78
"1016","2020-07-14",11.05
"1017","2020-07-15",11.16
"1018","2020-07-16",11.18
"1019","2020-07-17",11.41
"1020","2020-07-20",11.46
"1021","2020-07-21",11.51
"1022","2020-07-22",11.86
"1023","2020-07-23",12.05
"1024","2020-07-24",11.55
"1025","2020-07-27",11.74
"1026","2020-07-28",11.86
"1027","2020-07-29",12.09
"1028","2020-07-30",12.15
"1029","2020-07-31",11.89
"1030","2020-08-03",11.6
"1031","2020-08-04",12.02
"1032","2020-08-05",12.13
"1033","2020-08-06",12.6
"1034","2020-08-07",13.51
"1035","2020-08-10",13.39
"1036","2020-08-11",13.41
"1037","2020-08-12",13.4
"1038","2020-08-13",13.24
"1039","2020-08-14",13.24
"1040","2020-08-17",13.33
"1041","2020-08-18",13.19
"1042","2020-08-19",12.79
"1043","2020-08-20",12.82
"1044","2020-08-21",12.82
"1045","2020-08-24",12.98
"1046","2020-08-25",12.79
"1047","2020-08-26",12.7
"1048","2020-08-27",12.85
"1049","2020-08-28",12.97
"1050","2020-08-31",12.79
"1051","2020-09-01",12.84
"1052","2020-09-02",13.41
"1053","2020-09-03",13.53
"1054","2020-09-04",13.41
"1055","2020-09-08",13.25
"1056","2020-09-09",13.55
"1057","2020-09-10",13.36
"1058","2020-09-11",13.37
"1059","2020-09-14",13.87
"1060","2020-09-15",13.86
"1061","2020-09-16",13.72
"1062","2020-09-17",13.64
"1063","2020-09-18",13.49
"1064","2020-09-21",13.19
"1065","2020-09-22",13.43
"1066","2020-09-23",12.62
"1067","2020-09-24",12.95
"1068","2020-09-25",13.29
"1069","2020-09-28",13.59
"1070","2020-09-29",13.59
"1071","2020-09-30",13.5
"1072","2020-10-01",13.73
"1073","2020-10-02",14.29
"1074","2020-10-05",14.21
"1075","2020-10-06",14.14
"1076","2020-10-07",14.1
"1077","2020-10-08",14.38
"1078","2020-10-09",14.36
"1079","2020-10-12",14.49
"1080","2020-10-13",14
"1081","2020-10-14",13.8
"1082","2020-10-15",14
"1083","2020-10-16",13.69
"1084","2020-10-19",13.43
"1085","2020-10-20",13.5
"1086","2020-10-21",13.29
"1087","2020-10-22",13.41
"1088","2020-10-23",13.49
"1089","2020-10-26",13.57
"1090","2020-10-27",13.03
"1091","2020-10-28",12.33
"1092","2020-10-29",12.55
"1093","2020-10-30",12.43
"1094","2020-11-02",12.69
"1095","2020-11-03",13.27
"1096","2020-11-04",13.17
"1097","2020-11-05",13.54
"1098","2020-11-06",13.06
"1099","2020-11-09",13.45
"1100","2020-11-10",14.2
"1101","2020-11-11",14.17
"1102","2020-11-12",13.85
"1103","2020-11-13",14.21
"1104","2020-11-16",14.51
"1105","2020-11-17",14.21
"1106","2020-11-18",13.88
"1107","2020-11-19",14.07
"1108","2020-11-20",13.9
"1109","2020-11-23",14.07
"1110","2020-11-24",14.15
"1111","2020-11-25",13.82
"1112","2020-11-27",13.64
