"","date","CNET"
"641","2012-02-29",2.625
"642","2012-03-01",2.5
"643","2012-03-02",2.525
"644","2012-03-05",2.55
"645","2012-03-06",2.575
"646","2012-03-07",2.575
"647","2012-03-08",2.5
"648","2012-03-09",2.6
"649","2012-03-12",2.6
"650","2012-03-13",2.575
"651","2012-03-14",2.625
"652","2012-03-15",2.575
"653","2012-03-16",2.525
"654","2012-03-19",2.7
"655","2012-03-20",2.45
"656","2012-03-21",2.475
"657","2012-03-22",2.525
"658","2012-03-23",2.425
"659","2012-03-26",2.45
"660","2012-03-27",2.525
"661","2012-03-28",2.5
"662","2012-03-29",2.5
"663","2012-03-30",2.475
"664","2012-04-02",2.55
"665","2012-04-03",2.375
"666","2012-04-04",2.375
"667","2012-04-05",2.375
"668","2012-04-09",2.525
"669","2012-04-10",2.325
"670","2012-04-11",2.25
"671","2012-04-12",2.275
"672","2012-04-13",2.5
"673","2012-04-16",1.875
"674","2012-04-17",1.8
"675","2012-04-18",1.625
"676","2012-04-19",2.1
"677","2012-04-20",2
"678","2012-04-23",2.1
"679","2012-04-24",2.1
"680","2012-04-25",2.2
"681","2012-04-26",2.125
"682","2012-04-27",2.25
"683","2012-04-30",2.375
"684","2012-05-01",2.65
"685","2012-05-02",2.525
"686","2012-05-03",2.375
"687","2012-05-04",2.575
"688","2012-05-07",2.225
"689","2012-05-08",2.15
"690","2012-05-09",2.05
"691","2012-05-10",2.125
"692","2012-05-11",2.025
"693","2012-05-14",1.925
"694","2012-05-15",1.775
"695","2012-05-16",2.075
"696","2012-05-17",1.875
"697","2012-05-18",1.825
"698","2012-05-21",1.725
"699","2012-05-22",1.85
"700","2012-05-23",1.575
"701","2012-05-24",1.7
"702","2012-05-25",1.7
"703","2012-05-29",1.775
"704","2012-05-30",1.825
"705","2012-05-31",2.075
"706","2012-06-01",2.075
"707","2012-06-04",2.05
"708","2012-06-05",2.05
"709","2012-06-06",1.875
"710","2012-06-07",1.8
"711","2012-06-08",1.725
"712","2012-06-11",1.8
"713","2012-06-12",1.75
"714","2012-06-13",1.75
"715","2012-06-14",1.8
"716","2012-06-15",1.85
"717","2012-06-18",1.8
"718","2012-06-19",1.75
"719","2012-06-20",1.825
"720","2012-06-21",1.75
"721","2012-06-22",1.75
"722","2012-06-25",1.725
"723","2012-06-26",1.8
"724","2012-06-27",1.775
"725","2012-06-28",1.725
"726","2012-06-29",1.75
"727","2012-07-02",1.725
"728","2012-07-03",1.7
"729","2012-07-05",1.7
"730","2012-07-06",1.675
"731","2012-07-09",1.675
"732","2012-07-10",1.6
"733","2012-07-11",1.575
"734","2012-07-12",1.5
"735","2012-07-13",1.5
"736","2012-07-16",1.55
"737","2012-07-17",1.525
"738","2012-07-18",1.575
"739","2012-07-19",1.525
"740","2012-07-20",1.45
"741","2012-07-23",1.5
"742","2012-07-24",1.5
"743","2012-07-25",1.5
"744","2012-07-26",1.5
"745","2012-07-27",1.65
"746","2012-07-30",1.525
"747","2012-07-31",1.575
"748","2012-08-01",1.5
"749","2012-08-02",1.5
"750","2012-08-03",1.5
"751","2012-08-06",1.55
"752","2012-08-07",1.425
"753","2012-08-08",1.45
"754","2012-08-09",1.475
"755","2012-08-10",1.475
"756","2012-08-13",1.6
"757","2012-08-14",1.45
"758","2012-08-15",1.45
"759","2012-08-16",1.475
"760","2012-08-17",1.475
"761","2012-08-20",1.475
"762","2012-08-21",1.575
"763","2012-08-22",1.5
"764","2012-08-23",1.55
"765","2012-08-24",1.55
"766","2012-08-27",1.55
"767","2012-08-28",1.45
"768","2012-08-29",1.525
"769","2012-08-30",1.45
"770","2012-08-31",1.425
"771","2012-09-04",1.4
"772","2012-09-05",1.4
"773","2012-09-06",1.375
"774","2012-09-07",1.325
"775","2012-09-10",1.25
"776","2012-09-11",1.3
"777","2012-09-12",1.125
"778","2012-09-13",1.25
"779","2012-09-14",1.25
"780","2012-09-17",1.125
"781","2012-09-18",1.1
"782","2012-09-19",1.075
"783","2012-09-20",0.925
"784","2012-09-21",0.925
"785","2012-09-24",1.025
"786","2012-09-25",0.95
"787","2012-09-26",0.925
"788","2012-09-27",1.025
"789","2012-09-28",1
"790","2012-10-01",1.225
"791","2012-10-02",1.175
"792","2012-10-03",1.3
"793","2012-10-04",1.175
"794","2012-10-05",1.175
"795","2012-10-08",1.175
"796","2012-10-09",1.15
"797","2012-10-10",1.1
"798","2012-10-11",1.35
"799","2012-10-12",1.5
"800","2012-10-15",1.5
"801","2012-10-16",1.675
"802","2012-10-17",1.75
"803","2012-10-18",1.8
"804","2012-10-19",1.75
"805","2012-10-22",1.7
"806","2012-10-23",1.7
"807","2012-10-24",1.825
"808","2012-10-25",1.95
"809","2012-10-26",1.9
"810","2012-10-31",2.15
"811","2012-11-01",2.175
"812","2012-11-02",2.125
"813","2012-11-05",2.25
"814","2012-11-06",2.275
"815","2012-11-07",2.4
"816","2012-11-08",2.525
"817","2012-11-09",2.575
"818","2012-11-12",2.575
"819","2012-11-13",2.525
"820","2012-11-14",2.525
"821","2012-11-15",2.575
"822","2012-11-16",2.575
"823","2012-11-19",2.625
"824","2012-11-20",3.05
"825","2012-11-21",2.7
"826","2012-11-23",2.625
"827","2012-11-26",2.5
"828","2012-11-27",2.575
"829","2012-11-28",2.575
"830","2012-11-29",2.575
"831","2012-11-30",2.575
"832","2012-12-03",2.5
"833","2012-12-04",2.075
"834","2012-12-05",1.95
"835","2012-12-06",2
"836","2012-12-07",2.15
"837","2012-12-10",2.025
"838","2012-12-11",2.1
"839","2012-12-12",2.125
"840","2012-12-13",1.9
"841","2012-12-14",1.875
"842","2012-12-17",2.05
"843","2012-12-18",1.95
"844","2012-12-19",2.375
"845","2012-12-20",2.075
"846","2012-12-21",2.625
"847","2012-12-24",2.6
"848","2012-12-26",2.4
"849","2012-12-27",2.175
"850","2012-12-28",2.275
"851","2012-12-31",2.075
"852","2013-01-02",2.175
"853","2013-01-03",2.175
"854","2013-01-04",2.225
"855","2013-01-07",2.3
"856","2013-01-08",2.225
"857","2013-01-09",2.25
"858","2013-01-10",2.275
"859","2013-01-11",2.225
"860","2013-01-14",2.175
"861","2013-01-15",2.125
"862","2013-01-16",2.05
"863","2013-01-17",2.05
"864","2013-01-18",2.05
"865","2013-01-22",2.15
"866","2013-01-23",2.1
"867","2013-01-24",2.1
"868","2013-01-25",2
"869","2013-01-28",1.8
"870","2013-01-29",1.775
"871","2013-01-30",1.85
"872","2013-01-31",2.125
"873","2013-02-01",2.525
"874","2013-02-04",2.1
"875","2013-02-05",2.125
"876","2013-02-06",2.125
"877","2013-02-07",2.125
"878","2013-02-08",2.125
"879","2013-02-11",2.125
"880","2013-02-12",2.125
"881","2013-02-13",2.125
"882","2013-02-14",2
"883","2013-02-15",1.95
"884","2013-02-19",2.075
"885","2013-02-20",2.075
"886","2013-02-21",2.05
"887","2013-02-22",1.925
"888","2013-02-25",2
"889","2013-02-26",1.9
"890","2013-02-27",2.1
"891","2013-02-28",2
"892","2013-03-01",2.05
"893","2013-03-04",2.075
"894","2013-03-05",1.95
"895","2013-03-06",2
"896","2013-03-07",2
"897","2013-03-08",1.975
"898","2013-03-11",2
"899","2013-03-12",1.975
"900","2013-03-13",2.075
"901","2013-03-14",2.3
"902","2013-03-15",2.55
"903","2013-03-18",2.25
"904","2013-03-19",2.2
"905","2013-03-20",2.25
"906","2013-03-21",2.2
"907","2013-03-22",2.025
"908","2013-03-25",2.1
"909","2013-03-26",2.1
"910","2013-03-27",2.1
"911","2013-03-28",2.125
"912","2013-04-01",1.925
"913","2013-04-02",2
"914","2013-04-03",1.975
"915","2013-04-04",1.9
"916","2013-04-05",1.875
"917","2013-04-08",1.9
"918","2013-04-09",1.875
"919","2013-04-10",1.825
"920","2013-04-11",1.85
"921","2013-04-12",1.875
"922","2013-04-15",1.875
"923","2013-04-16",1.75
"924","2013-04-17",1.775
"925","2013-04-18",1.825
"926","2013-04-19",1.8
"927","2013-04-22",1.9
"928","2013-04-23",1.775
"929","2013-04-24",1.875
"930","2013-04-25",2.3
"931","2013-04-26",1.9
"932","2013-04-29",1.925
"933","2013-04-30",1.925
"934","2013-05-01",1.875
"935","2013-05-02",1.8
"936","2013-05-03",1.875
"937","2013-05-06",1.8
"938","2013-05-07",1.825
"939","2013-05-08",1.9
"940","2013-05-09",1.65
"941","2013-05-10",1.7
"942","2013-05-13",1.675
"943","2013-05-14",1.6
"944","2013-05-15",1.575
"945","2013-05-16",1.55
"946","2013-05-17",1.525
"947","2013-05-20",1.5
"948","2013-05-21",1.375
"949","2013-05-22",1.375
"950","2013-05-23",1.55
"951","2013-05-24",1.525
"952","2013-05-28",1.5
"953","2013-05-29",1.4
"954","2013-05-30",1.45
"955","2013-05-31",1.325
"956","2013-06-03",1.4
"957","2013-06-04",1.325
"958","2013-06-05",1.525
"959","2013-06-06",1.5
"960","2013-06-07",1.6
"961","2013-06-10",1.575
"962","2013-06-11",1.65
"963","2013-06-12",1.6
"964","2013-06-13",1.55
"965","2013-06-14",1.525
"966","2013-06-17",1.575
"967","2013-06-18",1.55
"968","2013-06-19",1.575
"969","2013-06-20",1.55
"970","2013-06-21",1.55
"971","2013-06-24",1.425
"972","2013-06-25",1.5
"973","2013-06-26",1.425
"974","2013-06-27",1.55
"975","2013-06-28",1.475
"976","2013-07-01",1.425
"977","2013-07-02",1.4
"978","2013-07-03",1.5
"979","2013-07-05",1.375
"980","2013-07-08",1.4
"981","2013-07-09",1.275
"982","2013-07-10",1.3
"983","2013-07-11",1.35
"984","2013-07-12",1.35
"985","2013-07-15",1.275
"986","2013-07-16",1.275
"987","2013-07-17",1.35
"988","2013-07-18",1.35
"989","2013-07-19",1.25
"990","2013-07-22",1.275
"991","2013-07-23",1.3
"992","2013-07-24",1.225
"993","2013-07-25",1.225
"994","2013-07-26",1.175
"995","2013-07-29",1.125
"996","2013-07-30",1.05
"997","2013-07-31",1.225
"998","2013-08-01",1.25
"999","2013-08-02",1.375
"1000","2013-08-05",1.3
"1001","2013-08-06",1.4
"1002","2013-08-07",1.45
"1003","2013-08-08",1.475
"1004","2013-08-09",1.35
"1005","2013-08-12",1.425
"1006","2013-08-13",1.325
