"","date","REAL"
"189","2020-03-27",7.31
"190","2020-03-30",7.36
"191","2020-03-31",7.01
"192","2020-04-01",6.56
"193","2020-04-02",6.95
"194","2020-04-03",6.4
"195","2020-04-06",6.62
"196","2020-04-07",7.48
"197","2020-04-08",8.75
"198","2020-04-09",8.16
"199","2020-04-13",8
"200","2020-04-14",7.99
"201","2020-04-15",8.67
"202","2020-04-16",9.22
"203","2020-04-17",10.155
"204","2020-04-20",9.88
"205","2020-04-21",9.55
"206","2020-04-22",9.54
"207","2020-04-23",9.43
"208","2020-04-24",10.11
"209","2020-04-27",11.66
"210","2020-04-28",11.2
"211","2020-04-29",12.47
"212","2020-04-30",11.74
"213","2020-05-01",11.91
"214","2020-05-04",11.66
"215","2020-05-05",12.12
"216","2020-05-06",11.82
"217","2020-05-07",12.81
"218","2020-05-08",13.92
"219","2020-05-11",12.81
"220","2020-05-12",12.77
"221","2020-05-13",12.63
"222","2020-05-14",12.03
"223","2020-05-15",12.51
"224","2020-05-18",12.17
"225","2020-05-19",12.44
"226","2020-05-20",12.31
"227","2020-05-21",12.52
"228","2020-05-22",12.49
"229","2020-05-26",13.06
"230","2020-05-27",14.07
"231","2020-05-28",13.51
"232","2020-05-29",13.41
"233","2020-06-01",13.88
"234","2020-06-02",13.81
"235","2020-06-03",14.7
"236","2020-06-04",14.78
"237","2020-06-05",14.44
"238","2020-06-08",15
"239","2020-06-09",15.37
"240","2020-06-10",13.94
"241","2020-06-11",12.06
"242","2020-06-12",12.54
"243","2020-06-15",13.15
"244","2020-06-16",13.57
"245","2020-06-17",14.17
"246","2020-06-18",14.03
"247","2020-06-19",13.95
"248","2020-06-22",14.48
"249","2020-06-23",14.89
"250","2020-06-24",13.96
"251","2020-06-25",14.4
"252","2020-06-26",13.4
"253","2020-06-29",12.83
"254","2020-06-30",12.79
"255","2020-07-01",13.99
"256","2020-07-02",14.06
"257","2020-07-06",14.25
"258","2020-07-07",14.48
"259","2020-07-08",15.1
"260","2020-07-09",14.3
"261","2020-07-10",13.775
"262","2020-07-13",12.32
"263","2020-07-14",12.01
"264","2020-07-15",12.87
"265","2020-07-16",13.48
"266","2020-07-17",13.59
"267","2020-07-20",14.35
"268","2020-07-21",14.46
"269","2020-07-22",14.35
"270","2020-07-23",13.94
"271","2020-07-24",13.17
"272","2020-07-27",13.83
"273","2020-07-28",13.23
"274","2020-07-29",13.93
"275","2020-07-30",13.68
"276","2020-07-31",13.64
"277","2020-08-03",14.405
"278","2020-08-04",14.71
"279","2020-08-05",14.7
"280","2020-08-06",15.08
"281","2020-08-07",14.98
"282","2020-08-10",15.555
"283","2020-08-11",16.51
"284","2020-08-12",16.6
"285","2020-08-13",16.870001
"286","2020-08-14",16.83
"287","2020-08-17",16.51
"288","2020-08-18",17.565001
"289","2020-08-19",17.42
"290","2020-08-20",17.57
"291","2020-08-21",17.67
"292","2020-08-24",17.51
"293","2020-08-25",17.434999
"294","2020-08-26",17.030001
"295","2020-08-27",16.469999
"296","2020-08-28",16.360001
"297","2020-08-31",16.059999
"298","2020-09-01",16.93
"299","2020-09-02",16.764999
"300","2020-09-03",15.64
"301","2020-09-04",15.26
"302","2020-09-08",15.1
"303","2020-09-09",15.73
"304","2020-09-10",15.2
"305","2020-09-11",15.05
"306","2020-09-14",16.33
"307","2020-09-15",16.5
"308","2020-09-16",16.27
"309","2020-09-17",16.43
"310","2020-09-18",16.41
"311","2020-09-21",15.86
"312","2020-09-22",16.51
"313","2020-09-23",15.76
"314","2020-09-24",15.35
"315","2020-09-25",15.36
"316","2020-09-28",15.47
"317","2020-09-29",15.21
"318","2020-09-30",14.47
"319","2020-10-01",14.91
"320","2020-10-02",14.75
"321","2020-10-05",16
"322","2020-10-06",15.25
"323","2020-10-07",15.81
"324","2020-10-08",15.58
"325","2020-10-09",15.5
"326","2020-10-12",15.36
"327","2020-10-13",15.87
"328","2020-10-14",15.65
"329","2020-10-15",15.15
"330","2020-10-16",14.27
"331","2020-10-19",14.08
"332","2020-10-20",14.095
"333","2020-10-21",13.72
"334","2020-10-22",14
"335","2020-10-23",14.5
"336","2020-10-26",13.86
"337","2020-10-27",13.76
"338","2020-10-28",13.15
"339","2020-10-29",13.63
"340","2020-10-30",12.59
"341","2020-11-02",13.19
"342","2020-11-03",13.92
"343","2020-11-04",13.87
"344","2020-11-05",15.04
"345","2020-11-06",15.62
"346","2020-11-09",16.25
"347","2020-11-10",14.2
"348","2020-11-11",14.2
"349","2020-11-12",13.5
"350","2020-11-13",13.29
"351","2020-11-16",13.06
"352","2020-11-17",13.29
"353","2020-11-18",13.21
"354","2020-11-19",13.44
"355","2020-11-20",13.01
"356","2020-11-23",13.44
"357","2020-11-24",14.22
"358","2020-11-25",14.3
"359","2020-11-27",14.54
