"","date","ESCA"
"86","2007-05-07",9.78
"87","2007-05-08",9.81
"88","2007-05-09",9.97
"89","2007-05-10",9.78
"90","2007-05-11",9.9
"91","2007-05-14",10
"92","2007-05-15",9.8
"93","2007-05-16",9.76
"94","2007-05-17",9.7
"95","2007-05-18",9.36
"96","2007-05-21",9.45
"97","2007-05-22",9.35
"98","2007-05-23",9.29
"99","2007-05-24",9.32
"100","2007-05-25",9.45
"101","2007-05-29",9.49
"102","2007-05-30",9.47
"103","2007-05-31",9.48
"104","2007-06-01",9.33
"105","2007-06-04",9.5
"106","2007-06-05",9.52
"107","2007-06-06",9.39
"108","2007-06-07",9.35
"109","2007-06-08",9.49
"110","2007-06-11",9.42
"111","2007-06-12",9.45
"112","2007-06-13",9.42
"113","2007-06-14",9.45
"114","2007-06-15",9.35
"115","2007-06-18",9.39
"116","2007-06-19",9.39
"117","2007-06-20",9.25
"118","2007-06-21",9.45
"119","2007-06-22",9.4
"120","2007-06-25",9.32
"121","2007-06-26",9.33
"122","2007-06-27",9.32
"123","2007-06-28",9.32
"124","2007-06-29",9.34
"125","2007-07-02",9.29
"126","2007-07-03",9.28
"127","2007-07-05",9.42
"128","2007-07-06",9.48
"129","2007-07-09",9.45
"130","2007-07-10",9.44
"131","2007-07-11",9.51
"132","2007-07-12",9.59
"133","2007-07-13",9.57
"134","2007-07-16",9.59
"135","2007-07-17",9.45
"136","2007-07-18",9.51
"137","2007-07-19",9.51
"138","2007-07-20",9.51
"139","2007-07-23",9.59
"140","2007-07-24",9.58
"141","2007-07-25",9.46
"142","2007-07-26",9.5
"143","2007-07-27",9.5
"144","2007-07-30",9.2
"145","2007-07-31",9.31
"146","2007-08-01",8.61
"147","2007-08-02",8.33
"148","2007-08-03",8.49
"149","2007-08-06",8.33
"150","2007-08-07",8.42
"151","2007-08-08",8.43
"152","2007-08-09",8.44
"153","2007-08-10",8.51
"154","2007-08-13",8.52
"155","2007-08-14",8.31
"156","2007-08-15",8.7
"157","2007-08-16",8.64
"158","2007-08-17",8.63
"159","2007-08-20",8.5
"160","2007-08-21",8.49
"161","2007-08-22",8.49
"162","2007-08-23",8.6
"163","2007-08-24",8.5
"164","2007-08-27",8.51
"165","2007-08-28",8.55
"166","2007-08-29",8.5
"167","2007-08-30",8.46
"168","2007-08-31",8.5
"169","2007-09-04",8.5
"170","2007-09-05",8.5
"171","2007-09-06",8.76
"172","2007-09-07",8.82
"173","2007-09-10",8.8
"174","2007-09-11",8.77
"175","2007-09-12",8.84
"176","2007-09-13",9.02
"177","2007-09-14",9
"178","2007-09-17",8.98
"179","2007-09-18",9
"180","2007-09-19",9.03
"181","2007-09-20",9.12
"182","2007-09-21",9.29
"183","2007-09-24",8.99
"184","2007-09-25",9.38
"185","2007-09-26",9.63
"186","2007-09-27",9.66
"187","2007-09-28",9.89
"188","2007-10-01",9.94
"189","2007-10-02",9.84
"190","2007-10-03",9.89
"191","2007-10-04",9.89
"192","2007-10-05",9.95
"193","2007-10-08",9.88
"194","2007-10-09",9.76
"195","2007-10-10",9.87
"196","2007-10-11",9.77
"197","2007-10-12",9.87
"198","2007-10-15",9.6
"199","2007-10-16",9.69
"200","2007-10-17",9.79
"201","2007-10-18",9.9
"202","2007-10-19",9.9
"203","2007-10-22",9.83
"204","2007-10-23",9.87
"205","2007-10-24",9.85
"206","2007-10-25",9.89
"207","2007-10-26",9.32
"208","2007-10-29",9.27
"209","2007-10-30",9.29
"210","2007-10-31",9.42
"211","2007-11-01",9.5
"212","2007-11-02",9.36
"213","2007-11-05",9.5
"214","2007-11-06",9.57
"215","2007-11-07",9.42
"216","2007-11-08",9.46
"217","2007-11-09",9.4
"218","2007-11-12",9.45
"219","2007-11-13",9.52
"220","2007-11-14",9.5
"221","2007-11-15",9.5
"222","2007-11-16",9.58
"223","2007-11-19",9.44
"224","2007-11-20",9.44
"225","2007-11-21",9.27
"226","2007-11-23",9.03
"227","2007-11-26",9.28
"228","2007-11-27",9.3
"229","2007-11-28",9.48
"230","2007-11-29",9.36
"231","2007-11-30",9.36
"232","2007-12-03",9.37
"233","2007-12-04",9.25
"234","2007-12-05",9.34
"235","2007-12-06",9.32
"236","2007-12-07",9.34
"237","2007-12-10",9.35
"238","2007-12-11",9.34
"239","2007-12-12",9.3
"240","2007-12-13",9.3
"241","2007-12-14",9.2
"242","2007-12-17",9.24
"243","2007-12-18",9.26
"244","2007-12-19",9.15
"245","2007-12-20",9.27
"246","2007-12-21",9.23
"247","2007-12-24",9.24
"248","2007-12-26",9.2
"249","2007-12-27",9.1
"250","2007-12-28",9.25
"251","2007-12-31",9.13
"252","2008-01-02",9.25
"253","2008-01-03",9.2
"254","2008-01-04",9.35
"255","2008-01-07",9.23
"256","2008-01-08",9.15
"257","2008-01-09",9.23
"258","2008-01-10",9.05
"259","2008-01-11",9
"260","2008-01-14",9.1
"261","2008-01-15",9.1
"262","2008-01-16",9.13
"263","2008-01-17",9
"264","2008-01-18",8.79
"265","2008-01-22",8.6
"266","2008-01-23",8.4
"267","2008-01-24",8.46
"268","2008-01-25",8.75
"269","2008-01-28",8.88
"270","2008-01-29",8.82
"271","2008-01-30",9
"272","2008-01-31",9.07
"273","2008-02-01",9.09
"274","2008-02-04",9.05
"275","2008-02-05",9.06
"276","2008-02-06",9.12
"277","2008-02-07",9.14
"278","2008-02-08",9.1
"279","2008-02-11",9.1
"280","2008-02-12",9.12
"281","2008-02-13",8.92
"282","2008-02-14",8.92
"283","2008-02-15",9
"284","2008-02-19",9
"285","2008-02-20",8.8
"286","2008-02-21",8.99
"287","2008-02-22",9.06
"288","2008-02-25",9
"289","2008-02-26",9.09
"290","2008-02-27",9.08
"291","2008-02-28",9.08
"292","2008-02-29",9.1
"293","2008-03-03",9.05
"294","2008-03-04",9.1
"295","2008-03-05",9.09
"296","2008-03-06",9.06
"297","2008-03-07",9.08
"298","2008-03-10",9.1
"299","2008-03-11",9.1
"300","2008-03-12",9
"301","2008-03-13",8.97
"302","2008-03-14",8.93
"303","2008-03-17",8.65
"304","2008-03-18",8.95
"305","2008-03-19",8.98
"306","2008-03-20",8.85
"307","2008-03-24",8.95
"308","2008-03-25",9
"309","2008-03-26",8.91
"310","2008-03-27",8.92
"311","2008-03-28",8.92
"312","2008-03-31",8.99
"313","2008-04-01",8.87
"314","2008-04-02",8.97
"315","2008-04-03",9.06
"316","2008-04-04",8.95
"317","2008-04-07",8.95
"318","2008-04-08",8.91
"319","2008-04-09",8.94
"320","2008-04-10",8.8
"321","2008-04-11",8.46
"322","2008-04-14",8
"323","2008-04-15",8.25
"324","2008-04-16",8.37
"325","2008-04-17",8.16
"326","2008-04-18",8.22
"327","2008-04-21",8.11
"328","2008-04-22",8.05
"329","2008-04-23",8.1
"330","2008-04-24",8.06
"331","2008-04-25",8.03
"332","2008-04-28",7.27
"333","2008-04-29",6.85
"334","2008-04-30",6.9
"335","2008-05-01",6.85
"336","2008-05-02",6.54
"337","2008-05-05",6.45
"338","2008-05-06",6.51
"339","2008-05-07",6.35
"340","2008-05-08",6.48
"341","2008-05-09",6.36
"342","2008-05-12",6.27
"343","2008-05-13",6.25
"344","2008-05-14",6.18
"345","2008-05-15",6.62
"346","2008-05-16",6.52
"347","2008-05-19",6.37
"348","2008-05-20",6.09
"349","2008-05-21",6.15
"350","2008-05-22",6.09
"351","2008-05-23",5.96
"352","2008-05-27",6.06
"353","2008-05-28",6.06
"354","2008-05-29",6.16
"355","2008-05-30",6.33
"356","2008-06-02",6.2
"357","2008-06-03",6.36
"358","2008-06-04",6.08
"359","2008-06-05",6.23
"360","2008-06-06",5.99
"361","2008-06-09",5.79
"362","2008-06-10",5.59
"363","2008-06-11",5.85
"364","2008-06-12",5.57
"365","2008-06-13",5.76
"366","2008-06-16",5.71
"367","2008-06-17",5.7
"368","2008-06-18",5.7
"369","2008-06-19",5.93
"370","2008-06-20",5.91
"371","2008-06-23",5.77
"372","2008-06-24",5.53
"373","2008-06-25",5.66
"374","2008-06-26",5.3
"375","2008-06-27",5.1
"376","2008-06-30",5.41
"377","2008-07-01",5.25
"378","2008-07-02",5.1
"379","2008-07-03",5.05
"380","2008-07-07",4.95
"381","2008-07-08",5.01
"382","2008-07-09",5.15
"383","2008-07-10",5.12
"384","2008-07-11",4.99
"385","2008-07-14",4.77
"386","2008-07-15",4.66
"387","2008-07-16",4.3
"388","2008-07-17",4.79
"389","2008-07-18",4.85
"390","2008-07-21",4.85
"391","2008-07-22",5.39
"392","2008-07-23",5.39
"393","2008-07-24",5.4
"394","2008-07-25",5.4
"395","2008-07-28",5.4
"396","2008-07-29",4.99
"397","2008-07-30",5.27
"398","2008-07-31",4.51
"399","2008-08-01",4.51
"400","2008-08-04",4.08
"401","2008-08-05",3.46
"402","2008-08-06",3.99
"403","2008-08-07",3.67
"404","2008-08-08",3.35
"405","2008-08-11",3.41
"406","2008-08-12",3.65
"407","2008-08-13",3.57
"408","2008-08-14",3.76
"409","2008-08-15",3.74
"410","2008-08-18",3.47
"411","2008-08-19",3.4
"412","2008-08-20",3.4
"413","2008-08-21",3.31
"414","2008-08-22",3.31
"415","2008-08-25",3.31
"416","2008-08-26",3.38
"417","2008-08-27",3.32
"418","2008-08-28",3.25
"419","2008-08-29",2.95
"420","2008-09-02",2.9
"421","2008-09-03",3.22
"422","2008-09-04",3.18
"423","2008-09-05",2.98
"424","2008-09-08",3.05
"425","2008-09-09",3.07
"426","2008-09-10",3.07
"427","2008-09-11",2.99
"428","2008-09-12",3.2
"429","2008-09-15",3.05
"430","2008-09-16",3.13
"431","2008-09-17",3.05
"432","2008-09-18",3.17
"433","2008-09-19",3.15
"434","2008-09-22",3.15
"435","2008-09-23",3.1
"436","2008-09-24",2.89
"437","2008-09-25",2.8
"438","2008-09-26",2.8
"439","2008-09-29",3.38
"440","2008-09-30",3
"441","2008-10-01",2.86
"442","2008-10-02",2.81
"443","2008-10-03",2.57
"444","2008-10-06",2.34
"445","2008-10-07",1.88
"446","2008-10-08",1.75
"447","2008-10-09",1.74
"448","2008-10-10",1.53
"449","2008-10-13",1.45
"450","2008-10-14",1.19
"451","2008-10-15",1.18
"452","2008-10-16",1.1
"453","2008-10-17",1.03
"454","2008-10-20",1.3
"455","2008-10-21",1.57
"456","2008-10-22",1.9
"457","2008-10-23",1.44
"458","2008-10-24",1.38
"459","2008-10-27",1.29
"460","2008-10-28",1.46
"461","2008-10-29",1.29
"462","2008-10-30",1.49
"463","2008-10-31",1.36
"464","2008-11-03",1.25
"465","2008-11-04",1.27
"466","2008-11-05",1.25
"467","2008-11-06",1.29
"468","2008-11-07",1.26
"469","2008-11-10",1.29
"470","2008-11-11",1.21
"471","2008-11-12",1.23
"472","2008-11-13",1.28
"473","2008-11-14",1.44
"474","2008-11-17",1.25
"475","2008-11-18",1.2
"476","2008-11-19",0.86
"477","2008-11-20",0.86
"478","2008-11-21",0.86
"479","2008-11-24",0.95
"480","2008-11-25",1.02
"481","2008-11-26",1.04
"482","2008-11-28",1.1
"483","2008-12-01",1.15
"484","2008-12-02",0.95
"485","2008-12-03",0.9
"486","2008-12-04",0.95
"487","2008-12-05",0.81
"488","2008-12-08",0.78
"489","2008-12-09",0.8
"490","2008-12-10",0.76
"491","2008-12-11",0.59
"492","2008-12-12",0.56
"493","2008-12-15",0.58
"494","2008-12-16",0.56
"495","2008-12-17",0.62
"496","2008-12-18",0.52
"497","2008-12-19",0.65
"498","2008-12-22",0.65
"499","2008-12-23",0.57
"500","2008-12-24",0.53
"501","2008-12-26",0.59
"502","2008-12-29",0.62
"503","2008-12-30",0.62
"504","2008-12-31",0.75
"505","2009-01-02",0.71
"506","2009-01-05",0.72
"507","2009-01-06",0.75
"508","2009-01-07",0.81
"509","2009-01-08",0.8
"510","2009-01-09",0.85
"511","2009-01-12",0.95
"512","2009-01-13",0.9
"513","2009-01-14",1.12
"514","2009-01-15",1.14
"515","2009-01-16",0.95
"516","2009-01-20",0.95
"517","2009-01-21",0.73
"518","2009-01-22",0.81
"519","2009-01-23",0.76
"520","2009-01-26",0.7
"521","2009-01-27",0.67
"522","2009-01-28",0.74
"523","2009-01-29",0.51
"524","2009-01-30",0.5
"525","2009-02-02",0.55
"526","2009-02-03",0.66
"527","2009-02-04",0.65
"528","2009-02-05",0.58
"529","2009-02-06",0.6
"530","2009-02-09",0.57
"531","2009-02-10",0.56
"532","2009-02-11",0.57
"533","2009-02-12",0.6
"534","2009-02-13",0.6
"535","2009-02-17",0.6
"536","2009-02-18",0.48
"537","2009-02-19",0.33
"538","2009-02-20",0.4
"539","2009-02-23",0.41
"540","2009-02-24",0.49
"541","2009-02-25",0.47
"542","2009-02-26",0.47
"543","2009-02-27",0.44
"544","2009-03-02",0.42
"545","2009-03-03",0.41
"546","2009-03-04",0.41
"547","2009-03-05",0.42
"548","2009-03-06",0.41
"549","2009-03-09",0.46
"550","2009-03-10",0.46
"551","2009-03-11",0.57
"552","2009-03-12",0.49
"553","2009-03-13",0.49
"554","2009-03-16",0.51
"555","2009-03-17",0.54
"556","2009-03-18",0.47
"557","2009-03-19",0.5
"558","2009-03-20",0.46
"559","2009-03-23",0.48
"560","2009-03-24",0.56
"561","2009-03-25",0.9
"562","2009-03-26",0.8
"563","2009-03-27",0.85
"564","2009-03-30",0.79
"565","2009-03-31",0.64
"566","2009-04-01",0.75
"567","2009-04-02",0.76
"568","2009-04-03",0.75
"569","2009-04-06",0.69
"570","2009-04-07",0.69
"571","2009-04-08",0.73
"572","2009-04-09",0.74
"573","2009-04-13",0.63
"574","2009-04-14",0.7
"575","2009-04-15",0.7
"576","2009-04-16",0.75
"577","2009-04-17",0.81
"578","2009-04-20",0.66
"579","2009-04-21",0.75
"580","2009-04-22",0.93
"581","2009-04-23",0.81
"582","2009-04-24",0.89
"583","2009-04-27",0.88
"584","2009-04-28",0.99
"585","2009-04-29",0.99
"586","2009-04-30",0.94
"587","2009-05-01",0.98
"588","2009-05-04",1.1
"589","2009-05-05",1.15
"590","2009-05-06",1.14
"591","2009-05-07",1.14
"592","2009-05-08",1.48
"593","2009-05-11",1.4
"594","2009-05-12",1.37
"595","2009-05-13",1.19
"596","2009-05-14",1.19
"597","2009-05-15",1.29
"598","2009-05-18",1.29
"599","2009-05-19",1.28
"600","2009-05-20",1.28
"601","2009-05-21",1.33
"602","2009-05-22",1.25
"603","2009-05-26",1.13
"604","2009-05-27",1.18
"605","2009-05-28",1.18
"606","2009-05-29",1.4
"607","2009-06-01",1.2
"608","2009-06-02",1.24
"609","2009-06-03",1.23
"610","2009-06-04",1.24
"611","2009-06-05",1.24
"612","2009-06-08",1.22
"613","2009-06-09",1.27
"614","2009-06-10",1.25
"615","2009-06-11",1.25
"616","2009-06-12",1.13
"617","2009-06-15",1.09
"618","2009-06-16",1.07
"619","2009-06-17",1
"620","2009-06-18",1.12
"621","2009-06-19",1.03
"622","2009-06-22",0.82
"623","2009-06-23",0.8
"624","2009-06-24",0.78
"625","2009-06-25",0.8
"626","2009-06-26",0.63
"627","2009-06-29",0.83
"628","2009-06-30",0.85
"629","2009-07-01",1.07
"630","2009-07-02",0.95
"631","2009-07-06",0.91
"632","2009-07-07",0.8
"633","2009-07-08",0.8
"634","2009-07-09",0.8
"635","2009-07-10",1
"636","2009-07-13",0.8
"637","2009-07-14",0.8
"638","2009-07-15",0.99
"639","2009-07-16",0.97
"640","2009-07-17",1
"641","2009-07-20",1
"642","2009-07-21",0.95
"643","2009-07-22",1
"644","2009-07-23",1
"645","2009-07-24",0.95
"646","2009-07-27",0.9
"647","2009-07-28",1
"648","2009-07-29",0.85
"649","2009-07-30",0.99
"650","2009-07-31",0.96
"651","2009-08-03",0.99
"652","2009-08-04",1.01
"653","2009-08-05",1.04
"654","2009-08-06",1.29
"655","2009-08-07",1.3
"656","2009-08-10",1.35
"657","2009-08-11",1.41
"658","2009-08-12",1.82
"659","2009-08-13",1.94
"660","2009-08-14",1.9
"661","2009-08-17",1.75
"662","2009-08-18",1.9
"663","2009-08-19",1.71
"664","2009-08-20",1.79
"665","2009-08-21",1.84
"666","2009-08-24",1.8
"667","2009-08-25",1.86
"668","2009-08-26",1.88
"669","2009-08-27",1.75
"670","2009-08-28",1.8
"671","2009-08-31",1.78
"672","2009-09-01",1.75
"673","2009-09-02",1.75
"674","2009-09-03",1.75
"675","2009-09-04",1.79
"676","2009-09-08",1.8
"677","2009-09-09",1.8
"678","2009-09-10",1.77
"679","2009-09-11",1.71
"680","2009-09-14",1.75
"681","2009-09-15",1.8
"682","2009-09-16",2
"683","2009-09-17",2.75
"684","2009-09-18",2.22
"685","2009-09-21",2.43
"686","2009-09-22",2.3
"687","2009-09-23",2.75
"688","2009-09-24",2.95
"689","2009-09-25",2.95
"690","2009-09-28",2.84
"691","2009-09-29",2.8
"692","2009-09-30",2.52
"693","2009-10-01",2.5
"694","2009-10-02",2.55
"695","2009-10-05",2.37
"696","2009-10-06",2.49
"697","2009-10-07",2.45
"698","2009-10-08",2.47
"699","2009-10-09",2.65
"700","2009-10-12",2.75
"701","2009-10-13",2.7
"702","2009-10-14",2.73
"703","2009-10-15",2.77
"704","2009-10-16",2.85
"705","2009-10-19",2.7
"706","2009-10-20",2.95
"707","2009-10-21",2.9
"708","2009-10-22",2.73
"709","2009-10-23",2.88
"710","2009-10-26",2.87
"711","2009-10-27",2.94
"712","2009-10-28",2.72
"713","2009-10-29",2.62
"714","2009-10-30",2.43
"715","2009-11-02",2.48
"716","2009-11-03",2.46
"717","2009-11-04",2.55
"718","2009-11-05",2.78
"719","2009-11-06",2.38
"720","2009-11-09",2.41
"721","2009-11-10",2.14
"722","2009-11-11",2.1
"723","2009-11-12",2.25
"724","2009-11-13",2.32
"725","2009-11-16",2.44
"726","2009-11-17",2.5
"727","2009-11-18",2.5
"728","2009-11-19",2.43
"729","2009-11-20",2.44
"730","2009-11-23",2.19
"731","2009-11-24",2.19
"732","2009-11-25",2.43
"733","2009-11-27",2.43
"734","2009-11-30",2.43
"735","2009-12-01",2.16
"736","2009-12-02",2.1
"737","2009-12-03",2.1
"738","2009-12-04",2.11
"739","2009-12-07",2.1
"740","2009-12-08",2.08
"741","2009-12-09",2.05
"742","2009-12-10",2.3
"743","2009-12-11",2.33
"744","2009-12-14",2.29
"745","2009-12-15",2.31
"746","2009-12-16",2.13
"747","2009-12-17",2.38
"748","2009-12-18",2.62
"749","2009-12-21",2.39
"750","2009-12-22",2.46
"751","2009-12-23",2.3
"752","2009-12-24",2.32
"753","2009-12-28",2.3
"754","2009-12-29",2.29
"755","2009-12-30",2.21
"756","2009-12-31",2.48
"757","2010-01-04",2.7
"758","2010-01-05",2.42
"759","2010-01-06",2.35
"760","2010-01-07",2.65
"761","2010-01-08",2.45
"762","2010-01-11",2.6
"763","2010-01-12",2.53
"764","2010-01-13",2.62
"765","2010-01-14",2.62
"766","2010-01-15",2.54
"767","2010-01-19",2.52
"768","2010-01-20",2.39
"769","2010-01-21",2.31
"770","2010-01-22",2.28
"771","2010-01-25",2.36
"772","2010-01-26",2.72
"773","2010-01-27",2.66
"774","2010-01-28",2.53
"775","2010-01-29",2.43
"776","2010-02-01",2.74
"777","2010-02-02",2.69
"778","2010-02-03",2.69
"779","2010-02-04",2.61
"780","2010-02-05",2.5
"781","2010-02-08",2.65
"782","2010-02-09",2.6
"783","2010-02-10",2.35
"784","2010-02-11",2.7
"785","2010-02-12",2.68
"786","2010-02-16",2.54
"787","2010-02-17",2.61
"788","2010-02-18",2.57
"789","2010-02-19",2.54
"790","2010-02-22",2.44
"791","2010-02-23",2.69
"792","2010-02-24",2.42
"793","2010-02-25",2.59
"794","2010-02-26",2.56
"795","2010-03-01",2.65
"796","2010-03-02",2.68
"797","2010-03-03",2.57
"798","2010-03-04",2.54
"799","2010-03-05",2.57
"800","2010-03-08",2.68
"801","2010-03-09",2.59
"802","2010-03-10",2.6
"803","2010-03-11",2.61
"804","2010-03-12",2.56
"805","2010-03-15",2.6
"806","2010-03-16",2.6
"807","2010-03-17",2.65
"808","2010-03-18",2.55
"809","2010-03-19",2.55
"810","2010-03-22",2.89
"811","2010-03-23",2.83
"812","2010-03-24",2.61
"813","2010-03-25",2.56
"814","2010-03-26",2.69
"815","2010-03-29",2.67
"816","2010-03-30",2.62
"817","2010-03-31",2.64
"818","2010-04-01",2.63
"819","2010-04-05",2.83
"820","2010-04-06",2.85
"821","2010-04-07",2.93
"822","2010-04-08",2.99
"823","2010-04-09",3
"824","2010-04-12",3.19
"825","2010-04-13",3.4
"826","2010-04-14",3.38
"827","2010-04-15",3.65
"828","2010-04-16",4.16
"829","2010-04-19",4.03
"830","2010-04-20",4.14
"831","2010-04-21",4.3
"832","2010-04-22",4.65
"833","2010-04-23",4.55
"834","2010-04-26",4.45
"835","2010-04-27",4.35
"836","2010-04-28",3.85
"837","2010-04-29",3.9
"838","2010-04-30",3.85
"839","2010-05-03",4.25
"840","2010-05-04",4.13
"841","2010-05-05",3.73
"842","2010-05-06",3.96
"843","2010-05-07",3.77
"844","2010-05-10",3.98
"845","2010-05-11",4.04
"846","2010-05-12",4.1
"847","2010-05-13",4.23
"848","2010-05-14",4.11
"849","2010-05-17",4.55
"850","2010-05-18",4.8
"851","2010-05-19",4.81
"852","2010-05-20",4.54
"853","2010-05-21",4.21
"854","2010-05-24",4.48
"855","2010-05-25",4.39
"856","2010-05-26",4.46
"857","2010-05-27",4.66
"858","2010-05-28",4.8
"859","2010-06-01",5
"860","2010-06-02",5
"861","2010-06-03",4.98
"862","2010-06-04",4.95
"863","2010-06-07",4.4
"864","2010-06-08",4.65
"865","2010-06-09",4.32
"866","2010-06-10",4.89
"867","2010-06-11",4.55
"868","2010-06-14",4.69
"869","2010-06-15",4.53
"870","2010-06-16",4.62
"871","2010-06-17",4.79
"872","2010-06-18",4.85
"873","2010-06-21",5
"874","2010-06-22",4.96
"875","2010-06-23",4.99
"876","2010-06-24",5
"877","2010-06-25",4.91
"878","2010-06-28",4.57
"879","2010-06-29",4.72
"880","2010-06-30",4.91
"881","2010-07-01",4.93
"882","2010-07-02",4.78
"883","2010-07-06",4.63
"884","2010-07-07",4.66
"885","2010-07-08",4.75
"886","2010-07-09",4.72
"887","2010-07-12",4.88
"888","2010-07-13",5
"889","2010-07-14",5
"890","2010-07-15",4.9
"891","2010-07-16",4.61
"892","2010-07-19",4.31
"893","2010-07-20",4.87
"894","2010-07-21",4.6
"895","2010-07-22",4.64
"896","2010-07-23",4.65
"897","2010-07-26",4.74
"898","2010-07-27",4.85
"899","2010-07-28",4.65
"900","2010-07-29",4.8
"901","2010-07-30",4.82
"902","2010-08-02",4.82
"903","2010-08-03",4.82
"904","2010-08-04",4.94
"905","2010-08-05",4.95
"906","2010-08-06",5.1
"907","2010-08-09",5.47
"908","2010-08-10",5.37
"909","2010-08-11",5.35
"910","2010-08-12",5.5
"911","2010-08-13",5.5
"912","2010-08-16",5.51
"913","2010-08-17",5.44
"914","2010-08-18",5.43
"915","2010-08-19",5.17
"916","2010-08-20",5.05
"917","2010-08-23",4.88
"918","2010-08-24",5.22
"919","2010-08-25",4.87
"920","2010-08-26",4.9
"921","2010-08-27",4.92
"922","2010-08-30",4.97
"923","2010-08-31",4.9
"924","2010-09-01",4.82
"925","2010-09-02",4.82
"926","2010-09-03",4.85
"927","2010-09-07",4.6
"928","2010-09-08",4.82
"929","2010-09-09",4.89
"930","2010-09-10",4.88
"931","2010-09-13",5.09
"932","2010-09-14",5.39
"933","2010-09-15",5.48
"934","2010-09-16",5.47
"935","2010-09-17",5.6
"936","2010-09-20",5.41
"937","2010-09-21",5.48
"938","2010-09-22",5.01
"939","2010-09-23",5.1
"940","2010-09-24",5.08
"941","2010-09-27",4.95
"942","2010-09-28",4.91
"943","2010-09-29",4.87
"944","2010-09-30",4.81
"945","2010-10-01",4.67
"946","2010-10-04",4.65
"947","2010-10-05",4.6
"948","2010-10-06",4.59
"949","2010-10-07",4.59
"950","2010-10-08",4.61
"951","2010-10-11",4.58
"952","2010-10-12",4.63
"953","2010-10-13",4.66
"954","2010-10-14",4.53
"955","2010-10-15",4.29
"956","2010-10-18",4.59
"957","2010-10-19",4.31
"958","2010-10-20",4.47
"959","2010-10-21",4.45
"960","2010-10-22",4.44
"961","2010-10-25",4.28
"962","2010-10-26",4.37
"963","2010-10-27",4.5
"964","2010-10-28",4.48
"965","2010-10-29",4.5
"966","2010-11-01",4.81
"967","2010-11-02",4.85
"968","2010-11-03",4.86
"969","2010-11-04",4.89
"970","2010-11-05",4.89
"971","2010-11-08",4.7
"972","2010-11-09",4.52
"973","2010-11-10",4.9
"974","2010-11-11",4.77
"975","2010-11-12",4.9
"976","2010-11-15",5.08
"977","2010-11-16",5.36
"978","2010-11-17",5.1
"979","2010-11-18",5.14
"980","2010-11-19",5.15
"981","2010-11-22",5.35
"982","2010-11-23",5.39
"983","2010-11-24",5.3
"984","2010-11-26",5.34
"985","2010-11-29",5.32
"986","2010-11-30",5.19
"987","2010-12-01",5.17
"988","2010-12-02",5.24
"989","2010-12-03",5.25
"990","2010-12-06",5.43
"991","2010-12-07",5.6
"992","2010-12-08",5.78
"993","2010-12-09",6.29
"994","2010-12-10",6.23
"995","2010-12-13",6.19
"996","2010-12-14",6.15
"997","2010-12-15",6.05
"998","2010-12-16",6.3
"999","2010-12-17",6.22
"1000","2010-12-20",6.11
"1001","2010-12-21",6.25
"1002","2010-12-22",6.1
