"","date","KOD"
"291","2019-11-29",29.6
"292","2019-12-02",51.049999
"293","2019-12-03",49.200001
"294","2019-12-04",73.410004
"295","2019-12-05",64.410004
"296","2019-12-06",64.470001
"297","2019-12-09",67.889999
"298","2019-12-10",61.360001
"299","2019-12-11",62.810001
"300","2019-12-12",62.889999
"301","2019-12-13",63.450001
"302","2019-12-16",67.139999
"303","2019-12-17",71.199997
"304","2019-12-18",65.860001
"305","2019-12-19",66.790001
"306","2019-12-20",67.029999
"307","2019-12-23",66.099998
"308","2019-12-24",76.650002
"309","2019-12-26",75.889999
"310","2019-12-27",73.230003
"311","2019-12-30",73.510002
"312","2019-12-31",71.949997
"313","2020-01-02",68.139999
"314","2020-01-03",67.669998
"315","2020-01-06",67.699997
"316","2020-01-07",67.309998
"317","2020-01-08",67.32
"318","2020-01-09",66.980003
"319","2020-01-10",69.389999
"320","2020-01-13",65.349998
"321","2020-01-14",62.720001
"322","2020-01-15",63.5
"323","2020-01-16",64.910004
"324","2020-01-17",66.059998
"325","2020-01-21",63.299999
"326","2020-01-22",64.099998
"327","2020-01-23",65.959999
"328","2020-01-24",62.650002
"329","2020-01-27",63.889999
"330","2020-01-28",64.879997
"331","2020-01-29",63.900002
"332","2020-01-30",62.439999
"333","2020-01-31",61.07
"334","2020-02-03",62.939999
"335","2020-02-04",67.199997
"336","2020-02-05",64.839996
"337","2020-02-06",69.349998
"338","2020-02-07",73.949997
"339","2020-02-10",70.919998
"340","2020-02-11",63.599998
"341","2020-02-12",64.260002
"342","2020-02-13",62.77
"343","2020-02-14",60
"344","2020-02-18",58.919998
"345","2020-02-19",59.900002
"346","2020-02-20",58.099998
"347","2020-02-21",58.279999
"348","2020-02-24",60.779999
"349","2020-02-25",57.610001
"350","2020-02-26",62.389999
"351","2020-02-27",57.59
"352","2020-02-28",63.970001
"353","2020-03-02",67.709999
"354","2020-03-03",67.010002
"355","2020-03-04",69.519997
"356","2020-03-05",65.82
"357","2020-03-06",63.919998
"358","2020-03-09",60.290001
"359","2020-03-10",58.709999
"360","2020-03-11",53.849998
"361","2020-03-12",49.919998
"362","2020-03-13",53.18
"363","2020-03-16",40.330002
"364","2020-03-17",41.560001
"365","2020-03-18",38.18
"366","2020-03-19",42.970001
"367","2020-03-20",45.02
"368","2020-03-23",46.400002
"369","2020-03-24",47.799999
"370","2020-03-25",46.419998
"371","2020-03-26",48.75
"372","2020-03-27",47.84
"373","2020-03-30",50.049999
"374","2020-03-31",47.700001
"375","2020-04-01",42.740002
"376","2020-04-02",43.720001
"377","2020-04-03",43.130001
"378","2020-04-06",46.919998
"379","2020-04-07",43.049999
"380","2020-04-08",46.549999
"381","2020-04-09",50.669998
"382","2020-04-13",50.139999
"383","2020-04-14",53.220001
"384","2020-04-15",49.98
"385","2020-04-16",50.57
"386","2020-04-17",52.970001
"387","2020-04-20",53.939999
"388","2020-04-21",51.630001
"389","2020-04-22",51.09
"390","2020-04-23",48.57
"391","2020-04-24",52.939999
"392","2020-04-27",52.619999
"393","2020-04-28",51.939999
"394","2020-04-29",56.650002
"395","2020-04-30",54.549999
"396","2020-05-01",50.880001
"397","2020-05-04",51.599998
"398","2020-05-05",55.43
"399","2020-05-06",55.060001
"400","2020-05-07",55.400002
"401","2020-05-08",56.990002
"402","2020-05-11",58.450001
"403","2020-05-12",55.709999
"404","2020-05-13",53.669998
"405","2020-05-14",54.790001
"406","2020-05-15",56.619999
"407","2020-05-18",58.450001
"408","2020-05-19",58.259998
"409","2020-05-20",61.93
"410","2020-05-21",61.580002
"411","2020-05-22",61.599998
"412","2020-05-26",60.439999
"413","2020-05-27",64.519997
"414","2020-05-28",62.709999
"415","2020-05-29",64.610001
"416","2020-06-01",64.220001
"417","2020-06-02",65.389999
"418","2020-06-03",66.050003
"419","2020-06-04",66.25
"420","2020-06-05",61.349998
"421","2020-06-08",62.5
"422","2020-06-09",64.370003
"423","2020-06-10",64.610001
"424","2020-06-11",58.959999
"425","2020-06-12",58.060001
"426","2020-06-15",63
"427","2020-06-16",64.419998
"428","2020-06-17",63.459999
"429","2020-06-18",64.269997
"430","2020-06-19",64.419998
"431","2020-06-22",59.049999
"432","2020-06-23",61.529999
"433","2020-06-24",56.919998
"434","2020-06-25",57.110001
"435","2020-06-26",52.959999
"436","2020-06-29",53.689999
"437","2020-06-30",54.119999
"438","2020-07-01",50.25
"439","2020-07-02",48.59
"440","2020-07-06",50.349998
"441","2020-07-07",50.240002
"442","2020-07-08",51.66
"443","2020-07-09",53.459999
"444","2020-07-10",52.75
"445","2020-07-13",48.549999
"446","2020-07-14",48.77
"447","2020-07-15",51.48
"448","2020-07-16",48.049999
"449","2020-07-17",49.110001
"450","2020-07-20",51.259998
"451","2020-07-21",47.799999
"452","2020-07-22",47.860001
"453","2020-07-23",45.099998
"454","2020-07-24",45.049999
"455","2020-07-27",47
"456","2020-07-28",46.380001
"457","2020-07-29",46.25
"458","2020-07-30",47.490002
"459","2020-07-31",46.330002
"460","2020-08-03",47.189999
"461","2020-08-04",46.75
"462","2020-08-05",46.91
"463","2020-08-06",48.07
"464","2020-08-07",48.099998
"465","2020-08-10",48.709999
"466","2020-08-11",48.689999
"467","2020-08-12",48.59
"468","2020-08-13",48.200001
"469","2020-08-14",47.880001
"470","2020-08-17",48.57
"471","2020-08-18",46.439999
"472","2020-08-19",46.900002
"473","2020-08-20",47.950001
"474","2020-08-21",49.290001
"475","2020-08-24",52.400002
"476","2020-08-25",53.5
"477","2020-08-26",50.990002
"478","2020-08-27",50.790001
"479","2020-08-28",51.130001
"480","2020-08-31",52.59
"481","2020-09-01",50.650002
"482","2020-09-02",49.77
"483","2020-09-03",47.5
"484","2020-09-04",47.509998
"485","2020-09-08",47.5
"486","2020-09-09",51.580002
"487","2020-09-10",49.439999
"488","2020-09-11",49.060001
"489","2020-09-14",52.540001
"490","2020-09-15",53.200001
"491","2020-09-16",55.52
"492","2020-09-17",54.52
"493","2020-09-18",57.009998
"494","2020-09-21",51.209999
"495","2020-09-22",52.259998
"496","2020-09-23",52.400002
"497","2020-09-24",52.599998
"498","2020-09-25",58.330002
"499","2020-09-28",57.59
"500","2020-09-29",59.27
"501","2020-09-30",59.209999
"502","2020-10-01",62.07
"503","2020-10-02",60.779999
"504","2020-10-05",62.43
"505","2020-10-06",64.330002
"506","2020-10-07",67.260002
"507","2020-10-08",69.360001
"508","2020-10-09",71.25
"509","2020-10-12",72.940002
"510","2020-10-13",76.480003
"511","2020-10-14",74.900002
"512","2020-10-15",76.07
"513","2020-10-16",76.489998
"514","2020-10-19",77.510002
"515","2020-10-20",78
"516","2020-10-21",78.779999
"517","2020-10-22",84.809998
"518","2020-10-23",96.629997
"519","2020-10-26",96.660004
"520","2020-10-27",97.739998
"521","2020-10-28",95.860001
"522","2020-10-29",99.760002
"523","2020-10-30",90.809998
"524","2020-11-02",91.040001
"525","2020-11-03",94.010002
"526","2020-11-04",103.349998
"527","2020-11-05",107.629997
"528","2020-11-06",108.589996
"529","2020-11-09",113.169998
"530","2020-11-10",117.269997
"531","2020-11-11",119.989998
"532","2020-11-12",122.629997
"533","2020-11-13",116.800003
"534","2020-11-16",113.559998
"535","2020-11-17",114.239998
"536","2020-11-18",127.010002
"537","2020-11-19",137.919998
"538","2020-11-20",140
"539","2020-11-23",125.519997
"540","2020-11-24",121.989998
"541","2020-11-25",132.199997
"542","2020-11-27",135
