"","date","SG"
"351","2020-03-31",8.5
"352","2020-04-01",7.81
"353","2020-04-02",7.8
"354","2020-04-03",7.8
"355","2020-04-06",8
"356","2020-04-07",8
"357","2020-04-08",8.17
"358","2020-04-09",7.93
"359","2020-04-13",7.76
"360","2020-04-14",7.7
"361","2020-04-15",7.69
"362","2020-04-16",7.6
"363","2020-04-17",7.92
"364","2020-04-20",7.92
"365","2020-04-21",7.64
"366","2020-04-22",7.64
"367","2020-04-23",7.64
"368","2020-04-24",7.5
"369","2020-04-27",7.5
"370","2020-04-28",7.5
"371","2020-04-29",7.5
"372","2020-04-30",7.6
"373","2020-05-01",7.79
"374","2020-05-04",7.5
"375","2020-05-05",7.45
"376","2020-05-06",7.46
"377","2020-05-07",7.48
"378","2020-05-08",7.48
"379","2020-05-11",7.4
"380","2020-05-12",7.43
"381","2020-05-13",7.4
"382","2020-05-14",6.66
"383","2020-05-15",6.75
"384","2020-05-18",6.3
"385","2020-05-19",6.27
"386","2020-05-20",6.27
"387","2020-05-21",6.45
"388","2020-05-22",6.5
"389","2020-05-26",6.9
"390","2020-05-27",6.85
"391","2020-05-28",6.85
"392","2020-05-29",7
"393","2020-06-01",6.83
"394","2020-06-02",6.55
"395","2020-06-03",7.2
"396","2020-06-04",6.6
"397","2020-06-05",7.2
"398","2020-06-08",7
"399","2020-06-09",6.6
"400","2020-06-10",6.6
"401","2020-06-11",7.15
"402","2020-06-12",7
"403","2020-06-15",6.8
"404","2020-06-16",7.03
"405","2020-06-17",6.88
"406","2020-06-18",6.9
"407","2020-06-19",6.82
"408","2020-06-22",6.76
"409","2020-06-23",6.6
"410","2020-06-24",6.8
"411","2020-06-25",6.9
"412","2020-06-26",6.9
"413","2020-06-29",6.9
"414","2020-06-30",6.94
"415","2020-07-01",7.23
"416","2020-07-02",7.26
"417","2020-07-06",7.26
"418","2020-07-07",6.96
"419","2020-07-08",6.67
"420","2020-07-09",6.64
"421","2020-07-10",6.64
"422","2020-07-13",6.64
"423","2020-07-14",6.72
"424","2020-07-15",6.72
"425","2020-07-16",6.24
"426","2020-07-17",6.42
"427","2020-07-20",6.42
"428","2020-07-21",6.42
"429","2020-07-22",7.35
"430","2020-07-23",6.95
"431","2020-07-24",6.95
"432","2020-07-27",6.95
"433","2020-07-28",7.25
"434","2020-07-29",7.25
"435","2020-07-30",6.43
"436","2020-07-31",7.18
"437","2020-08-03",7.05
"438","2020-08-04",7.15
"439","2020-08-05",7.16
"440","2020-08-06",6.98
"441","2020-08-07",10.15
"442","2020-08-10",11
"443","2020-08-11",10.93
"444","2020-08-12",11.1
"445","2020-08-13",11.05
"446","2020-08-14",11.07
"447","2020-08-17",11.13
"448","2020-08-18",11.16
"449","2020-08-19",11.26
"450","2020-08-20",11.39
"451","2020-08-21",11.32
"452","2020-08-24",11.3
"453","2020-08-25",11.4
"454","2020-08-26",11.28
"455","2020-08-27",11.3
"456","2020-08-28",11.6
"457","2020-08-31",11.4
"458","2020-09-01",11.5
"459","2020-09-02",11.5
"460","2020-09-03",11.47
"461","2020-09-04",11.48
"462","2020-09-08",11.49
"463","2020-09-09",11.45
"464","2020-09-10",11.46
"465","2020-09-11",11.46
"466","2020-09-14",11.41
"467","2020-09-15",11.46
"468","2020-09-16",11.46
"469","2020-09-17",11.5
"470","2020-09-18",11.57
"471","2020-09-21",11.53
"472","2020-09-22",11.51
"473","2020-09-23",11.52
"474","2020-09-24",11.51
"475","2020-09-25",11.5
"476","2020-09-28",11.55
"477","2020-09-29",11.53
"478","2020-09-30",11.56
"479","2020-10-01",11.58
"480","2020-10-02",11.39
"481","2020-10-05",11.52
"482","2020-10-06",11.47
"483","2020-10-07",11.5
"484","2020-10-08",11.52
"485","2020-10-09",11.5
"486","2020-10-12",11.49
"487","2020-10-13",11.5
"488","2020-10-14",11.43
"489","2020-10-15",11.46
"490","2020-10-16",11.48
"491","2020-10-19",11.49
"492","2020-10-20",11.45
"493","2020-10-21",11.45
"494","2020-10-22",11.44
"495","2020-10-23",11.49
"496","2020-10-26",11.5
"497","2020-10-27",11.5
"498","2020-10-28",11.5
"499","2020-10-29",11.52
"500","2020-10-30",11.22
"501","2020-11-02",11.52
"502","2020-11-03",11.49
"503","2020-11-04",11.4
"504","2020-11-05",11.15
"505","2020-11-06",11.49
"506","2020-11-09",11.44
"507","2020-11-10",11.48
"508","2020-11-11",11.48
"509","2020-11-12",11.47
"510","2020-11-13",11.46
"511","2020-11-16",11.55
"512","2020-11-17",11.64
"513","2020-11-18",11.65
"514","2020-11-19",11.65
"515","2020-11-20",11.79
"516","2020-11-23",11.64
"517","2020-11-24",11.58
"518","2020-11-25",11.62
"519","2020-11-27",11.74
