"","date","APRE"
"188","2020-07-01",38.860001
"189","2020-07-02",36.599998
"190","2020-07-06",34.98
"191","2020-07-07",34
"192","2020-07-08",32.84
"193","2020-07-09",30.82
"194","2020-07-10",29.42
"195","2020-07-13",27.110001
"196","2020-07-14",28.709999
"197","2020-07-15",29.620001
"198","2020-07-16",31.219999
"199","2020-07-17",28.67
"200","2020-07-20",28.41
"201","2020-07-21",27.959999
"202","2020-07-22",27.379999
"203","2020-07-23",25.67
"204","2020-07-24",26
"205","2020-07-27",27.16
"206","2020-07-28",26.530001
"207","2020-07-29",27.950001
"208","2020-07-30",27.82
"209","2020-07-31",27.43
"210","2020-08-03",28.370001
"211","2020-08-04",28.82
"212","2020-08-05",29.709999
"213","2020-08-06",29.610001
"214","2020-08-07",30.1
"215","2020-08-10",30.379999
"216","2020-08-11",28.07
"217","2020-08-12",28.15
"218","2020-08-13",28
"219","2020-08-14",27.620001
"220","2020-08-17",28.99
"221","2020-08-18",29.48
"222","2020-08-19",29.17
"223","2020-08-20",28.309999
"224","2020-08-21",28.639999
"225","2020-08-24",26.370001
"226","2020-08-25",27.08
"227","2020-08-26",26.889999
"228","2020-08-27",26.82
"229","2020-08-28",27.32
"230","2020-08-31",27.1
"231","2020-09-01",26.07
"232","2020-09-02",26.01
"233","2020-09-03",25.120001
"234","2020-09-04",25.74
"235","2020-09-08",26.67
"236","2020-09-09",25.9
"237","2020-09-10",26.620001
"238","2020-09-11",27.01
"239","2020-09-14",27.780001
"240","2020-09-15",28.52
"241","2020-09-16",28.75
"242","2020-09-17",29.26
"243","2020-09-18",29.559999
"244","2020-09-21",26.530001
"245","2020-09-22",24.860001
"246","2020-09-23",21.889999
"247","2020-09-24",21.66
"248","2020-09-25",23.43
"249","2020-09-28",22.65
"250","2020-09-29",22.620001
"251","2020-09-30",24.059999
"252","2020-10-01",26.07
"253","2020-10-02",25.059999
"254","2020-10-05",26.709999
"255","2020-10-06",27
"256","2020-10-07",29.389999
"257","2020-10-08",29.15
"258","2020-10-09",28.65
"259","2020-10-12",26.110001
"260","2020-10-13",26.5
"261","2020-10-14",25.75
"262","2020-10-15",25.83
"263","2020-10-16",24.040001
"264","2020-10-19",23.5
"265","2020-10-20",24.549999
"266","2020-10-21",26
"267","2020-10-22",26.59
"268","2020-10-23",26.780001
"269","2020-10-26",26
"270","2020-10-27",25.67
"271","2020-10-28",23.280001
"272","2020-10-29",22.6
"273","2020-10-30",21.809999
"274","2020-11-02",21.65
"275","2020-11-03",21.780001
"276","2020-11-04",21.950001
"277","2020-11-05",20.08
"278","2020-11-06",20.4
"279","2020-11-09",20.01
"280","2020-11-10",21.700001
"281","2020-11-11",20.91
"282","2020-11-12",21
"283","2020-11-13",21.389999
"284","2020-11-16",21
"285","2020-11-17",20.809999
"286","2020-11-18",20.440001
"287","2020-11-19",20.98
"288","2020-11-20",24.84
"289","2020-11-23",24.48
"290","2020-11-24",24.66
"291","2020-11-25",24
"292","2020-11-27",26.450001
