"","date","IMVT"
"131","2019-12-26",16.4
"132","2019-12-27",16.24
"133","2019-12-30",15.81
"134","2019-12-31",15.87
"135","2020-01-02",15.6
"136","2020-01-03",15.62
"137","2020-01-06",15.57
"138","2020-01-07",15.56
"139","2020-01-08",15.27
"140","2020-01-09",16.32
"141","2020-01-10",16.940001
"142","2020-01-13",17
"143","2020-01-14",17.1
"144","2020-01-15",16.889999
"145","2020-01-16",17.129999
"146","2020-01-17",17
"147","2020-01-21",16.07
"148","2020-01-22",16.040001
"149","2020-01-23",15.96
"150","2020-01-24",16.07
"151","2020-01-27",15.7
"152","2020-01-28",15.82
"153","2020-01-29",15.96
"154","2020-01-30",15.6
"155","2020-01-31",15.79
"156","2020-02-03",15.97
"157","2020-02-04",16.200001
"158","2020-02-05",15.75
"159","2020-02-06",16.040001
"160","2020-02-07",16.07
"161","2020-02-10",15.75
"162","2020-02-11",15.7
"163","2020-02-12",15.65
"164","2020-02-13",14.51
"165","2020-02-14",15.44
"166","2020-02-18",16.33
"167","2020-02-19",16.43
"168","2020-02-20",15.8
"169","2020-02-21",15.35
"170","2020-02-24",14.83
"171","2020-02-25",14.79
"172","2020-02-26",14.83
"173","2020-02-27",15.24
"174","2020-02-28",15.73
"175","2020-03-02",16.17
"176","2020-03-03",16.360001
"177","2020-03-04",17.040001
"178","2020-03-05",16.959999
"179","2020-03-06",16.16
"180","2020-03-09",16.040001
"181","2020-03-10",15.06
"182","2020-03-11",14.14
"183","2020-03-12",13.4
"184","2020-03-13",14.7
"185","2020-03-16",11.04
"186","2020-03-17",10.69
"187","2020-03-18",8.36
"188","2020-03-19",9.19
"189","2020-03-20",9.28
"190","2020-03-23",11.01
"191","2020-03-24",11.46
"192","2020-03-25",11.86
"193","2020-03-26",12.87
"194","2020-03-27",13.44
"195","2020-03-30",16.549999
"196","2020-03-31",15.565
"197","2020-04-01",14.39
"198","2020-04-02",15.21
"199","2020-04-03",14.2
"200","2020-04-06",13.87
"201","2020-04-07",14.52
"202","2020-04-08",14.84
"203","2020-04-09",15.54
"204","2020-04-13",15.55
"205","2020-04-14",17.15
"206","2020-04-15",18.01
"207","2020-04-16",18.889999
"208","2020-04-17",18.49
"209","2020-04-20",18.860001
"210","2020-04-21",18.67
"211","2020-04-22",18.219999
"212","2020-04-23",18.610001
"213","2020-04-24",19.01
"214","2020-04-27",18.41
"215","2020-04-28",18.610001
"216","2020-04-29",18.99
"217","2020-04-30",18.559999
"218","2020-05-01",18.59
"219","2020-05-04",19.01
"220","2020-05-05",19.549999
"221","2020-05-06",21.200001
"222","2020-05-07",20.27
"223","2020-05-08",20.24
"224","2020-05-11",22.719999
"225","2020-05-12",22.700001
"226","2020-05-13",21.18
"227","2020-05-14",19.360001
"228","2020-05-15",19.01
"229","2020-05-18",19.110001
"230","2020-05-19",18.77
"231","2020-05-20",18.83
"232","2020-05-21",20.25
"233","2020-05-22",20.01
"234","2020-05-26",22.870001
"235","2020-05-27",24.92
"236","2020-05-28",24.389999
"237","2020-05-29",25.66
"238","2020-06-01",26
"239","2020-06-02",26.52
"240","2020-06-03",26.200001
"241","2020-06-04",25.01
"242","2020-06-05",25.01
"243","2020-06-08",25.5
"244","2020-06-09",24.780001
"245","2020-06-10",24.709999
"246","2020-06-11",24.07
"247","2020-06-12",24.01
"248","2020-06-15",25.629999
"249","2020-06-16",26.49
"250","2020-06-17",25.93
"251","2020-06-18",26.67
"252","2020-06-19",27.040001
"253","2020-06-22",28.01
"254","2020-06-23",28.440001
"255","2020-06-24",27.629999
"256","2020-06-25",27.98
"257","2020-06-26",27.370001
"258","2020-06-29",25.450001
"259","2020-06-30",24.35
"260","2020-07-01",23.450001
"261","2020-07-02",23.67
"262","2020-07-06",24.459999
"263","2020-07-07",25.58
"264","2020-07-08",27.01
"265","2020-07-09",25.91
"266","2020-07-10",25.559999
"267","2020-07-13",24.35
"268","2020-07-14",24.190001
"269","2020-07-15",24.49
"270","2020-07-16",24.33
"271","2020-07-17",24.33
"272","2020-07-20",25.48
"273","2020-07-21",25.41
"274","2020-07-22",25.57
"275","2020-07-23",25.74
"276","2020-07-24",24.41
"277","2020-07-27",24.639999
"278","2020-07-28",23.32
"279","2020-07-29",23.48
"280","2020-07-30",22.709999
"281","2020-07-31",22.610001
"282","2020-08-03",23.389999
"283","2020-08-04",23.07
"284","2020-08-05",25.030001
"285","2020-08-06",25.83
"286","2020-08-07",27.16
"287","2020-08-10",27.75
"288","2020-08-11",26.780001
"289","2020-08-12",26.93
"290","2020-08-13",27.76
"291","2020-08-14",27.32
"292","2020-08-17",27.389999
"293","2020-08-18",27.51
"294","2020-08-19",31.059999
"295","2020-08-20",32.150002
"296","2020-08-21",32.59
"297","2020-08-24",33.48
"298","2020-08-25",34.66
"299","2020-08-26",34.549999
"300","2020-08-27",33.369999
"301","2020-08-28",35
"302","2020-08-31",33.959999
"303","2020-09-01",34.669998
"304","2020-09-02",38.450001
"305","2020-09-03",37.16
"306","2020-09-04",36
"307","2020-09-08",35.110001
"308","2020-09-09",36.299999
"309","2020-09-10",37.130001
"310","2020-09-11",37.540001
"311","2020-09-14",38.419998
"312","2020-09-15",38.68
"313","2020-09-16",38.900002
"314","2020-09-17",38.43
"315","2020-09-18",38.02
"316","2020-09-21",34.919998
"317","2020-09-22",35.759998
"318","2020-09-23",33.759998
"319","2020-09-24",34.66
"320","2020-09-25",35.630001
"321","2020-09-28",36.290001
"322","2020-09-29",36.450001
"323","2020-09-30",35.189999
"324","2020-10-01",37.630001
"325","2020-10-02",36.360001
"326","2020-10-05",38.580002
"327","2020-10-06",36.75
"328","2020-10-07",38.799999
"329","2020-10-08",40.330002
"330","2020-10-09",42.18
"331","2020-10-12",41.950001
"332","2020-10-13",43.09
"333","2020-10-14",41.779999
"334","2020-10-15",42
"335","2020-10-16",42.419998
"336","2020-10-19",41.740002
"337","2020-10-20",40.419998
"338","2020-10-21",40.029999
"339","2020-10-22",41.639999
"340","2020-10-23",42.169998
"341","2020-10-26",41.889999
"342","2020-10-27",42.93
"343","2020-10-28",41.970001
"344","2020-10-29",42.950001
"345","2020-10-30",43.619999
"346","2020-11-02",44.599998
"347","2020-11-03",44.900002
"348","2020-11-04",48.639999
"349","2020-11-05",49.099998
"350","2020-11-06",49.419998
"351","2020-11-09",49.330002
"352","2020-11-10",47.040001
"353","2020-11-11",49.130001
"354","2020-11-12",49.139999
"355","2020-11-13",50.669998
"356","2020-11-16",52.639999
"357","2020-11-17",52.709999
"358","2020-11-18",50.07
"359","2020-11-19",48.48
"360","2020-11-20",48.349998
"361","2020-11-23",49.380001
"362","2020-11-24",48.669998
"363","2020-11-25",48.889999
"364","2020-11-27",49.830002
