"","date","XNET"
"95","2014-11-05",9.62
"96","2014-11-06",9.53
"97","2014-11-07",9.65
"98","2014-11-10",9.87
"99","2014-11-11",9.7
"100","2014-11-12",9.8
"101","2014-11-13",9.65
"102","2014-11-14",10.14
"103","2014-11-17",10.39
"104","2014-11-18",10.48
"105","2014-11-19",10.77
"106","2014-11-20",9.93
"107","2014-11-21",9.72
"108","2014-11-24",9.54
"109","2014-11-25",9.24
"110","2014-11-26",8.59
"111","2014-11-28",8.67
"112","2014-12-01",8.55
"113","2014-12-02",8.57
"114","2014-12-03",8.73
"115","2014-12-04",8.31
"116","2014-12-05",8.06
"117","2014-12-08",7.55
"118","2014-12-09",7.25
"119","2014-12-10",7.04
"120","2014-12-11",7.33
"121","2014-12-12",7.53
"122","2014-12-15",7.8
"123","2014-12-16",7.69
"124","2014-12-17",7.14
"125","2014-12-18",7.03
"126","2014-12-19",6.6
"127","2014-12-22",7.89
"128","2014-12-23",7.1
"129","2014-12-24",7.31
"130","2014-12-26",7.19
"131","2014-12-29",7.13
"132","2014-12-30",7.32
"133","2014-12-31",7.3
"134","2015-01-02",8
"135","2015-01-05",8.34
"136","2015-01-06",8.17
"137","2015-01-07",8.47
"138","2015-01-08",8.3
"139","2015-01-09",8.46
"140","2015-01-12",8.41
"141","2015-01-13",8.19
"142","2015-01-14",8.27
"143","2015-01-15",7.92
"144","2015-01-16",7.95
"145","2015-01-20",7.5
"146","2015-01-21",7.335
"147","2015-01-22",7.43
"148","2015-01-23",7.97
"149","2015-01-26",8.01
"150","2015-01-27",8.14
"151","2015-01-28",7.93
"152","2015-01-29",7.55
"153","2015-01-30",7.42
"154","2015-02-02",7.59
"155","2015-02-03",7.3
"156","2015-02-04",7.64
"157","2015-02-05",7.43
"158","2015-02-06",7.67
"159","2015-02-09",7.66
"160","2015-02-10",7.59
"161","2015-02-11",7.61
"162","2015-02-12",7.7
"163","2015-02-13",7.93
"164","2015-02-17",7.6
"165","2015-02-18",7.48
"166","2015-02-19",7.35
"167","2015-02-20",7.25
"168","2015-02-23",7.13
"169","2015-02-24",7.12
"170","2015-02-25",7.01
"171","2015-02-26",6.92
"172","2015-02-27",6.8
"173","2015-03-02",6.8
"174","2015-03-03",6.76
"175","2015-03-04",6.85
"176","2015-03-05",6.85
"177","2015-03-06",6.91
"178","2015-03-09",6.7
"179","2015-03-10",6.42
"180","2015-03-11",6.4
"181","2015-03-12",6.52
"182","2015-03-13",6.76
"183","2015-03-16",6.39
"184","2015-03-17",6.3
"185","2015-03-18",5.94
"186","2015-03-19",6.74
"187","2015-03-20",6.56
"188","2015-03-23",6.36
"189","2015-03-24",6.52
"190","2015-03-25",6.38
"191","2015-03-26",6.22
"192","2015-03-27",6.55
"193","2015-03-30",6.34
"194","2015-03-31",6.37
"195","2015-04-01",6.36
"196","2015-04-02",6.35
"197","2015-04-06",6.42
"198","2015-04-07",6.65
"199","2015-04-08",7.07
"200","2015-04-09",7.25
"201","2015-04-10",7
"202","2015-04-13",7.15
"203","2015-04-14",7.02
"204","2015-04-15",7.41
"205","2015-04-16",7.57
"206","2015-04-17",7.6
"207","2015-04-20",7.56
"208","2015-04-21",7.77
"209","2015-04-22",7.94
"210","2015-04-23",7.88
"211","2015-04-24",8.02
"212","2015-04-27",8.5
"213","2015-04-28",8.9
"214","2015-04-29",8.86
"215","2015-04-30",8.7
"216","2015-05-01",8.56
"217","2015-05-04",8.3
"218","2015-05-05",7.96
"219","2015-05-06",7.78
"220","2015-05-07",8.07
"221","2015-05-08",7.83
"222","2015-05-11",8.29
"223","2015-05-12",8.21
"224","2015-05-13",9.62
"225","2015-05-14",9.89
"226","2015-05-15",10.54
"227","2015-05-18",10.52
"228","2015-05-19",10.64
"229","2015-05-20",11.4
"230","2015-05-21",9.71
"231","2015-05-22",9.61
"232","2015-05-26",10.1
"233","2015-05-27",10.08
"234","2015-05-28",9.95
"235","2015-05-29",9.8
"236","2015-06-01",10
"237","2015-06-02",9.99
"238","2015-06-03",10.83
"239","2015-06-04",11.22
"240","2015-06-05",11.38
"241","2015-06-08",10.44
"242","2015-06-09",10.23
"243","2015-06-10",11.38
"244","2015-06-11",11.97
"245","2015-06-12",13.7
"246","2015-06-15",12.8
"247","2015-06-16",12.16
"248","2015-06-17",13.48
"249","2015-06-18",13.73
"250","2015-06-19",13.4
"251","2015-06-22",13.55
"252","2015-06-23",14.05
"253","2015-06-24",13.68
"254","2015-06-25",13.6
"255","2015-06-26",12.13
"256","2015-06-29",11.48
"257","2015-06-30",12.04
"258","2015-07-01",11.75
"259","2015-07-02",11.46
"260","2015-07-06",10.02
"261","2015-07-07",9.11
"262","2015-07-08",9.005
"263","2015-07-09",9.15
"264","2015-07-10",9.3
"265","2015-07-13",9.24
"266","2015-07-14",9.79
"267","2015-07-15",9.08
"268","2015-07-16",9.39
"269","2015-07-17",9.28
"270","2015-07-20",9.18
"271","2015-07-21",9.42
"272","2015-07-22",9.66
"273","2015-07-23",9.56
"274","2015-07-24",9.24
"275","2015-07-27",8.83
"276","2015-07-28",9.33
"277","2015-07-29",9.28
"278","2015-07-30",9.16
"279","2015-07-31",9.25
"280","2015-08-03",9.04
"281","2015-08-04",9.42
"282","2015-08-05",9.19
"283","2015-08-06",9.26
"284","2015-08-07",9.34
"285","2015-08-10",9.48
"286","2015-08-11",9.03
"287","2015-08-12",9.07
"288","2015-08-13",9.17
"289","2015-08-14",9.67
"290","2015-08-17",9.25
"291","2015-08-18",9.27
"292","2015-08-19",9
"293","2015-08-20",8.43
"294","2015-08-21",8.28
"295","2015-08-24",7.47
"296","2015-08-25",7.6
"297","2015-08-26",7.81
"298","2015-08-27",8.1
"299","2015-08-28",8.07
"300","2015-08-31",7.91
"301","2015-09-01",7.02
"302","2015-09-02",7.11
"303","2015-09-03",7.24
"304","2015-09-04",7.23
"305","2015-09-08",7.53
"306","2015-09-09",7.15
"307","2015-09-10",7.29
"308","2015-09-11",7.49
"309","2015-09-14",7.26
"310","2015-09-15",7.2
"311","2015-09-16",7.33
"312","2015-09-17",7.41
"313","2015-09-18",7.52
"314","2015-09-21",7.26
"315","2015-09-22",7.1
"316","2015-09-23",7.08
"317","2015-09-24",6.78
"318","2015-09-25",7
"319","2015-09-28",6.99
"320","2015-09-29",6.99
"321","2015-09-30",7.3
"322","2015-10-01",7
"323","2015-10-02",7.14
"324","2015-10-05",7.28
"325","2015-10-06",7.5
"326","2015-10-07",7.46
"327","2015-10-08",7.28
"328","2015-10-09",7.3
"329","2015-10-12",7.26
"330","2015-10-13",7.27
"331","2015-10-14",7
"332","2015-10-15",7.26
"333","2015-10-16",7.47
"334","2015-10-19",7.32
"335","2015-10-20",7.45
"336","2015-10-21",7.3
"337","2015-10-22",7.33
"338","2015-10-23",7.45
"339","2015-10-26",7.96
"340","2015-10-27",8.36
"341","2015-10-28",7.8
"342","2015-10-29",7.73
"343","2015-10-30",7.78
"344","2015-11-02",8.2
"345","2015-11-03",8.07
"346","2015-11-04",7.84
"347","2015-11-05",7.8
"348","2015-11-06",7.93
"349","2015-11-09",7.76
"350","2015-11-10",7.67
"351","2015-11-11",7.31
"352","2015-11-12",7.39
"353","2015-11-13",6.7
"354","2015-11-16",6.78
"355","2015-11-17",7.09
"356","2015-11-18",7.49
"357","2015-11-19",7.2
"358","2015-11-20",7.21
"359","2015-11-23",7.53
"360","2015-11-24",7.21
"361","2015-11-25",7.37
"362","2015-11-27",7.11
"363","2015-11-30",7.4
"364","2015-12-01",7.3
"365","2015-12-02",7.38
"366","2015-12-03",7.36
"367","2015-12-04",7.16
"368","2015-12-07",7.29
"369","2015-12-08",7.34
"370","2015-12-09",7.28
"371","2015-12-10",7.4
"372","2015-12-11",7.13
"373","2015-12-14",7.04
"374","2015-12-15",7.03
"375","2015-12-16",7.05
"376","2015-12-17",6.82
"377","2015-12-18",6.8
"378","2015-12-21",6.98
"379","2015-12-22",7.13
"380","2015-12-23",7.08
"381","2015-12-24",7.82
"382","2015-12-28",7.6
"383","2015-12-29",7.6
"384","2015-12-30",7.61
"385","2015-12-31",7.56
"386","2016-01-04",7.62
"387","2016-01-05",7.58
"388","2016-01-06",7.58
"389","2016-01-07",7.3
"390","2016-01-08",7.2
"391","2016-01-11",7.05
"392","2016-01-12",6.83
"393","2016-01-13",6.45
"394","2016-01-14",6.49
"395","2016-01-15",6.3
"396","2016-01-19",6.25
"397","2016-01-20",6.26
"398","2016-01-21",6.28
"399","2016-01-22",6.43
"400","2016-01-25",6.37
"401","2016-01-26",6.23
"402","2016-01-27",6.2
"403","2016-01-28",6.09
"404","2016-01-29",6.16
"405","2016-02-01",5.99
"406","2016-02-02",6
"407","2016-02-03",5.86
"408","2016-02-04",6
"409","2016-02-05",5.85
"410","2016-02-08",5.6
"411","2016-02-09",5.55
"412","2016-02-10",5.41
"413","2016-02-11",5.35
"414","2016-02-12",5.28
"415","2016-02-16",5.66
"416","2016-02-17",5.83
"417","2016-02-18",5.97
"418","2016-02-19",5.91
"419","2016-02-22",5.96
"420","2016-02-23",5.92
"421","2016-02-24",5.7
"422","2016-02-25",5.54
"423","2016-02-26",5.76
"424","2016-02-29",5.82
"425","2016-03-01",5.89
"426","2016-03-02",5.81
"427","2016-03-03",5.8
"428","2016-03-04",5.71
"429","2016-03-07",5.81
"430","2016-03-08",5.86
"431","2016-03-09",5.86
"432","2016-03-10",5.99
"433","2016-03-11",5.98
"434","2016-03-14",6.3
"435","2016-03-15",6.2
"436","2016-03-16",6.12
"437","2016-03-17",6.19
"438","2016-03-18",6.36
"439","2016-03-21",6.35
"440","2016-03-22",6.23
"441","2016-03-23",6.32
"442","2016-03-24",6.24
"443","2016-03-28",6.22
"444","2016-03-29",6.35
"445","2016-03-30",6.09
"446","2016-03-31",6.11
"447","2016-04-01",6.03
"448","2016-04-04",6.12
"449","2016-04-05",6.11
"450","2016-04-06",6.36
"451","2016-04-07",6.95
"452","2016-04-08",6.83
"453","2016-04-11",6.88
"454","2016-04-12",6.91
"455","2016-04-13",6.96
"456","2016-04-14",7.06
"457","2016-04-15",7.05
"458","2016-04-18",7.01
"459","2016-04-19",6.99
"460","2016-04-20",6.9
"461","2016-04-21",6.89
"462","2016-04-22",6.86
"463","2016-04-25",6.91
"464","2016-04-26",6.87
"465","2016-04-27",6.79
"466","2016-04-28",6.7
"467","2016-04-29",6.5
"468","2016-05-02",6.35
"469","2016-05-03",6.35
"470","2016-05-04",6.37
"471","2016-05-05",6.22
"472","2016-05-06",6.27
"473","2016-05-09",5.97
"474","2016-05-10",6.14
"475","2016-05-11",6.05
"476","2016-05-12",6
"477","2016-05-13",5.93
"478","2016-05-16",6.1
"479","2016-05-17",6.04
"480","2016-05-18",6.04
"481","2016-05-19",6.01
"482","2016-05-20",5.98
"483","2016-05-23",6.04
"484","2016-05-24",6
"485","2016-05-25",5.96
"486","2016-05-26",6.07
"487","2016-05-27",6.17
"488","2016-05-31",6.38
"489","2016-06-01",6.28
"490","2016-06-02",6.31
"491","2016-06-03",6.2
"492","2016-06-06",6.27
"493","2016-06-07",6.24
"494","2016-06-08",6.07
"495","2016-06-09",6.05
"496","2016-06-10",5.96
"497","2016-06-13",5.84
"498","2016-06-14",5.67
"499","2016-06-15",5.46
"500","2016-06-16",5.46
"501","2016-06-17",5.32
"502","2016-06-20",5.29
"503","2016-06-21",5.32
"504","2016-06-22",5.34
"505","2016-06-23",5.38
"506","2016-06-24",5.24
"507","2016-06-27",5.08
"508","2016-06-28",5.19
"509","2016-06-29",5.2
"510","2016-06-30",5.24
"511","2016-07-01",5.19
"512","2016-07-05",5.18
"513","2016-07-06",5.1
"514","2016-07-07",5.1
"515","2016-07-08",5.095
"516","2016-07-11",5.23
"517","2016-07-12",5.23
"518","2016-07-13",5.26
"519","2016-07-14",5.36
"520","2016-07-15",5.59
"521","2016-07-18",5.5
"522","2016-07-19",5.23
"523","2016-07-20",5.29
"524","2016-07-21",5.29
"525","2016-07-22",5.31
"526","2016-07-25",5.34
"527","2016-07-26",5.32
"528","2016-07-27",5.45
"529","2016-07-28",5.49
"530","2016-07-29",5.55
"531","2016-08-01",5.88
"532","2016-08-02",5.72
"533","2016-08-03",5.78
"534","2016-08-04",5.74
"535","2016-08-05",5.89
"536","2016-08-08",6
"537","2016-08-09",5.94
"538","2016-08-10",5.77
"539","2016-08-11",5.84
"540","2016-08-12",5.76
"541","2016-08-15",5.67
"542","2016-08-16",5.58
"543","2016-08-17",5.5
"544","2016-08-18",5.52
"545","2016-08-19",5.34
"546","2016-08-22",5.27
"547","2016-08-23",5.35
"548","2016-08-24",5.3
"549","2016-08-25",5.25
"550","2016-08-26",5.25
"551","2016-08-29",5.39
"552","2016-08-30",5.43
"553","2016-08-31",5.4
"554","2016-09-01",5.31
"555","2016-09-02",5.45
"556","2016-09-06",5.54
"557","2016-09-07",5.51
"558","2016-09-08",5.43
"559","2016-09-09",5.48
"560","2016-09-12",5.34
"561","2016-09-13",5.29
"562","2016-09-14",5.35
"563","2016-09-15",5.32
"564","2016-09-16",5.3
"565","2016-09-19",5.27
"566","2016-09-20",5.2
"567","2016-09-21",5.18
"568","2016-09-22",5.28
"569","2016-09-23",5.29
"570","2016-09-26",5.3
"571","2016-09-27",5.35
"572","2016-09-28",5.45
"573","2016-09-29",5.45
"574","2016-09-30",5.39
"575","2016-10-03",5.41
"576","2016-10-04",5.43
"577","2016-10-05",5.48
"578","2016-10-06",5.49
"579","2016-10-07",5.235
"580","2016-10-10",5.29
"581","2016-10-11",5.22
"582","2016-10-12",5.06
"583","2016-10-13",4.93
"584","2016-10-14",4.95
"585","2016-10-17",4.84
"586","2016-10-18",4.82
"587","2016-10-19",4.95
"588","2016-10-20",5.12
"589","2016-10-21",5.14
"590","2016-10-24",5.13
"591","2016-10-25",5.1
"592","2016-10-26",5.19
"593","2016-10-27",5.13
"594","2016-10-28",4.9
"595","2016-10-31",4.81
"596","2016-11-01",4.83
"597","2016-11-02",4.61
"598","2016-11-03",4.79
"599","2016-11-04",4.47
"600","2016-11-07",4.6
"601","2016-11-08",4.73
"602","2016-11-09",4.46
"603","2016-11-10",4.53
"604","2016-11-11",4.41
"605","2016-11-14",4.49
"606","2016-11-15",4.51
"607","2016-11-16",4.5
"608","2016-11-17",4.46
"609","2016-11-18",4.32
"610","2016-11-21",4.41
"611","2016-11-22",4.4
"612","2016-11-23",4.49
"613","2016-11-25",4.62
"614","2016-11-28",4.46
"615","2016-11-29",4.42
"616","2016-11-30",4.5
"617","2016-12-01",4.27
"618","2016-12-02",4.26
"619","2016-12-05",4.41
"620","2016-12-06",4.4
"621","2016-12-07",4.53
"622","2016-12-08",4.35
"623","2016-12-09",4.27
"624","2016-12-12",4.16
"625","2016-12-13",4.18
"626","2016-12-14",4.09
"627","2016-12-15",3.96
"628","2016-12-16",4.04
"629","2016-12-19",3.81
"630","2016-12-20",3.89
"631","2016-12-21",4.06
"632","2016-12-22",3.88
"633","2016-12-23",3.82
"634","2016-12-27",3.92
"635","2016-12-28",3.78
"636","2016-12-29",3.77
"637","2016-12-30",3.86
"638","2017-01-03",3.95
"639","2017-01-04",3.91
"640","2017-01-05",3.94
"641","2017-01-06",3.88
"642","2017-01-09",3.95
"643","2017-01-10",3.96
"644","2017-01-11",4.04
"645","2017-01-12",4.29
"646","2017-01-13",4.34
"647","2017-01-17",4.23
"648","2017-01-18",4.23
"649","2017-01-19",4.24
"650","2017-01-20",4.15
"651","2017-01-23",3.85
"652","2017-01-24",3.88
"653","2017-01-25",3.83
"654","2017-01-26",3.86
"655","2017-01-27",3.87
"656","2017-01-30",3.81
"657","2017-01-31",3.85
"658","2017-02-01",3.84
"659","2017-02-02",3.7
"660","2017-02-03",3.74
"661","2017-02-06",3.76
"662","2017-02-07",3.76
"663","2017-02-08",3.8
"664","2017-02-09",3.74
"665","2017-02-10",3.75
"666","2017-02-13",3.82
"667","2017-02-14",3.79
"668","2017-02-15",3.73
"669","2017-02-16",3.75
"670","2017-02-17",3.7
"671","2017-02-21",3.7
"672","2017-02-22",3.7
"673","2017-02-23",3.65
"674","2017-02-24",3.66
"675","2017-02-27",3.63
"676","2017-02-28",3.63
"677","2017-03-01",3.64
"678","2017-03-02",3.64
"679","2017-03-03",3.59
"680","2017-03-06",3.6
"681","2017-03-07",3.59
"682","2017-03-08",3.58
"683","2017-03-09",3.56
"684","2017-03-10",3.56
"685","2017-03-13",3.9
"686","2017-03-14",3.87
"687","2017-03-15",4.11
"688","2017-03-16",4.08
"689","2017-03-17",4.15
"690","2017-03-20",4.01
"691","2017-03-21",3.94
"692","2017-03-22",3.89
"693","2017-03-23",3.93
"694","2017-03-24",3.82
"695","2017-03-27",3.8
"696","2017-03-28",3.82
"697","2017-03-29",3.83
"698","2017-03-30",4.05
"699","2017-03-31",4.05
"700","2017-04-03",3.92
"701","2017-04-04",3.9
"702","2017-04-05",3.81
"703","2017-04-06",3.79
"704","2017-04-07",3.75
"705","2017-04-10",3.77
"706","2017-04-11",3.67
"707","2017-04-12",3.72
"708","2017-04-13",3.73
"709","2017-04-17",3.7
"710","2017-04-18",3.67
"711","2017-04-19",3.67
"712","2017-04-20",3.54
"713","2017-04-21",3.57
"714","2017-04-24",3.6
"715","2017-04-25",3.59
"716","2017-04-26",3.6
"717","2017-04-27",3.6
"718","2017-04-28",3.575
"719","2017-05-01",3.61
"720","2017-05-02",3.64
"721","2017-05-03",3.625
"722","2017-05-04",3.56
"723","2017-05-05",3.56
"724","2017-05-08",3.67
"725","2017-05-09",3.72
"726","2017-05-10",3.63
"727","2017-05-11",3.66
"728","2017-05-12",3.8
"729","2017-05-15",3.8
"730","2017-05-16",3.67
"731","2017-05-17",3.63
"732","2017-05-18",3.6
"733","2017-05-19",3.61
"734","2017-05-22",3.65
"735","2017-05-23",3.65
"736","2017-05-24",3.65
"737","2017-05-25",3.6
"738","2017-05-26",3.55
"739","2017-05-30",3.54
"740","2017-05-31",3.5
"741","2017-06-01",3.58
"742","2017-06-02",3.6
"743","2017-06-05",3.59
"744","2017-06-06",3.51
"745","2017-06-07",3.45
"746","2017-06-08",3.32
"747","2017-06-09",3.31
"748","2017-06-12",3.39
"749","2017-06-13",3.45
"750","2017-06-14",3.4
"751","2017-06-15",3.36
"752","2017-06-16",3.32
"753","2017-06-19",3.39
"754","2017-06-20",3.39
"755","2017-06-21",3.38
"756","2017-06-22",3.38
"757","2017-06-23",3.37
"758","2017-06-26",3.28
"759","2017-06-27",3.24
"760","2017-06-28",3.27
"761","2017-06-29",3.24
"762","2017-06-30",3.24
"763","2017-07-03",3.23
"764","2017-07-05",3.26
"765","2017-07-06",3.27
"766","2017-07-07",3.17
"767","2017-07-10",3.15
"768","2017-07-11",3.18
"769","2017-07-12",3.22
"770","2017-07-13",3.305
"771","2017-07-14",3.34
"772","2017-07-17",3.29
"773","2017-07-18",3.35
"774","2017-07-19",3.54
"775","2017-07-20",3.45
"776","2017-07-21",3.37
"777","2017-07-24",3.38
"778","2017-07-25",3.44
"779","2017-07-26",3.49
"780","2017-07-27",3.45
"781","2017-07-28",3.35
"782","2017-07-31",3.26
"783","2017-08-01",3.22
"784","2017-08-02",3.21
"785","2017-08-03",3.19
"786","2017-08-04",3.27
"787","2017-08-07",3.64
"788","2017-08-08",3.79
"789","2017-08-09",3.58
"790","2017-08-10",3.47
"791","2017-08-11",3.45
"792","2017-08-14",3.98
"793","2017-08-15",4.04
"794","2017-08-16",4.14
"795","2017-08-17",4.05
"796","2017-08-18",4.6
"797","2017-08-21",4.36
"798","2017-08-22",4.35
"799","2017-08-23",4.31
"800","2017-08-24",4.46
"801","2017-08-25",4.4
"802","2017-08-28",4.26
"803","2017-08-29",4.32
"804","2017-08-30",4.32
"805","2017-08-31",4.24
"806","2017-09-01",4.3
"807","2017-09-05",4.32
"808","2017-09-06",4.33
"809","2017-09-07",4.41
"810","2017-09-08",4.6
"811","2017-09-11",4.76
"812","2017-09-12",4.7
"813","2017-09-13",4.61
"814","2017-09-14",4.78
"815","2017-09-15",4.73
"816","2017-09-18",4.69
"817","2017-09-19",4.63
"818","2017-09-20",4.6
"819","2017-09-21",4.58
"820","2017-09-22",4.63
"821","2017-09-25",4.35
"822","2017-09-26",4.46
"823","2017-09-27",4.37
"824","2017-09-28",4.28
"825","2017-09-29",4.25
"826","2017-10-02",4.27
"827","2017-10-03",4.4
"828","2017-10-04",4.42
"829","2017-10-05",4.37
"830","2017-10-06",4.32
"831","2017-10-09",4.29
"832","2017-10-10",4.28
"833","2017-10-11",4.33
"834","2017-10-12",4.31
"835","2017-10-13",4.39
"836","2017-10-16",4.79
"837","2017-10-17",5.25
"838","2017-10-18",5.01
"839","2017-10-19",5.25
"840","2017-10-20",6.58
"841","2017-10-23",6.11
"842","2017-10-24",6.83
"843","2017-10-25",7.19
"844","2017-10-26",8.08
"845","2017-10-27",7.99
"846","2017-10-30",9.36
"847","2017-10-31",9.27
"848","2017-11-01",12.01
"849","2017-11-02",11.49
"850","2017-11-03",11.36
"851","2017-11-06",8.51
"852","2017-11-07",9.84
"853","2017-11-08",9.23
"854","2017-11-09",9.39
"855","2017-11-10",13.09
"856","2017-11-13",12.21
"857","2017-11-14",12.79
"858","2017-11-15",12.23
"859","2017-11-16",15.18
"860","2017-11-17",15.2
"861","2017-11-20",18.99
"862","2017-11-21",21.459999
"863","2017-11-22",23.98
"864","2017-11-24",24.91
"865","2017-11-27",21.01
"866","2017-11-28",18.58
"867","2017-11-29",12.8
"868","2017-11-30",13.65
"869","2017-12-01",15.43
"870","2017-12-04",16.219999
"871","2017-12-05",13.71
"872","2017-12-06",12.95
"873","2017-12-07",13.3
"874","2017-12-08",11.98
"875","2017-12-11",15.5
"876","2017-12-12",15.89
"877","2017-12-13",16.030001
"878","2017-12-14",17.450001
"879","2017-12-15",15.77
"880","2017-12-18",14.56
"881","2017-12-19",12.33
"882","2017-12-20",13.1
"883","2017-12-21",13.39
"884","2017-12-22",13.28
"885","2017-12-26",14.23
"886","2017-12-27",14.87
"887","2017-12-28",14.65
"888","2017-12-29",15.39
"889","2018-01-02",16.799999
"890","2018-01-03",16.66
"891","2018-01-04",19.809999
"892","2018-01-05",18.83
"893","2018-01-08",19.459999
"894","2018-01-09",23.52
"895","2018-01-10",22.389999
"896","2018-01-11",22.9
"897","2018-01-12",16.629999
"898","2018-01-16",15.56
"899","2018-01-17",16.360001
"900","2018-01-18",16.440001
"901","2018-01-19",16.389999
"902","2018-01-22",14.99
"903","2018-01-23",15.54
"904","2018-01-24",15.41
"905","2018-01-25",16.24
"906","2018-01-26",16.07
"907","2018-01-29",15.29
"908","2018-01-30",15.19
"909","2018-01-31",15.33
"910","2018-02-01",14.66
"911","2018-02-02",12.83
"912","2018-02-05",12.85
"913","2018-02-06",12.55
"914","2018-02-07",12.55
"915","2018-02-08",12.02
"916","2018-02-09",12.1
"917","2018-02-12",12.61
"918","2018-02-13",12.8
"919","2018-02-14",13.97
"920","2018-02-15",14.34
"921","2018-02-16",13.39
"922","2018-02-20",13.62
"923","2018-02-21",13.63
"924","2018-02-22",13.44
"925","2018-02-23",13.52
"926","2018-02-26",13.51
"927","2018-02-27",12.9
"928","2018-02-28",12.77
"929","2018-03-01",13
"930","2018-03-02",12.99
"931","2018-03-05",13.02
"932","2018-03-06",13.37
"933","2018-03-07",13.22
"934","2018-03-08",13.72
"935","2018-03-09",13.94
"936","2018-03-12",14.3
"937","2018-03-13",14
"938","2018-03-14",13.61
"939","2018-03-15",12.94
"940","2018-03-16",12.78
"941","2018-03-19",12.04
"942","2018-03-20",12.19
"943","2018-03-21",12.18
"944","2018-03-22",11.74
"945","2018-03-23",11.27
"946","2018-03-26",10.49
"947","2018-03-27",10.1
"948","2018-03-28",9.99
"949","2018-03-29",10.09
"950","2018-04-02",9.93
"951","2018-04-03",10.28
"952","2018-04-04",10.64
"953","2018-04-05",11.35
"954","2018-04-06",11.01
"955","2018-04-09",11.49
"956","2018-04-10",11.9
"957","2018-04-11",12.04
"958","2018-04-12",12.41
"959","2018-04-13",11.83
"960","2018-04-16",12.07
"961","2018-04-17",12.58
"962","2018-04-18",12.62
"963","2018-04-19",12.66
"964","2018-04-20",13.46
"965","2018-04-23",13.27
"966","2018-04-24",13.1
"967","2018-04-25",12.88
"968","2018-04-26",13
"969","2018-04-27",13.08
"970","2018-04-30",12.99
"971","2018-05-01",13.16
"972","2018-05-02",13.16
"973","2018-05-03",13.43
"974","2018-05-04",13.43
"975","2018-05-07",13.22
"976","2018-05-08",13.29
"977","2018-05-09",12.98
"978","2018-05-10",13.03
"979","2018-05-11",13.01
"980","2018-05-14",13.34
"981","2018-05-15",12.095
"982","2018-05-16",12.02
"983","2018-05-17",11.92
"984","2018-05-18",11.88
"985","2018-05-21",11.9
"986","2018-05-22",11.92
"987","2018-05-23",11.9
"988","2018-05-24",11.75
"989","2018-05-25",11.81
"990","2018-05-29",11.95
"991","2018-05-30",12.15
"992","2018-05-31",12.37
"993","2018-06-01",12.44
"994","2018-06-04",12.52
"995","2018-06-05",12.69
"996","2018-06-06",12.6
"997","2018-06-07",12.81
"998","2018-06-08",13.81
"999","2018-06-11",15.68
"1000","2018-06-12",13.45
