"","date","CUE"
"202","2018-10-18",6.98
"203","2018-10-19",6.76
"204","2018-10-22",6.76
"205","2018-10-23",6.72
"206","2018-10-24",6.29
"207","2018-10-25",6.13
"208","2018-10-26",6.16
"209","2018-10-29",6.2
"210","2018-10-30",6.19
"211","2018-10-31",6.34
"212","2018-11-01",7.21
"213","2018-11-02",7.46
"214","2018-11-05",7.48
"215","2018-11-06",7.01
"216","2018-11-07",7.27
"217","2018-11-08",7.32
"218","2018-11-09",7.15
"219","2018-11-12",6.12
"220","2018-11-13",6.08
"221","2018-11-14",5.71
"222","2018-11-15",5.71
"223","2018-11-16",5.58
"224","2018-11-19",5.06
"225","2018-11-20",5.19
"226","2018-11-21",5.23
"227","2018-11-23",5.34
"228","2018-11-26",5.14
"229","2018-11-27",4.94
"230","2018-11-28",5.24
"231","2018-11-29",4.9
"232","2018-11-30",4.68
"233","2018-12-03",4.82
"234","2018-12-04",5
"235","2018-12-06",4.71
"236","2018-12-07",4.84
"237","2018-12-10",4.89
"238","2018-12-11",4.83
"239","2018-12-12",5.08
"240","2018-12-13",5.13
"241","2018-12-14",5.27
"242","2018-12-17",5.35
"243","2018-12-18",5.16
"244","2018-12-19",5.05
"245","2018-12-20",4.75
"246","2018-12-21",4.61
"247","2018-12-24",4.56
"248","2018-12-26",4.35
"249","2018-12-27",4.71
"250","2018-12-28",4.64
"251","2018-12-31",4.7
"252","2019-01-02",5.16
"253","2019-01-03",5.52
"254","2019-01-04",5.21
"255","2019-01-07",5.57
"256","2019-01-08",5.55
"257","2019-01-09",6.02
"258","2019-01-10",6.69
"259","2019-01-11",6.66
"260","2019-01-14",6.07
"261","2019-01-15",5.46
"262","2019-01-16",6.03
"263","2019-01-17",6.15
"264","2019-01-18",5.83
"265","2019-01-22",5.55
"266","2019-01-23",5.25
"267","2019-01-24",5.44
"268","2019-01-25",5.31
"269","2019-01-28",5.19
"270","2019-01-29",4.92
"271","2019-01-30",5.02
"272","2019-01-31",5.11
"273","2019-02-01",5.27
"274","2019-02-04",5.26
"275","2019-02-05",5.18
"276","2019-02-06",5.08
"277","2019-02-07",4.7
"278","2019-02-08",5.43
"279","2019-02-11",5.2
"280","2019-02-12",5.27
"281","2019-02-13",6
"282","2019-02-14",6.11
"283","2019-02-15",6.46
"284","2019-02-19",6.24
"285","2019-02-20",6.2
"286","2019-02-21",6.5
"287","2019-02-22",6.23
"288","2019-02-25",6.42
"289","2019-02-26",6.9
"290","2019-02-27",6.62
"291","2019-02-28",6.4
"292","2019-03-01",6.79
"293","2019-03-04",6.81
"294","2019-03-05",6.86
"295","2019-03-06",6.42
"296","2019-03-07",6.35
"297","2019-03-08",6.5
"298","2019-03-11",7.04
"299","2019-03-12",7.08
"300","2019-03-13",7.3
"301","2019-03-14",7.16
"302","2019-03-15",8.01
"303","2019-03-18",8.56
"304","2019-03-19",9.04
"305","2019-03-20",9.29
"306","2019-03-21",8.65
"307","2019-03-22",7.95
"308","2019-03-25",7.34
"309","2019-03-26",7.73
"310","2019-03-27",7.31
"311","2019-03-28",7.65
"312","2019-03-29",7.73
"313","2019-04-01",8.17
"314","2019-04-02",8.95
"315","2019-04-03",8.64
"316","2019-04-04",8.95
"317","2019-04-05",9
"318","2019-04-08",9.65
"319","2019-04-09",8.86
"320","2019-04-10",9.34
"321","2019-04-11",8.86
"322","2019-04-12",8.78
"323","2019-04-15",8.99
"324","2019-04-16",8.86
"325","2019-04-17",8.21
"326","2019-04-18",8.54
"327","2019-04-22",8.19
"328","2019-04-23",8.42
"329","2019-04-24",8.45
"330","2019-04-25",8.46
"331","2019-04-26",9.01
"332","2019-04-29",8.97
"333","2019-04-30",8.49
"334","2019-05-01",8.04
"335","2019-05-02",7.76
"336","2019-05-03",8.04
"337","2019-05-06",8.17
"338","2019-05-07",8.01
"339","2019-05-08",8.12
"340","2019-05-09",8.02
"341","2019-05-10",8.06
"342","2019-05-13",8.13
"343","2019-05-14",8.18
"344","2019-05-15",8.44
"345","2019-05-16",8.52
"346","2019-05-17",8.43
"347","2019-05-20",8.66
"348","2019-05-21",8.72
"349","2019-05-22",8.21
"350","2019-05-23",7.92
"351","2019-05-24",8.31
"352","2019-05-28",8.25
"353","2019-05-29",8.32
"354","2019-05-30",8.52
"355","2019-05-31",8.26
"356","2019-06-03",8.09
"357","2019-06-04",7.82
"358","2019-06-05",7.35
"359","2019-06-06",7.18
"360","2019-06-07",7.47
"361","2019-06-10",8.5
"362","2019-06-11",8.24
"363","2019-06-12",8.6
"364","2019-06-13",8.48
"365","2019-06-14",8
"366","2019-06-17",7.92
"367","2019-06-18",7.25
"368","2019-06-19",7.18
"369","2019-06-20",7.42
"370","2019-06-21",7.5
"371","2019-06-24",7.9
"372","2019-06-25",7.95
"373","2019-06-26",7.74
"374","2019-06-27",7.75
"375","2019-06-28",8.99
"376","2019-07-01",8.85
"377","2019-07-02",8.58
"378","2019-07-03",8.01
"379","2019-07-05",8.04
"380","2019-07-08",7.82
"381","2019-07-09",7.76
"382","2019-07-10",7.28
"383","2019-07-11",6.93
"384","2019-07-12",6.78
"385","2019-07-15",6.95
"386","2019-07-16",7.12
"387","2019-07-17",7.25
"388","2019-07-18",7.43
"389","2019-07-19",7.55
"390","2019-07-22",7.14
"391","2019-07-23",6.89
"392","2019-07-24",6.94
"393","2019-07-25",6.84
"394","2019-07-26",7.4
"395","2019-07-29",7.36
"396","2019-07-30",7.77
"397","2019-07-31",8.31
"398","2019-08-01",8.19
"399","2019-08-02",8.17
"400","2019-08-05",7.75
"401","2019-08-06",7.95
"402","2019-08-07",7.71
"403","2019-08-08",8.21
"404","2019-08-09",7.81
"405","2019-08-12",7.89
"406","2019-08-13",8.29
"407","2019-08-14",7.58
"408","2019-08-15",7.56
"409","2019-08-16",7.99
"410","2019-08-19",8.27
"411","2019-08-20",8
"412","2019-08-21",8.2
"413","2019-08-22",8.07
"414","2019-08-23",7.55
"415","2019-08-26",7.7
"416","2019-08-27",7.51
"417","2019-08-28",7.79
"418","2019-08-29",8.02
"419","2019-08-30",8.19
"420","2019-09-03",8.17
"421","2019-09-04",7.94
"422","2019-09-05",8.19
"423","2019-09-06",8.2
"424","2019-09-09",8.26
"425","2019-09-10",8.48
"426","2019-09-11",8.68
"427","2019-09-12",8.79
"428","2019-09-13",8.87
"429","2019-09-16",8.9
"430","2019-09-17",9.28
"431","2019-09-18",8.8
"432","2019-09-19",8.82
"433","2019-09-20",8.75
"434","2019-09-23",8.8
"435","2019-09-24",8.76
"436","2019-09-25",9.095
"437","2019-09-26",8.925
"438","2019-09-27",8.87
"439","2019-09-30",8.43
"440","2019-10-01",7.29
"441","2019-10-02",7.74
"442","2019-10-03",7.53
"443","2019-10-04",7.72
"444","2019-10-07",7.71
"445","2019-10-08",7.5
"446","2019-10-09",7.71
"447","2019-10-10",7.54
"448","2019-10-11",7.41
"449","2019-10-14",7.06
"450","2019-10-15",7.33
"451","2019-10-16",7.24
"452","2019-10-17",7.23
"453","2019-10-18",7.12
"454","2019-10-21",7.3
"455","2019-10-22",7.61
"456","2019-10-23",7.98
"457","2019-10-24",8.15
"458","2019-10-25",8.29
"459","2019-10-28",8.27
"460","2019-10-29",8.45
"461","2019-10-30",8.63
"462","2019-10-31",8.58
"463","2019-11-01",8.63
"464","2019-11-04",8.72
"465","2019-11-05",8.84
"466","2019-11-06",8.53
"467","2019-11-07",8.52
"468","2019-11-08",8.84
"469","2019-11-11",8.96
"470","2019-11-12",9.12
"471","2019-11-13",8.78
"472","2019-11-14",8.99
"473","2019-11-15",8.8
"474","2019-11-18",9.08
"475","2019-11-19",9.55
"476","2019-11-20",10.27
"477","2019-11-21",9.95
"478","2019-11-22",10.03
"479","2019-11-25",10.46
"480","2019-11-26",10.91
"481","2019-11-27",11.41
"482","2019-11-29",11.84
"483","2019-12-02",12.3
"484","2019-12-03",12
"485","2019-12-04",12.59
"486","2019-12-05",11.33
"487","2019-12-06",11.69
"488","2019-12-09",11.65
"489","2019-12-10",12.59
"490","2019-12-11",12.71
"491","2019-12-12",12.4
"492","2019-12-13",13.56
"493","2019-12-16",15.07
"494","2019-12-17",16.17
"495","2019-12-18",15.5
"496","2019-12-19",15.99
"497","2019-12-20",16.15
"498","2019-12-23",17.15
"499","2019-12-24",16.940001
"500","2019-12-26",17.42
"501","2019-12-27",17.469999
"502","2019-12-30",15.92
"503","2019-12-31",15.875
"504","2020-01-02",16.309999
"505","2020-01-03",14.83
"506","2020-01-06",13.69
"507","2020-01-07",14.45
"508","2020-01-08",14.62
"509","2020-01-09",15.37
"510","2020-01-10",15.67
"511","2020-01-13",15.79
"512","2020-01-14",15.78
"513","2020-01-15",15.88
"514","2020-01-16",16.77
"515","2020-01-17",15.4
"516","2020-01-21",15
"517","2020-01-22",15.35
"518","2020-01-23",15.2
"519","2020-01-24",15.21
"520","2020-01-27",15.51
"521","2020-01-28",16.16
"522","2020-01-29",16.41
"523","2020-01-30",15.27
"524","2020-01-31",15.17
"525","2020-02-03",15.71
"526","2020-02-04",15.61
"527","2020-02-05",16.26
"528","2020-02-06",17.42
"529","2020-02-07",16.73
"530","2020-02-10",18.959999
"531","2020-02-11",20
"532","2020-02-12",18.98
"533","2020-02-13",18.959999
"534","2020-02-14",17.35
"535","2020-02-18",18.01
"536","2020-02-19",20.620001
"537","2020-02-20",20.75
"538","2020-02-21",19.809999
"539","2020-02-24",18.6
"540","2020-02-25",18.879999
"541","2020-02-26",18.93
"542","2020-02-27",17.85
"543","2020-02-28",17.49
"544","2020-03-02",18.110001
"545","2020-03-03",19.219999
"546","2020-03-04",21.52
"547","2020-03-05",22.27
"548","2020-03-06",20.52
"549","2020-03-09",18.209999
"550","2020-03-10",17.309999
"551","2020-03-11",15.71
"552","2020-03-12",12.51
"553","2020-03-13",13.15
"554","2020-03-16",11.66
"555","2020-03-17",11.41
"556","2020-03-18",9.85
"557","2020-03-19",12.13
"558","2020-03-20",12.22
"559","2020-03-23",12.16
"560","2020-03-24",14
"561","2020-03-25",13.9
"562","2020-03-26",14.24
"563","2020-03-27",13.23
"564","2020-03-30",13.72
"565","2020-03-31",14.19
"566","2020-04-01",12.99
"567","2020-04-02",12.7
"568","2020-04-03",12.92
"569","2020-04-06",14.32
"570","2020-04-07",15.07
"571","2020-04-08",16.6
"572","2020-04-09",17.969999
"573","2020-04-13",18.700001
"574","2020-04-14",19.709999
"575","2020-04-15",19.540001
"576","2020-04-16",18.629999
"577","2020-04-17",18.809999
"578","2020-04-20",21.5
"579","2020-04-21",21.5
"580","2020-04-22",22.940001
"581","2020-04-23",24.530001
"582","2020-04-24",24.26
"583","2020-04-27",24.67
"584","2020-04-28",25.030001
"585","2020-04-29",26.959999
"586","2020-04-30",25.58
"587","2020-05-01",23.48
"588","2020-05-04",24.34
"589","2020-05-05",25.809999
"590","2020-05-06",26.07
"591","2020-05-07",26.5
"592","2020-05-08",27.68
"593","2020-05-11",27.559999
"594","2020-05-12",25.780001
"595","2020-05-13",24.77
"596","2020-05-14",25.620001
"597","2020-05-15",26.195
"598","2020-05-18",26.559999
"599","2020-05-19",27.139999
"600","2020-05-20",28.77
"601","2020-05-21",30.540001
"602","2020-05-22",30.1
"603","2020-05-26",28.959999
"604","2020-05-27",27.16
"605","2020-05-28",27.23
"606","2020-05-29",27.68
"607","2020-06-01",29.379999
"608","2020-06-02",30.73
"609","2020-06-03",28.66
"610","2020-06-04",26.83
"611","2020-06-05",24.440001
"612","2020-06-08",25.5
"613","2020-06-09",25.26
"614","2020-06-10",26.48
"615","2020-06-11",25.120001
"616","2020-06-12",25.549999
"617","2020-06-15",27.5
"618","2020-06-16",25.700001
"619","2020-06-17",26.25
"620","2020-06-18",25.379999
"621","2020-06-19",24.049999
"622","2020-06-22",25.92
"623","2020-06-23",25.85
"624","2020-06-24",23.959999
"625","2020-06-25",24.43
"626","2020-06-26",23.48
"627","2020-06-29",23.360001
"628","2020-06-30",24.51
"629","2020-07-01",22.9
"630","2020-07-02",22.889999
"631","2020-07-06",22.540001
"632","2020-07-07",22.700001
"633","2020-07-08",23.540001
"634","2020-07-09",22.67
"635","2020-07-10",22.35
"636","2020-07-13",20.75
"637","2020-07-14",21.34
"638","2020-07-15",22.040001
"639","2020-07-16",21.700001
"640","2020-07-17",22.190001
"641","2020-07-20",22.68
"642","2020-07-21",21.879999
"643","2020-07-22",21.059999
"644","2020-07-23",20.299999
"645","2020-07-24",19.24
"646","2020-07-27",20.16
"647","2020-07-28",19.790001
"648","2020-07-29",19.09
"649","2020-07-30",19.76
"650","2020-07-31",18.91
"651","2020-08-03",19.91
"652","2020-08-04",19.200001
"653","2020-08-05",20.49
"654","2020-08-06",20.02
"655","2020-08-07",19.860001
"656","2020-08-10",21.07
"657","2020-08-11",20.110001
"658","2020-08-12",20.809999
"659","2020-08-13",20.809999
"660","2020-08-14",20.35
"661","2020-08-17",21.48
"662","2020-08-18",21.26
"663","2020-08-19",21.01
"664","2020-08-20",19.955
"665","2020-08-21",19.870001
"666","2020-08-24",18.59
"667","2020-08-25",19.48
"668","2020-08-26",18.629999
"669","2020-08-27",17.809999
"670","2020-08-28",17.73
"671","2020-08-31",17.870001
"672","2020-09-01",16.1
"673","2020-09-02",17.02
"674","2020-09-03",15.76
"675","2020-09-04",15.81
"676","2020-09-08",15.87
"677","2020-09-09",16.690001
"678","2020-09-10",16.52
"679","2020-09-11",16.469999
"680","2020-09-14",17.85
"681","2020-09-15",18.01
"682","2020-09-16",17.6
"683","2020-09-17",17.209999
"684","2020-09-18",17.299999
"685","2020-09-21",15.93
"686","2020-09-22",16.18
"687","2020-09-23",15.15
"688","2020-09-24",15.22
"689","2020-09-25",16.16
"690","2020-09-28",15.16
"691","2020-09-29",15.4
"692","2020-09-30",15.05
"693","2020-10-01",15.61
"694","2020-10-02",15.6
"695","2020-10-05",16.299999
"696","2020-10-06",15.73
"697","2020-10-07",16.4
"698","2020-10-08",16.01
"699","2020-10-09",16.290001
"700","2020-10-12",16.059999
"701","2020-10-13",16.23
"702","2020-10-14",15.61
"703","2020-10-15",15.34
"704","2020-10-16",15.68
"705","2020-10-19",15.33
"706","2020-10-20",14.13
"707","2020-10-21",13.23
"708","2020-10-22",13.6
"709","2020-10-23",12.77
"710","2020-10-26",12.29
"711","2020-10-27",12.07
"712","2020-10-28",11.66
"713","2020-10-29",12.1
"714","2020-10-30",11.14
"715","2020-11-02",11.33
"716","2020-11-03",11.3
"717","2020-11-04",12.1
"718","2020-11-05",11.87
"719","2020-11-06",11.12
"720","2020-11-09",11.58
"721","2020-11-10",12.36
"722","2020-11-11",12.04
"723","2020-11-12",11.71
"724","2020-11-13",11.91
"725","2020-11-16",11.71
"726","2020-11-17",11.55
"727","2020-11-18",12.5
"728","2020-11-19",12.7
"729","2020-11-20",12.21
"730","2020-11-23",12.01
"731","2020-11-24",12.38
"732","2020-11-25",12.7
"733","2020-11-27",13.74
